symbol,period,quarter_end_date,promoter_pct,fii_pct,dii_pct,public_pct,promoter_delta,fii_delta,dii_delta,conviction_signal,as_of_date,source,submission_date
SOLARWORLD,Q2FY26,29-SEP-2025,65.67,3.4000000000000004,13.84,34.33,,,,STABLE,2026-07-08,nse_xbrl,30-SEP-2025
SOLARWORLD,Q3FY26,31-DEC-2025,65.67,1.49,11.2,34.33,0.0,-1.91,-2.64,STABLE,2026-07-08,nse_xbrl,21-JAN-2026
SOLARWORLD,Q4FY26,31-MAR-2026,65.77,1.24,11.41,34.23,0.1,-0.25,0.21,STABLE,2026-07-08,nse_xbrl,21-APR-2026
SOLEX,Q2FY23,30-SEP-2022,70.65,0.0,0.0,29.35,,,,STABLE,2026-07-08,nse_xbrl,17-OCT-2022
SOLEX,Q2FY25,20-JUL-2024,66.15,0.03,1.12,33.85,,,,STABLE,2026-07-08,nse_xbrl,27-JUL-2024
SOLEX,Q4FY25,31-MAR-2025,66.15,0.01,0.79,33.85,,,,STABLE,2026-07-08,nse_xbrl,17-APR-2025
SOLEX,Q2FY26,30-SEP-2025,66.14999999999999,0.09,1.02,33.85,,,,STABLE,2026-07-08,nse_xbrl,14-OCT-2025
SOLEX,Q3FY26,31-DEC-2025,66.14999999999999,0.25,0.98,33.85,0.0,0.16,-0.04,STABLE,2026-07-08,nse_xbrl,13-JAN-2026
SOLEX,Q4FY26,31-MAR-2026,66.14999999999999,0.13,0.8099999999999999,33.85,0.0,-0.12,-0.17,STABLE,2026-07-08,nse_xbrl,21-APR-2026
SOMANYCERA,Q1FY25,30-JUN-2024,55.02,1.63,23.52,44.98,,,,STABLE,2026-07-08,nse_xbrl,17-JUL-2024
SOMANYCERA,Q2FY25,30-SEP-2024,55.02,1.78,23.52,44.98,0.0,0.15,0.0,STABLE,2026-07-08,nse_xbrl,15-OCT-2024
SOMANYCERA,Q3FY25,31-DEC-2024,55.01,1.56,23.61,44.99,-0.01,-0.22,0.09,STABLE,2026-07-08,nse_xbrl,20-JAN-2025
SOMANYCERA,Q4FY25,31-MAR-2025,55.01,1.49,23.63,44.99,0.0,-0.07,0.02,STABLE,2026-07-08,nse_xbrl,17-APR-2025
SOMANYCERA,Q1FY26,30-JUN-2025,55.01,1.39,23.01,44.99,0.0,-0.1,-0.62,STABLE,2026-07-08,nse_xbrl,21-JUL-2025
SOMANYCERA,Q2FY26,30-SEP-2025,55.00000000000001,0.98,23.18,45.0,-0.01,-0.41,0.17,STABLE,2026-07-08,nse_xbrl,17-OCT-2025
SOMANYCERA,Q3FY26,31-DEC-2025,55.00000000000001,0.8999999999999999,23.01,45.0,0.0,-0.08,-0.17,STABLE,2026-07-08,nse_xbrl,17-JAN-2026
SOMANYCERA,Q4FY26,31-MAR-2026,55.2,1.34,21.64,44.8,0.2,0.44,-1.37,STABLE,2026-07-08,nse_xbrl,20-APR-2026
SOMATEX,Q1FY25,30-JUN-2024,72.76,0.0,0.04,27.24,,,,STABLE,2026-07-08,nse_xbrl,09-JUL-2024
SOMATEX,Q2FY25,30-SEP-2024,74.98,0.04,0.04,25.02,2.22,0.04,0.0,STRONG_PROMOTER_BUY,2026-07-08,nse_xbrl,16-OCT-2024
SOMATEX,Q3FY25,31-DEC-2024,74.98,0.01,0.04,25.02,0.0,-0.03,0.0,STABLE,2026-07-08,nse_xbrl,07-JAN-2025
SOMATEX,Q4FY25,31-MAR-2025,74.98,0.0,0.04,25.02,0.0,-0.01,0.0,STABLE,2026-07-08,nse_xbrl,16-APR-2025
SOMATEX,Q1FY26,30-JUN-2025,74.98,0.0,0.04,25.02,0.0,0.0,0.0,STABLE,2026-07-08,nse_xbrl,09-JUL-2025
SOMATEX,Q2FY26,30-SEP-2025,74.98,0.05,0.1,25.02,0.0,0.05,0.06,STABLE,2026-07-08,nse_xbrl,14-OCT-2025
SOMATEX,Q3FY26,31-DEC-2025,80.60000000000001,0.01,0.04,19.4,5.62,-0.04,-0.06,STRONG_PROMOTER_BUY,2026-07-08,nse_xbrl,09-JAN-2026
SOMATEX,Q4FY26,31-MAR-2026,80.60000000000001,0.0,0.04,19.4,0.0,-0.01,0.0,STABLE,2026-07-08,nse_xbrl,13-APR-2026
SOMICONVEY,Q1FY25,30-JUN-2024,59.09,0.0,0.0,40.91,,,,STABLE,2026-07-08,nse_xbrl,18-JUL-2024
SOMICONVEY,Q2FY25,30-SEP-2024,59.09,0.0,0.0,40.91,0.0,0.0,0.0,STABLE,2026-07-08,nse_xbrl,17-OCT-2024
SOMICONVEY,Q3FY25,31-DEC-2024,59.09,0.0,0.0,40.91,0.0,0.0,0.0,STABLE,2026-07-08,nse_xbrl,16-JAN-2025
SOMICONVEY,Q4FY25,31-MAR-2025,59.09,0.01,0.0,40.91,0.0,0.01,0.0,STABLE,2026-07-08,nse_xbrl,19-APR-2025
SOMICONVEY,Q1FY26,30-JUN-2025,59.09,0.0,,40.91,0.0,-0.01,,STABLE,2026-07-08,screener,16-JUL-2025
SOMICONVEY,Q2FY26,30-SEP-2025,59.09,0.09,,40.91,0.0,0.09,,STABLE,2026-07-08,nse_xbrl,16-OCT-2025
SOMICONVEY,Q3FY26,31-DEC-2025,59.09,0.0,,40.91,0.0,-0.09,,STABLE,2026-07-08,nse_xbrl,16-JAN-2026
SOMICONVEY,Q4FY26,31-MAR-2026,59.09,0.0,,40.91,0.0,0.0,,STABLE,2026-07-08,nse_xbrl,20-APR-2026
SONACOMS,Q1FY25,30-JUN-2024,29.71,32.03,29.51,70.29,,,,STABLE,2026-07-08,nse_xbrl,05-JUL-2024
SONACOMS,Q2FY25,09-SEP-2024,28.04,32.74,31.48,71.96,-1.67,0.71,1.97,FII_DII_ACCUMULATION,2026-07-08,nse_xbrl,12-SEP-2024
SONACOMS,Q3FY25,31-DEC-2024,28.03,33.25,31.15,71.97,-0.01,0.51,-0.33,FII_ACCUMULATION,2026-07-08,nse_xbrl,14-JAN-2025
SONACOMS,Q4FY25,31-MAR-2025,28.02,29.92,34.42,71.98,-0.01,-3.33,3.27,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,10-APR-2025
SONACOMS,Q1FY26,30-JUN-2025,28.02,29.75,34.59,71.98,0.0,-0.17,0.17,STABLE,2026-07-08,nse_xbrl,18-JUL-2025
SONACOMS,Q2FY26,30-SEP-2025,28.02,23.46,40.13,71.98,0.0,-6.29,5.54,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,15-OCT-2025
SONACOMS,Q3FY26,31-DEC-2025,28.02,23.89,40.73,71.98,0.0,0.43,0.6,DII_ACCUMULATION,2026-07-08,nse_xbrl,16-JAN-2026
SONACOMS,Q4FY26,31-MAR-2026,28.02,23.7,41.46,71.98,0.0,-0.19,0.73,DII_ACCUMULATION,2026-07-08,nse_xbrl,18-APR-2026
SONAMLTD,Q1FY25,30-JUN-2024,72.28,0.0,0.0,27.72,,,,STABLE,2026-07-08,nse_xbrl,19-JUL-2024
SONAMLTD,Q2FY25,30-SEP-2024,71.89,0.0,0.0,28.11,-0.39,0.0,0.0,STABLE,2026-07-08,nse_xbrl,14-OCT-2024
SONAMLTD,Q3FY25,31-DEC-2024,54.29,0.21,0.0,45.71,-17.6,0.21,0.0,PROMOTER_SELLING,2026-07-08,nse_xbrl,15-JAN-2025
SONAMLTD,Q4FY25,31-MAR-2025,55.15,0.42,0.0,44.85,0.86,0.21,0.0,STABLE,2026-07-08,nse_xbrl,11-APR-2025
SONAMLTD,Q1FY26,30-JUN-2025,55.95,0.01,,44.05,0.8,-0.41,,STABLE,2026-07-08,nse_xbrl,15-JUL-2025
SONAMLTD,Q3FY26,31-DEC-2025,57.27,0.02,,42.73,,,,STABLE,2026-07-08,nse_xbrl,08-JAN-2026
SONAMLTD,Q4FY26,31-MAR-2026,57.55,0.26,,42.45,0.28,0.24,,STABLE,2026-07-08,nse_xbrl,16-APR-2026
SONATSOFTW,Q1FY25,30-JUN-2024,28.17,12.41,21.57,70.83,,,,STABLE,2026-07-08,nse_xbrl,18-JUL-2024
SONATSOFTW,Q2FY25,30-SEP-2024,28.17,12.14,23.37,70.83,0.0,-0.27,1.8,DII_ACCUMULATION,2026-07-08,nse_xbrl,16-OCT-2024
SONATSOFTW,Q3FY25,31-DEC-2024,28.17,12.29,24.3,70.83,0.0,0.15,0.93,DII_ACCUMULATION,2026-07-08,nse_xbrl,15-JAN-2025
SONATSOFTW,Q4FY25,31-MAR-2025,28.17,10.76,25.85,70.83,0.0,-1.53,1.55,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,17-APR-2025
SONATSOFTW,Q1FY26,30-JUN-2025,28.17,9.68,25.55,70.86,0.0,-1.08,-0.3,STABLE,2026-07-08,nse_xbrl,18-JUL-2025
SONATSOFTW,Q2FY26,30-SEP-2025,28.17,8.85,26.33,70.75,0.0,-0.83,0.78,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,15-OCT-2025
SONATSOFTW,Q3FY26,31-DEC-2025,28.17,8.790000000000001,26.31,70.74000000000001,0.0,-0.06,-0.02,STABLE,2026-07-08,nse_xbrl,07-JAN-2026
SONATSOFTW,Q4FY26,31-MAR-2026,28.17,8.74,25.55,70.54,0.0,-0.05,-0.76,STABLE,2026-07-08,nse_xbrl,14-APR-2026
SOTL,Q1FY25,30-JUN-2024,68.92,1.43,11.06,31.08,,,,STABLE,2026-07-08,nse_xbrl,18-JUL-2024
SOTL,Q2FY25,30-SEP-2024,68.91,1.43,11.48,31.09,-0.01,0.0,0.42,STABLE,2026-07-08,nse_xbrl,18-OCT-2024
SOTL,Q3FY25,31-DEC-2024,68.91,1.2,12.32,31.09,0.0,-0.23,0.84,DII_ACCUMULATION,2026-07-08,nse_xbrl,10-JAN-2025
SOTL,Q4FY25,31-MAR-2025,68.91,0.92,12.96,31.09,0.0,-0.28,0.64,DII_ACCUMULATION,2026-07-08,nse_xbrl,08-APR-2025
SOTL,Q1FY26,30-JUN-2025,68.91,0.84,12.96,31.09,0.0,-0.08,0.0,STABLE,2026-07-08,nse_xbrl,16-JUL-2025
SOTL,Q2FY26,30-SEP-2025,68.91000000000001,0.83,13.1,31.09,0.0,-0.01,0.14,STABLE,2026-07-08,nse_xbrl,18-OCT-2025
SOTL,Q3FY26,31-DEC-2025,68.91000000000001,0.8699999999999999,13.18,31.09,0.0,0.04,0.08,STABLE,2026-07-08,nse_xbrl,16-JAN-2026
SOTL,Q4FY26,31-MAR-2026,68.93,0.88,13.18,31.07,0.02,0.01,0.0,STABLE,2026-07-08,nse_xbrl,21-APR-2026
SOUTHBANK,Q1FY25,30-JUN-2024,0.0,13.44,5.11,100.0,,,,STABLE,2026-07-08,nse_xbrl,15-JUL-2024
SOUTHBANK,Q2FY25,30-SEP-2024,0.0,11.48,5.25,100.0,0.0,-1.96,0.14,STABLE,2026-07-08,nse_xbrl,19-OCT-2024
SOUTHBANK,Q3FY25,31-DEC-2024,0.0,11.46,7.25,100.0,0.0,-0.02,2.0,DII_ACCUMULATION,2026-07-08,nse_xbrl,14-JAN-2025
SOUTHBANK,Q4FY25,31-MAR-2025,0.0,11.96,10.42,100.0,0.0,0.5,3.17,FII_DII_ACCUMULATION,2026-07-08,nse_xbrl,17-APR-2025
SOUTHBANK,Q1FY26,30-JUN-2025,0.0,17.58,11.1,100.0,0.0,5.62,0.68,FII_DII_ACCUMULATION,2026-07-08,nse_xbrl,19-JUL-2025
SOUTHBANK,Q2FY26,30-SEP-2025,0.0,17.91,11.92,100.0,0.0,0.33,0.82,DII_ACCUMULATION,2026-07-08,nse_xbrl,18-OCT-2025
SOUTHBANK,Q3FY26,31-DEC-2025,0.0,20.94,13.8,100.0,0.0,3.03,1.88,FII_DII_ACCUMULATION,2026-07-08,nse_xbrl,19-JAN-2026
SOUTHBANK,Q4FY26,31-MAR-2026,0.0,24.21,12.76,100.0,0.0,3.27,-1.04,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,20-APR-2026
SOUTHWEST,Q1FY25,30-JUN-2024,73.61,0.0,0.0,26.39,,,,STABLE,2026-07-08,nse_xbrl,20-JUL-2024
SOUTHWEST,Q2FY25,30-SEP-2024,73.61,0.36,0.0,26.39,0.0,0.36,0.0,STABLE,2026-07-08,nse_xbrl,14-OCT-2024
SOUTHWEST,Q3FY25,31-DEC-2024,73.61,0.08,0.0,26.39,0.0,-0.28,0.0,STABLE,2026-07-08,nse_xbrl,20-JAN-2025
SOUTHWEST,Q4FY25,21-FEB-2025,68.85,0.0,0.0,31.15,-4.76,-0.08,0.0,PROMOTER_SELLING,2026-07-08,nse_xbrl,28-FEB-2025
SOUTHWEST,Q1FY26,30-JUN-2025,68.85,0.12,,31.15,0.0,0.12,,STABLE,2026-07-08,nse_xbrl,16-JUL-2025
SOUTHWEST,Q2FY26,30-SEP-2025,68.85,0.08,,31.15,0.0,-0.04,,STABLE,2026-07-08,nse_xbrl,18-OCT-2025
SOUTHWEST,Q3FY26,31-DEC-2025,68.85,0.2799999999999999,,31.15,0.0,0.2,,STABLE,2026-07-08,nse_xbrl,12-JAN-2026
SOUTHWEST,Q4FY26,31-MAR-2026,68.85,0.76,0.0,31.15,0.0,0.48,,STABLE,2026-07-08,nse_xbrl,17-APR-2026
SPAL,Q1FY25,30-JUN-2024,61.93,1.59,19.24,38.07,,,,STABLE,2026-07-08,nse_xbrl,19-JUL-2024
SPAL,Q2FY25,30-SEP-2024,61.93,1.63,19.56,38.07,0.0,0.04,0.32,STABLE,2026-07-08,nse_xbrl,18-OCT-2024
SPAL,Q3FY25,31-DEC-2024,61.93,1.84,19.84,38.07,0.0,0.21,0.28,STABLE,2026-07-08,nse_xbrl,21-JAN-2025
SPAL,Q4FY25,31-MAR-2025,61.93,1.81,19.68,38.07,0.0,-0.03,-0.16,STABLE,2026-07-08,nse_xbrl,17-APR-2025
SPAL,Q1FY26,30-JUN-2025,61.93,1.83,19.92,38.07,0.0,0.02,0.24,STABLE,2026-07-08,nse_xbrl,18-JUL-2025
SPAL,Q2FY26,30-SEP-2025,61.92999999999999,1.48,19.79,38.07,-0.0,-0.35,-0.13,STABLE,2026-07-08,nse_xbrl,18-OCT-2025
SPAL,Q3FY26,31-DEC-2025,61.92999999999999,1.83,18.72,38.07,0.0,0.35,-1.07,STABLE,2026-07-08,nse_xbrl,21-JAN-2026
SPAL,Q4FY26,31-MAR-2026,61.81,1.48,16.57,38.190000000000005,-0.12,-0.35,-2.15,STABLE,2026-07-08,nse_xbrl,18-APR-2026
SPANDANA,Q1FY25,30-JUN-2024,56.85,22.83,8.97,43.15,,,,STABLE,2026-07-08,nse_xbrl,13-JUL-2024
SPANDANA,Q2FY25,30-SEP-2024,55.83,22.64,7.33,44.17,-1.02,-0.19,-1.64,PROMOTER_SELLING,2026-07-08,nse_xbrl,18-OCT-2024
SPANDANA,Q3FY25,31-DEC-2024,48.13,21.71,6.31,51.87,-7.7,-0.93,-1.02,PROMOTER_SELLING,2026-07-08,nse_xbrl,15-JAN-2025
SPANDANA,Q4FY25,31-MAR-2025,48.13,19.83,6.45,51.87,0.0,-1.88,0.14,STABLE,2026-07-08,nse_xbrl,18-APR-2025
SPANDANA,Q1FY26,30-JUN-2025,48.13,19.79,5.65,51.87,0.0,-0.04,-0.8,STABLE,2026-07-08,nse_xbrl,18-JUL-2025
SPANDANA,Q2FY26,12-AUG-2025,48.16,20.26,6.18,51.84,0.03,0.47,0.53,DII_ACCUMULATION,2026-07-08,nse_xbrl,20-AUG-2025
SPANDANA,Q3FY26,31-DEC-2025,48.16,20.35,5.779999999999999,51.84,0.0,0.09,-0.4,STABLE,2026-07-08,nse_xbrl,20-JAN-2026
SPANDANA,Q4FY26,31-MAR-2026,48.16,19.89,5.79,51.84,0.0,-0.46,0.01,STABLE,2026-07-08,nse_xbrl,17-APR-2026
SPARC,Q2FY25,30-SEP-2024,65.67,2.15,0.23,34.33,,,,STABLE,2026-07-08,nse_xbrl,15-OCT-2024
SPARC,Q3FY25,31-DEC-2024,65.67,2.23,0.64,34.33,0.0,0.08,0.41,STABLE,2026-07-08,nse_xbrl,21-JAN-2025
SPARC,Q4FY25,31-MAR-2025,65.67,1.45,1.13,34.33,0.0,-0.78,0.49,STABLE,2026-07-08,nse_xbrl,18-APR-2025
SPARC,Q1FY26,30-JUN-2025,65.67,1.47,0.97,34.33,0.0,0.02,-0.16,STABLE,2026-07-08,nse_xbrl,21-JUL-2025
SPARC,Q2FY26,30-SEP-2025,65.67,1.76,1.05,34.33,0.0,0.29,0.08,STABLE,2026-07-08,nse_xbrl,17-OCT-2025
SPARC,Q3FY26,31-DEC-2025,65.67,2.04,0.7799999999999999,34.33,0.0,0.28,-0.27,STABLE,2026-07-08,nse_xbrl,19-JAN-2026
SPARC,Q4FY26,31-MAR-2026,65.67,2.04,0.88,34.33,0.0,0.0,0.1,STABLE,2026-07-08,nse_xbrl,16-APR-2026
SPARC,Q1FY27,19-MAY-2026,65.67,2.47,0.1,34.33,0.0,0.43,-0.78,STABLE,2026-07-08,nse_xbrl,28-MAY-2026
SPCENET,Q1FY25,30-JUN-2024,15.87,0.0,0.0,84.13,,,,STABLE,2026-07-08,nse_xbrl,18-JUL-2024
SPCENET,Q2FY25,04-SEP-2024,15.67,0.37,0.0,84.33,-0.2,0.37,0.0,STABLE,2026-07-08,nse_xbrl,14-SEP-2024
SPCENET,Q3FY25,31-DEC-2024,15.61,1.22,0.0,84.39,-0.06,0.85,0.0,FII_ACCUMULATION,2026-07-08,nse_xbrl,21-JAN-2025
SPCENET,Q4FY25,31-MAR-2025,15.6,1.19,0.0,84.4,-0.01,-0.03,0.0,STABLE,2026-07-08,nse_xbrl,21-APR-2025
SPCENET,Q1FY26,30-JUN-2025,15.6,1.92,,84.39999999999999,0.0,0.73,,FII_ACCUMULATION,2026-07-08,nse_xbrl,21-JUL-2025
SPCENET,Q2FY26,30-SEP-2025,15.56,1.92,,84.44,-0.04,0.0,,STABLE,2026-07-08,nse_xbrl,18-OCT-2025
SPCENET,Q3FY26,31-DEC-2025,15.56,1.66,,84.44,0.0,-0.26,,STABLE,2026-07-08,nse_xbrl,21-JAN-2026
SPCENET,Q4FY26,31-MAR-2026,15.52,1.65,,84.48,-0.04,-0.01,,STABLE,2026-07-08,nse_xbrl,21-APR-2026
SPECIALITY,Q1FY25,30-JUN-2024,50.24,0.18,1.6,49.76,,,,STABLE,2026-07-08,nse_xbrl,16-JUL-2024
SPECIALITY,Q2FY25,30-SEP-2024,50.24,0.32,1.6,49.76,0.0,0.14,0.0,STABLE,2026-07-08,nse_xbrl,17-OCT-2024
SPECIALITY,Q3FY25,31-DEC-2024,50.1,0.23,1.59,49.9,-0.14,-0.09,-0.01,STABLE,2026-07-08,nse_xbrl,14-JAN-2025
SPECIALITY,Q4FY25,31-MAR-2025,50.1,0.39,1.59,49.9,0.0,0.16,0.0,STABLE,2026-07-08,nse_xbrl,14-APR-2025
SPECIALITY,Q1FY26,30-JUN-2025,50.1,0.4,1.59,49.9,0.0,0.01,0.0,STABLE,2026-07-08,nse_xbrl,17-JUL-2025
SPECIALITY,Q2FY26,30-SEP-2025,50.2,0.47,1.59,49.8,0.1,0.07,0.0,STABLE,2026-07-08,nse_xbrl,17-OCT-2025
SPECIALITY,Q3FY26,31-DEC-2025,50.31,0.5700000000000001,0.16,49.69,0.11,0.1,-1.43,STABLE,2026-07-08,nse_xbrl,08-JAN-2026
SPECIALITY,Q4FY26,31-MAR-2026,50.71,0.48,0.0,49.29,0.4,-0.09,-0.16,STABLE,2026-07-08,nse_xbrl,18-APR-2026
SPECTRUM,Q2FY23,30-SEP-2022,71.45,0.0,0.0,28.55,,,,STABLE,2026-07-08,nse_xbrl,16-OCT-2022
SPECTRUM,Q2FY25,30-SEP-2024,72.53,2.69,0.33,27.47,,,,STABLE,2026-07-08,nse_xbrl,09-OCT-2024
SPECTRUM,Q4FY25,31-MAR-2025,72.53,3.67,0.34,27.47,,,,STABLE,2026-07-08,nse_xbrl,14-APR-2025
SPECTRUM,Q1FY26,30-JUN-2025,72.53,4.11,0.34,27.47,0.0,0.44,0.0,STABLE,2026-07-08,nse_xbrl,21-JUL-2025
SPECTRUM,Q2FY26,30-SEP-2025,72.72,4.33,0.3399999999999999,27.28,0.19,0.22,-0.0,STABLE,2026-07-08,nse_xbrl,14-OCT-2025
SPECTRUM,Q3FY26,31-DEC-2025,72.72,4.66,0.3399999999999999,27.28,0.0,0.33,0.0,STABLE,2026-07-08,nse_xbrl,20-JAN-2026
SPECTRUM,Q4FY26,31-MAR-2026,72.72,4.94,0.3399999999999999,27.28,0.0,0.28,0.0,STABLE,2026-07-08,nse_xbrl,17-APR-2026
SPENCERS,Q1FY25,30-JUN-2024,58.81,8.33,2.0,41.05,,,,STABLE,2026-07-08,nse_xbrl,16-JUL-2024
SPENCERS,Q2FY25,30-SEP-2024,58.81,8.31,2.0,41.05,0.0,-0.02,0.0,STABLE,2026-07-08,nse_xbrl,09-OCT-2024
SPENCERS,Q3FY25,31-DEC-2024,58.81,8.55,2.0,41.05,0.0,0.24,0.0,STABLE,2026-07-08,nse_xbrl,20-JAN-2025
SPENCERS,Q4FY25,31-MAR-2025,58.81,8.75,2.0,41.05,0.0,0.2,0.0,STABLE,2026-07-08,nse_xbrl,17-APR-2025
SPENCERS,Q1FY26,30-JUN-2025,58.81,7.56,2.0,41.05,0.0,-1.19,0.0,STABLE,2026-07-08,nse_xbrl,14-JUL-2025
SPENCERS,Q2FY26,30-SEP-2025,58.81,7.37,2.0,41.05,0.0,-0.19,0.0,STABLE,2026-07-08,nse_xbrl,17-OCT-2025
SPENCERS,Q3FY26,31-DEC-2025,58.81,6.510000000000001,2.0,41.05,0.0,-0.86,0.0,STABLE,2026-07-08,nse_xbrl,15-JAN-2026
SPENCERS,Q4FY26,31-MAR-2026,58.81,6.550000000000001,2.0,41.05,0.0,0.04,0.0,STABLE,2026-07-08,nse_xbrl,17-APR-2026
SPIC,Q1FY25,30-JUN-2024,53.38,0.34,1.69,46.62,,,,STABLE,2026-07-08,nse_xbrl,19-JUL-2024
SPIC,Q2FY25,30-SEP-2024,53.38,0.65,1.17,46.62,0.0,0.31,-0.52,STABLE,2026-07-08,nse_xbrl,21-OCT-2024
SPIC,Q3FY25,31-DEC-2024,53.38,0.84,1.17,46.62,0.0,0.19,0.0,STABLE,2026-07-08,nse_xbrl,21-JAN-2025
SPIC,Q4FY25,31-MAR-2025,53.38,4.87,0.3,46.62,0.0,4.03,-0.87,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,21-APR-2025
SPIC,Q1FY26,30-JUN-2025,53.38,6.53,0.29,46.62,0.0,1.66,-0.01,FII_ACCUMULATION,2026-07-08,nse_xbrl,21-JUL-2025
SPIC,Q2FY26,30-SEP-2025,53.38,6.09,0.1399999999999999,46.62,0.0,-0.44,-0.15,STABLE,2026-07-08,nse_xbrl,21-OCT-2025
SPIC,Q3FY26,31-DEC-2025,53.38,4.92,0.1699999999999999,46.62,0.0,-1.17,0.03,STABLE,2026-07-08,nse_xbrl,21-JAN-2026
SPIC,Q4FY26,31-MAR-2026,53.38,5.08,0.1399999999999999,46.62,0.0,0.16,-0.03,STABLE,2026-07-08,nse_xbrl,21-APR-2026
SPLIL,Q1FY25,30-JUN-2024,68.93,0.14,0.0,31.07,,,,STABLE,2026-07-08,nse_xbrl,18-JUL-2024
SPLIL,Q2FY25,30-SEP-2024,68.93,0.13,0.0,31.07,0.0,-0.01,0.0,STABLE,2026-07-08,nse_xbrl,18-OCT-2024
SPLIL,Q3FY25,31-DEC-2024,68.93,0.13,0.0,31.07,0.0,0.0,0.0,STABLE,2026-07-08,nse_xbrl,17-JAN-2025
SPLIL,Q4FY25,31-MAR-2025,68.93,0.13,0.0,31.07,0.0,0.0,0.0,STABLE,2026-07-08,nse_xbrl,17-APR-2025
SPLIL,Q1FY26,30-JUN-2025,74.97,0.13,,25.03,6.04,0.0,,STRONG_PROMOTER_BUY,2026-07-08,nse_xbrl,21-JUL-2025
SPLIL,Q2FY26,30-SEP-2025,74.97,0.13,,25.03,0.0,0.0,,STABLE,2026-07-08,nse_xbrl,16-OCT-2025
SPLIL,Q3FY26,31-DEC-2025,74.88,0.13,,25.12,-0.09,0.0,,STABLE,2026-07-08,nse_xbrl,20-JAN-2026
SPLIL,Q4FY26,31-MAR-2026,74.85000000000001,0.13,,25.15,-0.03,0.0,,STABLE,2026-07-08,nse_xbrl,21-APR-2026
SPLPETRO,Q1FY25,30-JUN-2024,64.24,3.03,2.66,35.76,,,,STABLE,2026-07-08,nse_xbrl,19-JUL-2024
SPLPETRO,Q2FY25,30-SEP-2024,64.24,3.36,2.81,35.76,0.0,0.33,0.15,STABLE,2026-07-08,nse_xbrl,19-OCT-2024
SPLPETRO,Q3FY25,31-DEC-2024,64.24,3.42,2.94,35.76,0.0,0.06,0.13,STABLE,2026-07-08,nse_xbrl,21-JAN-2025
SPLPETRO,Q4FY25,31-MAR-2025,64.24,3.49,3.06,35.76,0.0,0.07,0.12,STABLE,2026-07-08,nse_xbrl,21-APR-2025
SPLPETRO,Q1FY26,30-JUN-2025,64.24,3.54,3.76,35.76,0.0,0.05,0.7,DII_ACCUMULATION,2026-07-08,nse_xbrl,18-JUL-2025
SPLPETRO,Q2FY26,30-SEP-2025,64.24,3.7,3.88,35.76,0.0,0.16,0.12,STABLE,2026-07-08,nse_xbrl,16-OCT-2025
SPLPETRO,Q3FY26,31-DEC-2025,64.24,3.7,3.96,35.76,0.0,0.0,0.08,STABLE,2026-07-08,nse_xbrl,21-JAN-2026
SPLPETRO,Q4FY26,31-MAR-2026,64.24,3.69,4.24,35.76,0.0,-0.01,0.28,STABLE,2026-07-08,nse_xbrl,21-APR-2026
SPMLINFRA,Q2FY25,30-SEP-2024,35.93,0.97,14.57,64.07,,,,STABLE,2026-07-08,nse_xbrl,15-OCT-2024
SPMLINFRA,Q3FY25,24-OCT-2024,34.8,0.7,14.83,65.2,-1.13,-0.27,0.26,PROMOTER_SELLING,2026-07-08,nse_xbrl,29-OCT-2024
SPMLINFRA,Q4FY25,28-MAR-2025,35.21,0.7,14.84,64.79,0.41,0.0,0.01,STABLE,2026-07-08,nse_xbrl,01-APR-2025
SPMLINFRA,Q1FY26,30-JUN-2025,35.12,0.34,14.86,64.88,-0.09,-0.36,0.02,STABLE,2026-07-08,nse_xbrl,16-JUL-2025
SPMLINFRA,Q2FY26,30-SEP-2025,35.120000000000005,0.26,15.07,64.88000000000001,0.0,-0.08,0.21,STABLE,2026-07-08,nse_xbrl,14-OCT-2025
SPMLINFRA,Q3FY26,06-OCT-2025,35.63,0.3399999999999999,14.95,64.37,0.51,0.08,-0.12,STABLE,2026-07-08,nse_xbrl,14-OCT-2025
SPMLINFRA,Q4FY26,21-JAN-2026,38.33,0.1399999999999999,15.409999999999998,61.67,2.7,-0.2,0.46,STRONG_PROMOTER_BUY,2026-07-08,nse_xbrl,29-JAN-2026
SPMLINFRA,Q1FY27,10-APR-2026,40.19,0.36,15.11,59.81,1.86,0.22,-0.3,STRONG_PROMOTER_BUY,2026-07-08,nse_xbrl,18-APR-2026
SPORTKING,Q1FY25,30-JUN-2024,74.36,0.2,0.0,25.64,,,,STABLE,2026-07-08,nse_xbrl,11-JUL-2024
SPORTKING,Q2FY25,30-SEP-2024,74.36,0.01,0.23,25.64,0.0,-0.19,0.23,STABLE,2026-07-08,nse_xbrl,08-OCT-2024
SPORTKING,Q3FY25,31-DEC-2024,74.36,0.17,0.18,25.64,0.0,0.16,-0.05,STABLE,2026-07-08,nse_xbrl,11-JAN-2025
SPORTKING,Q4FY25,31-MAR-2025,74.36,0.02,0.0,25.64,0.0,-0.15,-0.18,STABLE,2026-07-08,nse_xbrl,17-APR-2025
