symbol,holding_signal,holding_score,announcement_score,ai_tone_score,management_score,management_label,announcement_types,as_of_date
JSWENERGY,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
JSWHL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
JSWINFRA,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
JSWSTEEL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
JTEKTINDIA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
JTLIND,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
JUBLCPL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
JUBLFOOD,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
JUBLINGREA,DII_ACCUMULATION,55.0,70.0,,61.0,POSITIVE,DIVIDEND,2026-08-18
JUBLPHARMA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
JUNIPER,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
JUSTDIAL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
JWL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
JYOTHYLAB,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
JYOTICNC,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
JYOTISTRUC,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KABRAEXTRU,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KAJARIACER,FII_DII_DIVERGENCE,40.0,80.0,,56.0,POSITIVE,BUYBACK,2026-08-18
KALAMANDIR,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KALPATARU,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KALYANIFRG,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KALYANKJIL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KAMATHOTEL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KAMOPAINTS,STRONG_PROMOTER_BUY,70.0,50.0,,62.0,POSITIVE,,2026-08-18
KANANIIND,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KANPRPLA,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
KANSAINER,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND,2026-08-18
KAPSTON,STABLE,50.0,65.0,,56.0,POSITIVE,BONUS,2026-08-18
KARMAENG,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KARURVYSYA,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
KAUSHALYA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KAVDEFENCE,STRONG_PROMOTER_BUY,70.0,50.0,,62.0,POSITIVE,,2026-08-18
KAYA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KAYNES,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KCP,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KCPSUGIND,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KDDL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KEC,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
KEEPLEARN,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KEI,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND,2026-08-18
KELLTONTEC,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KENNAMET,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
KERNEX,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KEYFINSERV,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KFINTECH,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KHANDSE,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KICL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KILITCH,STABLE,50.0,65.0,,56.0,POSITIVE,BONUS,2026-08-18
KIMS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KINGFA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KIOCL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KIRIINDUS,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
KIRLOSBROS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KIRLOSENG,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND,2026-08-18
KIRLOSIND,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KIRLPNU,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND,2026-08-18
KISSHT,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KITEX,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KKCL,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND|DIVIDEND,2026-08-18
KMEW,FII_DII_ACCUMULATION,75.0,50.0,,65.0,POSITIVE,,2026-08-18
KMSUGAR,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KNAGRI,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KNRCON,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KOHINOOR,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KOKUYOCMLN,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KOLTEPATIL,FII_ACCUMULATION,60.0,50.0,,56.0,POSITIVE,,2026-08-18
KOTAKBANK,FII_DII_DIVERGENCE,40.0,55.0,,46.0,NEUTRAL,STOCK_SPLIT,2026-08-18
KOTARISUG,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KOTHARIPET,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
KOTHARIPRO,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KOTYARK,STABLE,50.0,65.0,,56.0,POSITIVE,BONUS,2026-08-18
KPEL,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
KPIGREEN,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
KPIL,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND,2026-08-18
KPITTECH,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
KPRMILL,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
KRBL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KREBSBIO,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KRISHANA,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
KRISHIVAL,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
KRISHNADEF,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
KRITIKA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KRONOX,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KROSS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KRSNAA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KRYSTAL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KSB,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
KSCL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KSHINTL,FII_DII_ACCUMULATION,75.0,50.0,,65.0,POSITIVE,,2026-08-18
KSL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KSOLVES,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
KSR,STRONG_PROMOTER_BUY,70.0,50.0,,62.0,POSITIVE,,2026-08-18
KTKBANK,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KUANTUM,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
KWIL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
LAGNAM,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
LAL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
LALPATHLAB,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND|DIVIDEND,2026-08-18
LAMBODHARA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
LANCORHOL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
LANDMARK,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
LANDSMILL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
LAOPALA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
LASA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
LATENTVIEW,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
LAURUSLABS,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND,2026-08-18
LAXMICOT,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
LAXMIDENTL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
LCCINFOTEC,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
LEMERITE,STABLE,50.0,55.0,,52.0,NEUTRAL,STOCK_SPLIT,2026-08-18
LEMONTREE,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
LENSKART,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
LEXUS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
LFIC,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
LGBBROSLTD,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
LGEINDIA,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
LGHL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
LIBAS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
LIBERTSHOE,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
LICHSGFIN,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
LICI,STABLE,50.0,67.5,,57.0,POSITIVE,DIVIDEND|BONUS,2026-08-18
LINC,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
LINCOLN,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
LINDEINDIA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
LLOYDSENGG,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
LLOYDSENT,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
LLOYDSME,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
LMW,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
LODHA,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
LORDSCHLO,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
LOTUSDEV,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
LOTUSEYE,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
LOVABLE,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
LPDC,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
LT,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
LTF,FII_ACCUMULATION,60.0,70.0,,64.0,POSITIVE,DIVIDEND,2026-08-18
LTFOODS,DII_ACCUMULATION,55.0,70.0,,61.0,POSITIVE,DIVIDEND,2026-08-18
LTM,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
LTTS,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
LUMAXIND,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
LUMAXTECH,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
LUPIN,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
LUXIND,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
LXCHEM,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
LYKALABS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
LYPSAGEMS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
M&M,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
M&MFIN,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MAANALU,PROMOTER_SELLING,20.0,50.0,,32.0,WEAK,,2026-08-18
MACPOWER,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MADHAV,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MADRASFERT,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MAGADSUGAR,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MAGNUM,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MAHABANK,FII_DII_ACCUMULATION,75.0,70.0,70.0,72.0,POSITIVE,DIVIDEND|DIVIDEND,2026-08-18
MAHAPEXLTD,STABLE,50.0,45.0,,48.0,NEUTRAL,FUNDRAISE,2026-08-18
MAHASTEEL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MAHEPC,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MAHLIFE,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MAHLOG,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
MAHSCOOTER,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
MAHSEAMLES,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MAITHANALL,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
MALLCOM,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MALUPAPER,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MAMATA,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
MANAKALUCO,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MANAKCOAT,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MANAKSIA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MANALIPETC,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MANAPPURAM,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND|DIVIDEND,2026-08-18
MANBA,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
MANCREDIT,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MANGALAM,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MANGLMCEM,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MANINDS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MANINFRA,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
MANKIND,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
MANOMAY,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MANORAMA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MANYAVAR,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
MAPMYINDIA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MARATHON,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MARICO,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MARINE,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MARKOLINES,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MARKSANS,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
MARSONS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MARUTI,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
MASFIN,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
MASTEK,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND,2026-08-18
MASTERTR,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MATRIMONY,STRONG_PROMOTER_BUY,70.0,80.0,100.0,83.0,HIGH_CONVICTION,BUYBACK,2026-08-18
MAWANASUG,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
MAXESTATES,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MAXHEALTH,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
MAXIND,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MAYURUNIQ,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MAZDA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MAZDOCK,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
MBAPL,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
MBEL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MCL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MCLOUD,PROMOTER_SELLING,20.0,50.0,,32.0,WEAK,,2026-08-18
MCX,STABLE,50.0,55.0,,52.0,NEUTRAL,STOCK_SPLIT,2026-08-18
MEDANTA,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
MEDIASSIST,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
MEDICAMEQ,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MEDICO,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MEDPLUS,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
MEESHO,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
MEGASTAR,FII_ACCUMULATION,60.0,50.0,,56.0,POSITIVE,,2026-08-18
METROBRAND,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
METROPOLIS,FII_DII_DIVERGENCE,40.0,67.5,,51.0,NEUTRAL,DIVIDEND|BONUS,2026-08-18
MFML,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MFSL,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
MGL,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
MHLXMIRU,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MHRIL,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
MICEL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MIDHANI,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
MIDWESTLTD,FII_DII_ACCUMULATION,75.0,50.0,,65.0,POSITIVE,,2026-08-18
MINDACORP,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
MINDTECK,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MIRZAINT,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MITTAL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MKPL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MMFL,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
MMP,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MMTC,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MOBIKWIK,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
MODIRUBBER,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MODIS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MODTHREAD,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MOHITIND,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MOIL,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND,2026-08-18
MOKSH,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MOL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MOLDTECH,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MOLDTKPAC,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND,2026-08-18
MONARCH,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MONEYBOXX,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MONTECARLO,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MOREPENLAB,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MOSCHIP,PROMOTER_SELLING,20.0,50.0,,32.0,WEAK,,2026-08-18
MOTHERSON,FII_ACCUMULATION,60.0,70.0,,64.0,POSITIVE,DIVIDEND,2026-08-18
MOTILALOFS,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
MOTISONS,FII_ACCUMULATION,60.0,50.0,,56.0,POSITIVE,,2026-08-18
MPHASIS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MPSLTD,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
MRF,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
MRPL,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND,2026-08-18
MSPL,STRONG_PROMOTER_BUY,70.0,50.0,,62.0,POSITIVE,,2026-08-18
MSTCLTD,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
MSUMI,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MTNL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MUFIN,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
MUFTI,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
MUKANDLTD,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MUKKA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MUNJALAU,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MUNJALSHOW,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MURUDCERA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MUTHOOTCAP,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MUTHOOTFIN,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND,2026-08-18
MUTHOOTMF,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MVGJL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
MWL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NACLIND,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NAGREEKEXP,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NAHARCAP,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NAHARINDUS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NAHARPOLY,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NAM-INDIA,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND,2026-08-18
NARMADA,FII_ACCUMULATION,60.0,50.0,,56.0,POSITIVE,,2026-08-18
NATCAPSUQ,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NATCOPHARM,FII_ACCUMULATION,60.0,70.0,,64.0,POSITIVE,DIVIDEND,2026-08-18
NATHBIOGEN,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NATIONALUM,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND|DIVIDEND,2026-08-18
NAUKRI,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND,2026-08-18
NAVA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NAVINFLUOR,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
NAVKARCORP,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NAVNETEDUL,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
NAZARA,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
NBCC,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
NBIFIN,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NCC,FII_DII_ACCUMULATION,75.0,50.0,,65.0,POSITIVE,,2026-08-18
NCLIND,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
NDGL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NDL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NDLVENTURE,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NDRAUTO,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NDTV,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NECCLTD,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NELCAST,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NELCO,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
NEOGEN,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
NEPHROPLUS,FII_ACCUMULATION,60.0,50.0,,56.0,POSITIVE,,2026-08-18
NESCO,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NESTLEIND,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
NETWEB,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
NETWORK18,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NEULANDLAB,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
NEWGEN,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NEXTMEDIA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NFL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NGLFINE,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NH,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
