ISIN,COMPANY_NAME_NSE,COMPANY_NAME_BSE,NSE_SYMBOL,NSE_SERIES,BSE_CODE,BSE_SYMBOL,MATCH_METHOD,MATCH_CONFIDENCE,LISTED_NSE,LISTED_BSE,LAST_UPDATED
INE461B01014,Repro India Limited,REPRO INDIA LTD.,REPRO,EQ,532687,REPRO,SYMBOL,100,True,True,2026-06-08
INE688D01026,Responsive Industries Limited,RESPONSIVE INDUSTRIES LTD.,RESPONIND,EQ,505509,RESPONIND,SYMBOL,100,True,True,2026-06-08
INE03DD01011,JHS Svendgaard Retail Ventures Limited,JHS SVENDGAARD RETAIL VENTURES,RETAIL,EQ,544197,RETAIL,SYMBOL,100,True,True,2026-06-08
INE722H01024,Renaissance Global Limited,RENAISSANCE GLOBAL LIMITED,RGL,EQ,532923,RGL,SYMBOL,100,True,True,2026-06-08
INE0KKN01029,Rhetan TMT Limited,Rhetan TMT Limited,RHETAN,EQ,543590,RHETAN,SYMBOL,100,True,True,2026-06-08
INE217K01011,Reliance Home Finance Limited,Reliance Home Finance Limited,RHFL,BZ,540709,RHFL,SYMBOL,100,True,True,2026-06-08
INE743M01012,RHI MAGNESITA INDIA LIMITED,RHI MAGNESITA INDIA LIMITED,RHIM,EQ,534076,RHIM,SYMBOL,100,True,True,2026-06-08
INE508K01013,Robust Hotels Limited,ROBUST HOTELS LIMITED,RHL,EQ,543901,RHL,SYMBOL,100,True,True,2026-06-08
INE209B01025,Rico Auto Industries Limited,RICO AUTO INDUSTRIES LTD.,RICOAUTO,EQ,520008,RICOAUTO,SYMBOL,100,True,True,2026-06-08
INE046A01015,Reliance Industrial Infrastructure Limited,RELIANCE INDUSTRIAL INFRASTRUC,RIIL,EQ,523445,RIIL,SYMBOL,100,True,True,2026-06-08
INE0N2P01017,Rishabh Instruments Limited,Rishabh Instruments Limited,RISHABH,EQ,543977,RISHABH,SYMBOL,100,True,True,2026-06-08
INE01EG01016,Ritco Logistics Limited,Ritco Logistics Limited,RITCO,EQ,542383,RITCO,SYMBOL,100,True,True,2026-06-08
INE320J01015,RITES Limited,RITES Limited,RITES,EQ,541556,RITES,SYMBOL,100,True,True,2026-06-08
INE722J01012,Ravi Kumar Distilleries Limited,RAVI KUMAR DISTILLERIES LTD.,RKDL,EQ,533294,RKDL,SYMBOL,100,True,True,2026-06-08
,RKEC Projects Limited,,RKEC,EQ,,,UNMATCHED,0,True,False,2026-06-08
INE399G01023,Ramkrishna Forgings Limited,RAMKRISHNA FORGINGS LTD.,RKFORGE,EQ,532527,RKFORGE,SYMBOL,100,True,True,2026-06-08
INE0NQ801033,R K Swamy Limited,R K Swamy Limited,RKSWAMY,EQ,544136,RKSWAMY,SYMBOL,100,True,True,2026-06-08
INE655V01019,RMC Switchgears Limited,RMC SWITCHGEARS LIMITED,RMC,BE,540358,RMC,SYMBOL,100,True,True,2026-06-08
INE219Y01026,R M Drip and Sprinklers Systems Limited,R M DRIP AND SPRINKLERS SYSTEM,RMDRIP,EQ,544456,RMDRIP,SYMBOL,100,True,True,2026-06-08
INE050H01012,Rane (Madras) Limited,RANE (MADRAS) LTD.,RML,EQ,532661,RML,SYMBOL,100,True,True,2026-06-08
INE012Q01039,R&B Denims Limited,R&B DENIMS LTD,RNBDENIMS,EQ,538119,RNBDENIMS,SYMBOL,100,True,True,2026-06-08
INE283H01019,Royal Orchid Hotels Limited,ROYAL ORCHID HOTELS LTD.,ROHLTD,EQ,532699,ROHLTD,SYMBOL,100,True,True,2026-06-08
INE645S01024,Rolex Rings Limited,Rolex Rings Limited,ROLEXRINGS,EQ,543325,ROLEXRINGS,SYMBOL,100,True,True,2026-06-08
INE927A01040,Rollatainers Limited,ROLLATAINERS LTD.,ROLLT,BE,502448,ROLLT,SYMBOL,100,True,True,2026-06-08
INE294G01026,Raj Oil Mills Limited,RAJ OIL MILLS LTD.,ROML,EQ,533093,ROML,SYMBOL,100,True,True,2026-06-08
INE02A801020,Rossari Biotech Limited,ROSSARI BIOTECH LIMITED,ROSSARI,EQ,543213,ROSSARI,SYMBOL,100,True,True,2026-06-08
INE847C01020,Rossell India Limited,ROSSELL INDIA LTD.,ROSSELLIND,EQ,533168,ROSSELLIND,SYMBOL,100,True,True,2026-06-08
INE0OJW01016,Rossell Techsys Limited,Rossell Techsys Limited,ROSSTECH,EQ,544294,ROSSTECH,SYMBOL,100,True,True,2026-06-08
INE535D01037,Roto Pumps Limited,ROTO PUMPS LTD.,ROTO,EQ,517500,ROTO,SYMBOL,100,True,True,2026-06-08
INE450U01017,ROUTE MOBILE LIMITED,Route Mobile Limited,ROUTE,EQ,543228,ROUTE,SYMBOL,100,True,True,2026-06-08
INE912T01018,Raghav Productivity Enhancers Limited,RAGHAV PRODUCTIVITY ENHANCERS,RPEL,EQ,539837,RPEL,SYMBOL,100,True,True,2026-06-08
INE105J01010,RPG Life Sciences Limited,RPG LIFE SCIENCES LTD.,RPGLIFE,EQ,532983,RPGLIFE,SYMBOL,100,True,True,2026-06-08
INE614G01033,Reliance Power Limited,RELIANCE POWER LTD.,RPOWER,EQ,532939,RPOWER,SYMBOL,100,True,True,2026-06-08
INE324L01013,R.P.P. Infra Projects Limited,RPP INFRA PROJECTS LTD.,RPPINFRA,EQ,533284,RPPINFRA,SYMBOL,100,True,True,2026-06-08
,Rajshree Polypack Limited,,RPPL,EQ,,,UNMATCHED,0,True,False,2026-06-08
INE425Y01011,RPSG VENTURES LIMITED,RPSG VENTURES LIMITED,RPSGVENT,EQ,542333,RPSGVENT,SYMBOL,100,True,True,2026-06-08
INE0J1F01024,Rashi Peripherals Limited,Rashi Peripherals Limited,RPTECH,EQ,544119,RPTECH,SYMBOL,100,True,True,2026-06-08
INE951M01037,RRIL Limited,RRIL LIMITED,RRIL,EQ,531307,RRIL,SYMBOL,100,True,True,2026-06-08
INE777K01022,R R Kabel Limited,R R KABEL LIMITED,RRKABEL,EQ,543981,RRKABEL,SYMBOL,100,True,True,2026-06-08
INE616F01022,RSD Finance Limited,RSD Finance Limited,RSDFIN,EQ,539875,RSDFIN,SYMBOL,100,True,True,2026-06-08
INE313L01016,Rajputana Stainless Limited,RAJPUTANA STAINLESS LIMITED,RSL,EQ,544731,RSL,SYMBOL,100,True,True,2026-06-08
INE165B01029,R. S. Software (India) Limited,R.S.SOFTWARE INDIA LTD.,RSSOFTWARE,BE,517447,RSSOFTWARE,SYMBOL,100,True,True,2026-06-08
INE611A01016,RSWM Limited,RSWM LTD.,RSWM,EQ,500350,RSWM,SYMBOL,100,True,True,2026-06-08
INE411H01032,R Systems International Limited,R SYSTEMS INTERNATIONAL LTD.,RSYSTEMS,EQ,532735,RSYSTEMS,SYMBOL,100,True,True,2026-06-08
INE834M01019,RattanIndia Enterprises Limited,RATTANINDIA ENTERPRISES LIMITE,RTNINDIA,EQ,534597,RTNINDIA,SYMBOL,100,True,True,2026-06-08
INE399K01017,RattanIndia Power Limited,RATTANINDIA POWER LTD.,RTNPOWER,EQ,533122,RTNPOWER,SYMBOL,100,True,True,2026-06-08
INE642C01025,Rubfila International Limited,RUBFILA INTERNATIONAL LTD.,RUBFILA,EQ,500367,RUBFILA,SYMBOL,100,True,True,2026-06-08
INE506V01022,Rubicon Research Limited,RUBICON RESEARCH LIMITED,RUBICON,EQ,544578,RUBICON,SYMBOL,100,True,True,2026-06-08
INE301D01026,The Ruby Mills Limited,RUBY MILLS LTD.,RUBYMILLS,BE,503169,RUBYMILLS,SYMBOL,100,True,True,2026-06-08
INE413B01023,Ruchi Infrastructure Limited,RUCHI INFRASTRUCTURE LTD.,RUCHINFRA,EQ,509020,RUCHINFRA,SYMBOL,100,True,True,2026-06-08
INE803H01014,Ruchira Papers Limited,RUCHIRA PAPERS LTD.,RUCHIRA,EQ,532785,RUCHIRA,SYMBOL,100,True,True,2026-06-08
INE027T01023,Rudra Global Infra Products Limited,RUDRA GLOBAL INFRA PRODUCTS LI,RUDRA,BE,539226,RUDRA,SYMBOL,100,True,True,2026-06-08
INE895B01021,Rupa & Company Limited,RUPA & COMPANY LTD.,RUPA,EQ,533552,RUPA,SYMBOL,100,True,True,2026-06-08
INE573K01025,Rushil Decor Limited,RUSHIL DECOR LTD.,RUSHIL,EQ,533470,RUSHIL,SYMBOL,100,True,True,2026-06-08
INE263M01029,Keystone Realtors Limited,Keystone Realtors Limited,RUSTOMJEE,EQ,543669,RUSTOMJEE,SYMBOL,100,True,True,2026-06-08
INE09E501017,Ravinder Heights Limited,Ravinder Heights Limited,RVHL,EQ,543251,RVHL,SYMBOL,100,True,True,2026-06-08
INE415G01027,Rail Vikas Nigam Limited,Rail Vikas Nigam Limited,RVNL,EQ,542649,RVNL,SYMBOL,100,True,True,2026-06-08
INE0DAB01012,Revathi Equipment India Limited,Revathi Equipment India Limite,RVTH,EQ,544246,RVTH,SYMBOL,100,True,True,2026-06-08
INE902B01017,S&S Power Switchgears Limited,S&S POWER SWITCHGEAR LTD.,S&SPOWER,BE,517273,S&SPOWER,SYMBOL,100,True,True,2026-06-08
INE13B501022,Saatvik Green Energy Limited,Saatvik Green Energy Limited,SAATVIKGL,EQ,544526,SAATVIKGL,SYMBOL,100,True,True,2026-06-08
INE860T01019,Sab Events & Governance Now Media Limited,Sab Events & Governance Now Me,SABEVENTS,BE,540081,SABEVENTS,SYMBOL,100,True,True,2026-06-08
INE226H01026,Sadbhav Engineering Limited,SADBHAV ENGINEERING LTD.,SADBHAV,EQ,532710,SADBHAV,SYMBOL,100,True,True,2026-06-08
INE764L01010,Sadbhav Infrastructure Project Limited,Sadbhav Infrastructure Project,SADBHIN,EQ,539346,SADBHIN,SYMBOL,100,True,True,2026-06-08
INE888C01040,Sadhana Nitrochem Limited,SADHANA NITROCHEM LTD.,SADHNANIQ,BE,506642,SADHNANIQ,SYMBOL,100,True,True,2026-06-08
INE429E01023,Safari Industries (India) Limited,SAFARI INDUSTRIES (INDIA) LTD.,SAFARI,EQ,523025,SAFARI,SYMBOL,100,True,True,2026-06-08
,Sagardeep Alloys Limited,,SAGARDEEP,EQ,,,UNMATCHED,0,True,False,2026-06-08
INE229C01021,Sagar Cements Limited,SAGAR CEMENTS LTD.,SAGCEM,EQ,502090,SAGCEM,SYMBOL,100,True,True,2026-06-08
INE0W2G01015,SAGILITY LIMITED,Sagility Limited,SAGILITY,EQ,544282,SAGILITY,SYMBOL,100,True,True,2026-06-08
INE861D01011,Shalibhadra Finance Limited,SHALIBHADRA FINANCE LTD.,SAHLIBHFI,EQ,511754,SAHLIBHFI,SYMBOL,100,True,True,2026-06-08
INE280H01015,Sahyadri Industries Limited,SAHYADRI INDUSTRIES LTD.,SAHYADRI,EQ,532841,SAHYADRI,SYMBOL,100,True,True,2026-06-08
INE114A01011,Steel Authority of India Limited,STEEL AUTHORITY OF INDIA LTD.,SAIL,EQ,500113,SAIL,SYMBOL,100,True,True,2026-06-08
INE570L01029,Sai Life Sciences Limited,Sai Life Sciences Limited,SAILIFE,EQ,544306,SAILIFE,SYMBOL,100,True,True,2026-06-08
INE0H9F01037,Sai Parenterals Limited,Sai Parenteral's Limited,SAIPARENT,EQ,544742,SAIPARENT,SYMBOL,100,True,True,2026-06-08
,Sakar Healthcare Limited,,SAKAR,EQ,,,UNMATCHED,0,True,False,2026-06-08
INE623A01011,Sakthi Sugars Limited,SAKTHI SUGARS LTD.,SAKHTISUG,EQ,507315,SAKHTISUG,SYMBOL,100,True,True,2026-06-08
INE667G01023,Saksoft Limited,SAKSOFT LTD.,SAKSOFT,EQ,590051,SAKSOFT,SYMBOL,100,True,True,2026-06-08
INE190H01024,Sakuma Exports Limited,SAKUMA EXPORTS LTD.,SAKUMA,BE,532713,SAKUMA,SYMBOL,100,True,True,2026-06-08
INE170V01027,Salasar Techno Engineering Limited,Salasar Techno Engineering Lim,SALASAR,EQ,540642,SALASAR,SYMBOL,100,True,True,2026-06-08
INE498E01010,Salona Cotspin Limited,SALONA COTSPIN LTD.,SALONA,EQ,590056,SALONA,SYMBOL,100,True,True,2026-06-08
INE658G01014,S.A.L. Steel Limited,S.A.L.STEEL LTD.,SALSTEEL,BE,532604,SALSTEEL,SYMBOL,100,True,True,2026-06-08
INE457F01013,Salzer Electronics Limited,SALZER ELECTRONICS LTD.,SALZERELEC,EQ,517059,SALZERELEC,SYMBOL,100,True,True,2026-06-08
INE699B01027,Sambhaav Media Limited,SAMBHAAV MEDIA LTD.,SAMBHAAV,EQ,511630,SAMBHAAV,SYMBOL,100,True,True,2026-06-08
INE12NJ01018,Sambhv Steel Tubes Limited,SAMBHV STEEL TUBES LIMITED,SAMBHV,EQ,544430,SAMBHV,SYMBOL,100,True,True,2026-06-08
INE08U801020,Samhi Hotels Limited,Samhi Hotels Limited,SAMHI,EQ,543984,SAMHI,SYMBOL,100,True,True,2026-06-08
INE148I01020,Sammaan Capital Limited,Sammaan Capital Limited,SAMMAANCAP,EQ,535789,SAMMAANCAP,SYMBOL,100,True,True,2026-06-08
INE735M01018,Sampann Utpadan India Limited,Sampann Utpadan India Limited,SAMPANN,EQ,534598,SAMPANN,SYMBOL,100,True,True,2026-06-08
INE0JPD01013,Sanathan Textiles Limited,Sanathan Textiles Limited,SANATHAN,EQ,544314,SANATHAN,SYMBOL,100,True,True,2026-06-08
,The Sandesh Limited,,SANDESH,EQ,,,UNMATCHED,0,True,False,2026-06-08
INE278H01035,Sandhar Technologies Limited,Sandhar Technologies Limited,SANDHAR,EQ,541163,SANDHAR,SYMBOL,100,True,True,2026-06-08
INE149K01016,Sandur Manganese & Iron Ores Limited,SANDUR MANGANESE & IRON ORES L,SANDUMA,EQ,504918,SANDUMA,SYMBOL,100,True,True,2026-06-08
INE495C01010,Sangam (India) Limited,SANGAM (INDIA) LTD.,SANGAMIND,EQ,514234,SANGAMIND,SYMBOL,100,True,True,2026-06-08
INE989A01032,Sanghvi Movers Limited,SANGHVI MOVERS LTD.,SANGHVIMOV,EQ,530073,SANGHVIMOV,SYMBOL,100,True,True,2026-06-08
,Sanginita Chemicals Limited,,SANGINITA,BE,,,UNMATCHED,0,True,False,2026-06-08
INE058A01010,Sanofi India Limited,SANOFI INDIA LTD,SANOFI,EQ,500674,SANOFI,SYMBOL,100,True,True,2026-06-08
INE0UOS01011,Sanofi Consumer Healthcare India Limited,Sanofi Consumer Healthcare Ind,SANOFICONR,EQ,544250,SANOFICONR,SYMBOL,100,True,True,2026-06-08
INE953O01021,Sansera Engineering Limited,Sansera Engineering Limited,SANSERA,EQ,543358,SANSERA,SYMBOL,100,True,True,2026-06-08
INE08NE01025,Sanstar Limited,SANSTAR LIMITED,SANSTAR,EQ,544217,SANSTAR,SYMBOL,100,True,True,2026-06-08
INE890C01046,Sanwaria Consumer Limited,SANWARIA CONSUMER LIMITED,SANWARIA,BZ,519260,SANWARIA,SYMBOL,100,True,True,2026-06-08
INE806T01020,Sapphire Foods India Limited,Sapphire Foods India Limited,SAPPHIRE,EQ,543397,SAPPHIRE,SYMBOL,100,True,True,2026-06-08
INE185C01017,Shree Ajit Pulp & Paper Limited,Shree Ajit Pulp And Paper Ltd.,SAPPL,EQ,538795,SAPPL,SYMBOL,100,True,True,2026-06-08
INE385C01021,Sarda Energy & Minerals Limited,SARDA ENERGY & MINERALS LTD.,SARDAEN,EQ,504614,SARDAEN,SYMBOL,100,True,True,2026-06-08
INE979A01025,Saregama India Limited,SAREGAMA INDIA LTD.,SAREGAMA,EQ,532163,SAREGAMA,SYMBOL,100,True,True,2026-06-08
INE453D01025,Sarla Performance Fibers Limited,SARLA PERFORMANCE FIBERS LTD.,SARLAPOLY,EQ,526885,SARLAPOLY,SYMBOL,100,True,True,2026-06-08
INE324X01026,Sarveshwar Foods Limited,Sarveshwar Foods Limited,SARVESHWAR,BE,543688,SARVESHWAR,SYMBOL,100,True,True,2026-06-08
INE231F01020,Sasken Technologies Limited,Sasken Technologies Limited,SASKEN,EQ,532663,SASKEN,SYMBOL,100,True,True,2026-06-08
INE170E01023,Satia Industries Limited,SATIA INDUSTRIES LIMITED,SATIA,EQ,539201,SATIA,SYMBOL,100,True,True,2026-06-08
INE836B01017,Satin Creditcare Network Limited,SATIN CREDITCARE NETWORK LIMIT,SATIN,EQ,539404,SATIN,SYMBOL,100,True,True,2026-06-08
INE626A01014,Saurashtra Cement Limited,SAURASHTRA CEMENT LTD.,SAURASHCEM,EQ,502175,SAURASHCEM,SYMBOL,100,True,True,2026-06-08
INE318C01014,Sayaji Hotels Limited,SAYAJI HOTELS LTD.,SAYAJIHOTL,EQ,523710,SAYAJIHOTL,SYMBOL,100,True,True,2026-06-08
INE04AK01028,SBC Exports Limited,SBC EXPORTS LIMITED,SBC,EQ,542725,SBC,SYMBOL,100,True,True,2026-06-08
INE386D01027,Shivalik Bimetal Controls Limited,SHIVALIK BIMETAL CONTROLS LTD.,SBCL,EQ,513097,SBCL,SYMBOL,100,True,True,2026-06-08
INE423Y01016,SBFC Finance Limited,SBFC Finance Limited,SBFC,EQ,543959,SBFC,SYMBOL,100,True,True,2026-06-08
INE05ST01028,Suratwwala Business Group Limited,SURATWWALA BUSINESS GROUP LIMI,SBGLP,EQ,543218,SBGLP,SYMBOL,100,True,True,2026-06-08
INE018E01016,SBI Cards and Payment Services Limited,SBI CARDS AND PAYMENT SERVICES,SBICARD,EQ,543066,SBICARD,SYMBOL,100,True,True,2026-06-08
INE123W01016,SBI Life Insurance Company Limited,SBI Life Insurance Company Lim,SBILIFE,EQ,540719,SBILIFE,SYMBOL,100,True,True,2026-06-08
INE062A01020,State Bank of India,STATE BANK OF INDIA,SBIN,EQ,500112,SBIN,SYMBOL,100,True,True,2026-06-08
INE099G01011,Scan Steels Limited,Scan Steels Limited,SCANSTL,EQ,511672,SCANSTL,SYMBOL,100,True,True,2026-06-08
INE513A01022,Schaeffler India Limited,Schaeffler India Limited,SCHAEFFLER,EQ,505790,SCHAEFFLER,SYMBOL,100,True,True,2026-06-08
INE807K01035,S Chand And Company Limited,S Chand And Company Limited,SCHAND,EQ,540497,SCHAND,SYMBOL,100,True,True,2026-06-08
INE839M01018,Schneider Electric Infrastructure Limited,SCHNEIDER ELECTRIC INFRASTRUCT,SCHNEIDER,EQ,534139,SCHNEIDER,SYMBOL,100,True,True,2026-06-08
INE109A01011,Shipping Corporation Of India Limited,SHIPPING CORPORATION OF INDIA,SCI,EQ,523598,SCI,SYMBOL,100,True,True,2026-06-08
INE0PB301013,Shipping Corporation of India Land and Assets Limited,Shipping Corporation of India,SCILAL,EQ,544142,SCILAL,SYMBOL,100,True,True,2026-06-08
INE090501011,Scoda Tubes Limited,Scoda Tubes Limited,SCODATUBES,EQ,544411,SCODATUBES,SYMBOL,100,True,True,2026-06-08
INE501Y01019,Sheetal Cool Products Limited,SHEETAL COOL PRODUCTS LIMITED,SCPL,BE,540757,SCPL,SYMBOL,100,True,True,2026-06-08
INE480C01038,Som Distilleries & Breweries Limited,SOM DISTILLERIES & BREWERIES L,SDBL,EQ,507514,SDBL,SYMBOL,100,True,True,2026-06-08
INE497B01018,Seamec Limited,SEAMEC LTD.,SEAMECLTD,EQ,526807,SEAMECLTD,SYMBOL,100,True,True,2026-06-08
,SecMark Consultancy Limited,,SECMARK,EQ,,,UNMATCHED,0,True,False,2026-06-08
INE650K01021,SECUREKLOUD TECHNOLOGIES LIMITED,SECUREKLOUD TECHNOLOGIES LIMIT,SECURKLOUD,EQ,512161,SECURKLOUD,SYMBOL,100,True,True,2026-06-08
INE00XB01019,SEDEMAC Mechatronics Limited,SEDEMAC MECHATRONICS LIMITED,SEDEMAC,EQ,544723,SEDEMAC,SYMBOL,100,True,True,2026-06-08
INE440T01028,Shanti Educational Initiatives Limited,Shanti Educational Initiatives,SEIL,EQ,539921,SEIL,SYMBOL,100,True,True,2026-06-08
INE955I01044,Sejal Glass Limited,SEJAL GLASS LIMITED,SEJALLTD,BE,532993,SEJALLTD,SYMBOL,100,True,True,2026-06-08
INE105I01020,SEL Manufacturing Company Limited,SEL MANUFACTURING COMPANY LTD.,SELMC,EQ,532886,SELMC,SYMBOL,100,True,True,2026-06-08
INE617A01013,Semac Construction Limited,Semac Construction Limited,SEMAC,BE,505368,SEMAC,SYMBOL,100,True,True,2026-06-08
INE602W01027,Senco Gold Limited,Senco Gold Limited,SENCO,EQ,543936,SENCO,SYMBOL,100,True,True,2026-06-08
INE0RB801010,Senores Pharmaceuticals Limited,SENORES PHARMACEUTICALS LIMITE,SENORES,EQ,544319,SENORES,SYMBOL,100,True,True,2026-06-08
INE964H01014,SEPC Limited,SEPC LIMITED,SEPC,EQ,532945,SEPC,SYMBOL,100,True,True,2026-06-08
,Servotech Renewable Power System Limited,,SERVOTECH,EQ,,,UNMATCHED,0,True,False,2026-06-08
INE630A01024,Seshasayee Paper and Boards Limited,SESHASAYEE PAPER & BOARDS LTD.,SESHAPAPER,EQ,502450,SESHAPAPER,SYMBOL,100,True,True,2026-06-08
INE878E01021,Setco Automotive Limited,SETCO AUTOMOTIVE LTD.,SETCO,BE,505075,SETCO,SYMBOL,100,True,True,2026-06-08
INE0M4D01010,Standard Engineering Technology Limited,STANDARD ENGINEERING TECHNOLOG,SETL,EQ,544333,SETL,SYMBOL,100,True,True,2026-06-08
INE023M01027,Setubandhan Infrastructure Limited,SETUBANDHAN INFRASTRUCTURE LIM,SETUINFRA,BZ,533605,SETUINFRA,SYMBOL,100,True,True,2026-06-08
INE573R01012,Seya Industries Limited,SEYA INDUSTRIES LTD.,SEYAIND,BE,524324,SEYAIND,SYMBOL,100,True,True,2026-06-08
INE916U01025,Sheela Foam Limited,Sheela Foam Limited,SFL,EQ,540203,SFL,SYMBOL,100,True,True,2026-06-08
INE618R01015,SG Finserve Limited,SG FINSERVE LIMITED,SGFIN,EQ,539199,SGFIN,SYMBOL,100,True,True,2026-06-08
INE00QT01015,Synergy Green Industries Limited,Synergy Green Industries Limit,SGIL,EQ,541929,SGIL,SYMBOL,100,True,True,2026-06-08
INE353H01010,STL Global Limited,STL GLOBAL LTD.,SGL,EQ,532730,SGL,SYMBOL,100,True,True,2026-06-08
INE385F01024,SG Mart Limited,SG MART LIMITED,SGMART,EQ,512329,SGMART,SYMBOL,100,True,True,2026-06-08
INE12UN01015,Shadowfax Technologies Limited,SHADOWFAX TECHNOLOGIES LIMITED,SHADOWFAX,EQ,544685,SHADOWFAX,SYMBOL,100,True,True,2026-06-08
INE482J01021,Shah Metacorp Limited,SHAH METACORP LIMITED,SHAH,EQ,533275,SHAH,SYMBOL,100,True,True,2026-06-08
INE640C01011,Shah Alloys Limited,SHAH ALLOYS LTD.,SHAHALLOYS,EQ,513436,SHAHALLOYS,SYMBOL,100,True,True,2026-06-08
INE151G01028,Shaily Engineering Plastics Limited,SHAILY ENGINEERING PLASTICS LT,SHAILY,EQ,501423,SHAILY,SYMBOL,100,True,True,2026-06-08
INE908D01010,Shakti Pumps (India) Limited,SHAKTI PUMPS (INDIA) LTD.,SHAKTIPUMP,EQ,531431,SHAKTIPUMP,SYMBOL,100,True,True,2026-06-08
INE597J01018,Shalby Limited,Shalby Limited,SHALBY,EQ,540797,SHALBY,SYMBOL,100,True,True,2026-06-08
INE849C01026,Shalimar Paints Limited,SHALIMAR PAINTS LTD.,SHALPAINTS,EQ,509874,SHALPAINTS,SYMBOL,100,True,True,2026-06-08
INE274V01019,Shankara Building Products Limited,Shankara Building Products Lim,SHANKARA,BE,540425,SHANKARA,SYMBOL,100,True,True,2026-06-08
,Shanti Overseas (India) Limited,,SHANTI,EQ,,,UNMATCHED,0,True,False,2026-06-08
INE631A01022,Shanthi Gears Limited,SHANTHI GEARS LTD.,SHANTIGEAR,EQ,522034,SHANTIGEAR,SYMBOL,100,True,True,2026-06-08
INE06ZD01017,Shanti Gold International Limited,SHANTI GOLD INTERNATIONAL LIMI,SHANTIGOLD,EQ,544459,SHANTIGOLD,SYMBOL,100,True,True,2026-06-08
INE221J01015,Sharda Cropchem Limited,Sharda Cropchem Limited,SHARDACROP,EQ,538666,SHARDACROP,SYMBOL,100,True,True,2026-06-08
INE597I01028,Sharda Motor Industries Limited,SHARDA MOTOR INDUSTRIES LTD,SHARDAMOTR,EQ,535602,SHARDAMOTR,SYMBOL,100,True,True,2026-06-08
INE037B01020,Shardul Securities Limited,SHARDUL SECURITIES LTD.,SHARDUL,EQ,512393,SHARDUL,SYMBOL,100,True,True,2026-06-08
INE932X01026,Share India Securities Limited,Share India Securities Limited,SHAREINDIA,EQ,540725,SHAREINDIA,SYMBOL,100,True,True,2026-06-08
INE402H01015,Shri Bajrang Alliance Limited,SHRI BAJRANG ALLIANCE LIMITED,SHBAJRG,EQ,526981,SHBAJRG,SYMBOL,100,True,True,2026-06-08
INE268L01046,Shekhawati Industries Limited,SHEKHAWATI INDUSTRIES LIMITED,SHEKHAWATI,BE,533301,SHEKHAWATI,SYMBOL,100,True,True,2026-06-08
INE363M01019,Shemaroo Entertainment Limited,SHEMAROO ENTERTAINMENT LIMITED,SHEMAROO,EQ,538685,SHEMAROO,SYMBOL,100,True,True,2026-06-08
INE024F01011,Shilchar Technologies Limited,SHILCHAR TECHNOLOGIES LTD.,SHILCTECH,EQ,531201,SHILCTECH,SYMBOL,100,True,True,2026-06-08
INE790G01031,Shilpa Medicare Limited,SHILPA MEDICARE LTD.,SHILPAMED,EQ,530549,SHILPAMED,SYMBOL,100,True,True,2026-06-08
INE220Z01013,Sharat Industries Limited,SHARAT INDUSTRIES LTD.,SHINDL,EQ,519397,SHINDL,SYMBOL,100,True,True,2026-06-08
INE788J01021,Shivalik Rasayan Limited,Shivalik Rasayan Ltd.,SHIVALIK,BE,539148,SHIVALIK,SYMBOL,100,True,True,2026-06-08
INE637H01024,Shivam Autotech Limited,SHIVAM AUTOTECH LTD.,SHIVAMAUTO,BE,532776,SHIVAMAUTO,SYMBOL,100,True,True,2026-06-08
INE644Y01017,Shiva Mills Limited,Shiva Mills Limited,SHIVAMILLS,BE,540961,SHIVAMILLS,SYMBOL,100,True,True,2026-06-08
INE705C01020,Shiva Texyarn Limited,SHIVA TEXYARN LTD.,SHIVATEX,EQ,511108,SHIVATEX,SYMBOL,100,True,True,2026-06-08
,Shiv Aum Steels Limited,,SHIVAUM,EQ,,,UNMATCHED,0,True,False,2026-06-08
INE500L01026,S H Kelkar and Company Limited,S H Kelkar and Company Limited,SHK,EQ,539450,SHK,SYMBOL,100,True,True,2026-06-08
INE498B01024,Shoppers Stop Limited,SHOPPERS STOP LTD.,SHOPERSTOP,EQ,532638,SHOPERSTOP,SYMBOL,100,True,True,2026-06-08
,Shradha Realty Limited,,SHRADHA,EQ,,,UNMATCHED,0,True,False,2026-06-08
INE232A01011,Shree Digvijay Cement Co.Ltd,SHREE DIGVIJAY CEMENT CO.LTD.,SHREDIGCEM,EQ,502180,SHREDIGCEM,SYMBOL,100,True,True,2026-06-08
INE070A01015,SHREE CEMENT LIMITED,SHREE CEMENT LTD.,SHREECEM,EQ,500387,SHREECEM,SYMBOL,100,True,True,2026-06-08
INE1B6101010,Shreeji Shipping Global Limited,Shreeji Shipping Global Limite,SHREEJISPG,EQ,544490,SHREEJISPG,SYMBOL,100,True,True,2026-06-08
INE712K01011,Shree Pushkar Chemicals & Fertilisers Limited,Shree Pushkar Chemicals & Fert,SHREEPUSHK,EQ,539334,SHREEPUSHK,SYMBOL,100,True,True,2026-06-08
INE879A01019,Shree Rama Multi-Tech Limited,SHREE RAMA MULTI-TECH LTD.,SHREERAMA,EQ,532310,SHREERAMA,SYMBOL,100,True,True,2026-06-08
,Shrenik Limited,,SHRENIK,BZ,,,UNMATCHED,0,True,False,2026-06-08
INE231C01019,Shreyans Industries Limited,SHREYANS INDUSTRIES LTD.,SHREYANIND,EQ,516016,SHREYANIND,SYMBOL,100,True,True,2026-06-08
