"ISIN","COMPANY_NAME","FACE_VALUE","NSE_SYMBOL","NSE_SERIES","NSE_LISTING_DATE","NSE_DATA_SOURCE","BSE_SYMBOL","BSE_CODE","SctySrs","BSE_LISTING_DATE","BSE_DATA_SOURCE","LISTED_NSE","LISTED_BSE","LAST_UPDATED"
"INE456H01029","SIMPLEX PAPERS LTD.","","","","","","SIMPLXPAP","533019","X","","","False","True","09-06-2026"
"INE167H01014","SIMPLEX REALTY LTD.","","","","","","SIMPLXREA","503229","X","","","False","True","09-06-2026"
"INE354D01017","SIMRAN FARMS LTD.","","","","","","SIMRAN","519566","X","","","False","True","09-06-2026"
"INE985A01022","SINCLAIRS HOTELS LTD.","2","SINCLAIR","EQ","10-04-2024","","SINCLAIR","523023","B","","","True","True","09-06-2026"
"INE325D01025","SINDHU TRADE LINKS LIMITED","1","SINDHUTRAD","EQ","20-06-2023","","SINDHUTRAD","532029","B","","","True","True","09-06-2026"
"INE638A01035","SINGER INDIA LTD.","2","SINGERIND","EQ","19-03-2026","","SINGERIND","505729","B","","","True","True","09-06-2026"
"INE792Z01011","Sirca Paints India Limited","10","SIRCA","EQ","22-07-2019","","SIRCA","543686","B","","","True","True","09-06-2026"
"INE285J01028","SIS LIMITED","5","SIS","EQ","10-08-2017","","SIS","540673","B","","","True","True","09-06-2026"
"INE579D01019","SITA ENTERPRISES LTD.","","","","","","SITAENT","512589","X","","","False","True","09-06-2026"
"INE965H01011","Siti Networks Ltd.","1","SITINET","BZ","10-01-2007","","SITINET","532795","Z","","","True","True","09-06-2026"
"INE0QSK01017","Siyaram Recycling Industries L","","","","","","SIYARAM","544047","MT","","","False","True","09-06-2026"
"INE076B01028","SIYARAM SILK MILLS LTD.","2","SIYSIL","EQ","29-01-2007","","SIYSIL","503811","B","","","True","True","09-06-2026"
"INE235U01012","SIZEMASTERS TECHNOLOGY LIMITED","","","","","","SIZEMASTER","513496","XT","","","False","True","09-06-2026"
"INE002L01015","SJVN LTD","10","SJVN","EQ","20-05-2010","","SJVN","533206","A","","","True","True","09-06-2026"
"INE13YH01017","SK Minerals & Additives Limite","","","","","","SKM","544584","MT","","","False","True","09-06-2026"
"INE2J8701016","SKF INDIA (INDUSTRIAL) LIMITED","10","SKFINDUS","EQ","05-12-2025","","SKFINDUS","544572","B","","","True","True","09-06-2026"
"INE640A01023","SKF INDIA LTD.","10","SKFINDIA","EQ","27-01-1999","","SKFINDIA","500472","A","","","True","True","09-06-2026"
"INE439E01022","SKIPPER LTD","1","SKIPPER","EQ","27-05-2015","","SKIPPER","538562","A","","","True","True","09-06-2026"
"INE411D01023","SKM EGG PRODUCTS EXPORT (INDIA","5","SKMEGGPROD","EQ","14-03-1997","","SKMEGGPROD","532143","B","","","True","True","09-06-2026"
"INE709B01016","SKP SECURITIES LTD.","","","","","","SKPSEC","531169","X","","","False","True","09-06-2026"
"INE01IU01018","Sky Gold And Diamonds Limited","10","SKYGOLD","EQ","06-01-2023","","SKYGOLD","541967","A","","","True","True","09-06-2026"
"INE765B01018","SKY INDUSTRIES LTD.","","","","","","SKYIND","526479","X","","","False","True","09-06-2026"
"INE393H01016","SKYBIOTECH HEALTHCARE LIMITED","","","","","","SKYBIOTECH","512036","X","","","False","True","09-06-2026"
"INE178E01026","SKYLINE MILLARS LTD.","","","","","","SKYLMILAR","505650","X","","","False","True","09-06-2026"
"INE0C4I01011","SM Auto Stamping Limited","","","","","","SMAUTO","543065","MT","","","False","True","09-06-2026"
"INE766D01020","Smart Finsec Limited","","","","","","SMARTFIN","539494","X","","","False","True","09-06-2026"
"INE178C01020","Smartlink Holdings Limited","2","SMARTLINK","BE","11-04-2001","","SMARTLINK","532419","T","","","True","True","09-06-2026"
"INE0NAZ01010","SMARTWORKS COWORKING SPACES LI","10","SMARTWORKS","EQ","17-07-2025","","SMARTWORKS","544447","B","","","True","True","09-06-2026"
"INE103C01036","SMC Global Securities Limited","2","SMCGLOBAL","EQ","24-02-2021","","SMCGLOBAL","543263","B","","","True","True","09-06-2026"
"INE728B01032","SMITHS & FOUNDERS (INDIA) LIMI","","","","","","SMFIL","513418","X","","","False","True","09-06-2026"
"INE294B01019","SML Mahindra Limited","10","SMLMAH","EQ","29-08-2003","","SMLMAH","505192","B","","","True","True","09-06-2026"
"INE172E01011","Smruthi Organics Limited","","","","","","SMRUTHIORG","540686","X","","","False","True","09-06-2026"
"INE812G01025","SMS PHARMACEUTICALS LTD.","1","SMSPHARMA","EQ","28-02-2007","","SMSPHARMA","532815","B","","","True","True","09-06-2026"
"INE673E01018","SMT ENGINEERING LIMITED","","","","","","SMTEL","538563","XT","","","False","True","09-06-2026"
"INE568F01017","SNL BEARINGS LTD.","","","","","","SNL","505827","X","","","False","True","09-06-2026"
"INE734N01019","SNOWMAN LOGISTICS LTD","10","SNOWMAN","EQ","12-09-2014","","SNOWMAN","538635","B","","","True","True","09-06-2026"
"INE671H01015","SOBHA","10","SOBHA","EQ","20-12-2006","","SOBHA","532784","A","","","True","True","09-06-2026"
"INE754D01018","SOBHAGYA MERCHANTILE LTD.","","","","","","SOBME","512014","X","","","False","True","09-06-2026"
"INE0Q3401017","Sodhani Academy of Fintech Ena","","","","","","SAFE","544257","M","","","False","True","09-06-2026"
"INE499Q01012","SOFCOM SYSTEMS LIMITED","","","","","","SOFCOM","538923","X","","","False","True","09-06-2026"
"INE562E01021","SOFTRAK VENTURE INVESTMENT LTD","","","","","","SOFTRAKV","531529","X","","","False","True","09-06-2026"
"INE728Z01015","SoftTech Engineers Limited","10","SOFTTECH","BE","25-02-2022","","SOFTTECH","543470","T","","","True","True","09-06-2026"
"INE343H01029","SOLAR INDUSTRIES INDIA LTD.","2","SOLARINDS","EQ","03-04-2006","","SOLARINDS","532725","A","","","True","True","09-06-2026"
"INE624Z01016","SOLARA ACTIVE PHARMA SCIENCES","10","SOLARA","EQ","27-06-2018","","SOLARA","541540","B","","","True","True","09-06-2026"
"INE0W0H01017","SOLARIUM GREEN ENERGY LIMITED","","","","","","SOLARIUM","544354","M","","","False","True","09-06-2026"
"INE0TY101024","Solarworld Energy Solutions Li","5","SOLARWORLD","EQ","30-09-2025","","SOLARWORLD","544532","B","","","True","True","09-06-2026"
"INE584G01012","SOLID STONE COMPANY LTD.","","","","","","SOLIDSTON","513699","X","","","False","True","09-06-2026"
"INE410A01013","SOLITAIRE MACHINE TOOLS LTD.","","","","","","SOLIMAC","522152","X","","","False","True","09-06-2026"
"INE1IIQ01028","Solvex Edibles Limited","","","","","","SOLVEX","544539","MT","","","False","True","09-06-2026"
"INE480C01038","SOM DISTILLERIES & BREWERIES L","2","SDBL","EQ","18-03-2014","","SDBL","507514","B","","","True","True","09-06-2026"
"INE314C01013","SOMA TEXTILES & INDUSTRIES LTD","10","SOMATEX","EQ","14-08-1996","","SOMATEX","521034","B","","","True","True","09-06-2026"
"INE355A01028","SOMANY CERAMICS LTD.","2","SOMANYCERA","EQ","22-11-1995","","SOMANYCERA","531548","B","","","True","True","09-06-2026"
"INE323J01019","SOMI CONVEYOR BELTINGS LTD.","10","SOMICONVEY","EQ","18-07-2016","","SOMICONVEY","533001","B","","","True","True","09-06-2026"
"INE073K01018","Sona BLW Precision Forgings Li","10","SONACOMS","EQ","24-06-2021","","SONACOMS","543300","A","","","True","True","09-06-2026"
"INE344I01017","SONAL ADHESIVES LTD.","","","","","","SONALAD","526901","X","","","False","True","09-06-2026"
"INE0N5O01013","Sonalis Consumer Products Limi","","","","","","SONALIS","543924","M","","","False","True","09-06-2026"
"INE269A01021","SONATA SOFTWARE LTD.","1","SONATSOFTW","EQ","28-07-1999","","SONATSOFTW","532221","A","","","True","True","09-06-2026"
"INE695C01015","SOURCE INDUSTRIES (INDIA) LTD.","","","","","","SOURCEIND","521036","XT","","","False","True","09-06-2026"
"INE679C01027","SOURCE NATURAL FOODS & HERBAL","","","","","","SOURCENTRL","531398","X","","","False","True","09-06-2026"
"INE088G01014","SOUTH INDIA PAPER MILLS LTD.","","","","","","STHINPA","516108","X","","","False","True","09-06-2026"
"INE683A01023","SOUTH INDIAN BANK LTD.","1","SOUTHBANK","EQ","08-12-1998","","SOUTHBANK","532218","A","","","True","True","09-06-2026"
"INE980Y01015","South West Pinnacle Exploratio","10","SOUTHWEST","EQ","18-04-2019","","SOUTHWEST","543986","B","","","True","True","09-06-2026"
"INE298B01010","SOUTHERN INFOCONSULTANTS LIMIT","","","","","","SOUTHERNIN","540174","X","","","False","True","09-06-2026"
"INE410M01018","SOUTHERN LATEX LTD.","","","","","","SOUTLAT","514454","X","","","False","True","09-06-2026"
"INE308N01012","SOUTHERN MAGNESIUM & CHEMICALS","","","","","","SOUTHMG","513498","X","","","False","True","09-06-2026"
"INE147A01011","SOUTHERN PETROCHEMICALS LTD.","10","SPIC","EQ","10-01-1996","","SPIC","590030","B","","","True","True","09-06-2026"
"INE959D01013","SOVEREIGN DIAMONDS LTD.","","","","","","SOVERDIA","523826","X","","","False","True","09-06-2026"
"INE102F01015","SP CAPITAL FINANCING LTD.","","","","","","SPCAPIT","530289","X","","","False","True","09-06-2026"
"INE726X01014","SPA Capital Services Limited","","","","","","SPACAPS","542376","XT","","","False","True","09-06-2026"
"INE797Z01028","Space Incubatrics Technologies","","","","","","SPACEINCUBA","541890","X","","","False","True","09-06-2026"
"INE572J01011","Spandana Sphoorty Financial Li","10","SPANDANA","EQ","19-08-2019","","SPANDANA","542759","B","","","True","True","09-06-2026"
"IN9572J01019","Spandana Sphoorty Financial Li","","","","","","SSFLPP","890221","B","","","False","True","09-06-2026"
"INE960B01015","SPARC ELECTREX LIMITED","","","","","","SPAR","531370","XT","","","False","True","09-06-2026"
"INE618F01010","SPARKLE GOLD ROCK LIMITED","","","","","","SPARKLEGR","530037","X","","","False","True","09-06-2026"
"INE0R0M01014","SPECIALITY MEDICINES LIMITED","","","","","","SPML","544738","MT","","","False","True","09-06-2026"
"INE247M01014","SPECIALITY RESTAURANTS LTD.","10","SPECIALITY","EQ","30-05-2012","","SPECIALITY","534425","B","","","True","True","09-06-2026"
"INE848B01012","SPECTRA INDUSTRIES LTD.","","","","","","SPECTRA","513687","Z","","","False","True","09-06-2026"
"INE01EO01010","Spectrum Electrical Industries","10","SPECTRUM","EQ","28-03-2025","","SPECTRUM","544386","B","","","True","True","09-06-2026"
"INE547C01018","SPECTRUM FOODS LTD.","","","","","","SPECFOOD","531982","X","","","False","True","09-06-2026"
"INE252A01019","SPEL SEMICONDUCTOR LTD.","","","","","","SPELS","517166","X","","","False","True","09-06-2026"
"INE020801028","Spencer's Retail Limited","5","SPENCERS","EQ","25-01-2019","","SPENCERS","542337","B","","","True","True","09-06-2026"
"INE175C01018","SPENTA INTERNATIONAL LTD.","","","","","","SPENTA","526161","X","","","False","True","09-06-2026"
"INE882D01017","SPICE ISLANDS INDUSTRIES LIMIT","","","","","","SPICEISLIN","526827","X","","","False","True","09-06-2026"
"INE631E01024","SPICE LOUNGE FOOD WORKS LIMITE","","","","","","SPICELOUNG","539895","B","","","False","True","09-06-2026"
"INE285B01017","SPICEJET LTD.","","","","","","SPICEJET","500285","A","","","False","True","09-06-2026"
"INE978G01016","SPL INDUSTRIES LTD.","10","SPLIL","EQ","26-07-2005","","SPLIL","532651","B","","","True","True","09-06-2026"
"INE937A01023","SPML INFRA LIMITED","2","SPMLINFRA","EQ","14-02-1996","","SPMLINFRA","500402","B","","","True","True","09-06-2026"
"INE885H01029","Sportking India Ltd.","1","SPORTKING","EQ","24-08-2022","","SPORTKING","539221","B","","","True","True","09-06-2026"
"INE537U01037","Sprayking Limited","","","","","","SPRAYKING","540079","B","","","False","True","09-06-2026"
"INE179O01031","SPRIGHT AGRO LIMITED","","","","","","SPRIGHT","531205","XT","","","False","True","09-06-2026"
"INE716K01020","SQUARE FOUR PROJECTS INDIA LIM","","","","","","SFPIL","526532","X","","","False","True","09-06-2026"
"INE917H01012","SREE RAYALASEEMA HI-STRENGTH H","10","SRHHYPOLTD","EQ","08-05-2007","","SRHHYPOLTD","532842","B","","","True","True","09-06-2026"
"INE377C01010","SREECHEM RESINS LTD.","","","","","","SRECR","514248","P","","","False","True","09-06-2026"
"INE099F01013","SREELEATHERS LTD.","10","SREEL","EQ","01-01-2014","","SREEL","535601","B","","","True","True","09-06-2026"
"INE606K01049","Srestha Finvest Limited","","","","","","SRESTHA","539217","X","","","False","True","09-06-2026"
"INE647A01010","SRF LTD.","10","SRF","EQ","18-08-2003","","SRF","503806","A","","","True","True","09-06-2026"
"INE559N01010","SRG HOUSING FINANCE LTD.","10","SRGHFL","EQ","21-08-2023","","SRGHFL","534680","B","","","True","True","09-06-2026"
"INE827D01020","Sri Chakra Cement Limited","","","","","","SRICC","518053","X","","","False","True","09-06-2026"
"INE293B01029","SRI HAVISHA HOSPITALITY INFRAS","2","HAVISHA","EQ","16-02-2000","","HAVISHA","531322","B","","","True","True","09-06-2026"
"INE009C01019","SRI KPR INDUSTRIES LTD.","","","","","","SRIKPRIND","514442","X","","","False","True","09-06-2026"
"INE456D01010","SRI LAKSHMI SARASWATHI TEXTILE","","","","","","SLSTLQ","521161","X","","","False","True","09-06-2026"
"INE0V9Q01010","Sri Lotus Developers and Realt","1","LOTUSDEV","EQ","06-08-2025","","LOTUSDEV","544469","B","","","True","True","09-06-2026"
"INE443E01016","SRI NACHAMMAI COTTON MILLS LTD","","","","","","SRINACHA","521234","X","","","False","True","09-06-2026"
"INE306D01017","SRI RAMAKRISHNA MILLS (COIMBAT","","","","","","SRMCL","521178","XT","","","False","True","09-06-2026"
"INE0RJ901010","SRIGEE DLM LIMITED","","","","","","SRIGEE","544399","M","","","False","True","09-06-2026"
"INE0R6Z01013","SRM CONTRACTORS LIMITED","10","SRM","EQ","03-04-2024","","SRM","544158","B","","","True","True","09-06-2026"
"INE425C01017","SRU Steels Limited","","","","","","SRUSTEELS","540914","X","","","False","True","09-06-2026"
"INE1U2R01013","SSMD AGROTECH INDIA LIMITED","","","","","","SSMD","544621","MT","","","False","True","09-06-2026"
"INE838C01011","SSPDL LTD.","","","","","","SSPDL","530821","X","","","False","True","09-06-2026"
"INE0RYC01010","Stallion India Fluorochemicals","10","STALLION","EQ","23-01-2025","","STALLION","544342","B","","","True","True","09-06-2026"
"INE502C01039","STANDARD BATTERIES LTD.","","","","","","STDBAT","504180","X","","","False","True","09-06-2026"
"INE625D01028","STANDARD CAPITAL MARKETS LTD.","","","","","","STANCAP","511700","X","","","False","True","09-06-2026"
"INE0M4D01010","STANDARD ENGINEERING TECHNOLOG","10","SETL","EQ","13-01-2025","","SETL","544333","B","","","True","True","09-06-2026"
"INE173A01025","STANDARD INDUSTRIES LTD.","5","SIL","EQ","27-01-2004","","SIL","530017","B","","","True","True","09-06-2026"
"INE888N01013","STANDARD SHOE SOLE AND MOULD (","","","","","","STDSHOE","523351","P","","","False","True","09-06-2026"
"INE307D01015","STANDARD SURFACTANTS LTD.","","","","","","STDSFAC","526231","X","","","False","True","09-06-2026"
"INE01A001028","STANLEY LIFESTYLES LIMITED","2","STANLEY","EQ","28-06-2024","","STANLEY","544202","B","","","True","True","09-06-2026"
"INE441L01015","STANROSE MAFATLAL INVESTMENTS","","","","","","STANROS","506105","X","","","False","True","09-06-2026"
"INE460H01021","Star Cement Limited","1","STARCEMENT","EQ","16-06-2017","","STARCEMENT","540575","A","","","True","True","09-06-2026"
"INE541K01014","STAR DELTA TRANSFORMERS LIMITE","","","","","","STARDELTA","539255","X","","","False","True","09-06-2026"
"INE575P01011","Star Health and Allied Insuran","10","STARHEALTH","EQ","10-12-2021","","STARHEALTH","543412","A","","","True","True","09-06-2026"
"INE526R01028","STAR HOUSING FINANCE LIMITED","","","","","","STARHFL","539017","XT","","","False","True","09-06-2026"
"INE0YG001013","STAR IMAGING AND PATH LAB LIMI","","","","","","STARIMAGIN","544482","MT","","","False","True","09-06-2026"
"INE733A01018","STAR PAPER MILLS LTD.","10","STARPAPER","EQ","13-09-1995","","STARPAPER","516022","B","","","True","True","09-06-2026"
"INE347I01010","STARCOM INFORMATION TECHNOLOGY","","","","","","STARCOM","531616","X","","","False","True","09-06-2026"
"INE594W01042","STARLINEPS ENTERPRISES LIMITED","","","","","","STARLENT","540492","T","","","False","True","09-06-2026"
"INE580C01019","Starlog Enterprises Limited","","","","","","STARLOG","520155","X","","","False","True","09-06-2026"
"INE320M01019","STARSOURCE MULTITRADE LIMITED","","","","","","STARSOURCE","506365","X","","","False","True","09-06-2026"
"INE992I01013","STARTECK FINANCE LIMITED","10","STARTECK","EQ","04-05-2022","","STARTECK","512381","B","","","True","True","09-06-2026"
"INE062A01020","STATE BANK OF INDIA","1","SBIN","EQ","01-03-1995","","SBIN","500112","A","","","True","True","09-06-2026"
"INE655A01013","STATE TRADING CORPORATION OF I","10","STCINDIA","EQ","01-04-2003","","STCINDIA","512531","B","","","True","True","09-06-2026"
"INE114A01011","STEEL AUTHORITY OF INDIA LTD.","10","SAIL","EQ","06-07-1995","","SAIL","500113","A","","","True","True","09-06-2026"
"INE503B01021","STEEL EXCHANGE INDIA LTD.","1","STEELXIND","EQ","20-07-2017","","STEELXIND","534748","B","","","True","True","09-06-2026"
"INE205F01016","STEEL STRIPS INFRASTRUCTURES L","","","","","","STLSTRINF","513173","X","","","False","True","09-06-2026"
"INE802C01033","STEEL STRIPS WHEELS LTD.","1","SSWL","EQ","06-06-2005","","SSWL","513262","B","","","True","True","09-06-2026"
"INE124E01038","STEELCAST LTD.","1","STEELCAS","EQ","23-11-2021","","STEELCAS","513517","B","","","True","True","09-06-2026"
"INE629B01032","STEELCO GUJARAT LTD.","","","","","","STEELCO","500399","XT","","","False","True","09-06-2026"
"INE577L01016","STEL HOLDINGS LIMITED","10","STEL","EQ","09-02-2011","","STEL","533316","B","","","True","True","09-06-2026"
"INE395F01023","STELLANT SECURITIES (INDIA) LT","","","","","","STELLANT","526071","XT","","","False","True","09-06-2026"
"INE00M201021","STERLING AND WILSON RENEWABLE","1","SWSOLAR","EQ","20-08-2019","","SWSOLAR","542760","A","","","True","True","09-06-2026"
"INE398F01019","STERLING GREEN WOODS LTD.","","","","","","STRGRENWO","526500","X","","","False","True","09-06-2026"
"INE067E01013","STERLING POWERGENSYS LTD","","","","","","STERPOW","513575","XT","","","False","True","09-06-2026"
"INE334A01023","STERLING TOOLS LTD.","2","STERTOOLS","EQ","02-02-2006","","STERTOOLS","530759","B","","","True","True","09-06-2026"
"INE089C01029","STERLITE TECHNOLOGIES LTD.","2","STLTECH","BE","08-12-2000","","STLTECH","532374","T","","","True","True","09-06-2026"
"INE353H01010","STL GLOBAL LTD.","10","SGL","EQ","10-04-2006","","SGL","532730","B","","","True","True","09-06-2026"
"INE1VXE01018","STL Networks Limited","2","STLNETWORK","BE","04-09-2025","","STLNETWORK","544395","T","","","True","True","09-06-2026"
"INE0RGM01016","Storage Technologies and Autom","","","","","","STAL","544171","M","","","False","True","09-06-2026"
"INE00IN01015","STOVE KRAFT LIMITED","10","STOVEKRAFT","EQ","05-02-2021","","STOVEKRAFT","543260","B","","","True","True","09-06-2026"
"INE755D01015","STOVEC INDUSTRIES LTD.","","","","","","STOVACQ","504959","X","","","False","True","09-06-2026"
"INE473C01025","STRATMONT INDUSTRIES LIMITED","","","","","","STRATMONT","530495","XT","","","False","True","09-06-2026"
"INE939A01011","STRIDES PHARMA SCIENCE LIMITED","10","STAR","EQ","02-02-2000","","STAR","532531","A","","","True","True","09-06-2026"
"INE958L01034","STRING METAVERSE LIMITED","","","","","","META","534535","T","","","False","True","09-06-2026"
"INE00Q601028","Studds Accessories Limited","5","STUDDS","EQ","07-11-2025","","STUDDS","544599","B","","","True","True","09-06-2026"
"INE239C01020","STYLAM INDUSTRIES LIMITED","5","STYLAMIND","EQ","02-08-2021","","STYLAMIND","526951","B","","","True","True","09-06-2026"
"INE189B01011","Styrenix Performance Materials","10","STYRENIX","EQ","29-03-1995","","STYRENIX","506222","A","","","True","True","09-06-2026"
"INE0U6201010","SUBAM PAPERS LIMITED","","","","","","SUBAM","544267","M","","","False","True","09-06-2026"
"INE754A01055","SUBEX LTD.","5","SUBEXLTD","BE","05-11-2020","","SUBEXLTD","532348","T","","","True","True","09-06-2026"
"INE287B01021","SUBROS LTD.","2","SUBROS","EQ","13-07-2005","","SUBROS","517168","B","","","True","True","09-06-2026"
"INE618D01015","SUDAL INDUSTRIES LTD.","","","","","","SUDAI","506003","X","","","False","True","09-06-2026"
"INE659A01023","SUDARSHAN CHEMICAL INDUSTRIES","2","SUDARSCHEM","EQ","25-05-1995","","SUDARSCHEM","506655","A","","","True","True","09-06-2026"
"INE492A01029","Sudarshan Colorants India Limi","10","SUDARCOLOR","EQ","14-06-1995","","SUDARCOLOR","506390","B","","","True","True","09-06-2026"
"INE00TV01023","SUDARSHAN PHARMA INDUSTRIES LI","","","","","","SUDARSHAN","543828","MT","","","False","True","09-06-2026"
"INE0QPI01025","Sudeep Pharma Limited","1","SUDEEPPHRM","EQ","28-11-2025","","SUDEEPPHRM","544619","B","","","True","True","09-06-2026"
"INE691D01012","SUDITI INDUSTRIES LTD.","","","","","","SUDTIND-B","521113","X","","","False","True","09-06-2026"
"INE309D01011","SUGAL & DAMANI SHARE BROKERS L","","","","","","SUGALDAM","511654","X","","","False","True","09-06-2026"
"INE0XX801016","SUGS LLOYD LIMITED","","","","","","SUGSLLOYD","544501","MT","","","False","True","09-06-2026"
"INE029H01016","Sujala Trading & Holding Ltd.","","","","","","SUJALA","539117","X","","","False","True","09-06-2026"
"INE450E01029","SUKHJIT STARCH & CHEMICALS LTD","5","SUKHJITS","EQ","07-11-2022","","SUKHJITS","524542","B","","","True","True","09-06-2026"
"INE142Q01026","Sula Vineyards Limited","2","SULA","EQ","22-12-2022","","SULA","543711","A","","","True","True","09-06-2026"
"INE673M01029","SULABH ENGINEERS & SERVICES LT","","","","","","SULABEN","508969","X","","","False","True","09-06-2026"
"INE886B01012","SUMEDHA FISCAL SERVICES LTD.","","","","","","SUMEDHA","530419","X","","","False","True","09-06-2026"
"INE235C01036","SUMEET INDUSTRIES LTD.","2","SUMEETINDS","EQ","10-12-2010","","SUMEETINDS","514211","B","","","True","True","09-06-2026"
"INE764B01029","SUMERU INDUSTRIES LTD.","","","","","","SUMERUIND","530445","X","","","False","True","09-06-2026"
"INE258G01013","SUMITOMO CHEMICAL INDIA LIMITE","10","SUMICHEM","EQ","27-01-2020","","SUMICHEM","542920","A","","","True","True","09-06-2026"
"INE519C01017","SUMMIT SECURITIES LTD.","10","SUMMITSEC","EQ","28-01-2011","","SUMMITSEC","533306","B","","","True","True","09-06-2026"
"INE232I01014","SUN PHARMA ADVANCED RESEARCH C","1","SPARC","EQ","18-07-2007","","SPARC","532872","B","","","True","True","09-06-2026"
"INE044A01036","SUN PHARMACEUTICAL INDUSTRIES","1","SUNPHARMA","EQ","08-02-1995","","SUNPHARMA","524715","A","","","True","True","09-06-2026"
"INE206Z01020","Sun Retail Limited","","","","","","SUNRETAIL","542025","M","","","False","True","09-06-2026"
"INE424H01027","SUN TV NETWORK LTD.","5","SUNTV","EQ","24-04-2006","","SUNTV","532733","A","","","True","True","09-06-2026"
"INE452S01025","Suncare Traders Limited","","","","","","SCTL","539526","X","","","False","True","09-06-2026"
"INE584D01019","SUNCITY SYNTHETICS LTD.","","","","","","SUNCITYSY","530795","XT","","","False","True","09-06-2026"
"INE073D01013","SUNDARAM BRAKE LININGS LTD.","10","SUNDRMBRAK","EQ","17-07-1996","","SUNDRMBRAK","590072","B","","","True","True","09-06-2026"
"INE660A01013","SUNDARAM FINANCE LTD.","10","SUNDARMFIN","EQ","07-01-1998","","SUNDARMFIN","590071","B","","","True","True","09-06-2026"
"INE108E01023","SUNDARAM MULTI PAP LTD.","1","SUNDARAM","EQ","02-06-2010","","SUNDARAM","533166","B","","","True","True","09-06-2026"
"INE0Q3R01026","SUNDARAM-CLAYTON LIMITED","5","SUNCLAY","EQ","29-12-2023","","SUNCLAY","544066","B","","","True","True","09-06-2026"
"INE387A01021","SUNDRAM FASTENERS LTD.","1","SUNDRMFAST","EQ","07-06-2000","","SUNDRMFAST","500403","A","","","True","True","09-06-2026"
"INE209A01019","SUNDROP BRANDS LIMITED","10","SUNDROP","EQ","06-12-2002","","SUNDROP","500215","B","","","True","True","09-06-2026"
"INE947A01014","SUNFLAG IRON & STEEL CO.LTD.","10","SUNFLAG","EQ","29-09-2005","","SUNFLAG","500404","B","","","True","True","09-06-2026"
"INE224D01012","SUNIL AGRO FOODS LTD.","","","","","","SUNILAGR","530953","X","","","False","True","09-06-2026"
"INE671C01016","SUNIL HEALTHCARE LTD","","","","","","SUNLOC","537253","X","","","False","True","09-06-2026"
"INE124M01015","SUNIL INDUSTRIES LTD.","","","","","","SUNILTX","521232","P","","","False","True","09-06-2026"
"INE0Q1S01010","Sunita Tools Limited","","","","","","SUNITATOOL","544001","MT","","","False","True","09-06-2026"
"INE459D01014","SUNRAJ DIAMOND EXPORTS LTD.","","","","","","SUNRAJDI","523425","XT","","","False","True","09-06-2026"
"INE671K01027","SUNRAKSHAKK INDUSTRIES INDIA L","","","","","","SUNRAKSHAK","539300","X","","","False","True","09-06-2026"
"INE0KPY01017","Sunrise Efficient Marketing Li","","","","","","SEML","543515","M","","","False","True","09-06-2026"
"INE199E01014","SUNSHIELD CHEMICALS LTD.","","","","","","SUNSHIEL","530845","X","","","False","True","09-06-2026"
"INE10CM01027","Sunsky Logistics Limited","","","","","","SUNSKY","544566","M","","","False","True","09-06-2026"
"INE805D01034","SUNTECK REALTY LTD.","1","SUNTECK","EQ","13-11-2009","","SUNTECK","512179","A","","","True","True","09-06-2026"
"INE897A01011","SUPER BAKERS (INDIA) LTD.","","","","","","SUPERBAK","530735","X","","","False","True","09-06-2026"
"INE366G01022","SUPER CROP SAFE LTD.","","","","","","SUCROSA","530883","X","","","False","True","09-06-2026"
"INE16IQ01014","Super Iron Foundry Limited","","","","","","SUPERIRON","544381","MT","","","False","True","09-06-2026"
"INE091C01017","SUPER SALES INDIA LTD.","","","","","","SUPER","512527","X","","","False","True","09-06-2026"
"INE662A01027","SUPER SPINNING MILLS LTD.","1","SUPERSPIN","EQ","08-07-2004","","SUPERSPIN","521180","B","","","True","True","09-06-2026"
"INE460D01038","SUPER TANNERY LIMITED","","","","","","SUPTANERY","523842","X","","","False","True","09-06-2026"
"INE712B01010","SUPERHOUSE LTD.","10","SUPERHOUSE","EQ","26-09-2014","","SUPERHOUSE","523283","B","","","True","True","09-06-2026"
"INE574R01028","Superior Finlease Limited","","","","","","SUPERIOR","539835","X","","","False","True","09-06-2026"
"INE843L01012","SUPERIOR INDUSTRIAL ENTERPRISE","","","","","","SIEL","519234","X","","","False","True","09-06-2026"
"INE0SC101013","SUPERTECH EV LIMITED","","","","","","SEVL","544428","M","","","False","True","09-06-2026"
"INE881B01054","SUPERTEX INDUSTRIES LTD.","","","","","","SUPERTEX","526133","X","","","False","True","09-06-2026"
"INE549S01036","SUPHA PHARMACHEM LIMITED","","","","","","SUPHA","539561","XT","","","False","True","09-06-2026"
"INE268T01015","Supra Pacific Financial Servic","","","","","","SUPRAPFSL","540168","X","","","False","True","09-06-2026"
"INE533B01028","Supra Trends Limited","","","","","","SUPRATRE","511539","X","","","False","True","09-06-2026"
"INE399C01030","SUPRAJIT ENGINEERING LTD.","1","SUPRAJIT","EQ","18-02-2005","","SUPRAJIT","532509","B","","","True","True","09-06-2026"
"INE822E01011","SUPREME HOLDINGS & HOSPITALITY","10","SUPREME","EQ","03-02-2025","","SUPREME","530677","B","","","True","True","09-06-2026"
"INE195A01028","SUPREME INDUSTRIES LTD.","2","SUPREMEIND","EQ","19-07-1995","","SUPREMEIND","509930","A","","","True","True","09-06-2026"
