ISIN,SYMBOL,COMPANY_NAME_NSE,COMPANY_NAME_SCREENER,MATCH_SCORE,MATCH_STATUS,LAST_UPDATED
,RUCHIRA,Ruchira Papers Limited,Ruchira Papers,100.0,EXACT,2026-06-07
,RUDRA,Rudra Global Infra Products Limited,G R Infraproject,65.12,UNMATCHED,2026-06-07
,RUPA,Rupa & Company Limited,Rupa & Co,72.73,UNMATCHED,2026-06-07
,RUSHIL,Rushil Decor Limited,Rushil Decor,100.0,EXACT,2026-06-07
,RUSTOMJEE,Keystone Realtors Limited,Keystone Realtor,96.97,EXACT,2026-06-07
,RVHL,Ravinder Heights Limited,Ravinder Heights,100.0,EXACT,2026-06-07
,RVNL,Rail Vikas Nigam Limited,Rail Vikas,76.92,REVIEW,2026-06-07
,RVTH,Revathi Equipment India Limited,Revathi Equip,72.22,UNMATCHED,2026-06-07
,S&SPOWER,S&S Power Switchgears Limited,S & S Power Swit,80.0,REVIEW,2026-06-07
,SAATVIKGL,Saatvik Green Energy Limited,Saatvik Green,78.79,REVIEW,2026-06-07
,SABEVENTS,Sab Events & Governance Now Media Limited,VL E-Governance,56.52,UNMATCHED,2026-06-07
,SADBHAV,Sadbhav Engineering Limited,Jash Engineering,80.0,REVIEW,2026-06-07
,SADBHIN,Sadbhav Infrastructure Project Limited,RDB Infrastruc.,63.64,UNMATCHED,2026-06-07
,SADHNANIQ,Sadhana Nitrochem Limited,Sadhana Nitro,86.67,HIGH_CONFIDENCE,2026-06-07
,SAFARI,Safari Industries (India) Limited,SKF India Indus.,73.68,UNMATCHED,2026-06-07
,SAGARDEEP,Sagardeep Alloys Limited,Sagardeep Alloys,100.0,EXACT,2026-06-07
,SAGCEM,Sagar Cements Limited,Sagar Cements,100.0,EXACT,2026-06-07
,SAGILITY,SAGILITY LIMITED,Sagility,100.0,EXACT,2026-06-07
,SAHLIBHFI,Shalibhadra Finance Limited,Shalibhadra Fin.,88.24,HIGH_CONFIDENCE,2026-06-07
,SAHYADRI,Sahyadri Industries Limited,Sahyadri Industr,91.43,HIGH_CONFIDENCE,2026-06-07
,SAIL,Steel Authority of India Limited,Agri-Tech India,61.54,UNMATCHED,2026-06-07
,SAILIFE,Sai Life Sciences Limited,Clean Science,73.33,UNMATCHED,2026-06-07
,SAIPARENT,Sai Parenterals Limited,Sai Parenteral's,96.77,EXACT,2026-06-07
,SAKAR,Sakar Healthcare Limited,Sakar Healthcare,100.0,EXACT,2026-06-07
,SAKHTISUG,Sakthi Sugars Limited,Sakthi Sugars,100.0,EXACT,2026-06-07
,SAKSOFT,Saksoft Limited,Saksoft,100.0,EXACT,2026-06-07
,SAKUMA,Sakuma Exports Limited,Sakuma Exports,100.0,EXACT,2026-06-07
,SALASAR,Salasar Techno Engineering Limited,Standard Engineering Technology,80.7,REVIEW,2026-06-07
,SALONA,Salona Cotspin Limited,Salona Cotspin,100.0,EXACT,2026-06-07
,SALSTEEL,S.A.L. Steel Limited,S.A.L Steel,100.0,EXACT,2026-06-07
,SALZERELEC,Salzer Electronics Limited,Salzer Electron.,90.91,HIGH_CONFIDENCE,2026-06-07
,SAMBHAAV,Sambhaav Media Limited,Sambhaav Media,100.0,EXACT,2026-06-07
,SAMBHV,Sambhv Steel Tubes Limited,Rama Steel Tubes,82.35,REVIEW,2026-06-07
,SAMHI,Samhi Hotels Limited,Samhi Hotels,100.0,EXACT,2026-06-07
,SAMMAANCAP,Sammaan Capital Limited,Sammaan Capital,100.0,EXACT,2026-06-07
,SAMPANN,Sampann Utpadan India Limited,Sampann Utpadan,83.33,REVIEW,2026-06-07
,SANATHAN,Sanathan Textiles Limited,Sanathan Textile,96.97,EXACT,2026-06-07
,SANDESH,The Sandesh Limited,Sandesh,77.78,REVIEW,2026-06-07
,SANDHAR,Sandhar Technologies Limited,AAA Technologies,83.33,REVIEW,2026-06-07
,SANDUMA,Sandur Manganese & Iron Ores Limited,Sandur Manganese,76.19,REVIEW,2026-06-07
,SANGAMIND,Sangam (India) Limited,Sangam India,100.0,EXACT,2026-06-07
,SANGHVIMOV,Sanghvi Movers Limited,Sanghvi Movers,100.0,EXACT,2026-06-07
,SANGINITA,Sanginita Chemicals Limited,Sanginita Chemi.,88.24,HIGH_CONFIDENCE,2026-06-07
,SANOFI,Sanofi India Limited,Sanofi India,100.0,EXACT,2026-06-07
,SANOFICONR,Sanofi Consumer Healthcare India Limited,Sanofi Consumer,63.83,UNMATCHED,2026-06-07
,SANSERA,Sansera Engineering Limited,Sansera Enginee.,88.24,HIGH_CONFIDENCE,2026-06-07
,SANSTAR,Sanstar Limited,Sanstar,100.0,EXACT,2026-06-07
,SANWARIA,Sanwaria Consumer Limited,Sanwaria Consum.,93.75,HIGH_CONFIDENCE,2026-06-07
,SAPPHIRE,Sapphire Foods India Limited,Sapphire Foods,82.35,REVIEW,2026-06-07
,SAPPL,Shree Ajit Pulp & Paper Limited,Sh. Ajit Pulp,72.73,UNMATCHED,2026-06-07
,SARDAEN,Sarda Energy & Minerals Limited,Sarda Energy,72.73,UNMATCHED,2026-06-07
,SAREGAMA,Saregama India Limited,Saregama India,100.0,EXACT,2026-06-07
,SARLAPOLY,Sarla Performance Fibers Limited,Sarla Performanc,80.0,REVIEW,2026-06-07
,SARVESHWAR,Sarveshwar Foods Limited,Sarveshwar Foods,100.0,EXACT,2026-06-07
,SASKEN,Sasken Technologies Limited,ASM Technologies,85.71,HIGH_CONFIDENCE,2026-06-07
,SATIA,Satia Industries Limited,Satia Industries,100.0,EXACT,2026-06-07
,SATIN,Satin Creditcare Network Limited,Satin Creditcare,80.0,REVIEW,2026-06-07
,SAURASHCEM,Saurashtra Cement Limited,Saurashtra Cem.,90.32,HIGH_CONFIDENCE,2026-06-07
,SAYAJIHOTL,Sayaji Hotels Limited,Sayaji Hotels,100.0,EXACT,2026-06-07
,SBC,SBC Exports Limited,SBC Exports,100.0,EXACT,2026-06-07
,SBCL,Shivalik Bimetal Controls Limited,Shivalik Bimetal,78.05,REVIEW,2026-06-07
,SBFC,SBFC Finance Limited,SBFC Finance,100.0,EXACT,2026-06-07
,SBGLP,Suratwwala Business Group Limited,Suratwwala Busi.,75.0,REVIEW,2026-06-07
,SBICARD,SBI Cards and Payment Services Limited,Cams Services,60.47,UNMATCHED,2026-06-07
,SBILIFE,SBI Life Insurance Company Limited,SBI Life Insuran,94.12,HIGH_CONFIDENCE,2026-06-07
,SBIN,State Bank of India,Bank of India,81.25,REVIEW,2026-06-07
,SCANSTL,Scan Steels Limited,Scan Steels,100.0,EXACT,2026-06-07
,SCHAEFFLER,Schaeffler India Limited,Schaeffler India,100.0,EXACT,2026-06-07
,SCHAND,S Chand And Company Limited,S Chand & Compan,72.0,UNMATCHED,2026-06-07
,SCHNEIDER,Schneider Electric Infrastructure Limited,Schneider Elect.,62.5,UNMATCHED,2026-06-07
,SCI,Shipping Corporation Of India Limited,Shipping Land,73.33,UNMATCHED,2026-06-07
,SCILAL,Shipping Corporation of India Land and Assets Limited,Shipping Land,56.52,UNMATCHED,2026-06-07
,SCODATUBES,Scoda Tubes Limited,Scoda Tubes,100.0,EXACT,2026-06-07
,SCPL,Sheetal Cool Products Limited,Sheetal Cool,72.73,UNMATCHED,2026-06-07
,SDBL,Som Distilleries & Breweries Limited,Som Distilleries,76.19,REVIEW,2026-06-07
,SEAMECLTD,Seamec Limited,SEAMEC Ltd,100.0,EXACT,2026-06-07
,SECMARK,SecMark Consultancy Limited,Secmark Consult.,88.24,HIGH_CONFIDENCE,2026-06-07
,SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,SecureKloud Tech,80.0,REVIEW,2026-06-07
,SEDEMAC,SEDEMAC Mechatronics Limited,Sedemac Mechatro,88.89,HIGH_CONFIDENCE,2026-06-07
,SEIL,Shanti Educational Initiatives Limited,Shanti Educat.,60.47,UNMATCHED,2026-06-07
,SEJALLTD,Sejal Glass Limited,Sejal Glass,100.0,EXACT,2026-06-07
,SELMC,SEL Manufacturing Company Limited,Indef Manufactur,60.61,UNMATCHED,2026-06-07
,SEMAC,Semac Construction Limited,Semac Construct,90.91,HIGH_CONFIDENCE,2026-06-07
,SENCO,Senco Gold Limited,Senco Gold,100.0,EXACT,2026-06-07
,SENORES,Senores Pharmaceuticals Limited,Senores Pharma.,75.68,REVIEW,2026-06-07
,SEPC,SEPC Limited,SEPC,100.0,EXACT,2026-06-07
,SERVOTECH,Servotech Renewable Power System Limited,Servotech Renew,63.83,UNMATCHED,2026-06-07
,SESHAPAPER,Seshasayee Paper and Boards Limited,Seshasayee Paper,74.42,UNMATCHED,2026-06-07
,SETCO,Setco Automotive Limited,Setco Automotive,100.0,EXACT,2026-06-07
,SETL,Standard Engineering Technology Limited,Standard Engineering Technology,100.0,EXACT,2026-06-07
,SETUINFRA,Setubandhan Infrastructure Limited,Setubandhan Inf.,73.17,UNMATCHED,2026-06-07
,SEYAIND,Seya Industries Limited,Seya Industries,100.0,EXACT,2026-06-07
,SFL,Sheela Foam Limited,Sheela Foam,100.0,EXACT,2026-06-07
,SGFIN,SG Finserve Limited,SG Finserve,100.0,EXACT,2026-06-07
,SGIL,Synergy Green Industries Limited,N G Industries,73.68,UNMATCHED,2026-06-07
,SGL,STL Global Limited,STL Global,100.0,EXACT,2026-06-07
,SGMART,SG Mart Limited,SG Mart,100.0,EXACT,2026-06-07
,SHADOWFAX,Shadowfax Technologies Limited,Shadowfax Technologies,100.0,EXACT,2026-06-07
,SHAH,Shah Metacorp Limited,Shah Metacorp,100.0,EXACT,2026-06-07
,SHAHALLOYS,Shah Alloys Limited,Shah Alloys,100.0,EXACT,2026-06-07
,SHAILY,Shaily Engineering Plastics Limited,Shaily Engineer.,71.43,UNMATCHED,2026-06-07
,SHAKTIPUMP,Shakti Pumps (India) Limited,Shakti Pumps,80.0,REVIEW,2026-06-07
,SHALBY,Shalby Limited,Shalby,100.0,EXACT,2026-06-07
,SHALPAINTS,Shalimar Paints Limited,Shalimar Paints,100.0,EXACT,2026-06-07
,SHANKARA,Shankara Building Products Limited,Shankara Buildpro,79.07,REVIEW,2026-06-07
,SHANTI,Shanti Overseas (India) Limited,Shanti Overseas,83.33,REVIEW,2026-06-07
,SHANTIGEAR,Shanthi Gears Limited,Shanthi Gears,100.0,EXACT,2026-06-07
,SHANTIGOLD,Shanti Gold International Limited,KSH Internationa,73.17,UNMATCHED,2026-06-07
,SHARDACROP,Sharda Cropchem Limited,Sharda Cropchem,100.0,EXACT,2026-06-07
,SHARDAMOTR,Sharda Motor Industries Limited,Sharat Industrie,76.92,REVIEW,2026-06-07
,SHARDUL,Shardul Securities Limited,Shree Securities,82.35,REVIEW,2026-06-07
,SHAREINDIA,Share India Securities Limited,Share India Sec.,81.08,REVIEW,2026-06-07
,SHBAJRG,Shri Bajrang Alliance Limited,Sh. Bajrang All.,80.0,REVIEW,2026-06-07
,SHEKHAWATI,Shekhawati Industries Limited,Shekhawati Inds,83.33,REVIEW,2026-06-07
,SHEMAROO,Shemaroo Entertainment Limited,Shemaroo Entert.,81.08,REVIEW,2026-06-07
,SHILCTECH,Shilchar Technologies Limited,HCL Technologies,81.08,REVIEW,2026-06-07
,SHILPAMED,Shilpa Medicare Limited,Shilpa Medicare,100.0,EXACT,2026-06-07
,SHINDL,Sharat Industries Limited,Sharat Industrie,96.97,EXACT,2026-06-07
,SHIVALIK,Shivalik Rasayan Limited,Shivalik Rasayan,100.0,EXACT,2026-06-07
,SHIVAMAUTO,Shivam Autotech Limited,Shivam Autotech,100.0,EXACT,2026-06-07
,SHIVAMILLS,Shiva Mills Limited,Shiva Mills,100.0,EXACT,2026-06-07
,SHIVATEX,Shiva Texyarn Limited,Shiva Texyarn,100.0,EXACT,2026-06-07
,SHIVAUM,Shiv Aum Steels Limited,Shiv Aum Steels,100.0,EXACT,2026-06-07
,SHK,S H Kelkar and Company Limited,S H Kelkar & Co.,81.48,REVIEW,2026-06-07
,SHOPERSTOP,Shoppers Stop Limited,Shoppers Stop,100.0,EXACT,2026-06-07
,SHRADHA,Shradha Realty Limited,Shradha Realty,100.0,EXACT,2026-06-07
,SHREDIGCEM,Shree Digvijay Cement Co.Ltd,Sh. Digvijay Cem,69.77,UNMATCHED,2026-06-07
,SHREECEM,SHREE CEMENT LIMITED,Shree Cement,100.0,EXACT,2026-06-07
,SHREEJISPG,Shreeji Shipping Global Limited,Shreeji Ship. Gl,78.95,REVIEW,2026-06-07
,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,Sh.Pushkar Chem.,60.0,UNMATCHED,2026-06-07
,SHREERAMA,Shree Rama Multi-Tech Limited,Sh. Rama Multi.,76.47,REVIEW,2026-06-07
,SHRENIK,Shrenik Limited,Shrenik,100.0,EXACT,2026-06-07
,SHREYANIND,Shreyans Industries Limited,Seya Industries,88.24,HIGH_CONFIDENCE,2026-06-07
,SHRIKRISH,Shri Krishna Devcon Limited,Shri Krishna,77.42,REVIEW,2026-06-07
,SHRINGARMS,Shringar House of Mangalsutra Limited,Shringar House,65.12,UNMATCHED,2026-06-07
,SHRIPISTON,Shriram Pistons & Rings Limited,Shriram Pistons,83.33,REVIEW,2026-06-07
,SHRIRAMFIN,Shriram Finance Limited,Shriram Finance,100.0,EXACT,2026-06-07
,SHRIRAMPPS,Shriram Properties Limited,Shriram Properti,94.12,HIGH_CONFIDENCE,2026-06-07
,SHYAMCENT,Shyam Century Ferrous Limited,Shyam Century,76.47,REVIEW,2026-06-07
,SHYAMMETL,Shyam Metalics and Energy Limited,Shyam Metalics,71.79,UNMATCHED,2026-06-07
,SHYAMTEL,Shyam Telecom Limited,Shyam Telecom,100.0,EXACT,2026-06-07
,SICAGEN,Sicagen India Limited,Sicagen India,100.0,EXACT,2026-06-07
,SICALLOG,Sical Logistics Limited,Sical Logistics,100.0,EXACT,2026-06-07
,SIEMENS,Siemens Limited,Siemens,100.0,EXACT,2026-06-07
,SIGACHI,Sigachi Industries Limited,Sigachi Indust.,87.5,HIGH_CONFIDENCE,2026-06-07
,SIGIND,Signet Industries Limited,Signet Industrie,96.97,EXACT,2026-06-07
,SIGMA,Sigma Solve Limited,Sigma Solve,100.0,EXACT,2026-06-07
,SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED,Sigma Advanced System,97.67,EXACT,2026-06-07
,SIGNATURE,Signatureglobal (India) Limited,SignatureGlobal,83.33,REVIEW,2026-06-07
,SIGNPOST,Signpost India Limited,Signpost India,100.0,EXACT,2026-06-07
,SIKA,Sika Interplant Systems Limited,Sika Interplant,78.95,REVIEW,2026-06-07
,SIKKO,Sikko Industries Limited,Sikko Industries,100.0,EXACT,2026-06-07
,SIL,Standard Industries Limited,Tandhan Industries,86.49,HIGH_CONFIDENCE,2026-06-07
,SILGO,Silgo Retail Limited,Silgo Retail,100.0,EXACT,2026-06-07
,SILINV,SIL Investments Limited,SIL Investments,100.0,EXACT,2026-06-07
,SILLYMONKS,Silly Monks Entertainment Limited,Zee Entertainmen,63.41,UNMATCHED,2026-06-07
,SILVERTUC,Silver Touch Technologies Limited,HCL Technologies,68.29,UNMATCHED,2026-06-07
,SIMBHALS,Simbhaoli Sugars Limited,Simbhaoli Sugar,96.77,EXACT,2026-06-07
,SIMPLEXINF,Simplex Infrastructures Limited,Simplex Infra,72.22,UNMATCHED,2026-06-07
,SINCLAIR,Sinclairs Hotels Limited,Sinclairs Hotels,100.0,EXACT,2026-06-07
,SINDHUTRAD,Sindhu Trade Links Limited,Sindhu Trade,80.0,REVIEW,2026-06-07
,SINGERIND,Singer India Limited,Singer India,100.0,EXACT,2026-06-07
,SINTERCOM,Sintercom India Limited,Sintercom India,100.0,EXACT,2026-06-07
,SIRCA,Sirca Paints India Limited,Sirca Paints,80.0,REVIEW,2026-06-07
,SIS,SIS LIMITED,SIS,100.0,EXACT,2026-06-07
,SITINET,Siti Networks Limited,Siti Networks,100.0,EXACT,2026-06-07
,SIYSIL,Siyaram Silk Mills Limited,Siyaram Silk,80.0,REVIEW,2026-06-07
,SJS,S.J.S. Enterprises Limited,SJS Enterprises,87.5,HIGH_CONFIDENCE,2026-06-07
,SJVN,SJVN Limited,SJVN,100.0,EXACT,2026-06-07
,SKFINDIA,SKF India Limited,SKF India,100.0,EXACT,2026-06-07
,SKFINDUS,SKF India (Industrial) Limited,SKF India Indus.,85.71,HIGH_CONFIDENCE,2026-06-07
,SKIPPER,Skipper Limited,Skipper,100.0,EXACT,2026-06-07
,SKMEGGPROD,SKM Egg Products Export (India) Limited,SKM Egg Prod.,58.54,UNMATCHED,2026-06-07
,SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,Sky Gold & Diam.,76.47,REVIEW,2026-06-07
,SMARTLINK,Smartlink Holdings Limited,Smartlink Hold.,87.5,HIGH_CONFIDENCE,2026-06-07
,SMARTWORKS,Smartworks Coworking Spaces Limited,Smartworks Cowor,74.42,UNMATCHED,2026-06-07
,SMCGLOBAL,SMC Global Securities Limited,SMC Global Sec.,80.0,REVIEW,2026-06-07
,SMLMAH,SML Mahindra Limited,SML Mahindra,100.0,EXACT,2026-06-07
,SMLT,Sarthak Metals Limited,Sarthak Metals,100.0,EXACT,2026-06-07
,SMSPHARMA,SMS Pharmaceuticals Limited,SMS Pharma.,68.97,UNMATCHED,2026-06-07
,SNOWMAN,Snowman Logistics Limited,Snowman Logistic,96.97,EXACT,2026-06-07
,SOBHA,Sobha Limited,Sobha,100.0,EXACT,2026-06-07
,SOFTTECH,Softtech Engineers Limited,Softtech Enginee,94.12,HIGH_CONFIDENCE,2026-06-07
,SOLARA,Solara Active Pharma Sciences Limited,Solara Active,61.9,UNMATCHED,2026-06-07
,SOLARINDS,Solar Industries India Limited,Solar Industries,84.21,REVIEW,2026-06-07
,SOLARWORLD,Solarworld Energy Solutions Limited,Solarworld Ene.,68.29,UNMATCHED,2026-06-07
,SOLEX,Solex Energy Limited,Solex Energy,100.0,EXACT,2026-06-07
,SOMANYCERA,Somany Ceramics Limited,Somany Ceramics,100.0,EXACT,2026-06-07
,SOMATEX,Soma Textiles & Industries Limited,Satia Industries,75.0,REVIEW,2026-06-07
,SOMICONVEY,Somi Conveyor Beltings Limited,Somi Conv.Belt.,77.78,REVIEW,2026-06-07
,SONACOMS,Sona BLW Precision Forgings Limited,Sona BLW Precis.,71.43,UNMATCHED,2026-06-07
,SONAL,Sonal Mercantile Limited,Sonal Mercantile,100.0,EXACT,2026-06-07
,SONAMLTD,SONAM LIMITED,Sonam,100.0,EXACT,2026-06-07
,SONATSOFTW,Sonata Software Limited,Sonata Software,100.0,EXACT,2026-06-07
,SOTL,Savita Oil Technologies Limited,Savita Oil Tech,78.95,REVIEW,2026-06-07
,SOUTHBANK,The South Indian Bank Limited,South Ind.Bank,80.0,REVIEW,2026-06-07
,SOUTHWEST,South West Pinnacle Exploration Limited,South West Pinn.,65.22,UNMATCHED,2026-06-07
,SPAL,S. P. Apparels Limited,S P Apparels,100.0,EXACT,2026-06-07
,SPANDANA,Spandana Sphoorty Financial Limited,Spandana Sphoort,74.42,UNMATCHED,2026-06-07
,SPARC,Sun Pharma Advanced Research Company Limited,Advance Petroch.,60.47,UNMATCHED,2026-06-07
,SPCENET,Spacenet Enterprises India Limited,Spacenet Enterpr,76.19,REVIEW,2026-06-07
,SPECIALITY,Speciality Restaurants Limited,Speciality Rest.,81.08,REVIEW,2026-06-07
,SPECTRUM,Spectrum Electrical Industries Limited,Spectrum Electr.,66.67,UNMATCHED,2026-06-07
,SPENCERS,Spencer's Retail Limited,Spencer's Retail,100.0,EXACT,2026-06-07
,SPIC,Southern Petrochemicals Industries Corporation  Limited,Trom Industries,61.22,UNMATCHED,2026-06-07
,SPLIL,SPL Industries Limited,SPL Industries,100.0,EXACT,2026-06-07
,SPLPETRO,Supreme Petrochem Limited,Supreme Petroch.,93.75,HIGH_CONFIDENCE,2026-06-07
,SPMLINFRA,SPML Infra Limited,SPML Infra,100.0,EXACT,2026-06-07
,SPORTKING,Sportking India Limited,Sportking India,100.0,EXACT,2026-06-07
,SRD,Shankar Lal Rampal Dye-Chem Limited,Shankar Lal Ram.,71.43,UNMATCHED,2026-06-07
,SREEL,Sreeleathers Limited,Sreeleathers,100.0,EXACT,2026-06-07
,SRF,SRF Limited,SRF,100.0,EXACT,2026-06-07
,SRGHFL,SRG Housing Finance Limited,Star Housing Fin,80.0,REVIEW,2026-06-07
,SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,Sr.Rayala.Hypo,59.57,UNMATCHED,2026-06-07
,SRM,SRM Contractors Limited,SRM Contractors,100.0,EXACT,2026-06-07
,SRTL,Shree Ram Twistex Limited,Shree Ram Twist.,93.75,HIGH_CONFIDENCE,2026-06-07
,SSDL,Saraswati Saree Depot Limited,Saraswati Saree,83.33,REVIEW,2026-06-07
,SSWL,Steel Strips Wheels Limited,Steel Str. Wheel,88.24,HIGH_CONFIDENCE,2026-06-07
,STALLION,Stallion India Fluorochemicals Limited,Stallion India,63.64,UNMATCHED,2026-06-07
,STANLEY,Stanley Lifestyles Limited,Stanley Lifesty.,90.91,HIGH_CONFIDENCE,2026-06-07
,STAR,Strides Pharma Science Limited,Strides Pharma,77.78,REVIEW,2026-06-07
,STARCEMENT,Star Cement Limited,Star Cement,100.0,EXACT,2026-06-07
,STARHEALTH,Star Health and Allied Insurance Company Limited,Star Health Insu,66.67,UNMATCHED,2026-06-07
,STARPAPER,Star Paper Mills Limited,Star Paper Mills,100.0,EXACT,2026-06-07
,STARTECK,Starteck Finance Limited,Starteck Fin.,85.71,HIGH_CONFIDENCE,2026-06-07
,STCINDIA,The State Trading Corporation of India Limited,Indo Tech.Trans.,63.41,UNMATCHED,2026-06-07
,STEELCAS,Steelcast Limited,Steelcast,100.0,EXACT,2026-06-07
,STEELCITY,Steel City Securities Limited,Steel City Sec.,80.0,REVIEW,2026-06-07
,STEELXIND,STEEL EXCHANGE INDIA LIMITED,Steel Exchange,82.35,REVIEW,2026-06-07
,STEL,Stel Holdings Limited,STEL Holdings,100.0,EXACT,2026-06-07
,STERTOOLS,Sterling Tools Limited,Sterling Tools,100.0,EXACT,2026-06-07
,STLNETWORK,STL Networks Limited,STL Networks,100.0,EXACT,2026-06-07
,STLTECH,Sterlite Technologies Limited,Defrail Technologies,78.05,REVIEW,2026-06-07
,STOVEKRAFT,Stove Kraft Limited,Stove Kraft,100.0,EXACT,2026-06-07
,STUDDS,Studds Accessories Limited,Studds Accessor.,90.91,HIGH_CONFIDENCE,2026-06-07
,STYL,Seshaasai Technologies Limited,AAA Technologies,84.21,REVIEW,2026-06-07
,STYLAMIND,Stylam Industries Limited,Stylam Industrie,96.97,EXACT,2026-06-07
,STYLEBAAZA,Baazar Style Retail Limited,Baazar Style,77.42,REVIEW,2026-06-07
,STYRENIX,Styrenix Performance Materials Limited,Styrenix Perfor.,66.67,UNMATCHED,2026-06-07
,SUBEXLTD,Subex Limited,Subex,100.0,EXACT,2026-06-07
,SUBROS,Subros Limited,Subros,100.0,EXACT,2026-06-07
,SUDARCOLOR,Sudarshan Colorants India Limited,Sudarshan Colorants,86.36,HIGH_CONFIDENCE,2026-06-07
,SUDARSCHEM,Sudarshan Chemical Industries Limited,Sudal Industries,66.67,UNMATCHED,2026-06-07
,SUDEEPPHRM,Sudeep Pharma Limited,Sudeep Pharma,100.0,EXACT,2026-06-07
,SUKHJITS,Sukhjit Starch & Chemicals Limited,Sukhjit Starch,73.68,UNMATCHED,2026-06-07
,SULA,Sula Vineyards Limited,Sula Vineyards,100.0,EXACT,2026-06-07
,SUMEETINDS,Sumeet Industries Limited,Sumeet Industrie,96.97,EXACT,2026-06-07
,SUMICHEM,Sumitomo Chemical India Limited,Sumitomo Chemi.,75.68,REVIEW,2026-06-07
,SUMIT,Sumit Woods Limited,Sumit Woods,100.0,EXACT,2026-06-07
,SUMMITSEC,Summit Securities Limited,Summit Securitie,96.97,EXACT,2026-06-07
,SUNCLAY,Sundaram Clayton Limited,Sundaram Clayton,100.0,EXACT,2026-06-07
,SUNDARAM,Sundaram Multi Pap Limited,Sundaram Multi.,87.5,HIGH_CONFIDENCE,2026-06-07
,SUNDARMFIN,Sundaram Finance Limited,Sundaram Finance,100.0,EXACT,2026-06-07
,SUNDRMBRAK,Sundaram Brake Linings Limited,Sundaram Brake,77.78,REVIEW,2026-06-07
,SUNDRMFAST,Sundram Fasteners Limited,Sundram Fasten.,90.32,HIGH_CONFIDENCE,2026-06-07
,SUNDROP,Sundrop Brands Limited,Sundrop Brands,100.0,EXACT,2026-06-07
,SUNFLAG,Sunflag Iron And Steel Company Limited,Sunflag Iron,70.59,UNMATCHED,2026-06-07
,SUNPHARMA,Sun Pharmaceutical Industries Limited,Goldline Pharmaceutical,69.23,UNMATCHED,2026-06-07
,SUNTECK,Sunteck Realty Limited,Sunteck Realty,100.0,EXACT,2026-06-07
,SUNTV,Sun TV Network Limited,Sun TV Network,100.0,EXACT,2026-06-07
,SUPERHOUSE,Superhouse Limited,Superhouse Ltd,100.0,EXACT,2026-06-07
,SUPERSPIN,Super Spinning Mills Limited,Super Spinning,82.35,REVIEW,2026-06-07
,SUPRAJIT,Suprajit Engineering Limited,SMT Engineering,80.0,REVIEW,2026-06-07
,SUPREME,Supreme Holdings & Hospitality (India) Limited,Supreme Holdings,64.0,UNMATCHED,2026-06-07
,SUPREMEENG,Supreme Engineering Limited,SMT Engineering,82.35,REVIEW,2026-06-07
,SUPREMEIND,Supreme Industries Limited,Prime Industries,88.24,HIGH_CONFIDENCE,2026-06-07
,SUPREMEINF,Supreme Infrastructure India Limited,Anna Infrastruct,63.64,UNMATCHED,2026-06-07
,SUPRIYA,Supriya Lifescience Limited,Supriya Lifesci.,88.24,HIGH_CONFIDENCE,2026-06-07
,SURAJEST,Suraj Estate Developers Limited,Suraj Estate,68.57,UNMATCHED,2026-06-07
,SURAJLTD,Suraj Limited,Suraj,100.0,EXACT,2026-06-07
,SURAKSHA,Suraksha Diagnostic Limited,Suraksha Diagno.,88.24,HIGH_CONFIDENCE,2026-06-07
,SURANASOL,Surana Solar Limited,Surana Solar,100.0,EXACT,2026-06-07
,SURANAT&P,Surana Telecom and Power Limited,Surana Telecom,73.68,UNMATCHED,2026-06-07
,SURYALA,Suryalata Spinning Mills Limited,Suryalata Spg.,70.27,UNMATCHED,2026-06-07
,SURYALAXMI,Suryalakshmi Cotton Mills Limited,Suryalak. Cott.,68.42,UNMATCHED,2026-06-07
,SURYAROSNI,Surya Roshni Limited,Surya Roshni,100.0,EXACT,2026-06-07
,SURYODAY,Suryoday Small Finance Bank Limited,AU Small Finance,69.77,UNMATCHED,2026-06-07
,SUTLEJTEX,Sutlej Textiles and Industries Limited,Sutlej Textiles,66.67,UNMATCHED,2026-06-07
,SUVEN,Suven Life Sciences Limited,Suven Life Scie.,88.24,HIGH_CONFIDENCE,2026-06-07
,SUVIDHAA,Suvidhaa Infoserve Limited,Suvidhaa Info.,83.87,REVIEW,2026-06-07
,SUYOG,Suyog Telematics Limited,Suyog Telematics,100.0,EXACT,2026-06-07
,SUZLON,Suzlon Energy Limited,Suzlon Energy,100.0,EXACT,2026-06-07
,SVLL,Shree Vasu Logistics Limited,Shree Vasu Logis,88.89,HIGH_CONFIDENCE,2026-06-07
,SVPGLOB,SVP GLOBAL TEXTILES LIMITED,Loyal Textile,75.0,REVIEW,2026-06-07
,SWANCORP,SWAN CORP LIMITED,Swan Corp,100.0,EXACT,2026-06-07
,SWANDEF,Swan Defence and Heavy Industries Limited,Ceeta Industries,61.22,UNMATCHED,2026-06-07
,SWARAJENG,Swaraj Engines Limited,Swaraj Engines,100.0,EXACT,2026-06-07
,SWELECTES,Swelect Energy Systems Limited,Swelect Energy,77.78,REVIEW,2026-06-07
