symbol,sector,pe_ratio,pb_ratio,roe_pct,pe_score,roe_score,growth_score,valuation_score,valuation_label,revenue_ttm_cr,profit_ttm_cr,yoy_revenue_pct,yoy_profit_pct,as_of_date
RPTECH,IT,25.2,,1.56,77.51706294330197,6.24,100.0,53.5,MODERATE,6532.48,101.94,,,2024-12-31
RRKABEL,CAPITAL_GOODS,114.55,,3.29,0.0,13.16,100.0,25.26,EXPENSIVE_OR_WEAK,3592.29,118.1,,,2024-12-31
RSSOFTWARE,,4.64,,28.72,95.86028460543338,100.0,100.0,98.34,CHEAP_QUALITY,17.2,4.94,,,2024-09-30
RSWM,,,,-1.13,50.0,0.0,100.0,40.0,MODERATE,2361.7,-26.76,,,2024-12-31
RSYSTEMS,IT,17.8,,8.69,84.11919525360217,34.76,100.0,67.55,FAIR_VALUE,448.96,39.0,,,2024-12-31
RTNINDIA,RETAIL,,,-8.87,50.0,0.0,100.0,40.0,MODERATE,1921.49,-170.43,,,2024-12-31
RTNPOWER,POWER,656.77,,0.21,0.0,0.84,100.0,20.34,EXPENSIVE_OR_WEAK,1415.75,2.98,,,2024-12-31
RUBFILA,CHEMICALS,12.32,,5.77,89.00834188339208,23.08,100.0,64.84,FAIR_VALUE,137.97,7.96,,,2024-12-31
RUBYMILLS,,32.09,,15.16,71.36994245438729,60.64000000000001,100.0,72.8,FAIR_VALUE,115.42,17.5,,,2024-12-31
RUCHINFRA,INFRASTRUCTURE,,,-5.29,50.0,0.0,100.0,40.0,MODERATE,28.33,-1.5,,,2024-12-31
RUCHIRA,CHEMICALS,4.9,,10.25,95.62831779453094,41.0,100.0,74.65,FAIR_VALUE,333.32,34.15,,,2024-12-31
RUPA,TEXTILES,14.13,,7.52,87.3934960074943,30.079999999999995,100.0,66.99,FAIR_VALUE,316.44,23.8,,,2024-12-31
RUSHABEAR,,,,,50.0,100.0,100.0,80.0,CHEAP_QUALITY,,-0.08,,,2024-12-31
RUSHIL,REALTY,10.1,,5.18,90.98898157648213,20.72,100.0,64.68,FAIR_VALUE,442.12,22.88,,,2024-12-31
RUSTOMJEE,REALTY,174.09,,15.61,0.0,62.44,100.0,44.98,MODERATE,97.67,15.25,,,2024-12-31
RVHL,REALTY,,,-432.14,50.0,0.0,100.0,40.0,MODERATE,0.28,-1.21,,,2024-12-31
RVNL,INFRASTRUCTURE,39.57,,6.82,64.69643574073248,27.279999999999998,100.0,56.79,FAIR_VALUE,4567.38,311.58,,,2024-12-31
RVTH,CAPITAL_GOODS,287.63,,0.47,0.0,1.8799999999999997,100.0,20.75,EXPENSIVE_OR_WEAK,42.29,0.2,,,2024-12-31
S&SPOWER,OTHER,,,-1.53,50.0,0.0,100.0,40.0,MODERATE,93.82,-1.44,,,2024-12-31
SABEVENTS,,,,-1.96,50.0,0.0,100.0,40.0,MODERATE,1.02,-0.02,,,2024-12-31
SABTNL,,,,-965.68,50.0,0.0,100.0,40.0,MODERATE,2.36,-22.79,,,2024-12-31
SADBHAV,CAPITAL_GOODS,1.37,,22.73,98.77771334255253,90.92,100.0,95.88,CHEAP_QUALITY,205.86,46.8,,,2024-09-30
SADBHIN,,,,15.84,50.0,63.35999999999999,100.0,65.34,FAIR_VALUE,337.39,53.44,,,2024-12-31
SADHNANIQ,,14.14,,3.55,87.38457420707499,14.2,100.0,60.63,FAIR_VALUE,79.98,2.84,,,2024-12-31
SAFARI,CHEMICALS,64.08,,6.75,42.82910291296784,27.0,100.0,47.93,MODERATE,900.5,60.8,,,2024-12-31
SAGARDEEP,METAL,34.93,,1.06,68.8361511352991,4.24,100.0,49.23,MODERATE,27.37,0.29,,,2024-12-31
SAGCEM,CEMENT,,,-10.72,50.0,0.0,100.0,40.0,MODERATE,1039.0,-111.43,,,2024-12-31
SAGILITY,IT,27.79,,12.03,75.20631663469688,48.12,100.0,69.33,FAIR_VALUE,2778.11,334.26,,,2024-12-31
SAH,,,,0.41,50.0,1.6399999999999997,100.0,40.66,MODERATE,66.24,0.27,,,2024-12-31
SAHYADRI,CHEMICALS,57.05,,1.14,49.101128607753054,4.56,100.0,41.46,MODERATE,236.64,2.69,,,2024-12-31
SAIL,METAL,34.84,,2.11,68.91644733907303,8.44,100.0,50.94,MODERATE,49165.11,1039.04,,,2024-12-31
SAILIFE,CHEMICALS,112.62,,11.91,0.0,47.64,100.0,39.06,MODERATE,428.6,51.06,,,2024-12-31
SAKAR,PHARMA,97.82,,10.82,12.726948298166585,43.28,100.0,42.4,MODERATE,86.2,9.33,,,2024-12-31
SAKHTISUG,FMCG,,,-24.41,50.0,0.0,100.0,40.0,MODERATE,213.12,-52.02,,,2024-12-31
SAKSOFT,IT,25.09,,12.15,77.61520274791454,48.6,100.0,70.49,FAIR_VALUE,215.29,26.16,,,2024-09-30
SAKUMA,,36.73,,0.56,67.23022705982068,2.24,100.0,47.79,MODERATE,817.12,4.61,,,2024-12-31
SALASAR,CAPITAL_GOODS,23.35,,3.29,79.16759602087701,13.16,100.0,56.93,FAIR_VALUE,656.67,21.62,,,2024-12-31
SALONA,TEXTILES,17.97,,1.17,83.96752464647366,4.68,100.0,55.46,FAIR_VALUE,324.35,3.78,,,2024-12-31
SALSTEEL,,,,-0.2,50.0,0.0,100.0,40.0,MODERATE,317.04,-0.62,,,2024-12-31
SALZERELEC,CAPITAL_GOODS,13.16,,6.24,88.2589106481688,24.96,100.0,65.29,FAIR_VALUE,685.7,42.78,,,2024-12-31
SAMBHAAV,MEDIA,52.42,,2.95,53.23192220190034,11.8,100.0,46.01,MODERATE,11.17,0.33,,,2024-12-31
SAMHI,HOSPITALITY,42.03,,7.7,62.501672837578624,30.8,100.0,57.32,FAIR_VALUE,295.77,22.78,,,2024-12-31
SAMMAANCAP,FINANCIAL_SERVICES,,,-55.38,50.0,0.0,100.0,40.0,MODERATE,4439.01,-2458.28,,,2024-12-31
SAMPANN,CHEMICALS,956.45,,0.13,0.0,0.52,100.0,20.21,EXPENSIVE_OR_WEAK,44.94,0.06,,,2024-12-31
SANATHAN,TEXTILES,24.47,,4.49,78.16835437391265,17.96,100.0,58.45,FAIR_VALUE,1485.3,66.73,,,2024-12-31
SANDESH,MEDIA,,,11.61,50.0,46.44,100.0,58.58,FAIR_VALUE,149.85,17.4,,,2024-12-31
SANDHAR,HOSPITALITY,36.06,,3.08,67.82798768791542,12.32,100.0,52.06,MODERATE,973.69,29.95,,,2024-12-31
SANDUMA,ENERGY,25.61,,12.35,77.15126912610965,49.4,100.0,70.62,FAIR_VALUE,260.25,32.14,,,2024-09-30
SANGAMIND,TEXTILES,170.08,,0.56,0.0,2.24,100.0,20.9,EXPENSIVE_OR_WEAK,1429.6,8.0,,,2024-12-31
SANGHIIND,,,,-71.29,50.0,0.0,100.0,40.0,MODERATE,410.46,-292.63,,,2024-12-31
SANGHVIMOV,CAPITAL_GOODS,30.52,,17.08,72.77066512022125,68.32,100.0,76.44,CHEAP_QUALITY,364.09,62.2,,,2024-12-31
SANGINITA,,58.41,,0.29,47.8877637507249,1.16,100.0,39.62,MODERATE,122.88,0.36,,,2024-12-31
SANOFI,PHARMA,21.48,,17.73,80.83597269929072,70.92,100.0,80.7,CHEAP_QUALITY,514.9,91.3,,,2024-12-31
SANOFICONR,PHARMA,59.23,,27.01,47.15617611634029,100.0,100.0,78.86,CHEAP_QUALITY,330.6,89.3,,,2024-12-31
SANSERA,AUTO,90.44,,7.21,19.311237007628147,28.84,100.0,39.26,MODERATE,1491.17,107.52,,,2024-12-31
SANSTAR,AGRICULTURE,51.0,,5.34,54.49881786144444,21.36,100.0,50.34,MODERATE,408.03,21.77,,,2024-12-31
SANWARIA,,,,,50.0,100.0,100.0,80.0,CHEAP_QUALITY,,-2.55,,,2024-12-31
SAPPHIRE,HOSPITALITY,,,-0.9,50.0,0.0,100.0,40.0,MODERATE,695.7,-6.24,,,2024-09-30
SARDAEN,METAL,22.36,,17.56,80.05085426239016,70.24,100.0,80.12,CHEAP_QUALITY,1158.66,203.49,,,2024-09-30
SAREGAMA,MEDIA,52.88,,18.59,52.82151938261141,74.36,100.0,70.87,FAIR_VALUE,241.83,44.95,,,2024-09-30
SARLAPOLY,TEXTILES,12.38,,15.29,88.95481108087611,61.15999999999999,100.0,80.05,CHEAP_QUALITY,215.99,33.03,,,2024-12-31
SARVESHWAR,,3.06,,3.0,97.26992907168666,12.0,100.0,63.71,FAIR_VALUE,271.31,8.15,,,2024-09-30
SASKEN,IT,67.72,,9.1,39.58156756033369,36.4,100.0,50.39,MODERATE,135.03,12.29,,,2024-09-30
SASTASUNDR,,,,-34.71,50.0,0.0,100.0,40.0,MODERATE,554.82,-192.58,,,2024-12-31
SATIA,CHEMICALS,8.48,,4.49,92.43431324441272,17.96,100.0,64.16,FAIR_VALUE,715.95,32.13,,,2024-12-31
SATIN,FINANCIAL_SERVICES,47.29,,2.08,57.80880581701388,8.32,100.0,46.45,MODERATE,684.07,14.26,,,2024-12-31
SATINDLTD,,11.98,,16.23,89.31168309764911,64.92,100.0,81.69,CHEAP_QUALITY,137.79,22.37,,,2024-09-30
SAURASHCEM,CEMENT,,,-5.31,50.0,0.0,100.0,40.0,MODERATE,673.78,-35.79,,,2024-12-31
SBC,TEXTILES,75.24,,6.48,32.87237364500157,25.920000000000005,100.0,43.52,MODERATE,138.03,8.95,,,2024-12-31
SBCL,METAL,59.97,,14.8,46.49596288531026,59.20000000000001,100.0,62.28,FAIR_VALUE,123.28,18.24,,,2024-12-31
SBFC,FINANCIAL_SERVICES,28.33,,26.62,74.72453941205335,100.0,100.0,89.89,CHEAP_QUALITY,647.73,172.44,,,2024-12-31
SBGLP,REALTY,579.5,,7.56,0.0,30.240000000000002,100.0,32.1,EXPENSIVE_OR_WEAK,5.42,0.41,,,2024-12-31
SBICARD,FINANCIAL_SERVICES,35.81,,8.71,68.05103269839854,34.84,100.0,61.16,FAIR_VALUE,9039.72,787.65,,,2024-12-31
SCHAEFFLER,AUTO,69.04,,11.14,38.403889904982826,44.56,100.0,53.19,MODERATE,4252.41,473.69,,,2024-12-31
SCHAND,HOSPITALITY,,,-25.53,50.0,0.0,100.0,40.0,MODERATE,100.15,-25.57,,,2024-12-31
SCHNEIDER,CAPITAL_GOODS,98.73,,11.31,11.915064460008029,45.24,100.0,42.86,MODERATE,1456.91,164.81,,,2024-12-31
SCI,FINANCIAL_SERVICES,19.39,,13.27,82.70062898692956,53.07999999999999,100.0,74.31,FAIR_VALUE,2766.36,366.96,,,2024-12-31
SCILAL,FINANCIAL_SERVICES,43.98,,231.29,60.76192175581032,100.0,100.0,84.3,CHEAP_QUALITY,9.94,22.99,,,2024-12-31
SCPL,OTHER,56.99,,4.22,49.154659410269,16.88,100.0,46.41,MODERATE,104.0,4.39,,,2024-12-31
SDBL,FMCG,17.65,,3.26,84.25302225989205,13.04,100.0,58.92,FAIR_VALUE,573.31,18.7,,,2024-09-30
SEAMECLTD,LOGISTICS,8877.5,,0.18,0.0,0.72,100.0,20.29,EXPENSIVE_OR_WEAK,87.87,0.16,,,2024-09-30
SECMARK,IT,,,0.95,50.0,3.8,100.0,41.52,MODERATE,16.78,0.16,,,2024-12-31
SECURKLOUD,IT,,,-23.23,50.0,0.0,100.0,40.0,MODERATE,84.26,-19.57,,,2024-12-31
SEJALLTD,,79.86,,3.98,28.75050185127359,15.920000000000002,100.0,37.87,MODERATE,61.57,2.45,,,2024-09-30
SELAN,,10.83,,29.99,90.33769014587143,100.0,100.0,96.14,CHEAP_QUALITY,132.9,39.86,,,2024-12-31
SELMC,CAPITAL_GOODS,,,-627.74,50.0,0.0,100.0,40.0,MODERATE,9.41,-59.07,,,2024-12-31
SEMAC,,,,-2.69,50.0,0.0,100.0,40.0,MODERATE,46.05,-1.24,,,2024-12-31
SENCO,FMCG,56.9,,1.27,49.23495561404292,5.08,100.0,41.73,MODERATE,3603.03,45.61,,,2024-12-31
SENORES,PHARMA,65.97,,15.95,41.142882633715494,63.800000000000004,100.0,61.98,FAIR_VALUE,103.02,16.43,,,2024-12-31
SEPC,INFRASTRUCTURE,70.82,,2.22,36.81580943034305,8.88,100.0,38.28,MODERATE,304.03,6.74,,,2024-12-31
SEQUENT,,363.44,,9.03,0.0,36.12,100.0,34.45,EXPENSIVE_OR_WEAK,78.26,7.07,,,2024-12-31
SERVOTECH,CAPITAL_GOODS,55.47,,4.91,50.51077307400633,19.64,100.0,48.06,MODERATE,415.97,20.43,,,2024-12-31
SESHAPAPER,CHEMICALS,20.77,,3.86,81.46942052906276,15.439999999999998,100.0,58.76,FAIR_VALUE,431.33,16.63,,,2024-12-31
SETCO,,,,-20.54,50.0,0.0,100.0,40.0,MODERATE,337.18,-69.25,,,2024-12-31
SEYAIND,,,,-78.51,50.0,0.0,100.0,40.0,MODERATE,2.28,-1.79,,,2024-12-31
SFL,REALTY,143.78,,1.57,0.0,6.280000000000001,100.0,22.51,EXPENSIVE_OR_WEAK,1779.83,27.91,,,2024-12-31
SGIL,CAPITAL_GOODS,44.93,,5.43,59.914350715974486,21.72,100.0,52.65,MODERATE,186.03,10.1,,,2024-12-31
SGL,TEXTILES,,,-0.19,50.0,0.0,100.0,40.0,MODERATE,57.92,-0.11,,,2024-12-31
SGLTL,,41.87,,11.34,62.64442164428783,45.36,100.0,63.2,FAIR_VALUE,140.14,15.89,,,2024-12-31
SHAH,METAL,18.91,,6.18,83.12887540705715,24.72,100.0,63.14,FAIR_VALUE,88.4,5.46,,,2024-12-31
SHAHALLOYS,METAL,,,-7.22,50.0,0.0,100.0,40.0,MODERATE,118.21,-8.54,,,2024-12-31
SHAILY,CAPITAL_GOODS,151.44,,11.42,0.0,45.68,100.0,38.27,MODERATE,192.0,21.92,,,2024-09-30
SHAKTIPUMP,CAPITAL_GOODS,2.88,,15.98,97.43052147923451,63.92,100.0,84.54,CHEAP_QUALITY,634.59,101.42,,,2024-09-30
SHALBY,HEALTHCARE,,,-0.12,50.0,0.0,100.0,40.0,MODERATE,543.17,-0.63,,,2024-12-31
SHALPAINTS,CHEMICALS,,,-14.89,50.0,0.0,100.0,40.0,MODERATE,292.9,-43.6,,,2024-12-31
SHANKARA,,4.33,,1.14,96.13686041843243,4.56,100.0,60.28,FAIR_VALUE,1329.4,15.21,,,2024-09-30
SHANTI,FMCG,,,-14.03,50.0,0.0,100.0,40.0,MODERATE,19.88,-2.79,,,2024-12-31
SHANTIGEAR,CAPITAL_GOODS,32.76,,16.61,70.77218182629255,66.44,100.0,74.88,FAIR_VALUE,312.59,51.91,,,2024-12-31
SHARDACROP,CHEMICALS,53.96,,4.31,51.857964937324354,17.24,100.0,47.64,MODERATE,1706.22,73.56,,,2024-12-31
SHARDAMOTR,AUTO,8.3,,11.0,92.59490565196057,44.0,100.0,74.64,FAIR_VALUE,1401.29,154.15,,,2024-12-31
SHAREINDIA,FINANCIAL_SERVICES,7.31,,25.97,93.47816389347369,100.0,100.0,97.39,CHEAP_QUALITY,794.95,206.48,,,2024-12-31
SHEKHAWATI,,7.36,,12.27,93.43355489137709,49.08,100.0,77.01,CHEAP_QUALITY,33.16,4.07,,,2024-12-31
SHEMAROO,,,,-19.13,50.0,0.0,100.0,40.0,MODERATE,326.44,-62.46,,,2024-12-31
SHILPAMED,PHARMA,81.75,,5.22,27.064281572021244,20.88,100.0,39.18,MODERATE,343.8,17.94,,,2024-09-30
SHIRPUR-G,,,,,50.0,100.0,100.0,80.0,CHEAP_QUALITY,,-9.7,,,2024-12-31
SHIVALIK,,18.62,,8.14,83.38760761921755,32.56,100.0,66.38,FAIR_VALUE,85.31,6.94,,,2024-12-31
SHIVAMAUTO,,,,-9.84,50.0,0.0,100.0,40.0,MODERATE,233.17,-22.95,,,2024-12-31
SHIVAMILLS,,,,-2.61,50.0,0.0,100.0,40.0,MODERATE,84.05,-2.19,,,2024-12-31
SHIVATEX,TEXTILES,26.81,,2.35,76.08065307579069,9.4,100.0,54.19,MODERATE,75.26,1.77,,,2024-12-31
SHK,CHEMICALS,25.26,,3.22,77.463532140786,12.879999999999999,100.0,56.14,FAIR_VALUE,543.21,17.51,,,2024-12-31
SHOPERSTOP,RETAIL,62.07,,1.27,44.62238479725209,5.08,100.0,39.88,MODERATE,2494.34,31.64,,,2024-12-31
SHRADHA,REALTY,10.98,,26.57,90.20386313958156,100.0,100.0,96.08,CHEAP_QUALITY,34.93,9.28,,,2024-12-31
SHREDIGCEM,CEMENT,,,-1.34,50.0,0.0,100.0,40.0,MODERATE,331.94,-4.45,,,2024-12-31
SHREECEM,CEMENT,33.71,,3.13,69.92461078645671,12.520000000000001,100.0,52.98,MODERATE,8626.85,270.36,,,2024-12-31
SHREEPUSHK,CHEMICALS,24.61,,7.58,78.04344916804212,30.320000000000004,100.0,63.35,FAIR_VALUE,175.62,13.32,,,2024-09-30
SHREERAMA,CHEMICALS,27.25,,9.98,75.6880938573404,39.92,100.0,66.24,FAIR_VALUE,105.7,10.55,,,2024-12-31
SHRENIK,,,,-0.21,50.0,0.0,100.0,40.0,MODERATE,9.49,-0.02,,,2024-12-31
SHREYANIND,CHEMICALS,5.14,,6.02,95.41419458446715,24.08,100.0,67.8,FAIR_VALUE,302.13,18.18,,,2024-12-31
SHRIPISTON,AUTO,37.7,,14.32,66.36481241914618,57.28,100.0,69.46,FAIR_VALUE,1724.39,246.86,,,2024-12-31
SHRIRAMFIN,FINANCIAL_SERVICES,18.21,,25.99,83.75340143640987,100.0,100.0,93.5,CHEAP_QUALITY,20787.85,5401.91,,,2024-12-31
SHRIRAMPPS,REALTY,,,-0.56,50.0,0.0,100.0,40.0,MODERATE,140.56,-0.79,,,2024-09-30
SHYAMCENT,METAL,,,-3.46,50.0,0.0,100.0,40.0,MODERATE,64.43,-2.23,,,2024-12-31
SHYAMMETL,METAL,33.45,,5.26,70.15657759735915,21.04,100.0,56.48,FAIR_VALUE,3752.51,197.31,,,2024-12-31
SHYAMTEL,,,,,50.0,100.0,100.0,80.0,CHEAP_QUALITY,,-0.86,,,2024-12-31
SICALLOG,,,,-9.03,50.0,0.0,100.0,40.0,MODERATE,49.81,-4.5,,,2024-12-31
SIEMENS,CAPITAL_GOODS,73.22,,14.39,34.67457732970514,57.56,100.0,56.89,FAIR_VALUE,10048.3,1445.8,,,2024-12-31
SIGACHI,,7.99,,15.71,92.87148146495963,62.84,100.0,82.28,CHEAP_QUALITY,264.32,41.53,,,2024-12-31
SIGIND,MEDIA,9.97,,1.38,91.10496498193335,5.52,100.0,58.65,FAIR_VALUE,561.63,7.74,,,2024-12-31
SIGMA,IT,2.43,,24.11,97.83200249810412,96.44,100.0,97.71,CHEAP_QUALITY,17.05,4.11,,,2024-09-30
SIGNATURE,REALTY,89.26,,3.52,20.364009457108445,14.08,100.0,33.78,EXPENSIVE_OR_WEAK,827.68,29.14,,,2024-12-31
SIGNPOST,MEDIA,63.28,,5.13,43.54284694651381,20.52,100.0,45.63,MODERATE,112.21,5.76,,,2024-12-31
SIKKO,CHEMICALS,1.23,,11.11,98.90261854842308,44.44,100.0,77.34,CHEAP_QUALITY,11.7,1.3,,,2024-12-31
SIL,CHEMICALS,,,-78.88,50.0,0.0,100.0,40.0,MODERATE,9.85,-7.77,,,2024-12-31
SILGO,FMCG,38.79,,10.92,65.3923361734398,43.68,100.0,63.63,FAIR_VALUE,16.57,1.81,,,2024-12-31
SILINV,FINANCIAL_SERVICES,7.29,,64.92,93.49600749431235,100.0,100.0,97.4,CHEAP_QUALITY,47.09,30.57,,,2024-12-31
SILLYMONKS,MEDIA,40.37,,1.45,63.98269170718651,5.8,100.0,47.91,MODERATE,13.81,0.2,,,2024-12-31
SILVERTUC,IT,13.37,,5.95,88.071552839363,23.8,100.0,64.75,FAIR_VALUE,74.0,4.4,,,2024-09-30
SIMBHALS,,,,-5.11,50.0,0.0,100.0,40.0,MODERATE,200.48,-10.24,,,2024-09-30
SIMPLEXINF,INFRASTRUCTURE,,,-4.0,50.0,0.0,100.0,40.0,MODERATE,268.06,-10.72,,,2024-09-30
SINCLAIR,HOSPITALITY,57.38,,14.93,48.80670919391533,59.72,100.0,63.41,FAIR_VALUE,22.51,3.36,,,2024-12-31
SINDHUTRAD,LOGISTICS,,,12.39,50.0,49.56,100.0,59.82,FAIR_VALUE,880.42,109.07,,,2024-12-31
SINTERCOM,AUTO,189.44,,1.2,0.0,4.8,100.0,21.92,EXPENSIVE_OR_WEAK,45.03,0.54,,,2024-12-31
SIRCA,CHEMICALS,44.59,,12.74,60.217691930231524,50.96000000000001,100.0,64.47,FAIR_VALUE,194.21,24.74,,,2024-12-31
SIS,OTHER,17.48,,2.58,84.40469286702057,10.32,100.0,57.89,FAIR_VALUE,6631.31,170.92,,,2024-12-31
SITINET,,,,-16.68,50.0,0.0,100.0,40.0,MODERATE,610.83,-101.89,,,2024-09-30
SIYSIL,TEXTILES,10.61,,11.21,90.53396975509658,44.84,100.0,74.15,FAIR_VALUE,607.88,68.17,,,2024-09-30
SJS,AUTO,59.37,,15.12,47.031270910469736,60.480000000000004,100.0,63.0,FAIR_VALUE,192.79,29.15,,,2024-09-30
SJVN,POWER,24.32,,34.68,78.30218138020253,100.0,100.0,91.32,CHEAP_QUALITY,1697.24,588.65,,,2024-12-31
SKFINDIA,CAPITAL_GOODS,20.27,,8.16,81.915510550029,32.64,100.0,65.82,FAIR_VALUE,2500.33,203.99,,,2024-12-31
SKIL,,,,-1276.47,50.0,0.0,100.0,40.0,MODERATE,0.34,-4.34,,,2024-06-30
SKIPPER,CAPITAL_GOODS,42.54,,2.97,62.04666101619307,11.88,100.0,49.57,MODERATE,1109.74,32.93,,,2024-09-30
SKMEGGPROD,FMCG,22.33,,6.76,80.07761966364812,27.04,100.0,62.85,FAIR_VALUE,127.46,8.61,,,2024-09-30
SKYGOLD,FMCG,3.85,,4.77,96.56510683856003,19.08,100.0,66.26,FAIR_VALUE,768.85,36.71,,,2024-09-30
SMARTLINK,,25.34,,2.86,77.39215773743142,11.44,100.0,55.53,FAIR_VALUE,112.29,3.21,,,2024-12-31
SMCGLOBAL,FINANCIAL_SERVICES,4.13,,9.87,96.31529642681893,39.48,100.0,74.32,FAIR_VALUE,906.29,89.48,,,2024-12-31
SMLISUZU,,103.58,,2.53,7.587991256635595,10.12,100.0,27.08,EXPENSIVE_OR_WEAK,881.51,22.33,,,2024-12-31
SMLT,METAL,22.07,,2.28,80.30958647455057,9.12,100.0,55.77,FAIR_VALUE,89.72,2.05,,,2024-12-31
SMSLIFE,,22.71,,5.0,79.73859124771379,20.0,100.0,59.9,FAIR_VALUE,163.06,8.15,,,2024-12-31
SMSPHARMA,PHARMA,54.11,,8.74,51.724137931034484,34.96,100.0,54.67,MODERATE,370.1,32.34,,,2024-12-31
SNOWMAN,LOGISTICS,,,,50.0,100.0,100.0,80.0,CHEAP_QUALITY,275.29,0.0,,,2024-12-31
SOBHA,REALTY,160.29,,1.77,0.0,7.08,100.0,22.83,EXPENSIVE_OR_WEAK,1224.09,21.68,,,2024-12-31
SOFTTECH,,478.46,,1.57,0.0,6.280000000000001,100.0,22.51,EXPENSIVE_OR_WEAK,44.5,0.7,,,2024-12-31
SOLARA,PHARMA,56.66,,2.31,49.44907882410671,9.24,100.0,43.48,MODERATE,346.95,8.01,,,2024-09-30
SOLARINDS,CHEMICALS,,,17.38,50.0,69.52,100.0,67.81,FAIR_VALUE,3688.91,641.28,,,2024-12-31
SOMANYCERA,CAPITAL_GOODS,42.28,,2.06,62.27862782709551,8.24,100.0,48.21,MODERATE,1311.19,27.01,,,2024-12-31
SOMATEX,TEXTILES,,,1603.55,50.0,100.0,100.0,80.0,CHEAP_QUALITY,4.23,67.83,,,2024-12-31
SOMICONVEY,CAPITAL_GOODS,16.09,,6.22,85.64482312530669,24.88,100.0,64.21,FAIR_VALUE,61.72,3.84,,,2024-12-31
SONACOMS,AUTO,64.04,,15.52,42.86479011464513,62.08,100.0,61.98,FAIR_VALUE,925.11,143.57,,,2024-09-30
SONAMLTD,CAPITAL_GOODS,30.08,,6.95,73.16322433867155,27.800000000000004,100.0,60.39,FAIR_VALUE,49.76,3.46,,,2024-12-31
SONATSOFTW,IT,17.58,,4.22,84.31547486282732,16.88,100.0,60.48,FAIR_VALUE,5012.62,211.5,,,2024-12-31
SOTL,ENERGY,40.45,,2.35,63.911317303831915,9.4,100.0,49.32,MODERATE,1852.64,43.53,,,2024-12-31
SOUTHWEST,ENERGY,36.28,,8.57,67.63170807869028,34.28,100.0,60.76,FAIR_VALUE,48.54,4.16,,,2024-12-31
SPAL,TEXTILES,30.61,,6.22,72.69036891644734,24.88,100.0,59.03,FAIR_VALUE,750.61,46.67,,,2024-12-31
SPANDANA,FINANCIAL_SERVICES,,,-51.87,50.0,0.0,100.0,40.0,MODERATE,1152.61,-597.81,,,2024-12-31
SPARC,CHEMICALS,,,-834.6,50.0,0.0,100.0,40.0,MODERATE,12.86,-107.33,,,2024-09-30
SPCENET,TELECOM,23.28,,5.66,79.2300486238123,22.64,100.0,60.75,FAIR_VALUE,83.88,4.75,,,2024-12-31
SPECIALITY,HOSPITALITY,56.61,,2.73,49.493687826203335,10.92,100.0,44.17,MODERATE,104.38,2.85,,,2024-09-30
SPENCERS,RETAIL,,,-13.0,50.0,0.0,100.0,40.0,MODERATE,1035.0,-134.53,,,2024-12-31
SPENTEX,,,,-407.11,50.0,0.0,100.0,40.0,MODERATE,10.41,-42.38,,,2024-12-31
SPIC,CHEMICALS,9.33,,4.67,91.67596020877014,18.68,100.0,64.14,FAIR_VALUE,1577.62,73.67,,,2024-12-31
SPLIL,TEXTILES,10.65,,6.45,90.49828255341929,25.8,100.0,66.52,FAIR_VALUE,66.23,4.27,,,2024-12-31
SPLPETRO,CHEMICALS,41.56,,5.55,62.92099745728687,22.2,100.0,54.05,MODERATE,2910.87,161.69,,,2024-12-31
SPMLINFRA,INFRASTRUCTURE,35.38,,6.13,68.4346701164295,24.52,100.0,57.18,FAIR_VALUE,374.85,22.97,,,2024-12-31
SPORTKING,TEXTILES,26.84,,3.27,76.05388767453272,13.08,100.0,55.65,FAIR_VALUE,1261.38,41.31,,,2024-12-31
SRD,CHEMICALS,23.49,,2.75,79.04269081500648,11.0,100.0,56.02,FAIR_VALUE,196.31,5.4,,,2024-12-31
SREEL,FMCG,19.08,,10.73,82.97720479992863,42.92,100.0,70.36,FAIR_VALUE,118.08,12.67,,,2024-12-31
SRF,CHEMICALS,85.87,,6.83,23.38849979925949,27.32,100.0,40.28,MODERATE,6915.61,472.5,,,2024-12-31
SRGHFL,FINANCIAL_SERVICES,16.76,,16.46,85.04706249721194,65.84,100.0,80.35,CHEAP_QUALITY,75.01,12.35,,,2024-12-31
SRHHYPOLTD,CHEMICALS,8.88,,15.18,92.07744122763974,60.72,100.0,81.12,CHEAP_QUALITY,308.71,46.86,,,2024-12-31
SRM,INFRASTRUCTURE,18.4,,10.64,83.5838872284427,42.56,100.0,70.46,FAIR_VALUE,150.44,16.0,,,2024-12-31
SRPL,,,,,50.0,100.0,100.0,80.0,CHEAP_QUALITY,,-16.25,,,2024-12-31
SSDL,TEXTILES,6.49,,5.03,94.20975152785832,20.12,100.0,65.73,FAIR_VALUE,346.89,17.45,,,2024-12-31
SSWL,AUTO,19.29,,4.32,82.78984699112281,17.28,100.0,60.03,FAIR_VALUE,2169.77,93.82,,,2024-12-31
STALLION,PHARMA,28.97,,11.5,74.15354418521657,46.0,100.0,68.06,FAIR_VALUE,85.15,9.79,,,2024-12-31
STANLEY,REALTY,30.3,,6.86,72.9669447294464,27.440000000000005,100.0,60.16,FAIR_VALUE,212.7,14.6,,,2024-12-31
STAR,PHARMA,28.58,,7.8,74.50149440157023,31.2,100.0,62.28,FAIR_VALUE,1153.67,90.04,,,2024-12-31
