symbol,date_start,date_end,quarter_label,window_label,filing_date,revenue_cr,net_profit_cr,eps,rounding,standalone_or_consolidated,source
RESPONIND,2022-07-01,2022-09-30,Half yearly,Q2FY23,16-Nov-202,245.1087,-5.7914,-0.22,Lakhs,Consolidated,nselib_xbrl
RESPONIND,2022-10-01,2022-12-31,Third quarter,Q3FY23,27-Jan-202,263.934,16.8635,0.64,Lakhs,Consolidated,nselib_xbrl
RESPONIND,2023-01-01,2023-03-31,Yearly,Q4FY23,04-May-202,237.1548,22.7374,0.87,Lakhs,Consolidated,nselib_xbrl
RESPONIND,2023-04-01,2023-06-30,First quarter,Q4FY23,26-Jul-202,263.1686,30.0099,1.14,Lakhs,Consolidated,nselib_xbrl
RESPONIND,2023-07-01,2023-09-30,Half yearly,Q2FY24,01-Nov-202,268.3465,40.6741,1.53,Lakhs,Consolidated,nselib_xbrl
RESPONIND,2023-10-01,2023-12-31,Third quarter,Q3FY24,05-Feb-202,267.2726,44.7113,1.68,Lakhs,Consolidated,nselib_xbrl
RESPONIND,2024-01-01,2024-03-31,Yearly,Q4FY24,28-May-202,288.1853,45.871,1.72,Lakhs,Consolidated,nselib_xbrl
RESPONIND,2024-04-01,2024-06-30,First quarter,Q1FY25,12-Aug-202,128.7975,7.3256,0.27,Lakhs,Standalone,nselib_xbrl
RESPONIND,2024-07-01,2024-09-30,Half yearly,Q2FY25,22-Oct-202,349.5236,49.2817,1.85,Lakhs,Consolidated,nselib_xbrl
RESPONIND,2024-10-01,2024-12-31,Third quarter,Q3FY25,10-Feb-202,128.8404,10.6384,0.4,Lakhs,Standalone,nselib_xbrl
RETAIL,2024-01-01,2024-03-31,Yearly,Q4FY24,17-Jul-202,3.4018,0.0886,0.14,Lakhs,Standalone,nselib_xbrl
RETAIL,2024-04-01,2024-06-30,First quarter,Q1FY25,12-Aug-202,3.4652,0.0969,0.15,Lakhs,Standalone,nselib_xbrl
RETAIL,2024-10-01,2024-12-31,Third quarter,Q3FY25,12-Feb-202,4.5377,-0.4784,-0.74,Lakhs,Standalone,nselib_xbrl
REVATHI,2020-07-01,2020-09-30,Half yearly,Q2FY21,13-Nov-202,18.1124,-1.2477,4.07,Lakhs,Consolidated,nselib_xbrl
REVATHI,2020-10-01,2020-12-31,Third quarter,Q3FY21,13-Feb-202,12.8411,1.3595,4.43,Lakhs,Standalone,nselib_xbrl
REVATHI,2021-01-01,2021-03-31,Yearly,Q4FY21,19-Jun-202,60.1892,-1.3757,-4.49,Lakhs,Consolidated,nselib_xbrl
REVATHI,2021-04-01,2021-06-30,First quarter,Q1FY22,14-Aug-202,32.3306,0.4471,1.46,Lakhs,Consolidated,nselib_xbrl
REVATHI,2021-07-01,2021-09-30,Half yearly,Q2FY22,13-Nov-202,53.1059,5.0613,16.5,Lakhs,Consolidated,nselib_xbrl
REVATHI,2021-10-01,2021-12-31,Third quarter,Q3FY22,12-Feb-202,37.7941,0.6097,1.99,Lakhs,Consolidated,nselib_xbrl
REVATHI,2022-01-01,2022-03-31,Yearly,Q4FY22,25-May-202,57.8315,6.9996,22.82,Lakhs,Consolidated,nselib_xbrl
REVATHI,2022-04-01,2022-06-30,First quarter,Q2FY23,07-Oct-202,48.8398,0.7973,2.6,Lakhs,Consolidated,nselib_xbrl
REVATHI,2022-07-01,2022-09-30,Half yearly,Q2FY23,15-Nov-202,126.1795,13.6187,44.4,Lakhs,Consolidated,nselib_xbrl
REVATHI,2022-10-01,2022-12-31,Third quarter,Q3FY23,14-Feb-202,22.3372,1.9128,6.24,Lakhs,Standalone,nselib_xbrl
REVATHI,2023-01-01,2023-03-31,Yearly,Q4FY23,28-May-202,134.3132,15.4319,50.32,Lakhs,Consolidated,nselib_xbrl
REVATHI,2023-04-01,2023-06-30,First quarter,Q4FY23,30-Jul-202,46.3014,1.1667,3.8,Lakhs,Standalone,nselib_xbrl
REVATHIEQU,2024-04-01,2024-06-30,First quarter,Q1FY25,18-Sep-202,52.0345,7.9353,25.87,Lakhs,Standalone,nselib_xbrl
REVATHIEQU,2024-07-01,2024-09-30,Half yearly,Q2FY25,26-Oct-202,19.707,2.701,8.81,Crores,Standalone,nselib_xbrl
RGL,2020-07-01,2020-09-30,Half yearly,Q2FY21,13-Nov-202,300.9249,13.0602,6.99,Lakhs,Standalone,nselib_xbrl
RGL,2020-10-01,2020-12-31,Third quarter,Q3FY21,12-Feb-202,739.8932,25.4166,13.66,Lakhs,Consolidated,nselib_xbrl
RGL,2021-01-01,2021-03-31,Yearly,Q4FY21,29-May-202,582.9144,15.6005,8.17,Lakhs,Consolidated,nselib_xbrl
RGL,2021-04-01,2021-06-30,First quarter,Q1FY22,12-Aug-202,409.4973,23.7521,12.55,Lakhs,Consolidated,nselib_xbrl
RGL,2021-07-01,2021-09-30,Half yearly,Q2FY22,09-Nov-202,477.0952,28.2923,14.95,Lakhs,Consolidated,nselib_xbrl
RGL,2021-10-01,2021-12-31,Third quarter,Q3FY22,08-Feb-202,773.9333,32.9802,17.83,Lakhs,Consolidated,nselib_xbrl
RGL,2022-01-01,2022-03-31,Yearly,Q4FY22,31-May-202,529.2799,21.4262,11.26,Lakhs,Consolidated,nselib_xbrl
RGL,2022-04-01,2022-06-30,First quarter,Q1FY23,09-Aug-202,277.6667,2.3026,0.24,Lakhs,Standalone,nselib_xbrl
RGL,2022-07-01,2022-09-30,Half yearly,Q2FY23,10-Nov-202,440.1918,15.5398,1.64,Lakhs,Consolidated,nselib_xbrl
RGL,2022-10-01,2022-12-31,Third quarter,Q3FY23,07-Feb-202,723.9052,27.8119,2.91,Lakhs,Consolidated,nselib_xbrl
RGL,2023-01-01,2023-03-31,Yearly,Q4FY23,27-May-202,499.4527,19.7309,2.16,Lakhs,Consolidated,nselib_xbrl
RGL,2023-04-01,2023-06-30,First quarter,Q1FY24,11-Aug-202,473.1778,14.213,1.51,Lakhs,Consolidated,nselib_xbrl
RGL,2023-07-01,2023-09-30,Half yearly,Q2FY24,10-Nov-202,441.9423,10.4694,1.11,Lakhs,Consolidated,nselib_xbrl
RGL,2023-10-01,2023-12-31,Third quarter,Q3FY24,13-Feb-202,655.4804,27.8816,2.92,Lakhs,Consolidated,nselib_xbrl
RGL,2024-01-01,2024-03-31,Yearly,Q4FY24,30-May-202,536.5129,21.0379,2.05,Lakhs,Consolidated,nselib_xbrl
RGL,2024-04-01,2024-06-30,First quarter,Q1FY25,13-Aug-202,444.8318,15.3943,1.62,Lakhs,Consolidated,nselib_xbrl
RGL,2024-07-01,2024-09-30,Half yearly,Q2FY25,14-Nov-202,324.6554,9.9973,1.04,Lakhs,Standalone,nselib_xbrl
RGL,2024-10-01,2024-12-31,Third quarter,Q3FY25,14-Feb-202,710.1494,24.3227,2.5,Lakhs,Consolidated,nselib_xbrl
RHFL,2020-07-01,2020-09-30,Half yearly,Q2FY21,09-Nov-202,245.64,-574.4,-11.84,Crores,Standalone,nselib_xbrl
RHFL,2020-10-01,2020-12-31,Third quarter,Q3FY21,22-Jan-202,173.96,-339.55,-7.0,Crores,Standalone,nselib_xbrl
RHFL,2021-01-01,2021-03-31,Yearly,Q4FY21,08-May-202,139.83,-444.62,-9.17,Crores,Standalone,nselib_xbrl
RHFL,2021-04-01,2021-06-30,First quarter,Q4FY21,31-Jul-202,129.5,-287.53,-5.93,Crores,Standalone,nselib_xbrl
RHFL,2021-07-01,2021-09-30,Half yearly,Q2FY22,11-Nov-202,69.66,-284.49,-5.87,Crores,Standalone,nselib_xbrl
RHFL,2021-10-01,2021-12-31,Third quarter,Q3FY22,24-Jan-202,75.65,-345.39,-7.12,Crores,Standalone,nselib_xbrl
RHFL,2022-01-01,2022-03-31,Yearly,Q4FY22,06-May-202,15.88,-4522.19,-93.24,Crores,Standalone,nselib_xbrl
RHFL,2022-07-01,2022-09-30,Half yearly,Q2FY23,03-Nov-202,72.27,-164.64,-3.39,Crores,Standalone,nselib_xbrl
RHFL,2022-10-01,2022-12-31,Third quarter,Q3FY23,02-Feb-202,140.77,-249.23,-5.14,Crores,Standalone,nselib_xbrl
RHFL,2023-01-01,2023-03-31,Yearly,Q4FY23,27-May-202,75.5,5972.307,123.14,Crores,Standalone,nselib_xbrl
RHFL,2023-04-01,2023-06-30,First quarter,Q4FY23,28-Jul-202,0.117,6.425,0.13,Crores,Standalone,nselib_xbrl
RHFL,2023-07-01,2023-09-30,Half yearly,Q2FY24,02-Nov-202,0.16,-0.67,-0.01,Crores,Standalone,nselib_xbrl
RHFL,2023-10-01,2023-12-31,Third quarter,Q3FY24,10-Jan-202,0.1608,-2.5605,-0.05,Lakhs,Standalone,nselib_xbrl
RHFL,2024-01-01,2024-03-31,Yearly,Q4FY24,31-May-202,0.1781,-6.7488,-0.14,Lakhs,Standalone,nselib_xbrl
RHFL,2024-04-01,2024-06-30,First quarter,Q1FY25,13-Aug-202,0.1771,-0.4373,0.0,Lakhs,Standalone,nselib_xbrl
RHFL,2024-07-01,2024-09-30,Half yearly,Q3FY25,13-Jan-202,0.0233,27.2165,0.56,Lakhs,Standalone,nselib_xbrl
RHFL,2024-10-01,2024-12-31,Third quarter,Q3FY25,11-Feb-202,0.0203,-1.9176,-0.04,Lakhs,Standalone,nselib_xbrl
RHIM,2021-04-01,2021-06-30,First quarter,Q1FY22,12-Aug-202,428.3188,49.822,3.09,Lakhs,Standalone,nselib_xbrl
RHIM,2021-07-01,2021-09-30,Half yearly,Q2FY22,13-Nov-202,432.5758,43.1014,2.68,Lakhs,Consolidated,nselib_xbrl
RHIM,2021-10-01,2021-12-31,Third quarter,Q3FY22,10-Feb-202,543.3478,76.0857,4.73,Lakhs,Consolidated,nselib_xbrl
RHIM,2022-01-01,2022-03-31,Yearly,Q4FY22,28-May-202,589.9582,99.8378,6.2,Lakhs,Consolidated,nselib_xbrl
RHIM,2022-04-01,2022-06-30,First quarter,Q1FY23,10-Aug-202,602.0408,82.348,5.11,Lakhs,Consolidated,nselib_xbrl
RHIM,2022-07-01,2022-09-30,Half yearly,Q2FY23,10-Nov-202,600.3617,72.2308,4.49,Lakhs,Consolidated,nselib_xbrl
RHIM,2022-10-01,2022-12-31,Third quarter,Q3FY23,14-Feb-202,644.8491,58.6778,3.64,Lakhs,Consolidated,nselib_xbrl
RHIM,2023-01-01,2023-03-31,Yearly,Q4FY23,31-May-202,874.7843,-678.9088,-36.37,Lakhs,Consolidated,nselib_xbrl
RHIM,2023-04-01,2023-06-30,First quarter,Q1FY24,11-Aug-202,677.1845,59.7107,2.94,Lakhs,Standalone,nselib_xbrl
RHIM,2023-07-01,2023-09-30,Half yearly,Q2FY24,09-Nov-202,986.912,71.5985,3.46,Lakhs,Consolidated,nselib_xbrl
RHIM,2023-10-01,2023-12-31,Third quarter,Q3FY24,14-Feb-202,922.9424,39.3847,1.92,Lakhs,Consolidated,nselib_xbrl
RHIM,2024-01-01,2024-03-31,Yearly,Q4FY24,30-May-202,943.2937,-257.8998,-12.49,Lakhs,Consolidated,nselib_xbrl
RHIM,2024-04-01,2024-06-30,First quarter,Q1FY25,15-Aug-202,878.7589,72.8806,3.53,Lakhs,Consolidated,nselib_xbrl
RHIM,2024-07-01,2024-09-30,Half yearly,Q2FY25,08-Nov-202,867.0656,45.9115,2.22,Lakhs,Consolidated,nselib_xbrl
RHIM,2024-10-01,2024-12-31,Third quarter,Q3FY25,12-Feb-202,1010.7025,47.5386,2.3,Lakhs,Consolidated,nselib_xbrl
RHL,2023-01-01,2023-03-31,Yearly,Q4FY23,24-May-202,30.1125,-14.803,-8.56,Lakhs,Standalone,nselib_xbrl
RHL,2023-04-01,2023-06-30,First quarter,Q1FY24,09-Aug-202,25.3988,-0.1146,-0.07,Lakhs,Standalone,nselib_xbrl
RHL,2023-07-01,2023-09-30,Half yearly,Q2FY24,08-Nov-202,27.6473,0.2917,0.17,Lakhs,Standalone,nselib_xbrl
RHL,2023-10-01,2023-12-31,Third quarter,Q3FY24,13-Feb-202,31.5651,2.503,1.45,Lakhs,Standalone,nselib_xbrl
RHL,2024-01-01,2024-03-31,Yearly,Q4FY24,22-May-202,37.8507,2.0572,1.19,Lakhs,Standalone,nselib_xbrl
RHL,2024-04-01,2024-06-30,First quarter,Q1FY25,08-Aug-202,29.7494,1.3608,0.79,Lakhs,Standalone,nselib_xbrl
RHL,2024-07-01,2024-09-30,Half yearly,Q2FY25,08-Nov-202,34.0018,2.2898,1.32,Lakhs,Standalone,nselib_xbrl
RHL,2024-10-01,2024-12-31,Third quarter,Q3FY25,06-Feb-202,32.908,2.5283,1.46,Lakhs,Standalone,nselib_xbrl
RICOAUTO,2020-07-01,2020-09-30,Half yearly,Q2FY21,07-Nov-202,397.47,-4.49,-0.35,Crores,Consolidated,nselib_xbrl
RICOAUTO,2020-10-01,2020-12-31,Third quarter,Q3FY21,12-Feb-202,445.91,4.49,0.32,Crores,Consolidated,nselib_xbrl
RICOAUTO,2021-01-01,2021-03-31,Yearly,Q4FY21,22-Jun-202,483.17,10.6,0.78,Crores,Consolidated,nselib_xbrl
RICOAUTO,2021-04-01,2021-06-30,First quarter,Q1FY22,13-Aug-202,395.46,-1.21,-0.08,Crores,Consolidated,nselib_xbrl
RICOAUTO,2021-07-01,2021-09-30,Half yearly,Q2FY22,13-Nov-202,477.7,6.78,0.49,Crores,Consolidated,nselib_xbrl
RICOAUTO,2021-10-01,2021-12-31,Third quarter,Q3FY22,12-Feb-202,473.22,9.48,0.7,Crores,Consolidated,nselib_xbrl
RICOAUTO,2022-01-01,2022-03-31,Yearly,Q4FY22,31-May-202,513.39,8.72,0.65,Crores,Consolidated,nselib_xbrl
RICOAUTO,2022-04-01,2022-06-30,First quarter,Q1FY23,08-Aug-202,563.46,8.47,0.62,Crores,Consolidated,nselib_xbrl
RICOAUTO,2022-07-01,2022-09-30,Half yearly,Q2FY23,10-Nov-202,497.79,13.07,0.97,Crores,Standalone,nselib_xbrl
RICOAUTO,2022-10-01,2022-12-31,Third quarter,Q3FY23,14-Feb-202,548.46,9.93,0.71,Crores,Consolidated,nselib_xbrl
RICOAUTO,2023-01-01,2023-03-31,Yearly,Q4FY23,30-May-202,457.49,17.5,1.29,Crores,Standalone,nselib_xbrl
RICOAUTO,2023-04-01,2023-06-30,First quarter,Q1FY24,12-Aug-202,533.91,5.71,0.42,Crores,Consolidated,nselib_xbrl
RICOAUTO,2023-07-01,2023-09-30,Half yearly,Q2FY24,11-Nov-202,553.89,6.44,0.5,Crores,Consolidated,nselib_xbrl
RICOAUTO,2023-10-01,2023-12-31,Third quarter,Q3FY24,08-Feb-202,523.52,10.5,0.74,Crores,Consolidated,nselib_xbrl
RICOAUTO,2024-01-01,2024-03-31,Yearly,Q4FY24,24-May-202,548.41,16.29,1.2,Crores,Consolidated,nselib_xbrl
RICOAUTO,2024-04-01,2024-06-30,First quarter,Q1FY25,13-Aug-202,539.67,5.64,0.42,Crores,Consolidated,nselib_xbrl
RICOAUTO,2024-07-01,2024-09-30,Half yearly,Q2FY25,20-Dec-202,427.44,6.77,0.5,Crores,Standalone,nselib_xbrl
RICOAUTO,2024-10-01,2024-12-31,Third quarter,Q3FY25,13-Feb-202,551.69,1.84,0.14,Crores,Consolidated,nselib_xbrl
RIIL,2020-10-01,2020-12-31,Third quarter,Q3FY21,14-Jan-202,12.6664,2.3966,1.59,Lakhs,Consolidated,nselib_xbrl
RIIL,2021-01-01,2021-03-31,Yearly,Q4FY21,15-Apr-202,15.0787,3.007,1.99,Lakhs,Consolidated,nselib_xbrl
RIIL,2021-04-01,2021-06-30,First quarter,Q4FY21,20-Jul-202,15.6591,2.4014,1.59,Lakhs,Consolidated,nselib_xbrl
RIIL,2021-07-01,2021-09-30,Half yearly,Q2FY22,20-Oct-202,16.7413,2.5539,1.69,Lakhs,Consolidated,nselib_xbrl
RIIL,2021-10-01,2021-12-31,Third quarter,Q3FY22,20-Jan-202,16.3908,2.3311,1.54,Lakhs,Consolidated,nselib_xbrl
RIIL,2022-01-01,2022-03-31,Yearly,Q4FY22,20-Apr-202,16.3968,1.0655,0.71,Lakhs,Consolidated,nselib_xbrl
RIIL,2022-07-01,2022-09-30,Half yearly,Q2FY23,15-Oct-202,16.618,2.2635,1.5,Lakhs,Consolidated,nselib_xbrl
RIIL,2022-10-01,2022-12-31,Third quarter,Q3FY23,20-Jan-202,17.2755,1.9043,1.26,Lakhs,Standalone,nselib_xbrl
RIIL,2023-01-01,2023-03-31,Yearly,Q4FY23,20-Apr-202,17.6309,10.6839,7.08,Lakhs,Standalone,nselib_xbrl
RIIL,2023-04-01,2023-06-30,First quarter,Q4FY23,20-Jul-202,14.2655,2.8171,1.87,Lakhs,Consolidated,nselib_xbrl
RIIL,2023-07-01,2023-09-30,Half yearly,Q2FY24,26-Oct-202,14.3617,3.1766,2.1,Lakhs,Consolidated,nselib_xbrl
RIIL,2023-10-01,2023-12-31,Third quarter,Q3FY24,15-Jan-202,14.9464,3.6323,2.41,Lakhs,Consolidated,nselib_xbrl
RIIL,2024-01-01,2024-03-31,Yearly,Q4FY24,18-Apr-202,14.5127,2.8739,1.9,Lakhs,Standalone,nselib_xbrl
RIIL,2024-04-01,2024-06-30,First quarter,Q4FY24,18-Jul-202,12.4034,2.8994,1.92,Lakhs,Consolidated,nselib_xbrl
RIIL,2024-07-01,2024-09-30,Half yearly,Q2FY25,11-Oct-202,12.2355,2.4343,1.61,Lakhs,Standalone,nselib_xbrl
RIIL,2024-10-01,2024-12-31,Third quarter,Q3FY25,15-Jan-202,12.36,2.48,1.64,Lakhs,Standalone,nselib_xbrl
RISHABH,2023-04-01,2023-06-30,First quarter,Q1FY24,30-Sep-202,56.797,9.0476,2.48,Millions,Standalone,nselib_xbrl
RISHABH,2023-07-01,2023-09-30,Half yearly,Q2FY24,10-Nov-202,180.0651,22.2128,5.83,Millions,Consolidated,nselib_xbrl
RISHABH,2023-10-01,2023-12-31,Third quarter,Q3FY24,12-Feb-202,159.305,7.293,2.0,Millions,Consolidated,nselib_xbrl
RISHABH,2024-01-01,2024-03-31,Yearly,Q4FY24,30-May-202,177.909,2.323,0.61,Millions,Consolidated,nselib_xbrl
RISHABH,2024-04-01,2024-06-30,First quarter,Q1FY25,09-Aug-202,169.345,3.209,0.95,Millions,Consolidated,nselib_xbrl
RISHABH,2024-07-01,2024-09-30,Half yearly,Q2FY25,12-Nov-202,182.359,3.885,1.08,Millions,Consolidated,nselib_xbrl
RISHABH,2024-10-01,2024-12-31,Third quarter,Q3FY25,07-Feb-202,59.242,3.985,1.04,Millions,Standalone,nselib_xbrl
RITCO,2022-01-01,2022-03-31,Yearly,Q4FY22,31-May-202,174.1129,5.7827,0.24,Lakhs,Standalone,nselib_xbrl
RITCO,2022-04-01,2022-06-30,First quarter,Q1FY23,17-Aug-202,167.9465,5.642,2.31,Lakhs,Standalone,nselib_xbrl
RITCO,2022-07-01,2022-09-30,Half yearly,Q2FY23,15-Nov-202,191.2141,6.3932,2.61,Lakhs,Standalone,nselib_xbrl
RITCO,2022-10-01,2022-12-31,Third quarter,Q3FY23,07-Feb-202,194.5806,6.4688,2.64,Lakhs,Standalone,nselib_xbrl
RITCO,2023-01-01,2023-03-31,Yearly,Q4FY23,24-May-202,196.7353,5.8769,2.4,Lakhs,Consolidated,nselib_xbrl
RITCO,2023-04-01,2023-06-30,First quarter,Q1FY24,11-Aug-202,207.8584,7.1358,2.92,Lakhs,Consolidated,nselib_xbrl
RITCO,2023-07-01,2023-09-30,Half yearly,Q2FY24,10-Nov-202,234.6398,8.2121,3.36,Lakhs,Consolidated,nselib_xbrl
RITCO,2023-10-01,2023-12-31,Third quarter,Q3FY24,03-Feb-202,238.9232,8.6451,3.53,Lakhs,Consolidated,nselib_xbrl
RITCO,2024-01-01,2024-03-31,Yearly,Q4FY24,23-May-202,251.8813,8.6541,3.54,Lakhs,Consolidated,nselib_xbrl
RITCO,2024-04-01,2024-06-30,First quarter,Q1FY25,07-Aug-202,252.2275,8.6433,3.53,Lakhs,Consolidated,nselib_xbrl
RITCO,2024-07-01,2024-09-30,Half yearly,Q2FY25,14-Nov-202,279.0915,10.332,3.99,Lakhs,Consolidated,nselib_xbrl
RITCO,2024-10-01,2024-12-31,Third quarter,Q3FY25,12-Feb-202,312.9295,13.0256,4.88,Lakhs,Standalone,nselib_xbrl
RITES,2020-07-01,2020-09-30,Half yearly,Q2FY21,11-Nov-202,438.91,132.36,5.18,Crores,Consolidated,nselib_xbrl
RITES,2020-10-01,2020-12-31,Third quarter,Q3FY21,10-Feb-202,433.68,98.92,4.02,Crores,Standalone,nselib_xbrl
RITES,2021-01-01,2021-03-31,Yearly,Q4FY21,17-Jun-202,635.87,141.55,5.73,Crores,Consolidated,nselib_xbrl
RITES,2021-04-01,2021-06-30,First quarter,Q1FY22,13-Aug-202,354.68,77.86,3.0,Crores,Consolidated,nselib_xbrl
RITES,2021-07-01,2021-09-30,Half yearly,Q2FY22,12-Nov-202,733.59,163.13,6.79,Crores,Standalone,nselib_xbrl
RITES,2021-10-01,2021-12-31,Third quarter,Q3FY22,09-Feb-202,775.2,143.87,5.77,Crores,Consolidated,nselib_xbrl
RITES,2022-01-01,2022-03-31,Yearly,Q4FY22,25-May-202,744.16,129.88,5.4,Crores,Standalone,nselib_xbrl
RITES,2022-04-01,2022-06-30,First quarter,Q4FY22,29-Jul-202,605.04,144.7,5.72,Crores,Consolidated,nselib_xbrl
RITES,2022-07-01,2022-09-30,Half yearly,Q2FY23,11-Nov-202,659.08,140.2,5.51,Crores,Consolidated,nselib_xbrl
RITES,2022-10-01,2022-12-31,Third quarter,Q3FY23,10-Feb-202,650.63,131.52,5.47,Crores,Standalone,nselib_xbrl
RITES,2023-01-01,2023-03-31,Yearly,Q4FY23,19-May-202,686.81,138.89,5.49,Crores,Consolidated,nselib_xbrl
RITES,2023-04-01,2023-06-30,First quarter,Q4FY23,28-Jul-202,544.35,119.43,4.49,Crores,Consolidated,nselib_xbrl
RITES,2023-07-01,2023-09-30,Half yearly,Q2FY24,01-Nov-202,582.36,110.17,4.21,Crores,Consolidated,nselib_xbrl
RITES,2023-10-01,2023-12-31,Third quarter,Q3FY24,02-Feb-202,682.89,128.78,5.0,Crores,Consolidated,nselib_xbrl
RITES,2024-01-01,2024-03-31,Yearly,Q4FY24,29-May-202,606.18,123.07,5.12,Crores,Standalone,nselib_xbrl
RITES,2024-04-01,2024-06-30,First quarter,Q1FY25,01-Aug-202,453.78,64.86,2.7,Crores,Standalone,nselib_xbrl
RITES,2024-07-01,2024-09-30,Half yearly,Q2FY25,07-Nov-202,540.86,83.6,1.52,Crores,Consolidated,nselib_xbrl
RITES,2024-10-01,2024-12-31,Third quarter,Q3FY25,28-Jan-202,544.53,94.99,1.98,Crores,Standalone,nselib_xbrl
RKDL,2020-07-01,2020-09-30,Half yearly,Q2FY21,31-Dec-202,0.0069,-3.749,-1.56,Lakhs,Standalone,nselib_xbrl
RKDL,2020-10-01,2020-12-31,Third quarter,Q3FY21,10-Feb-202,0.0,-1.0109,-0.42,Lakhs,Standalone,nselib_xbrl
RKDL,2021-01-01,2021-03-31,Yearly,Q4FY21,26-Jun-202,0.0,-1.132,-0.46,Lakhs,Standalone,nselib_xbrl
RKDL,2021-04-01,2021-06-30,First quarter,Q1FY22,12-Aug-202,0.4448,-1.4854,-0.62,Lakhs,Standalone,nselib_xbrl
RKDL,2021-07-01,2021-09-30,Half yearly,Q2FY22,16-Nov-202,2.8353,-2.4025,-1.0,Lakhs,Standalone,nselib_xbrl
RKDL,2021-10-01,2021-12-31,Third quarter,Q3FY22,15-Feb-202,8.5078,-9.535,-3.97,Lakhs,Standalone,nselib_xbrl
RKDL,2022-01-01,2022-03-31,Yearly,Q4FY22,28-May-202,16.0587,0.1905,0.15,Lakhs,Standalone,nselib_xbrl
RKDL,2022-04-01,2022-06-30,First quarter,Q1FY23,11-Aug-202,21.4818,0.3939,0.16,Lakhs,Standalone,nselib_xbrl
RKDL,2022-07-01,2022-09-30,Half yearly,Q2FY23,15-Nov-202,18.5211,0.0513,0.02,Lakhs,Standalone,nselib_xbrl
RKDL,2022-10-01,2022-12-31,Third quarter,Q3FY23,11-Feb-202,18.358,-0.4401,-0.18,Lakhs,Standalone,nselib_xbrl
RKDL,2023-01-01,2023-03-31,Yearly,Q4FY23,28-May-202,17.8586,-2.2854,-0.91,Lakhs,Standalone,nselib_xbrl
RKDL,2023-04-01,2023-06-30,First quarter,Q1FY24,12-Aug-202,17.808,-0.4669,-0.19,Lakhs,Standalone,nselib_xbrl
RKDL,2023-07-01,2023-09-30,Half yearly,Q2FY24,09-Nov-202,16.4526,-1.5968,-0.67,Lakhs,Standalone,nselib_xbrl
RKDL,2023-10-01,2023-12-31,Third quarter,Q3FY24,10-Feb-202,13.4405,-1.2275,-0.51,Lakhs,Standalone,nselib_xbrl
RKDL,2024-01-01,2024-03-31,Yearly,Q4FY24,30-May-202,14.0717,1.3469,0.58,Lakhs,Standalone,nselib_xbrl
RKDL,2024-04-01,2024-06-30,First quarter,Q1FY25,13-Aug-202,13.918,0.039,0.02,Lakhs,Standalone,nselib_xbrl
RKDL,2024-07-01,2024-09-30,Half yearly,Q2FY25,12-Nov-202,21.1172,0.0416,0.02,Lakhs,Standalone,nselib_xbrl
RKDL,2024-10-01,2024-12-31,Third quarter,Q3FY25,12-Feb-202,19.2272,0.0249,0.01,Lakhs,Standalone,nselib_xbrl
RKEC,2020-10-01,2020-12-31,Third quarter,Q3FY21,13-Feb-202,53.1287,3.4545,1.44,Lakhs,Consolidated,nselib_xbrl
RKEC,2021-01-01,2021-03-31,Yearly,Q4FY21,02-Jul-202,85.8141,7.4426,3.1,Lakhs,Consolidated,nselib_xbrl
RKEC,2021-04-01,2021-06-30,First quarter,Q1FY22,16-Aug-202,35.285,2.5992,1.08,Lakhs,Consolidated,nselib_xbrl
RKEC,2021-07-01,2021-09-30,Half yearly,Q2FY22,15-Nov-202,47.4462,3.1284,1.31,Lakhs,Consolidated,nselib_xbrl
RKEC,2021-10-01,2021-12-31,Third quarter,Q3FY22,15-Feb-202,28.3891,1.4679,0.61,Lakhs,Consolidated,nselib_xbrl
RKEC,2022-01-01,2022-03-31,Yearly,Q4FY22,30-May-202,99.599,-0.0768,-0.03,Lakhs,Consolidated,nselib_xbrl
RKEC,2022-04-01,2022-06-30,First quarter,Q1FY23,14-Aug-202,46.4802,0.7248,0.3,Lakhs,Consolidated,nselib_xbrl
RKEC,2022-07-01,2022-09-30,Half yearly,Q2FY23,15-Nov-202,72.0748,0.6213,0.25,Lakhs,Standalone,nselib_xbrl
RKEC,2022-10-01,2022-12-31,Third quarter,Q3FY23,23-Jan-202,114.5352,10.6406,4.47,Lakhs,Consolidated,nselib_xbrl
RKEC,2023-01-01,2023-03-31,Yearly,Q4FY23,30-May-202,67.4029,0.2108,0.15,Lakhs,Consolidated,nselib_xbrl
RKEC,2023-04-01,2023-06-30,First quarter,Q1FY24,12-Aug-202,38.5198,2.7986,1.17,Lakhs,Consolidated,nselib_xbrl
RKEC,2023-07-01,2023-09-30,Half yearly,Q2FY24,11-Nov-202,45.1947,0.8929,0.0,Lakhs,Standalone,nselib_xbrl
RKEC,2023-10-01,2023-12-31,Third quarter,Q3FY24,14-Feb-202,117.3,10.7197,4.47,Lakhs,Standalone,nselib_xbrl
RKEC,2024-01-01,2024-03-31,Yearly,Q4FY24,24-May-202,140.1163,5.4511,2.27,Lakhs,Standalone,nselib_xbrl
RKEC,2024-04-01,2024-06-30,First quarter,Q1FY25,14-Aug-202,84.6735,5.3145,2.22,Lakhs,Consolidated,nselib_xbrl
RKEC,2024-07-01,2024-09-30,Half yearly,Q2FY25,18-Dec-202,76.8445,3.7474,1.56,Lakhs,Consolidated,nselib_xbrl
