symbol,sector,as_of_date,bull_run_score,label,label_enc,price_score,sector_flow_score,deal_score,corporate_score,regime_multiplier,ret_30d,ret_90d,ret_365d,vol_ratio,sector_rel_30d,sector_combined_score,rotation_signal_enc,sec_FII_5d,sec_FII_20d,sec_FII_60d,sec_DII_5d,sec_DII_20d,sec_DII_60d,sec_smart_money,sec_retail_score,part_FII_flow,part_DII_flow,part_smart_money,regime_enc,mkt_cap_enc,fund_promoter_pct,fund_fii_pct,fund_dii_pct,shp_promoter_pct,shp_fii_pct,shp_dii_pct,index_count,div_count_12m,has_buyback_12m,has_bonus_12m,corp_confidence,deal_net_cr,ann_score_30d,high_signal_30d,distinct_types_30d,ann_velocity_30d,order_wins_6m,spurt_count_30d,distress_30d,theme_score_max,theme_purity_max,news_sentiment_7d,insider_score,concall_guidance_score,concall_sentiment_score,consensus_score,opm_pct,roce_pct,sales_growth_3y,pe_ratio_log,roe_pct,valuation_label_enc,yoy_revenue_pct,yoy_profit_pct,vs_dma_200,trend_signal_enc,fno_oi_signal_enc,rsi_14,rsi_zone_enc,macd_hist,macd_signal_enc,bb_pct_b,bb_squeeze,adx_14,adx_trending,forward_return_score,rvol,rs_30d_vs_nifty,delivery_5d_pct,promoter_delta,fii_delta,dii_delta,conviction_signal_enc,ai_tone_score,management_score,management_label_enc,astro_score,kundli_score,kundli_yoga_score,kundli_yoga_count,kundli_dasha_benefic
CSBBANK,BANKING,2026-08-17,27.84,NEUTRAL,1,14.02,38.23,50.0,50.0,0.9,-12.47,-10.79,-17.87,0.304,-12.14,-13.68,2.0,144881.75,677784.91,2222631.52,-1279730.35,-6531305.0,-22016841.66,-47.74,-7.92,37.62,-37.45,13.18,2,1.0,0.4,0.1284,0.1522,40.0,12.839999999999998,15.22,,,,,,,1382.0,8.0,7.0,0.719,0.0,0.0,0.0,45.05,1.0,,,,,,,,,,,,,,-17.81,0.0,,40.42,1.0,-3.2246,1.0,0.1668,14.68,17.44,0.0,51.9,0.29,-9.7,54.7,0.0,-1.32,-0.41,1.0,,50.0,1.0,100.0,28.0,23.0,3.0,1.0
HLVLTD,HOSPITALITY,2026-08-17,27.84,NEUTRAL,1,16.69,39.46,50.0,50.0,0.9,-9.05,-12.37,-41.78,3.06,-6.83,-16.86,2.0,34729.76,142069.25,387894.97,-306800.24,-1281516.62,-3725060.72,-28.46,22.29,37.62,-37.45,13.18,2,0.0,0.3907,0.0016,0.0155,39.07,0.03,1.53,,,,,,,285.0,1.0,3.0,0.667,0.0,0.0,0.0,39.69,1.0,,,,,,25.83,8.62,100.0,2.9412760877579323,13.61,3.0,,,-18.52,0.0,,41.9,1.0,-0.0105,0.0,0.1052,5.68,11.92,0.0,40.3,3.11,-6.28,75.7,0.0,-0.13,-0.02,1.0,,50.0,1.0,-15.7,27.0,17.0,3.0,0.0
SEPC,INFRASTRUCTURE,2026-08-17,27.82,NEUTRAL,1,21.57,40.08,50.0,50.0,0.9,-4.72,-23.03,-49.35,0.833,-0.32,-14.32,5.0,55773.36,189428.06,752322.22,-493302.75,-1768007.27,-7453547.44,-65.21,-46.82,37.62,-37.45,13.18,2,1.0,0.1867,0.0096,0.1391,18.67,0.96,13.91,,,,,,,567.0,2.0,6.0,0.414,3.0,0.0,0.0,45.05,1.0,,,0.0,0.0,48.06,12.19,2.74,14.16,4.274162988797936,2.22,1.0,,,-24.32,0.0,,39.06,1.0,-0.0485,0.0,0.1966,20.06,13.77,0.0,63.9,0.82,-1.95,43.2,-8.48,0.37,-0.61,0.0,,32.0,0.0,-35.4,10.0,5.0,1.0,1.0
NETWORK18,FINANCIAL_SERVICES,2026-08-17,27.81,NEUTRAL,1,23.06,38.17,50.0,50.0,0.9,-4.49,-10.15,-45.88,0.848,-3.15,-2.21,2.0,231953.0,937007.01,2703367.04,-2049541.97,-8677871.9,-26407866.45,-31.48,30.94,37.62,-37.45,13.18,2,0.0,0.5689,0.0629,0.0013,56.88999999999999,6.29,0.13,1.0,,,,,,55.0,0.0,1.0,0.143,0.0,0.0,0.0,41.51,1.0,,,,,,-50.0,-20.0,100.0,,-30.0,1.0,,,-18.43,0.0,,45.21,1.0,-0.0727,0.0,0.4022,19.19,17.55,0.0,28.7,0.87,-1.72,49.5,0.0,0.03,-0.02,1.0,,50.0,1.0,,-19.0,-10.0,2.0,0.0
VIKRAN,CAPITAL_GOODS,2026-08-17,27.8,NEUTRAL,1,19.35,37.1,50.0,50.0,0.9,-14.7,-9.56,,0.788,-12.26,-28.11,2.0,208395.01,732362.33,2105067.02,-1844353.67,-6719730.36,-20521940.9,-22.9,44.55,37.62,-37.45,13.18,2,0.0,0.5627,0.0111,0.0683,56.27,1.11,6.83,,,,,,,790.0,5.0,4.0,0.414,2.0,0.0,0.0,49.88,1.0,,,0.0,0.0,47.51,,,,,,,,,-20.16,0.0,,60.01,1.0,0.3433,2.0,0.9765,14.01,17.55,0.0,26.9,0.76,-11.93,42.4,0.1,-0.49,-1.67,1.0,,50.0,1.0,-35.4,22.0,0.0,2.0,1.0
SHRADHA,REALTY,2026-08-17,27.76,NEUTRAL,1,29.79,40.96,50.0,27.78,0.9,-2.96,-1.81,-43.05,0.176,-1.22,-23.97,2.0,48018.27,206712.16,787367.75,-425780.4,-1993624.52,-7736322.18,-55.64,-26.7,37.62,-37.45,13.18,2,0.0,0.7497,,,74.97,,,,,,,-0.5,,776.0,6.0,5.0,0.667,0.0,2.0,0.0,41.82,1.0,,,,,49.46,38.77,7.57,100.0,2.4832385926873033,26.57,3.0,,,-7.58,0.0,,44.95,1.0,0.0291,1.0,0.3552,6.46,12.69,0.0,23.5,0.39,-0.19,61.2,0.03,0.0,,1.0,,50.0,1.0,-35.4,49.0,28.0,3.0,1.0
ORIENTALTL,REALTY,2026-08-17,27.75,NEUTRAL,1,20.55,40.96,50.0,50.0,0.9,-8.84,-22.66,,0.721,-7.1,-23.97,2.0,48018.27,206712.16,787367.75,-425780.4,-1993624.52,-7736322.18,-55.64,-26.7,37.62,-37.45,13.18,2,0.0,0.2721,,,27.21,,,,,,,,,125.0,1.0,2.0,0.25,0.0,0.0,0.0,41.82,1.0,,,0.0,0.0,48.06,80.0,20.99,-20.0,2.206074192613202,55.38,3.0,,,-26.17,0.0,,24.67,2.0,-0.0579,0.0,-0.1616,13.93,24.89,0.0,46.9,0.72,-6.07,68.6,0.0,0.06,,1.0,,50.0,1.0,-35.4,-5.0,-15.0,1.0,0.0
MCLOUD,IT,2026-08-17,27.73,NEUTRAL,1,29.91,37.5,50.0,38.89,0.9,-7.88,7.73,-67.26,1.936,-5.76,-20.1,2.0,97439.9,552245.75,1627962.75,-862756.99,-5156312.52,-16134736.64,-25.16,31.11,37.62,-37.45,13.18,2,1.0,0.5404,0.0023,0.0002,54.04,0.2299999999999999,0.02,,1.0,0.0,0.0,0.5,,890.0,1.0,3.0,0.5,16.0,0.0,0.0,45.8,1.0,,,0.0,0.0,47.51,36.8,20.58,,2.7880929087757464,19.37,3.0,,,-3.95,0.0,,62.02,1.0,0.2816,2.0,0.8798,36.88,29.84,1.0,32.8,1.87,-5.11,41.1,-3.8,-0.24,0.02,0.0,,32.0,0.0,19.4,51.0,38.0,3.0,0.0
VIKASECO,CHEMICALS,2026-08-17,27.68,NEUTRAL,1,25.73,32.75,50.0,50.0,0.9,-6.84,,-48.1,0.926,-7.8,-25.97,2.0,112932.94,421201.68,1174400.06,-998765.3,-3983895.01,-11516255.21,-12.45,62.61,37.62,-37.45,13.18,2,0.0,0.1065,0.0,0.0,10.65,0.0,0.0,,,,,,,125.0,1.0,2.0,0.2,0.0,0.0,0.0,45.61,1.0,,,,,,3.39,1.78,16.94,,1.32,1.0,,,-24.83,0.0,,37.43,1.0,-0.0072,0.0,0.0184,9.03,19.27,0.0,54.1,0.96,-4.07,51.9,0.0,0.0,0.0,1.0,,50.0,1.0,-35.4,5.0,-2.0,3.0,1.0
SAURASHCEM,CEMENT,2026-08-17,27.68,NEUTRAL,1,21.15,39.87,50.0,50.0,0.9,-6.12,-4.92,-49.17,0.116,-1.99,-40.35,2.0,19409.15,68842.83,206992.63,-171862.29,-646305.39,-2052452.19,-35.74,-1.0,37.62,-37.45,13.18,2,0.0,0.6662,0.0016,0.0012,66.62,0.16,0.12,,,,,,,615.0,2.0,5.0,0.579,0.0,0.0,1.0,44.77,1.0,,,,,,2.93,0.19,-20.0,,-5.31,1.0,,,-13.05,0.0,,35.79,1.0,-0.1386,0.0,-0.1378,6.42,13.35,0.0,60.0,0.12,-3.35,68.2,-0.08,-0.04,0.0,1.0,,50.0,1.0,-46.0,20.0,21.0,3.0,0.0
TRIVENI,CAPITAL_GOODS,2026-08-17,27.67,NEUTRAL,1,11.98,37.1,50.0,50.0,0.9,-40.68,-25.26,-17.56,2.055,-38.24,-28.11,2.0,208395.01,732362.33,2105067.02,-1844353.67,-6719730.36,-20521940.9,-22.9,44.55,37.62,-37.45,13.18,2,1.0,0.6098,0.0744,0.0821,60.98,7.439999999999999,8.21,,3.0,0.0,0.0,1.5,,1210.0,7.0,6.0,0.731,0.0,0.0,0.0,49.88,1.0,,,,,,7.28,8.43,7.68,4.015481713796376,2.66,1.0,,,-25.85,0.0,,67.61,1.0,3.1434,1.0,0.857,20.87,35.86,1.0,47.5,2.53,-37.91,49.3,0.0,0.48,-0.31,1.0,,58.0,2.0,-35.4,12.0,0.0,2.0,0.0
HARDWYN,REALTY,2026-08-17,27.63,NEUTRAL,1,9.97,40.96,50.0,55.56,0.9,-27.72,-54.01,-18.1,0.871,-25.98,-23.97,2.0,48018.27,206712.16,787367.75,-425780.4,-1993624.52,-7736322.18,-55.64,-26.7,37.62,-37.45,13.18,2,1.0,0.4377,0.0064,,43.77,0.64,,,0.0,0.0,1.0,2.0,,285.0,2.0,5.0,0.294,2.0,0.0,0.0,45.05,1.0,,,,,,14.34,6.03,12.97,4.33283639048311,8.6,1.0,,,,1.0,,45.0,1.0,-0.0811,0.0,0.2285,9.55,21.36,0.0,61.1,0.89,-24.95,50.7,0.0,0.0,,1.0,,50.0,1.0,-35.4,3.0,18.0,3.0,0.0
REPRO,MEDIA,2026-08-17,27.63,NEUTRAL,1,11.65,41.2,50.0,50.0,0.9,-12.18,-10.82,-31.35,0.321,-9.71,-22.44,2.0,14549.41,43451.54,136538.54,-129871.94,-403111.86,-1331435.13,3.37,41.33,37.62,-37.45,13.18,2,0.0,0.4671,0.0906,0.0009,46.71,9.06,0.09,,,,,,,325.0,3.0,5.0,0.385,0.0,0.0,0.0,56.09,1.0,,,0.0,0.0,48.06,8.61,2.96,37.26,,-1.41,1.0,,,-18.52,0.0,,54.04,1.0,1.3091,1.0,0.766,9.74,19.55,0.0,41.0,0.3,-9.41,65.4,0.0,0.0,0.0,1.0,,50.0,1.0,23.8,-5.0,0.0,0.0,0.0
TARIL,CAPITAL_GOODS,2026-08-17,27.62,NEUTRAL,1,17.19,37.1,50.0,50.0,0.9,-11.14,-1.5,-40.75,0.388,-8.7,-28.11,2.0,208395.01,732362.33,2105067.02,-1844353.67,-6719730.36,-20521940.9,-22.9,44.55,37.62,-37.45,13.18,2,0.0,0.6436,0.0833,0.0177,64.36,8.33,1.77,3.0,,,,,,852.0,8.0,5.0,0.667,5.0,0.0,0.0,49.88,1.0,,,,,49.46,15.95,19.84,,3.3028492586443794,9.93,2.0,,,0.03,1.0,,62.04,1.0,1.8186,2.0,0.9034,19.22,21.4,0.0,31.2,0.39,-8.37,47.1,0.0,1.32,-2.42,2.0,,44.0,1.0,-35.4,30.0,15.0,3.0,1.0
RTNINDIA,RETAIL,2026-08-17,27.55,NEUTRAL,1,21.02,39.26,50.0,50.0,0.9,-5.11,-10.09,-47.63,0.712,-4.08,-15.36,2.0,91411.65,367381.64,963951.85,-807499.57,-3404793.37,-9519794.68,-19.88,38.82,37.62,-37.45,13.18,2,1.0,0.7487,0.0555,0.0008,74.87,5.55,0.08,,,,,,,125.0,1.0,2.0,0.125,0.0,0.0,0.0,45.05,1.0,,,,,,-8.56,-20.0,100.0,,-8.87,1.0,,,-13.19,0.0,,41.3,1.0,-0.3527,1.0,0.1461,17.23,13.67,0.0,47.1,0.69,-2.34,60.9,0.01,-0.63,-0.01,1.0,,50.0,1.0,23.8,33.0,11.0,3.0,1.0
CELEBRITY,TEXTILES,2026-08-17,27.53,NEUTRAL,1,19.28,38.69,50.0,50.0,0.9,-6.59,-13.04,-45.21,1.841,-4.62,-13.17,2.0,21224.01,62814.5,184327.93,-189086.03,-582872.19,-1821819.74,-19.62,30.68,37.62,-37.45,13.18,2,0.0,41.82,,,33.15,12.989999999999998,,,,,,,,125.0,1.0,2.0,0.5,0.0,0.0,0.0,45.61,1.0,,,,,,-0.81,-20.0,-9.07,,-9.74,1.0,,,-14.36,0.0,,49.38,1.0,0.0167,1.0,0.5285,12.35,20.1,0.0,21.9,1.77,-3.82,68.8,-0.27,-1.06,,1.0,,50.0,1.0,,45.0,38.0,2.0,1.0
JSLL,PHARMA,2026-08-17,27.51,NEUTRAL,1,14.3,34.05,50.0,38.89,0.9,-10.52,-19.06,-26.0,0.98,-8.5,-1.01,2.0,147220.57,461968.55,1240426.68,-1300268.68,-4227889.96,-12102339.59,-2.2,68.44,37.62,-37.45,13.18,2,1.0,0.6362,0.0617,0.0046,63.62,6.17,0.4599999999999999,,1.0,0.0,0.0,0.5,,1336.0,13.0,6.0,0.576,4.0,0.0,0.0,49.83,1.0,,,,,49.46,,,,,,,,,-20.06,0.0,,47.64,1.0,2.8319,2.0,0.4396,20.54,10.12,0.0,35.8,0.94,-7.75,46.5,0.0,-0.14,0.35,1.0,,50.0,1.0,-24.8,8.0,18.0,1.0,0.0
IXIGO,HOSPITALITY,2026-08-17,27.49,NEUTRAL,1,19.21,39.46,50.0,50.0,0.9,-13.26,4.16,-39.37,0.282,-11.04,-16.86,2.0,34729.76,142069.25,387894.97,-306800.24,-1281516.62,-3725060.72,-28.46,22.29,37.62,-37.45,13.18,2,1.0,0.0,0.6419,0.101,0.0,64.19,10.1,,,,,,,875.0,7.0,6.0,0.875,0.0,0.0,0.0,45.05,1.0,,,,,,10.99,4.5,66.29,4.819555495628402,6.43,1.0,,,-13.99,0.0,,65.83,1.0,1.866,1.0,0.8071,38.81,31.15,1.0,35.6,0.3,-10.49,41.9,0.0,1.13,1.36,5.0,,65.0,2.0,-15.7,30.0,-3.0,2.0,0.0
IPL,CHEMICALS,2026-08-17,27.35,NEUTRAL,1,11.44,32.75,50.0,50.0,0.9,-10.52,-14.62,-35.38,0.67,-11.48,-25.97,2.0,112932.94,421201.68,1174400.06,-998765.3,-3983895.01,-11516255.21,-12.45,62.61,37.62,-37.45,13.18,2,3.0,0.6365,0.0187,0.0002,63.65,1.87,0.02,,,,,,,680.0,4.0,4.0,0.647,0.0,0.0,0.0,45.61,1.0,,,,,,16.98,9.17,0.32,3.1424266527047946,10.47,2.0,,,-11.41,0.0,,49.98,1.0,0.0134,1.0,0.5771,9.55,25.42,1.0,33.5,0.78,-7.75,59.4,0.0,-0.01,-0.02,1.0,,50.0,1.0,-35.4,56.0,31.0,3.0,0.0
BPL,CAPITAL_GOODS,2026-08-17,27.29,NEUTRAL,1,13.68,37.1,50.0,50.0,0.9,-12.45,-9.0,-35.94,0.825,-10.01,-28.11,2.0,208395.01,732362.33,2105067.02,-1844353.67,-6719730.36,-20521940.9,-22.9,44.55,37.62,-37.45,13.18,2,0.0,0.6313,0.0003,0.0,63.13,0.03,0.0,,,,,,,125.0,1.0,2.0,0.286,0.0,0.0,0.0,49.88,1.0,,,,,,5.6,0.38,15.23,3.5148236417370144,10.88,2.0,,,-10.01,0.0,,51.95,1.0,0.2223,1.0,0.643,17.4,29.37,1.0,34.8,0.81,-9.68,59.8,0.0,-0.05,0.0,1.0,,50.0,1.0,-35.4,30.0,20.0,1.0,0.0
VIKASLIFE,CHEMICALS,2026-08-17,27.29,NEUTRAL,1,22.06,32.75,50.0,50.0,0.9,-9.56,,-45.58,0.858,-10.52,-25.97,2.0,112932.94,421201.68,1174400.06,-998765.3,-3983895.01,-11516255.21,-12.45,62.61,37.62,-37.45,13.18,2,0.0,0.142,0.0026,0.0,14.2,0.26,0.0,,,,,,,180.0,2.0,1.0,0.182,0.0,0.0,0.0,45.61,1.0,,,0.0,0.0,48.06,-2.47,-2.78,3.23,,-0.12,1.0,,,-23.6,0.0,,45.31,1.0,-0.0068,0.0,0.0852,5.08,9.86,0.0,48.8,0.87,-6.79,59.4,0.0,-0.02,0.0,1.0,,50.0,1.0,-35.4,10.0,10.0,3.0,0.0
ASHOKA,INFRASTRUCTURE,2026-08-17,27.29,NEUTRAL,1,14.74,40.08,50.0,50.0,0.9,-10.64,-11.57,-36.54,0.853,-6.24,-14.32,5.0,55773.36,189428.06,752322.22,-493302.75,-1768007.27,-7453547.44,-65.21,-46.82,37.62,-37.45,13.18,2,1.0,0.5448,0.059,0.1439,54.48,5.9,14.39,,,,,,,622.0,5.0,5.0,0.529,5.0,0.0,0.0,45.05,1.0,,,,,49.46,10.44,7.62,17.81,0.9745596399981308,23.05,3.0,,,-18.92,0.0,,53.05,1.0,0.5638,1.0,0.6211,19.9,29.47,1.0,39.2,0.85,-7.87,55.9,0.0,-1.56,-0.05,1.0,,50.0,1.0,-35.4,90.0,50.0,5.0,0.0
GRMOVER,AGRICULTURE,2026-08-17,27.23,NEUTRAL,1,15.61,40.11,50.0,55.56,0.9,-4.85,-48.3,-76.54,1.101,-9.38,-16.75,2.0,5042.53,17375.36,53827.27,-44888.44,-161165.73,-514862.89,-36.54,-14.25,37.62,-37.45,13.18,2,1.0,72.43,0.72,0.25,62.39,9.44,3.1300000000000003,,0.0,0.0,1.0,2.0,,407.0,2.0,5.0,0.7,0.0,0.0,0.0,45.05,1.0,,,,,49.46,6.28,14.8,15.06,2.400618833265411,3.65,2.0,,,-38.57,0.0,,23.32,2.0,0.88,2.0,0.3482,50.0,49.61,1.0,31.7,1.05,-2.08,23.7,-5.88,3.91,1.5,5.0,,65.0,2.0,23.8,41.0,15.0,3.0,0.0
MBEL,INFRASTRUCTURE,2026-08-17,27.19,NEUTRAL,1,14.2,40.08,50.0,50.0,0.9,-13.8,-8.38,-37.94,1.027,-9.4,-14.32,5.0,55773.36,189428.06,752322.22,-493302.75,-1768007.27,-7453547.44,-65.21,-46.82,37.62,-37.45,13.18,2,1.0,0.7054,0.0286,0.0973,70.54,2.86,9.73,,,,,,,1087.0,8.0,6.0,0.9,2.0,0.0,0.0,45.05,1.0,,,,,,,,,,,,,,-12.65,0.0,,56.79,1.0,2.0243,1.0,0.7505,19.4,22.51,0.0,43.6,0.97,-11.03,40.0,0.09,-1.39,-0.51,1.0,,50.0,1.0,-35.4,28.0,18.0,3.0,1.0
AKI,TEXTILES,2026-08-17,27.18,NEUTRAL,1,19.83,38.69,50.0,50.0,0.9,-9.03,-15.54,,0.314,-7.06,-13.17,2.0,21224.01,62814.5,184327.93,-189086.03,-582872.19,-1821819.74,-19.62,30.68,37.62,-37.45,13.18,2,0.0,0.5392,,,53.92,,,,,,,,,215.0,2.0,3.0,0.13,0.0,0.0,0.0,45.61,1.0,,,,,,8.71,5.85,34.93,2.896464271895322,3.5,2.0,,,-25.45,0.0,,40.9,1.0,-0.0144,0.0,0.0747,6.35,11.75,0.0,55.5,0.31,-6.26,63.2,0.0,-0.7,,1.0,,50.0,1.0,,48.0,23.0,4.0,0.0
TOLINS,AUTO,2026-08-17,27.08,NEUTRAL,1,20.36,37.52,50.0,50.0,0.9,-6.19,-5.95,-38.84,0.735,-8.45,-15.39,2.0,182304.18,653156.26,1678870.35,-1608676.81,-5982697.23,-16373082.74,-5.88,66.43,37.62,-37.45,13.18,2,0.0,0.6853,0.0027,0.0178,68.53,0.27,1.78,,,,,,,285.0,1.0,3.0,0.6,0.0,0.0,0.0,50.03,1.0,,,,,,19.79,14.56,-16.35,2.2082744135228043,12.49,3.0,,,-16.08,0.0,,47.01,1.0,0.1496,1.0,0.5359,15.4,17.22,0.0,57.7,0.74,-3.42,68.6,0.0,0.09,-0.47,1.0,,50.0,1.0,-24.8,74.0,50.0,5.0,0.0
TRU,FINANCIAL_SERVICES,2026-08-17,27.05,NEUTRAL,1,19.7,38.17,50.0,50.0,0.9,-10.4,-27.15,,1.42,-9.06,-2.21,2.0,231953.0,937007.01,2703367.04,-2049541.97,-8677871.9,-26407866.45,-31.48,30.94,37.62,-37.45,13.18,2,0.0,0.3096,0.0519,0.0099,30.96,5.19,0.99,,,,,,,550.0,2.0,4.0,0.625,0.0,0.0,0.0,41.51,1.0,,,,,,54.07,26.5,22.53,2.7245795030534206,1.75,2.0,,,-31.39,0.0,,30.99,1.0,-0.0496,0.0,-0.027,16.33,17.19,0.0,55.2,1.4,-7.63,82.1,0.0,0.0,0.0,1.0,,50.0,1.0,,25.0,26.0,2.0,1.0
MINDTECK,IT,2026-08-17,27.03,NEUTRAL,1,15.56,37.5,50.0,38.89,0.9,-14.83,-13.86,,0.405,-12.71,-20.1,2.0,97439.9,552245.75,1627962.75,-862756.99,-5156312.52,-16134736.64,-25.16,31.11,37.62,-37.45,13.18,2,0.0,0.642,0.0001,,64.2,0.01,,,1.0,0.0,0.0,0.5,,655.0,2.0,3.0,0.591,0.0,0.0,0.0,45.8,1.0,,,,,,10.51,12.4,8.75,3.084200921541599,7.3,2.0,,,-13.72,0.0,,43.95,1.0,-1.0187,0.0,0.1302,7.54,16.33,0.0,56.2,0.45,-12.06,47.7,0.0,-0.06,,1.0,,50.0,1.0,19.4,64.0,54.0,3.0,0.0
RADIANTCMS,FINANCIAL_SERVICES,2026-08-17,26.96,NEUTRAL,1,16.38,38.17,50.0,38.89,0.9,-8.86,-12.78,-40.78,2.516,-7.52,-2.21,2.0,231953.0,937007.01,2703367.04,-2049541.97,-8677871.9,-26407866.45,-31.48,30.94,37.62,-37.45,13.18,2,0.0,0.5692,0.003,0.0095,56.92,0.3,0.95,,1.0,0.0,0.0,0.5,,515.0,5.0,5.0,0.8,0.0,0.0,0.0,41.51,1.0,,,,,,18.13,23.92,11.7,2.128231705849268,12.5,3.0,,,-18.68,0.0,,39.42,1.0,-0.0211,0.0,0.3282,8.91,17.51,0.0,41.1,2.45,-6.09,76.0,0.0,0.13,0.0,1.0,,50.0,1.0,,79.0,59.0,5.0,0.0
TOUCHWOOD,MEDIA,2026-08-17,26.84,NEUTRAL,1,16.32,41.2,50.0,50.0,0.9,-9.15,-13.33,-40.15,2.591,-6.68,-22.44,2.0,14549.41,43451.54,136538.54,-129871.94,-403111.86,-1331435.13,3.37,41.33,37.62,-37.45,13.18,2,0.0,0.6289,,0.0238,62.89,,2.3800000000000003,,,,,,,295.0,2.0,4.0,0.625,1.0,0.0,0.0,56.09,1.0,,,,,,12.79,36.7,100.0,4.143610803525019,7.85,1.0,,,-23.12,0.0,,45.06,1.0,-0.1282,0.0,0.3017,11.33,20.95,0.0,45.2,2.39,-6.38,52.6,0.0,0.0,0.0,1.0,,50.0,1.0,23.8,46.0,46.0,3.0,1.0
ACL,CEMENT,2026-08-17,26.83,NEUTRAL,1,17.33,39.87,50.0,50.0,0.9,-6.47,-17.69,-48.23,0.69,-2.34,-40.35,2.0,19409.15,68842.83,206992.63,-171862.29,-646305.39,-2052452.19,-35.74,-1.0,37.62,-37.45,13.18,2,0.0,0.75,,0.0034,75.0,,0.3399999999999999,,,,,,,180.0,1.0,2.0,0.273,0.0,0.0,0.0,44.77,1.0,,,,,,-9.59,-8.71,100.0,,-30.0,1.0,,,,1.0,,40.31,1.0,-0.0777,1.0,0.1644,5.02,19.87,0.0,59.0,0.69,-3.7,75.3,15.0,0.0,-0.0,6.0,,50.0,1.0,-46.0,10.0,8.0,3.0,1.0
SHREYANIND,CHEMICALS,2026-08-17,26.82,NEUTRAL,1,25.39,32.75,50.0,38.89,0.9,-5.82,-20.07,,1.021,-6.78,-25.97,2.0,112932.94,421201.68,1174400.06,-998765.3,-3983895.01,-11516255.21,-12.45,62.61,37.62,-37.45,13.18,2,0.0,0.505,0.0024,0.0017,50.5,0.24,0.1699999999999999,,1.0,0.0,0.0,0.5,,230.0,1.0,3.0,0.556,0.0,0.0,0.0,45.38,1.0,,,,,,10.62,11.54,19.7,1.814824742159051,6.02,2.0,,,-17.06,0.0,,36.42,1.0,0.5921,1.0,0.1718,8.06,19.4,0.0,64.7,0.98,-3.05,68.4,0.0,0.0,0.0,1.0,,50.0,1.0,-35.4,28.0,31.0,3.0,0.0
DIGIDRIVE,RETAIL,2026-08-17,26.78,NEUTRAL,1,16.03,39.26,50.0,50.0,0.9,-6.61,-22.61,-45.15,1.032,-5.58,-15.36,2.0,91411.65,367381.64,963951.85,-807499.57,-3404793.37,-9519794.68,-19.88,38.82,37.62,-37.45,13.18,2,0.0,0.6175,0.0001,0.0,61.75000000000001,0.01,0.0,,,,,,,150.0,1.0,3.0,0.6,0.0,0.0,0.0,39.69,1.0,,,,,,9.31,1.64,8.91,3.2676659890376327,5.69,2.0,,,-20.36,0.0,,47.21,1.0,0.1374,2.0,0.7517,6.97,17.21,0.0,47.8,0.96,-3.84,80.3,0.0,0.0,0.0,1.0,,50.0,1.0,23.8,33.0,41.0,3.0,0.0
VIKRAMSOLR,CAPITAL_GOODS,2026-08-17,26.72,NEUTRAL,1,21.4,37.1,47.09,50.0,0.9,-6.03,-11.67,-48.63,12.605,-3.59,-28.11,2.0,208395.01,732362.33,2105067.02,-1844353.67,-6719730.36,-20521940.9,-22.9,44.55,37.62,-37.45,13.18,2,1.0,0.6301,0.0294,0.048,63.01,2.94,4.8,,,,,,0.0,797.0,6.0,6.0,0.464,0.0,0.0,0.0,49.88,1.0,,,,,,,,,,,,,,-14.91,0.0,,35.58,1.0,-1.5251,0.0,-0.0459,13.59,17.23,0.0,26.7,11.68,-3.26,36.2,0.0,1.11,0.09,4.0,,56.0,2.0,-35.4,68.0,58.0,4.0,0.0
JAINREC,METAL,2026-08-17,26.67,NEUTRAL,1,15.2,39.98,50.0,50.0,0.9,-12.12,-46.67,,0.503,-11.92,6.5,2.0,140554.13,415268.22,1165588.47,-1242030.87,-3767772.39,-11155019.38,-33.4,-3.85,37.62,-37.45,13.18,2,2.0,0.7359,0.0302,0.1011,73.59,3.02,10.11,3.0,,,,,,1087.0,6.0,7.0,0.636,0.0,0.0,0.0,46.22,1.0,,,,,,,,,,,,,,-24.1,0.0,,41.9,1.0,2.665,1.0,0.4096,21.14,20.3,0.0,54.1,0.5,-9.35,39.0,0.0,-0.68,1.39,2.0,,44.0,1.0,-35.4,30.0,0.0,2.0,0.0
OSWALGREEN,AUTO,2026-08-17,26.63,NEUTRAL,1,18.34,37.52,50.0,50.0,0.9,-3.39,-15.75,-48.81,0.239,-5.65,-15.39,2.0,182304.18,653156.26,1678870.35,-1608676.81,-5982697.23,-16373082.74,-5.88,66.43,37.62,-37.45,13.18,2,0.0,0.7065,0.0002,0.0002,70.65,0.02,0.02,,,,,,,565.0,3.0,4.0,0.588,0.0,0.0,0.0,50.03,1.0,,,,,,5.35,-0.0,86.71,4.2271256734559195,14.76,2.0,,,-22.13,0.0,,37.04,1.0,-0.0122,1.0,0.2426,10.62,19.84,0.0,35.3,0.22,-0.62,61.9,0.64,0.01,0.0,1.0,,50.0,1.0,-24.8,50.0,38.0,2.0,1.0
