sector_raw,auc_equity_crore,net_inv_equity_crore,date,sector_normalized,source,fortnight_label
Power,234233.0,-1069.0,2022-09-30,ENERGY,CDSL,"September 30, 2022"
Financial Services,1459322.0,-1673.0,2022-09-30,FINANCIAL_SERVICES,CDSL,"September 30, 2022"
Fast Moving Consumer Goods,323204.0,2765.0,2022-09-30,FMCG,CDSL,"September 30, 2022"
Healthcare,225618.0,1833.0,2022-09-30,HEALTHCARE,CDSL,"September 30, 2022"
Construction,62874.0,628.0,2022-09-30,INFRASTRUCTURE,CDSL,"September 30, 2022"
Utilities,360.0,-10.0,2022-09-30,INFRASTRUCTURE,CDSL,"September 30, 2022"
Information Technology,475769.0,-9199.0,2022-09-30,IT,CDSL,"September 30, 2022"
"Media, Entertainment & Publication",21646.0,-253.0,2022-09-30,MEDIA,CDSL,"September 30, 2022"
Metals & Mining,147022.0,-2995.0,2022-09-30,METAL,CDSL,"September 30, 2022"
Realty,53138.0,-1292.0,2022-09-30,REALTY,CDSL,"September 30, 2022"
Consumer Services,119028.0,2421.0,2022-09-30,SERVICES,CDSL,"September 30, 2022"
Services,77695.0,849.0,2022-09-30,SERVICES,CDSL,"September 30, 2022"
Telecommunication,126434.0,2486.0,2022-09-30,TELECOM,CDSL,"September 30, 2022"
Textiles,21441.0,57.0,2022-09-30,TEXTILES,CDSL,"September 30, 2022"
Automobile and Auto Components,253196.0,-2214.0,2022-10-15,AUTO,CDSL,"October 15, 2022"
Capital Goods,119747.0,683.0,2022-10-15,CAPITAL_GOODS,CDSL,"October 15, 2022"
Consumer Durables,172116.0,-538.0,2022-10-15,CAPITAL_GOODS,CDSL,"October 15, 2022"
Construction Materials,74680.0,-375.0,2022-10-15,CEMENT,CDSL,"October 15, 2022"
Chemicals,102842.0,-780.0,2022-10-15,CHEMICALS,CDSL,"October 15, 2022"
Forest Materials,1697.0,78.0,2022-10-15,COMMODITIES,CDSL,"October 15, 2022"
Diversified,1645.0,-6.0,2022-10-15,DIVERSIFIED,CDSL,"October 15, 2022"
Others,11053.0,1023.0,2022-10-15,DIVERSIFIED,CDSL,"October 15, 2022"
"Oil, Gas & Consumable Fuels",506554.0,-4965.0,2022-10-15,ENERGY,CDSL,"October 15, 2022"
Power,222601.0,-855.0,2022-10-15,ENERGY,CDSL,"October 15, 2022"
Financial Services,1472197.0,-11089.0,2022-10-15,FINANCIAL_SERVICES,CDSL,"October 15, 2022"
Fast Moving Consumer Goods,311122.0,-420.0,2022-10-15,FMCG,CDSL,"October 15, 2022"
Healthcare,225965.0,361.0,2022-10-15,HEALTHCARE,CDSL,"October 15, 2022"
Construction,65286.0,781.0,2022-10-15,INFRASTRUCTURE,CDSL,"October 15, 2022"
Utilities,361.0,-18.0,2022-10-15,INFRASTRUCTURE,CDSL,"October 15, 2022"
Information Technology,491465.0,-6866.0,2022-10-15,IT,CDSL,"October 15, 2022"
"Media, Entertainment & Publication",22097.0,-358.0,2022-10-15,MEDIA,CDSL,"October 15, 2022"
Metals & Mining,142734.0,-3362.0,2022-10-15,METAL,CDSL,"October 15, 2022"
Realty,52259.0,-1185.0,2022-10-15,REALTY,CDSL,"October 15, 2022"
Consumer Services,115850.0,888.0,2022-10-15,SERVICES,CDSL,"October 15, 2022"
Services,74764.0,-684.0,2022-10-15,SERVICES,CDSL,"October 15, 2022"
Telecommunication,121931.0,1735.0,2022-10-15,TELECOM,CDSL,"October 15, 2022"
Textiles,21778.0,321.0,2022-10-15,TEXTILES,CDSL,"October 15, 2022"
Automobile and Auto Components,272857.0,787.0,2022-10-31,AUTO,CDSL,"October 31, 2022"
Capital Goods,125493.0,834.0,2022-10-31,CAPITAL_GOODS,CDSL,"October 31, 2022"
Consumer Durables,171705.0,87.0,2022-10-31,CAPITAL_GOODS,CDSL,"October 31, 2022"
Construction Materials,79272.0,-331.0,2022-10-31,CEMENT,CDSL,"October 31, 2022"
Chemicals,104451.0,174.0,2022-10-31,CHEMICALS,CDSL,"October 31, 2022"
Forest Materials,1880.0,70.0,2022-10-31,COMMODITIES,CDSL,"October 31, 2022"
Diversified,1636.0,-24.0,2022-10-31,DIVERSIFIED,CDSL,"October 31, 2022"
Others,11026.0,615.0,2022-10-31,DIVERSIFIED,CDSL,"October 31, 2022"
"Oil, Gas & Consumable Fuels",547878.0,-1418.0,2022-10-31,ENERGY,CDSL,"October 31, 2022"
Power,237907.0,977.0,2022-10-31,ENERGY,CDSL,"October 31, 2022"
Financial Services,1534042.0,-4686.0,2022-10-31,FINANCIAL_SERVICES,CDSL,"October 31, 2022"
Fast Moving Consumer Goods,317772.0,-700.0,2022-10-31,FMCG,CDSL,"October 31, 2022"
Healthcare,240392.0,929.0,2022-10-31,HEALTHCARE,CDSL,"October 31, 2022"
Construction,69625.0,1289.0,2022-10-31,INFRASTRUCTURE,CDSL,"October 31, 2022"
Utilities,361.0,-8.0,2022-10-31,INFRASTRUCTURE,CDSL,"October 31, 2022"
Information Technology,508489.0,945.0,2022-10-31,IT,CDSL,"October 31, 2022"
"Media, Entertainment & Publication",22288.0,555.0,2022-10-31,MEDIA,CDSL,"October 31, 2022"
Metals & Mining,146884.0,217.0,2022-10-31,METAL,CDSL,"October 31, 2022"
Realty,54128.0,-836.0,2022-10-31,REALTY,CDSL,"October 31, 2022"
Consumer Services,120117.0,218.0,2022-10-31,SERVICES,CDSL,"October 31, 2022"
Services,76971.0,-498.0,2022-10-31,SERVICES,CDSL,"October 31, 2022"
Telecommunication,131006.0,773.0,2022-10-31,TELECOM,CDSL,"October 31, 2022"
Textiles,21483.0,21.0,2022-10-31,TEXTILES,CDSL,"October 31, 2022"
Automobile and Auto Components,271908.0,3051.0,2022-11-15,AUTO,CDSL,"November 15, 2022"
Capital Goods,129454.0,2738.0,2022-11-15,CAPITAL_GOODS,CDSL,"November 15, 2022"
Consumer Durables,169845.0,-1275.0,2022-11-15,CAPITAL_GOODS,CDSL,"November 15, 2022"
Construction Materials,84868.0,1091.0,2022-11-15,CEMENT,CDSL,"November 15, 2022"
Chemicals,105523.0,744.0,2022-11-15,CHEMICALS,CDSL,"November 15, 2022"
Forest Materials,1903.0,103.0,2022-11-15,COMMODITIES,CDSL,"November 15, 2022"
Diversified,1583.0,15.0,2022-11-15,DIVERSIFIED,CDSL,"November 15, 2022"
Others,15690.0,20.0,2022-11-15,DIVERSIFIED,CDSL,"November 15, 2022"
"Oil, Gas & Consumable Fuels",583358.0,2774.0,2022-11-15,ENERGY,CDSL,"November 15, 2022"
Power,226118.0,-1100.0,2022-11-15,ENERGY,CDSL,"November 15, 2022"
Financial Services,1612810.0,14205.0,2022-11-15,FINANCIAL_SERVICES,CDSL,"November 15, 2022"
Fast Moving Consumer Goods,333231.0,3956.0,2022-11-15,FMCG,CDSL,"November 15, 2022"
Healthcare,241739.0,1256.0,2022-11-15,HEALTHCARE,CDSL,"November 15, 2022"
Construction,73356.0,1157.0,2022-11-15,INFRASTRUCTURE,CDSL,"November 15, 2022"
Utilities,620.0,175.0,2022-11-15,INFRASTRUCTURE,CDSL,"November 15, 2022"
Information Technology,534674.0,3859.0,2022-11-15,IT,CDSL,"November 15, 2022"
"Media, Entertainment & Publication",22560.0,-200.0,2022-11-15,MEDIA,CDSL,"November 15, 2022"
Metals & Mining,167640.0,2418.0,2022-11-15,METAL,CDSL,"November 15, 2022"
Realty,55488.0,-168.0,2022-11-15,REALTY,CDSL,"November 15, 2022"
Consumer Services,118749.0,2837.0,2022-11-15,SERVICES,CDSL,"November 15, 2022"
Services,81236.0,-98.0,2022-11-15,SERVICES,CDSL,"November 15, 2022"
Telecommunication,133294.0,-1084.0,2022-11-15,TELECOM,CDSL,"November 15, 2022"
Textiles,20833.0,-234.0,2022-11-15,TEXTILES,CDSL,"November 15, 2022"
Automobile and Auto Components,271908.0,3051.0,2022-11-30,AUTO,CDSL,"November 30, 2022"
Capital Goods,129454.0,2738.0,2022-11-30,CAPITAL_GOODS,CDSL,"November 30, 2022"
Consumer Durables,169845.0,-1275.0,2022-11-30,CAPITAL_GOODS,CDSL,"November 30, 2022"
Construction Materials,84868.0,1091.0,2022-11-30,CEMENT,CDSL,"November 30, 2022"
Chemicals,105523.0,744.0,2022-11-30,CHEMICALS,CDSL,"November 30, 2022"
Forest Materials,1903.0,103.0,2022-11-30,COMMODITIES,CDSL,"November 30, 2022"
Diversified,1583.0,15.0,2022-11-30,DIVERSIFIED,CDSL,"November 30, 2022"
Others,15690.0,20.0,2022-11-30,DIVERSIFIED,CDSL,"November 30, 2022"
"Oil, Gas & Consumable Fuels",583358.0,2774.0,2022-11-30,ENERGY,CDSL,"November 30, 2022"
Power,226118.0,-1100.0,2022-11-30,ENERGY,CDSL,"November 30, 2022"
Financial Services,1612810.0,14205.0,2022-11-30,FINANCIAL_SERVICES,CDSL,"November 30, 2022"
Fast Moving Consumer Goods,333231.0,3956.0,2022-11-30,FMCG,CDSL,"November 30, 2022"
Healthcare,241739.0,1256.0,2022-11-30,HEALTHCARE,CDSL,"November 30, 2022"
Construction,73356.0,1157.0,2022-11-30,INFRASTRUCTURE,CDSL,"November 30, 2022"
Utilities,620.0,175.0,2022-11-30,INFRASTRUCTURE,CDSL,"November 30, 2022"
Information Technology,534674.0,3859.0,2022-11-30,IT,CDSL,"November 30, 2022"
"Media, Entertainment & Publication",22560.0,-200.0,2022-11-30,MEDIA,CDSL,"November 30, 2022"
Metals & Mining,167640.0,2418.0,2022-11-30,METAL,CDSL,"November 30, 2022"
Realty,55488.0,-168.0,2022-11-30,REALTY,CDSL,"November 30, 2022"
Consumer Services,118749.0,2837.0,2022-11-30,SERVICES,CDSL,"November 30, 2022"
Services,81236.0,-98.0,2022-11-30,SERVICES,CDSL,"November 30, 2022"
Telecommunication,133294.0,-1084.0,2022-11-30,TELECOM,CDSL,"November 30, 2022"
Textiles,20833.0,-234.0,2022-11-30,TEXTILES,CDSL,"November 30, 2022"
Automobile and Auto Components,265434.0,847.0,2022-12-15,AUTO,CDSL,"December 15, 2022"
Capital Goods,133992.0,3082.0,2022-12-15,CAPITAL_GOODS,CDSL,"December 15, 2022"
Consumer Durables,164520.0,-1515.0,2022-12-15,CAPITAL_GOODS,CDSL,"December 15, 2022"
Construction Materials,86122.0,685.0,2022-12-15,CEMENT,CDSL,"December 15, 2022"
Chemicals,104792.0,458.0,2022-12-15,CHEMICALS,CDSL,"December 15, 2022"
Forest Materials,1863.0,92.0,2022-12-15,COMMODITIES,CDSL,"December 15, 2022"
Diversified,1588.0,19.0,2022-12-15,DIVERSIFIED,CDSL,"December 15, 2022"
Others,11709.0,17.0,2022-12-15,DIVERSIFIED,CDSL,"December 15, 2022"
"Oil, Gas & Consumable Fuels",558113.0,-1221.0,2022-12-15,ENERGY,CDSL,"December 15, 2022"
Power,214686.0,-2025.0,2022-12-15,ENERGY,CDSL,"December 15, 2022"
Financial Services,1611737.0,2544.0,2022-12-15,FINANCIAL_SERVICES,CDSL,"December 15, 2022"
Fast Moving Consumer Goods,338180.0,3091.0,2022-12-15,FMCG,CDSL,"December 15, 2022"
Healthcare,236566.0,1820.0,2022-12-15,HEALTHCARE,CDSL,"December 15, 2022"
Construction,78181.0,1883.0,2022-12-15,INFRASTRUCTURE,CDSL,"December 15, 2022"
Utilities,638.0,188.0,2022-12-15,INFRASTRUCTURE,CDSL,"December 15, 2022"
Information Technology,514985.0,-460.0,2022-12-15,IT,CDSL,"December 15, 2022"
"Media, Entertainment & Publication",22046.0,-439.0,2022-12-15,MEDIA,CDSL,"December 15, 2022"
Metals & Mining,173394.0,2189.0,2022-12-15,METAL,CDSL,"December 15, 2022"
Realty,58522.0,3043.0,2022-12-15,REALTY,CDSL,"December 15, 2022"
Consumer Services,121270.0,3833.0,2022-12-15,SERVICES,CDSL,"December 15, 2022"
Services,82114.0,-128.0,2022-12-15,SERVICES,CDSL,"December 15, 2022"
Telecommunication,130036.0,-1495.0,2022-12-15,TELECOM,CDSL,"December 15, 2022"
Textiles,20056.0,-141.0,2022-12-15,TEXTILES,CDSL,"December 15, 2022"
Automobile and Auto Components,258501.0,-177.0,2022-12-31,AUTO,CDSL,"December 31, 2022"
Capital Goods,128667.0,2150.0,2022-12-31,CAPITAL_GOODS,CDSL,"December 31, 2022"
Consumer Durables,162351.0,-546.0,2022-12-31,CAPITAL_GOODS,CDSL,"December 31, 2022"
Construction Materials,82781.0,160.0,2022-12-31,CEMENT,CDSL,"December 31, 2022"
Chemicals,99657.0,-231.0,2022-12-31,CHEMICALS,CDSL,"December 31, 2022"
Forest Materials,1854.0,96.0,2022-12-31,COMMODITIES,CDSL,"December 31, 2022"
Diversified,1533.0,4.0,2022-12-31,DIVERSIFIED,CDSL,"December 31, 2022"
Others,11328.0,88.0,2022-12-31,DIVERSIFIED,CDSL,"December 31, 2022"
"Oil, Gas & Consumable Fuels",553080.0,-2784.0,2022-12-31,ENERGY,CDSL,"December 31, 2022"
Power,208250.0,-910.0,2022-12-31,ENERGY,CDSL,"December 31, 2022"
Financial Services,1593155.0,2597.0,2022-12-31,FINANCIAL_SERVICES,CDSL,"December 31, 2022"
Fast Moving Consumer Goods,328790.0,4019.0,2022-12-31,FMCG,CDSL,"December 31, 2022"
Healthcare,232296.0,1333.0,2022-12-31,HEALTHCARE,CDSL,"December 31, 2022"
Construction,74950.0,1199.0,2022-12-31,INFRASTRUCTURE,CDSL,"December 31, 2022"
Utilities,580.0,16.0,2022-12-31,INFRASTRUCTURE,CDSL,"December 31, 2022"
Information Technology,505182.0,-3579.0,2022-12-31,IT,CDSL,"December 31, 2022"
"Media, Entertainment & Publication",20699.0,-286.0,2022-12-31,MEDIA,CDSL,"December 31, 2022"
Metals & Mining,172603.0,1668.0,2022-12-31,METAL,CDSL,"December 31, 2022"
Realty,56810.0,3248.0,2022-12-31,REALTY,CDSL,"December 31, 2022"
Consumer Services,117078.0,3650.0,2022-12-31,SERVICES,CDSL,"December 31, 2022"
Services,78726.0,152.0,2022-12-31,SERVICES,CDSL,"December 31, 2022"
Telecommunication,126212.0,-583.0,2022-12-31,TELECOM,CDSL,"December 31, 2022"
Textiles,19363.0,-164.0,2022-12-31,TEXTILES,CDSL,"December 31, 2022"
Automobile and Auto Components,261177.0,-1288.0,2023-01-15,AUTO,CDSL,"January 15, 2023"
Capital Goods,131201.0,334.0,2023-01-15,CAPITAL_GOODS,CDSL,"January 15, 2023"
Consumer Durables,156655.0,-734.0,2023-01-15,CAPITAL_GOODS,CDSL,"January 15, 2023"
Construction Materials,83547.0,166.0,2023-01-15,CEMENT,CDSL,"January 15, 2023"
Chemicals,97555.0,-1052.0,2023-01-15,CHEMICALS,CDSL,"January 15, 2023"
Forest Materials,1897.0,103.0,2023-01-15,COMMODITIES,CDSL,"January 15, 2023"
Diversified,1553.0,6.0,2023-01-15,DIVERSIFIED,CDSL,"January 15, 2023"
Others,11094.0,103.0,2023-01-15,DIVERSIFIED,CDSL,"January 15, 2023"
"Oil, Gas & Consumable Fuels",540091.0,-3378.0,2023-01-15,ENERGY,CDSL,"January 15, 2023"
Power,208015.0,-487.0,2023-01-15,ENERGY,CDSL,"January 15, 2023"
Financial Services,1567289.0,-3895.0,2023-01-15,FINANCIAL_SERVICES,CDSL,"January 15, 2023"
Fast Moving Consumer Goods,326024.0,1037.0,2023-01-15,FMCG,CDSL,"January 15, 2023"
Healthcare,232803.0,155.0,2023-01-15,HEALTHCARE,CDSL,"January 15, 2023"
Construction,77599.0,318.0,2023-01-15,INFRASTRUCTURE,CDSL,"January 15, 2023"
Utilities,584.0,7.0,2023-01-15,INFRASTRUCTURE,CDSL,"January 15, 2023"
Information Technology,508061.0,-5722.0,2023-01-15,IT,CDSL,"January 15, 2023"
"Media, Entertainment & Publication",20185.0,-215.0,2023-01-15,MEDIA,CDSL,"January 15, 2023"
Metals & Mining,177024.0,2795.0,2023-01-15,METAL,CDSL,"January 15, 2023"
Realty,56137.0,18.0,2023-01-15,REALTY,CDSL,"January 15, 2023"
Consumer Services,110006.0,599.0,2023-01-15,SERVICES,CDSL,"January 15, 2023"
Services,78379.0,184.0,2023-01-15,SERVICES,CDSL,"January 15, 2023"
Telecommunication,119367.0,-1829.0,2023-01-15,TELECOM,CDSL,"January 15, 2023"
Textiles,18572.0,-189.0,2023-01-15,TEXTILES,CDSL,"January 15, 2023"
Automobile and Auto Components,272312.0,1024.0,2023-01-31,AUTO,CDSL,"January 31, 2023"
Capital Goods,130782.0,-86.0,2023-01-31,CAPITAL_GOODS,CDSL,"January 31, 2023"
Consumer Durables,149353.0,-2777.0,2023-01-31,CAPITAL_GOODS,CDSL,"January 31, 2023"
Construction Materials,77538.0,-261.0,2023-01-31,CEMENT,CDSL,"January 31, 2023"
Chemicals,95788.0,-746.0,2023-01-31,CHEMICALS,CDSL,"January 31, 2023"
Forest Materials,1915.0,55.0,2023-01-31,COMMODITIES,CDSL,"January 31, 2023"
Diversified,3080.0,90.0,2023-01-31,DIVERSIFIED,CDSL,"January 31, 2023"
Others,11613.0,15.0,2023-01-31,DIVERSIFIED,CDSL,"January 31, 2023"
"Oil, Gas & Consumable Fuels",487290.0,-7596.0,2023-01-31,ENERGY,CDSL,"January 31, 2023"
Power,170738.0,-416.0,2023-01-31,ENERGY,CDSL,"January 31, 2023"
Financial Services,1512278.0,-15204.0,2023-01-31,FINANCIAL_SERVICES,CDSL,"January 31, 2023"
Fast Moving Consumer Goods,322753.0,-907.0,2023-01-31,FMCG,CDSL,"January 31, 2023"
Healthcare,227272.0,228.0,2023-01-31,HEALTHCARE,CDSL,"January 31, 2023"
Construction,77749.0,1591.0,2023-01-31,INFRASTRUCTURE,CDSL,"January 31, 2023"
Utilities,568.0,9.0,2023-01-31,INFRASTRUCTURE,CDSL,"January 31, 2023"
Information Technology,517061.0,-2137.0,2023-01-31,IT,CDSL,"January 31, 2023"
"Media, Entertainment & Publication",19247.0,-454.0,2023-01-31,MEDIA,CDSL,"January 31, 2023"
Metals & Mining,162632.0,4369.0,2023-01-31,METAL,CDSL,"January 31, 2023"
Realty,53874.0,-325.0,2023-01-31,REALTY,CDSL,"January 31, 2023"
Consumer Services,104336.0,-1560.0,2023-01-31,SERVICES,CDSL,"January 31, 2023"
Services,70212.0,-1295.0,2023-01-31,SERVICES,CDSL,"January 31, 2023"
Telecommunication,116219.0,-2300.0,2023-01-31,TELECOM,CDSL,"January 31, 2023"
Textiles,18278.0,-168.0,2023-01-31,TEXTILES,CDSL,"January 31, 2023"
Automobile and Auto Components,271579.0,3053.0,2023-02-15,AUTO,CDSL,"February 15, 2023"
Capital Goods,135436.0,1255.0,2023-02-15,CAPITAL_GOODS,CDSL,"February 15, 2023"
Consumer Durables,152506.0,-2186.0,2023-02-15,CAPITAL_GOODS,CDSL,"February 15, 2023"
Construction Materials,77610.0,-763.0,2023-02-15,CEMENT,CDSL,"February 15, 2023"
Chemicals,96017.0,-722.0,2023-02-15,CHEMICALS,CDSL,"February 15, 2023"
Forest Materials,1808.0,33.0,2023-02-15,COMMODITIES,CDSL,"February 15, 2023"
Diversified,2961.0,-4.0,2023-02-15,DIVERSIFIED,CDSL,"February 15, 2023"
Others,10788.0,-30.0,2023-02-15,DIVERSIFIED,CDSL,"February 15, 2023"
"Oil, Gas & Consumable Fuels",472425.0,-11035.0,2023-02-15,ENERGY,CDSL,"February 15, 2023"
Power,132716.0,-2103.0,2023-02-15,ENERGY,CDSL,"February 15, 2023"
Financial Services,1551087.0,-6135.0,2023-02-15,FINANCIAL_SERVICES,CDSL,"February 15, 2023"
Fast Moving Consumer Goods,329163.0,-848.0,2023-02-15,FMCG,CDSL,"February 15, 2023"
Healthcare,226636.0,1222.0,2023-02-15,HEALTHCARE,CDSL,"February 15, 2023"
Construction,79322.0,1312.0,2023-02-15,INFRASTRUCTURE,CDSL,"February 15, 2023"
Utilities,571.0,3.0,2023-02-15,INFRASTRUCTURE,CDSL,"February 15, 2023"
Information Technology,539204.0,3101.0,2023-02-15,IT,CDSL,"February 15, 2023"
"Media, Entertainment & Publication",18704.0,-278.0,2023-02-15,MEDIA,CDSL,"February 15, 2023"
Metals & Mining,133633.0,-97.0,2023-02-15,METAL,CDSL,"February 15, 2023"
Realty,53285.0,-32.0,2023-02-15,REALTY,CDSL,"February 15, 2023"
Consumer Services,105237.0,-1320.0,2023-02-15,SERVICES,CDSL,"February 15, 2023"
Services,66663.0,-1792.0,2023-02-15,SERVICES,CDSL,"February 15, 2023"
Telecommunication,119041.0,-797.0,2023-02-15,TELECOM,CDSL,"February 15, 2023"
Textiles,17083.0,-429.0,2023-02-15,TEXTILES,CDSL,"February 15, 2023"
Automobile and Auto Components,261143.0,895.0,2023-02-28,AUTO,CDSL,"February 28, 2023"
Capital Goods,135845.0,2664.0,2023-02-28,CAPITAL_GOODS,CDSL,"February 28, 2023"
Consumer Durables,149407.0,-1384.0,2023-02-28,CAPITAL_GOODS,CDSL,"February 28, 2023"
Construction Materials,77897.0,106.0,2023-02-28,CEMENT,CDSL,"February 28, 2023"
Chemicals,92854.0,-363.0,2023-02-28,CHEMICALS,CDSL,"February 28, 2023"
Forest Materials,1771.0,54.0,2023-02-28,COMMODITIES,CDSL,"February 28, 2023"
Diversified,2814.0,-182.0,2023-02-28,DIVERSIFIED,CDSL,"February 28, 2023"
Others,10016.0,72.0,2023-02-28,DIVERSIFIED,CDSL,"February 28, 2023"
"Oil, Gas & Consumable Fuels",450791.0,-4973.0,2023-02-28,ENERGY,CDSL,"February 28, 2023"
Power,123729.0,-2848.0,2023-02-28,ENERGY,CDSL,"February 28, 2023"
Financial Services,1494557.0,105.0,2023-02-28,FINANCIAL_SERVICES,CDSL,"February 28, 2023"
Fast Moving Consumer Goods,323108.0,-244.0,2023-02-28,FMCG,CDSL,"February 28, 2023"
Healthcare,219723.0,931.0,2023-02-28,HEALTHCARE,CDSL,"February 28, 2023"
Construction,77000.0,437.0,2023-02-28,INFRASTRUCTURE,CDSL,"February 28, 2023"
Utilities,528.0,-2.0,2023-02-28,INFRASTRUCTURE,CDSL,"February 28, 2023"
Information Technology,511446.0,1069.0,2023-02-28,IT,CDSL,"February 28, 2023"
"Media, Entertainment & Publication",17107.0,152.0,2023-02-28,MEDIA,CDSL,"February 28, 2023"
Metals & Mining,118820.0,-2642.0,2023-02-28,METAL,CDSL,"February 28, 2023"
Realty,50954.0,-71.0,2023-02-28,REALTY,CDSL,"February 28, 2023"
Consumer Services,102991.0,-224.0,2023-02-28,SERVICES,CDSL,"February 28, 2023"
Services,68240.0,1963.0,2023-02-28,SERVICES,CDSL,"February 28, 2023"
Telecommunication,113635.0,-310.0,2023-02-28,TELECOM,CDSL,"February 28, 2023"
Textiles,16680.0,-498.0,2023-02-28,TEXTILES,CDSL,"February 28, 2023"
Automobile and Auto Components,254734.0,3065.0,2023-03-15,AUTO,CDSL,"March 15, 2023"
Capital Goods,134467.0,1931.0,2023-03-15,CAPITAL_GOODS,CDSL,"March 15, 2023"
Consumer Durables,147908.0,-1700.0,2023-03-15,CAPITAL_GOODS,CDSL,"March 15, 2023"
Construction Materials,77233.0,668.0,2023-03-15,CEMENT,CDSL,"March 15, 2023"
Chemicals,92805.0,-78.0,2023-03-15,CHEMICALS,CDSL,"March 15, 2023"
Forest Materials,1787.0,70.0,2023-03-15,COMMODITIES,CDSL,"March 15, 2023"
Diversified,2800.0,-171.0,2023-03-15,DIVERSIFIED,CDSL,"March 15, 2023"
Others,10069.0,301.0,2023-03-15,DIVERSIFIED,CDSL,"March 15, 2023"
"Oil, Gas & Consumable Fuels",442430.0,-1010.0,2023-03-15,ENERGY,CDSL,"March 15, 2023"
Power,146019.0,2701.0,2023-03-15,ENERGY,CDSL,"March 15, 2023"
Financial Services,1448187.0,527.0,2023-03-15,FINANCIAL_SERVICES,CDSL,"March 15, 2023"
Fast Moving Consumer Goods,320226.0,771.0,2023-03-15,FMCG,CDSL,"March 15, 2023"
Healthcare,218278.0,-1805.0,2023-03-15,HEALTHCARE,CDSL,"March 15, 2023"
Construction,80682.0,1431.0,2023-03-15,INFRASTRUCTURE,CDSL,"March 15, 2023"
Utilities,543.0,2.0,2023-03-15,INFRASTRUCTURE,CDSL,"March 15, 2023"
Information Technology,491209.0,-4485.0,2023-03-15,IT,CDSL,"March 15, 2023"
"Media, Entertainment & Publication",16821.0,-95.0,2023-03-15,MEDIA,CDSL,"March 15, 2023"
Metals & Mining,134240.0,1984.0,2023-03-15,METAL,CDSL,"March 15, 2023"
Realty,50104.0,-132.0,2023-03-15,REALTY,CDSL,"March 15, 2023"
Consumer Services,101126.0,-147.0,2023-03-15,SERVICES,CDSL,"March 15, 2023"
Services,78395.0,8857.0,2023-03-15,SERVICES,CDSL,"March 15, 2023"
Telecommunication,113247.0,-252.0,2023-03-15,TELECOM,CDSL,"March 15, 2023"
Textiles,16355.0,-345.0,2023-03-15,TEXTILES,CDSL,"March 15, 2023"
Automobile and Auto Components,252949.0,2695.0,2023-03-31,AUTO,CDSL,"March 31, 2023"
Capital Goods,136503.0,2507.0,2023-03-31,CAPITAL_GOODS,CDSL,"March 31, 2023"
Consumer Durables,148719.0,261.0,2023-03-31,CAPITAL_GOODS,CDSL,"March 31, 2023"
Construction Materials,82424.0,1423.0,2023-03-31,CEMENT,CDSL,"March 31, 2023"
Chemicals,94397.0,280.0,2023-03-31,CHEMICALS,CDSL,"March 31, 2023"
Forest Materials,1897.0,106.0,2023-03-31,COMMODITIES,CDSL,"March 31, 2023"
Diversified,2761.0,7.0,2023-03-31,DIVERSIFIED,CDSL,"March 31, 2023"
Others,11559.0,34.0,2023-03-31,DIVERSIFIED,CDSL,"March 31, 2023"
"Oil, Gas & Consumable Fuels",450559.0,-6824.0,2023-03-31,ENERGY,CDSL,"March 31, 2023"
Power,149148.0,3214.0,2023-03-31,ENERGY,CDSL,"March 31, 2023"
Financial Services,1495819.0,-556.0,2023-03-31,FINANCIAL_SERVICES,CDSL,"March 31, 2023"
Fast Moving Consumer Goods,332767.0,1765.0,2023-03-31,FMCG,CDSL,"March 31, 2023"
Healthcare,220571.0,-1587.0,2023-03-31,HEALTHCARE,CDSL,"March 31, 2023"
Construction,81404.0,2224.0,2023-03-31,INFRASTRUCTURE,CDSL,"March 31, 2023"
Utilities,572.0,12.0,2023-03-31,INFRASTRUCTURE,CDSL,"March 31, 2023"
Information Technology,489322.0,-6910.0,2023-03-31,IT,CDSL,"March 31, 2023"
"Media, Entertainment & Publication",17472.0,-318.0,2023-03-31,MEDIA,CDSL,"March 31, 2023"
Metals & Mining,130571.0,2938.0,2023-03-31,METAL,CDSL,"March 31, 2023"
Realty,51177.0,104.0,2023-03-31,REALTY,CDSL,"March 31, 2023"
Consumer Services,103435.0,110.0,2023-03-31,SERVICES,CDSL,"March 31, 2023"
Services,77127.0,7246.0,2023-03-31,SERVICES,CDSL,"March 31, 2023"
Telecommunication,111860.0,-459.0,2023-03-31,TELECOM,CDSL,"March 31, 2023"
Textiles,15516.0,-336.0,2023-03-31,TEXTILES,CDSL,"March 31, 2023"
Automobile and Auto Components,267824.0,820.0,2023-04-15,AUTO,CDSL,"April 15, 2023"
Capital Goods,139807.0,2139.0,2023-04-15,CAPITAL_GOODS,CDSL,"April 15, 2023"
Consumer Durables,151041.0,868.0,2023-04-15,CAPITAL_GOODS,CDSL,"April 15, 2023"
Construction Materials,83927.0,1367.0,2023-04-15,CEMENT,CDSL,"April 15, 2023"
Chemicals,97495.0,632.0,2023-04-15,CHEMICALS,CDSL,"April 15, 2023"
Forest Materials,1999.0,105.0,2023-04-15,COMMODITIES,CDSL,"April 15, 2023"
Diversified,2955.0,14.0,2023-04-15,DIVERSIFIED,CDSL,"April 15, 2023"
Others,10702.0,228.0,2023-04-15,DIVERSIFIED,CDSL,"April 15, 2023"
