symbol,date,announcement_type,seq_id,sentiment,sentiment_score,guidance_direction,guidance_score,capex_signal,capex_amount_cr,themes,key_statement,processed_at
TMCV,2026-06-23,ANALYST_MEET,106671417,BULLISH,1,NOT_GIVEN,0,NO,,,No specific statements were provided in the given description.,2026-07-03 05:02
ESCORTS,2026-06-22,ANALYST_MEET,106669530,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 05:02
ESCORTS,2026-06-22,ANALYST_MEET,106669538,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 05:02
ASKAUTOLTD,2026-06-22,ANALYST_MEET,106669566,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific guidance or key statements were provided in the given text.,2026-07-03 05:02
PRECAM,2026-06-22,ANALYST_MEET,106669593,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals were mentioned in the given text.,2026-07-03 05:02
KISSHT,2026-06-22,ANALYST_MEET,106669670,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the update.,2026-07-03 05:02
WEWORK,2026-06-22,ANALYST_MEET,106669658,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 05:02
SCHAND,2026-06-22,ANALYST_MEET,106669678,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals were provided in the announcement.,2026-07-03 05:02
CARERATING,2026-06-22,ANALYST_MEET,106669694,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 05:02
GLOTTIS,2026-06-22,ANALYST_MEET,106669697,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 05:02
GALAXYSURF,2026-06-22,ANALYST_MEET,106669507,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 05:02
UTIAMC,2026-06-22,ANALYST_MEET,106669709,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 05:02
BORORENEW,2026-06-22,ANALYST_MEET,106669323,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 05:02
KTKBANK,2026-06-22,ANALYST_MEET,106669498,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 05:03
AMAGI,2026-06-22,ANALYST_MEET,106669479,NEUTRAL,0,NOT_GIVEN,0,NO,,,Amagi is participating in a Non-Deal Roadshow in Singapore to meet investors.,2026-07-03 05:03
POLICYBZR,2026-06-22,ANALYST_MEET,106669412,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 05:03
CMPDI,2026-06-22,ANALYST_MEET,106669358,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 05:03
CMPDI,2026-06-22,ANALYST_MEET,106669354,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 05:03
ALLTIME,2026-06-22,ANALYST_MEET,106669353,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 05:03
COSMOFIRST,2026-06-22,ANALYST_MEET,106669319,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 05:03
SWANDEF,2026-06-22,ANALYST_MEET,106669237,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 05:03
ZYDUSWELL,2026-06-22,ANALYST_MEET,106669178,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 05:03
VARROC,2026-06-22,ANALYST_MEET,106669127,BULLISH,1,RAISED,2,YES,,CAPEX_CYCLE,Management expects 25% revenue growth in FY27 driven by new order wins.,2026-07-03 05:03
ESSENTIA,2026-06-22,RESULT_UPDATE,106669719,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Integra Essentia Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listi,2026-07-03 05:03
GUJENERGY,2026-06-22,ANALYST_MEET,106669660,NEUTRAL,0,NOT_GIVEN,0,NO,,,No key statement available as this is a meet schedule announcement.,2026-07-03 05:03
PARACABLES,2026-06-22,ANALYST_MEET,106669809,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 05:04
ONEPOINT,2026-06-22,RESULT_UPDATE,106669726,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from One Point One Solutions Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI,2026-07-03 05:04
MSUMI,2026-06-22,ANALYST_MEET,106670268,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 05:04
AXISBANK,2026-06-22,ANALYST_MEET,106670203,BULLISH,1,RAISED,2,NO,,"EXPORT_GROWTH,INDIA_PLUS_ONE","We expect 15-17% loan growth in FY27, driven by strong export growth and pick-up in capex.",2026-07-03 05:04
JINDALSTEL,2026-06-22,ANALYST_MEET,106670193,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 05:04
CEIGALL,2026-06-22,ANALYST_MEET,106670079,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific information available for this analyst meet.,2026-07-03 05:04
NPST,2026-06-22,ANALYST_MEET,106669972,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 05:04
RBLBANK,2026-06-22,ANALYST_MEET,106669965,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 05:04
TATASTEEL,2026-06-22,ANALYST_MEET,106669907,BULLISH,1,NOT_GIVEN,0,NO,,,No key statement available as this is a meet announcement.,2026-07-03 05:04
LANDMARK,2026-06-22,ANALYST_MEET,106669883,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 05:04
GLAND,2026-06-22,ANALYST_MEET,106669983,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific information available in the given announcement.,2026-07-03 05:04
SOFTTECH,2026-06-22,ANALYST_MEET,106669803,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signal found in the given description.,2026-07-03 05:04
TARAPUR,2026-06-22,RESULT_UPDATE,106669752,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Tarapur Transformers Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (L,2026-07-03 05:04
REGAAL,2026-06-22,RESULT_UPDATE,106669769,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Regaal Resources Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listi,2026-07-03 05:05
EASTSILK,2026-06-22,RESULT_UPDATE,106669738,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Eastern Silk Industries Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI,2026-07-03 05:05
MUNJALAU,2026-06-22,RESULT_UPDATE,106669743,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Munjal Auto Industries Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI ,2026-07-03 05:05
AKG,2026-06-22,RESULT_UPDATE,106669745,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Akg Exim Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing Oblig,2026-07-03 05:05
BALPHARMA,2026-06-22,RESULT_UPDATE,106669754,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Bal Pharma Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing Obl,2026-07-03 05:05
NIMBSPROJ,2026-06-22,RESULT_UPDATE,106669735,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Nimbus Projects Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listin,2026-07-03 05:05
ORCHASP,2026-06-22,RESULT_UPDATE,106669756,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Orchasp Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing Obliga,2026-07-03 05:05
WONDERLA,2026-06-22,ANALYST_MEET,106669758,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 05:05
WONDERLA,2026-06-22,ANALYST_MEET,106669757,BULLISH,1,NOT_GIVEN,0,NO,,,No key statement available as this is a meet announcement.,2026-07-03 05:05
GABRIEL,2026-06-22,RESULT_UPDATE,106669759,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Gabriel India Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing ,2026-07-03 05:05
NAZARA,2026-06-22,ANALYST_MEET,106669762,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 05:05
VEDPOWER,2026-06-21,ANALYST_MEET,106669014,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 05:05
VEDL,2026-06-21,ANALYST_MEET,106669010,BULLISH,1,NOT_GIVEN,0,NO,,,No key statement available as this is a meet announcement.,2026-07-03 05:06
VOGL,2026-06-21,ANALYST_MEET,106669012,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 05:06
KMEW,2026-06-21,ANALYST_MEET,106669048,BULLISH,1,RAISED,2,YES,,CAPEX_CYCLE,Management is optimistic about the order book and expects 25% revenue growth in FY27.,2026-07-03 05:06
ATHERENERG,2026-06-21,ANALYST_MEET,106669041,BULLISH,1,NOT_GIVEN,0,NO,,,No key statement available as this is a meet announcement.,2026-07-03 05:06
MANYAVAR,2026-06-21,ANALYST_MEET,106669050,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific guidance or key statements mentioned in the update.,2026-07-03 05:06
ANIKINDS,2026-06-20,RESULT_UPDATE,106668633,NEUTRAL,0,NOT_GIVEN,0,NO,,,Company has informed about reasons for delayed/non-submission of financial results.,2026-07-03 05:06
MAXIND,2026-06-20,ANALYST_MEET,106668650,NEUTRAL,0,NOT_GIVEN,0,NO,,,No key statement available as this is a meet announcement.,2026-07-03 05:06
ANTELOPUS,2026-06-20,ANALYST_MEET,106668672,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:06
AMBER,2026-06-20,ANALYST_MEET,106668688,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:06
OLECTRA,2026-06-20,ANALYST_MEET,106668750,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:06
BALRAMCHIN,2026-06-20,ANALYST_MEET,106668759,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:06
VISL,2026-06-20,ANALYST_MEET,106668886,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:06
VEDL,2026-06-20,ANALYST_MEET,106668783,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:06
CONFIPET,2026-06-20,ANALYST_MEET,106668872,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:06
STEELXIND,2026-06-20,ANALYST_MEET,106668880,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:06
RATNAVEER,2026-06-20,ANALYST_MEET,106668889,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:06
ANUP,2026-06-20,ANALYST_MEET,106668943,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:06
LT,2026-06-20,ANALYST_MEET,106668949,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:06
JYOTICNC,2026-06-20,ANALYST_MEET,106668953,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:06
LT,2026-06-20,ANALYST_MEET,106668977,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:06
BALRAMCHIN,2026-06-20,ANALYST_MEET,106668788,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:06
HINDOILEXP,2026-06-19,ANALYST_MEET,106667921,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:06
HEALTHX,2026-06-19,ANALYST_MEET,106667761,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:06
SHRINGARMS,2026-06-19,ANALYST_MEET,106667835,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:06
KRISHNADEF,2026-06-19,ANALYST_MEET,106667914,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:06
CONCORDBIO,2026-06-19,ANALYST_MEET,106667915,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:06
BEL,2026-06-19,ANALYST_MEET,106668005,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:06
CROMPTON,2026-06-19,ANALYST_MEET,106667949,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:06
CROMPTON,2026-06-19,ANALYST_MEET,106667948,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:06
APTUS,2026-06-19,ANALYST_MEET,106668003,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:06
PRINCEPIPE,2026-06-19,ANALYST_MEET,106667739,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:06
FCL,2026-06-19,ANALYST_MEET,106668056,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:06
APLLTD,2026-06-19,ANALYST_MEET,106668077,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:06
HDFCAMC,2026-07-02,ANALYST_MEET,106684204,NEUTRAL,0,NOT_GIVEN,0,NO,,BANKING_CREDIT,"Company announced a conference call to discuss financial results for the quarter ended June 30, 2026.",2026-07-03 05:01
CMRGREEN,2026-07-02,ANALYST_MEET,106684670,NEUTRAL,0,NOT_GIVEN,0,NO,,,Company provided an investor presentation without specific forward-looking guidance or capex details.,2026-07-03 05:01
TATASTEEL,2026-07-02,ANALYST_MEET,106684117,NEUTRAL,0,NOT_GIVEN,0,NO,,,Company provided an investor presentation without specific forward-looking guidance or capex updates.,2026-07-03 05:01
EBGNG,2026-07-02,ANALYST_MEET,106684235,NEUTRAL,0,NOT_GIVEN,0,NO,,,Company announced a schedule for an Analysts/Institutional Investor Meet.,2026-07-03 05:01
SEDEMAC,2026-07-02,ANALYST_MEET,106684554,NEUTRAL,0,NOT_GIVEN,0,NO,,,Company shared an investor presentation; no specific financial guidance or capex updates provided in the text.,2026-07-03 05:01
LTF,2026-07-02,ANALYST_MEET,106684587,NEUTRAL,0,NOT_GIVEN,0,NO,,,Company announced a schedule for an analyst and institutional investor meeting.,2026-07-03 05:02
ANANDRATHI,2026-07-02,ANALYST_MEET,106684662,NEUTRAL,0,NOT_GIVEN,0,NO,,,Company announced the schedule for the Q1 and FY27 earnings conference call.,2026-07-03 05:02
CMRGREEN,2026-07-02,ANALYST_MEET,106684385,NEUTRAL,0,NOT_GIVEN,0,NO,,,Company provided an investor presentation without specific forward-looking guidance or capex details.,2026-07-03 05:02
AFFLE,2026-07-02,ANALYST_MEET,106684677,NEUTRAL,0,NOT_GIVEN,0,NO,,,Company announced a schedule for an analyst and institutional investor meeting.,2026-07-03 05:02
SHIVAUM,2026-07-02,RESULT_UPDATE,106684719,NEUTRAL,0,NOT_GIVEN,0,NO,,,"Company provided a regulatory clarification regarding its financial results for the quarter ended March 31, 2026.",2026-07-03 05:02
NH,2026-07-02,RESULT_UPDATE,106684726,NEUTRAL,0,NOT_GIVEN,0,NO,,,Company provided a formal reply to the exchange regarding clarifications on financial results.,2026-07-03 05:03
DIXON,2026-07-02,ANALYST_MEET,106684746,NEUTRAL,0,NOT_GIVEN,0,NO,,,Company conducted an analyst and institutional investor meet to provide business updates.,2026-07-03 05:03
SUZLON,2026-07-02,ANALYST_MEET,106684055,NEUTRAL,0,NOT_GIVEN,0,NO,,,Company announced a schedule for an Analysts/Institutional Investor Meet.,2026-07-03 05:03
AMIRCHAND,2026-07-01,RESULT_UPDATE,106682914,NEUTRAL,0,NOT_GIVEN,0,NO,,,"Company provided a regulatory clarification regarding its financial results for the quarter ended March 31, 2026.",2026-07-03 05:03
ANUP,2026-07-01,ANALYST_MEET,106683290,NEUTRAL,0,NOT_GIVEN,0,NO,,,Company announced a schedule for an Analysts/Institutional Investor Meet.,2026-07-03 05:03
VENTIVE,2026-07-01,ANALYST_MEET,106683278,NEUTRAL,0,NOT_GIVEN,0,NO,,,Company informed the exchange regarding participation in an Investors Conference.,2026-07-03 05:04
ASTRAL,2026-07-01,ANALYST_MEET,106683241,NEUTRAL,0,NOT_GIVEN,0,NO,,,Transcript of analyst meet provided without specific forward-looking guidance or capex updates.,2026-07-03 05:04
VOEPL,2026-07-01,ANALYST_MEET,106683192,NEUTRAL,0,NOT_GIVEN,0,NO,,,Company announced a schedule for an Analysts/Institutional Investor Meet.,2026-07-03 05:04
GOLDIAM,2026-07-01,ANALYST_MEET,106683095,NEUTRAL,0,NOT_GIVEN,0,NO,,,Company announced a schedule for an Analysts/Institutional Investor Meet.,2026-07-03 05:04
INDOWIND,2026-07-01,RESULT_UPDATE,106683083,NEUTRAL,0,NOT_GIVEN,0,NO,,,"Company provided a regulatory clarification regarding its financial results for the quarter ended March 31, 2026.",2026-07-03 05:04
CREATIVEYE,2026-07-01,RESULT_UPDATE,106683074,NEUTRAL,0,NOT_GIVEN,0,NO,,,Company provided a regulatory clarification to the exchange regarding its financial results.,2026-07-03 05:05
FINPIPE,2026-07-01,RESULT_UPDATE,106683050,NEUTRAL,0,NOT_GIVEN,0,NO,,,"Company provided a regulatory clarification regarding its financial results for the quarter ended March 31, 2026.",2026-07-03 05:05
ASIL,2026-07-01,RESULT_UPDATE,106682882,NEUTRAL,0,NOT_GIVEN,0,NO,,,"Company provided a regulatory clarification regarding its financial results for the quarter ended June 30, 2025.",2026-07-03 05:05
HOMEFIRST,2026-07-01,ANALYST_MEET,106682911,NEUTRAL,0,NOT_GIVEN,0,NO,,BANKING_CREDIT,Company conducted an investor meet to provide business updates to analysts and institutional investors.,2026-07-03 05:05
ALLCARGO,2026-07-01,RESULT_UPDATE,106682902,NEUTRAL,0,NOT_GIVEN,0,NO,,,"Company provided a regulatory clarification regarding its financial results for the quarter ended March 31, 2026.",2026-07-03 05:05
MASTERTR,2026-07-01,RESULT_UPDATE,106682895,NEUTRAL,0,NOT_GIVEN,0,NO,,,Company provided a regulatory clarification to the exchange regarding its financial results.,2026-07-03 05:06
KSHITIJPOL,2026-07-01,RESULT_UPDATE,106682893,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company has clarified its financial results for the quarter ended 31-Mar-2026.,2026-07-03 05:06
RMCL,2026-07-01,RESULT_UPDATE,106682884,NEUTRAL,0,MAINTAINED,1,NO,,,The company has clarified its financial results for the quarter ended 30-Sep-2025.,2026-07-03 05:06
GVPIL,2026-07-01,ANALYST_MEET,106683334,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific information available for this analyst meet.,2026-07-03 05:06
VIKRAN,2026-07-01,ANALYST_MEET,106682864,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 05:06
WEALTH,2026-07-01,ANALYST_MEET,106682613,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the investor presentation.,2026-07-03 05:06
SENORES,2026-07-01,ANALYST_MEET,106683306,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 05:07
DIACABS,2026-07-01,ANALYST_MEET,106683292,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 05:07
GVPIL,2026-07-01,ANALYST_MEET,106683339,BULLISH,1,RAISED,2,YES,,CAPEX_CYCLE,Management expects 25% YoY growth in order intake for FY27.,2026-07-03 05:07
BGRENERGY,2026-07-01,RESULT_UPDATE,106683537,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company has clarified its financial results for the quarter ended 31-Mar-2026.,2026-07-03 05:07
PERSISTENT,2026-07-01,ANALYST_MEET,106683924,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 05:07
CAMLINFINE,2026-07-01,ANALYST_MEET,106683826,NEUTRAL,0,NOT_GIVEN,0,NO,,,Company provided general updates during the analyst and institutional investor meeting.,2026-07-03 05:07
TATACAP,2026-07-01,ANALYST_MEET,106683758,NEUTRAL,0,NOT_GIVEN,0,NO,,,Company announced a schedule for an Institutional Investor and Analyst meeting.,2026-07-03 05:07
SAMBHV,2026-07-01,ANALYST_MEET,106683729,NEUTRAL,0,NOT_GIVEN,0,NO,,,Company announced a schedule for an Analysts/Institutional Investor Meet.,2026-07-03 05:07
VENTIVE,2026-07-01,ANALYST_MEET,106683651,NEUTRAL,0,NOT_GIVEN,0,NO,,,Company announced participation in an Investors Conference; no operational updates provided.,2026-07-03 05:07
TCIFINANCE,2026-07-01,RESULT_UPDATE,106683548,NEUTRAL,0,NOT_GIVEN,0,NO,,,Company provided a regulatory clarification to the exchange regarding its financial results.,2026-07-03 05:07
AFFLE,2026-07-01,ANALYST_MEET,106683543,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
CPEDU,2026-07-01,RESULT_UPDATE,106683541,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
PERSISTENT,2026-07-01,ANALYST_MEET,106683907,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
DCW,2026-07-01,ANALYST_MEET,106683536,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
PACEDIGITK,2026-07-01,RESULT_UPDATE,106683511,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
BALKRISHNA,2026-07-01,RESULT_UPDATE,106683508,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
PPL,2026-07-01,RESULT_UPDATE,106683492,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
WANBURY,2026-07-01,ANALYST_MEET,106683489,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
AMAGI,2026-07-01,ANALYST_MEET,106683428,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
POCL,2026-07-01,ANALYST_MEET,106683397,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
UNIVAFOODS,2026-07-01,RESULT_UPDATE,106683516,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
GRAPHITE,2026-06-30,ANALYST_MEET,106681180,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
INDIAMART,2026-06-30,ANALYST_MEET,106681615,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
IDEA,2026-06-30,ANALYST_MEET,106681408,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
ZIMLAB,2026-06-30,ANALYST_MEET,106681356,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
LAXMIDENTL,2026-06-30,ANALYST_MEET,106681340,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
PATELRMART,2026-06-30,ANALYST_MEET,106681272,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
AVG,2026-06-30,ANALYST_MEET,106681243,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
SHYAMMETL,2026-06-30,ANALYST_MEET,106680769,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
GRAPHITE,2026-06-30,ANALYST_MEET,106681179,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
SAIPARENT,2026-06-30,ANALYST_MEET,106681090,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
ANTGRAPHIC,2026-06-30,RESULT_UPDATE,106680880,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
PTCIL,2026-06-30,ANALYST_MEET,106680721,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
CARTRADE,2026-06-30,ANALYST_MEET,106680570,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
DUCON,2026-06-30,ANALYST_MEET,106680566,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
IFGLEXPOR,2026-06-30,ANALYST_MEET,106681649,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
BANKINDIA,2026-06-30,ANALYST_MEET,106681644,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
ZIMLAB,2026-06-30,ANALYST_MEET,106682406,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
TRANSRAILL,2026-06-30,ANALYST_MEET,106681749,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
TECHM,2026-06-30,ANALYST_MEET,106682161,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
CLEANMAX,2026-06-30,ANALYST_MEET,106682373,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
SAIPARENT,2026-06-30,ANALYST_MEET,106682216,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
PNGSREVA,2026-06-30,ANALYST_MEET,106682207,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
NUVOCO,2026-06-30,ANALYST_MEET,106682175,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
THOMASCOTT,2026-06-30,ANALYST_MEET,106682053,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
SBICARD,2026-06-30,ANALYST_MEET,106681942,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
TMPV,2026-06-30,ANALYST_MEET,106681929,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
GEOJITFSL,2026-06-30,ANALYST_MEET,106681909,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
KALYANI,2026-06-30,RESULT_UPDATE,106681819,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
HEG,2026-06-30,ANALYST_MEET,106681797,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
SWANDEF,2026-06-30,ANALYST_MEET,106681762,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
ALKEM,2026-06-29,ANALYST_MEET,106679099,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
DIACABS,2026-06-29,ANALYST_MEET,106679441,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
JBFIND,2026-06-29,RESULT_UPDATE,106679407,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
