rank,symbol,sector,close,conviction,tier,supporting_evidence,primary_risk,bull_run_score,ml_bull_run_score,prox_52w_high_pct,trend_signal,adv_20d_cr,regime,as_of_date
1132,INOXGREEN,POWER,181.54,31.7,WATCH,broad composite strength only,ML model disagrees,34.8,26.0,-34.9,DOWNTREND,26.36,NEUTRAL,2026-08-18
1133,IREDA,ENERGY,116.85,31.7,WATCH,broad composite strength only,ML model disagrees,35.0,20.2,-28.5,DOWNTREND,58.34,NEUTRAL,2026-08-18
1134,GOPAL,FMCG,270.75,31.7,WATCH,broad composite strength only,ML model disagrees,38.2,20.3,-32.0,DOWNTREND,4.68,NEUTRAL,2026-08-18
1135,TATAELXSI,IT,3760.0,31.7,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,36.7,20.3,-36.8,DOWNTREND,138.41,NEUTRAL,2026-08-18
1136,KRSNAA,HEALTHCARE,558.45,31.7,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,36.2,20.1,-37.6,DOWNTREND,4.77,NEUTRAL,2026-08-18
1137,ICEMAKE,CAPITAL_GOODS,722.45,31.6,WATCH,broad composite strength only,ML model disagrees,37.3,20.7,-21.5,DOWNTREND,3.64,NEUTRAL,2026-08-18
1138,ASTRAZEN,PHARMA,7640.5,31.6,WATCH,broad composite strength only,ML model disagrees,37.4,21.0,-22.4,DOWNTREND,11.43,NEUTRAL,2026-08-18
1139,BOROSCI,CAPITAL_GOODS,132.69,31.6,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,37.7,38.7,-26.6,CONSOLIDATING,1.34,NEUTRAL,2026-08-18
1140,PNBGILTS,FINANCIAL_SERVICES,80.34,31.5,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,36.8,21.2,-24.2,CONSOLIDATING,2.37,NEUTRAL,2026-08-18
1141,BIKAJI,TEXTILES,613.65,31.5,WATCH,broad composite strength only,ML model disagrees,36.5,20.2,-25.0,DOWNTREND,6.55,NEUTRAL,2026-08-18
1142,NAVKARCORP,POWER,98.89,31.4,WATCH,broad composite strength only,ML model disagrees,36.6,20.4,-25.4,CONSOLIDATING,4.21,NEUTRAL,2026-08-18
1143,AHLUCONT,INFRASTRUCTURE,793.85,31.3,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,37.3,21.7,-26.4,DOWNTREND,2.64,NEUTRAL,2026-08-18
1144,BHARATWIRE,METAL,192.92,31.2,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,38.0,23.0,-26.4,CONSOLIDATING,2.75,NEUTRAL,2026-08-18
1145,MSPL,METAL,34.47,31.2,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,38.1,20.4,-25.3,DOWNTREND,2.87,NEUTRAL,2026-08-18
1146,NATCOPHARM,PHARMA,889.8,31.2,WATCH,broad composite strength only,ML model disagrees,35.2,20.6,-27.5,DOWNTREND,39.94,NEUTRAL,2026-08-18
1147,PATELENG,INFRASTRUCTURE,28.48,31.2,WATCH,broad composite strength only,ML model disagrees,34.3,22.5,-33.4,DOWNTREND,11.49,NEUTRAL,2026-08-18
1148,KIRIINDUS,CHEMICALS,410.45,31.2,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,34.9,24.4,-47.3,DOWNTREND,12.48,NEUTRAL,2026-08-18
1149,EPACKPEB,CAPITAL_GOODS,221.55,31.1,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,34.8,44.0,-35.6,DOWNTREND,40.23,NEUTRAL,2026-08-18
1150,EMBDL,REALTY,63.11,31.1,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,33.6,20.2,-40.3,INSUFFICIENT_DATA,14.12,NEUTRAL,2026-08-18
1151,SWSOLAR,INFRASTRUCTURE,203.62,31.0,WATCH,volatility squeeze (breakout setup),ML model disagrees,37.7,21.6,-27.7,DOWNTREND,17.69,NEUTRAL,2026-08-18
1152,SHRIRAMPPS,REALTY,76.27,31.0,WATCH,broad composite strength only,ML model disagrees,37.5,20.4,-23.3,DOWNTREND,3.89,NEUTRAL,2026-08-18
1153,EMAMILTD,FMCG,404.5,31.0,WATCH,broad composite strength only,ML model disagrees,34.7,20.1,-34.6,DOWNTREND,26.55,NEUTRAL,2026-08-18
1154,GESHIP,AUTO,1274.9,31.0,WATCH,broad composite strength only,ML model disagrees,36.6,29.8,-29.1,DOWNTREND,128.26,NEUTRAL,2026-08-18
1155,VENTIVE,HOSPITALITY,592.2,31.0,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,38.7,20.3,-25.4,DOWNTREND,1.12,NEUTRAL,2026-08-18
1156,MOBIKWIK,FINANCIAL_SERVICES,202.83,30.9,WATCH,volatility squeeze (breakout setup),35%+ below its 52w high -- long repair needed,33.4,24.4,-39.3,DOWNTREND,39.37,NEUTRAL,2026-08-18
1157,QUADFUTURE,CAPITAL_GOODS,349.35,30.9,WATCH,broad composite strength only,ML model disagrees,37.0,38.6,-30.5,CONSOLIDATING,11.12,NEUTRAL,2026-08-18
1158,HDFCBANK,BANKING,729.0,30.8,WATCH,broad composite strength only,ML model disagrees,33.0,21.2,-28.6,DOWNTREND,2096.28,NEUTRAL,2026-08-18
1159,RAYMONDLSL,TEXTILES,762.1,30.8,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,35.5,20.2,-43.6,DOWNTREND,14.55,NEUTRAL,2026-08-18
1160,PROSTARM,CAPITAL_GOODS,135.96,30.8,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,36.5,20.4,-42.6,DOWNTREND,4.3,NEUTRAL,2026-08-18
1161,OLAELEC,AUTO,39.22,30.7,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,34.1,31.3,-45.0,INSUFFICIENT_DATA,197.43,NEUTRAL,2026-08-18
1162,OMINFRAL,INFRASTRUCTURE,86.87,30.7,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,35.4,24.6,-39.7,DOWNTREND,1.38,NEUTRAL,2026-08-18
1163,CROMPTON,FMCG,246.5,30.6,WATCH,broad composite strength only,ML model disagrees,33.1,20.2,-27.0,DOWNTREND,86.43,NEUTRAL,2026-08-18
1164,KSB,CAPITAL_GOODS,795.25,30.6,WATCH,broad composite strength only,ML model disagrees,35.2,21.9,-22.7,DOWNTREND,13.97,NEUTRAL,2026-08-18
1165,GODIGIT,FINANCIAL_SERVICES,254.85,30.6,WATCH,institutional buying (deals),ML model disagrees,39.6,19.6,-33.2,DOWNTREND,30.36,NEUTRAL,2026-08-18
1166,SURYODAY,BANKING,154.01,30.6,WATCH,broad composite strength only,ML model disagrees,33.2,32.2,-29.4,CONSOLIDATING,84.61,NEUTRAL,2026-08-18
1167,IGL,ENERGY,151.0,30.6,WATCH,broad composite strength only,ML model disagrees,36.0,20.1,-32.4,DOWNTREND,19.9,NEUTRAL,2026-08-18
1168,EKC,CAPITAL_GOODS,109.53,30.5,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,36.8,20.4,-29.1,DOWNTREND,2.34,NEUTRAL,2026-08-18
1169,SDBL,FMCG,73.43,30.5,WATCH,volatility squeeze (breakout setup),35%+ below its 52w high -- long repair needed,32.5,20.1,-48.5,DOWNTREND,12.03,NEUTRAL,2026-08-18
1170,HDFCLIFE,FINANCIAL_SERVICES,543.0,30.5,WATCH,broad composite strength only,ML model disagrees,33.3,20.1,-32.4,DOWNTREND,183.78,NEUTRAL,2026-08-18
1171,BHARATCOAL,ENERGY,33.33,30.5,WATCH,volatility squeeze (breakout setup),ML model disagrees,35.4,21.2,-26.1,INSUFFICIENT_DATA,21.75,NEUTRAL,2026-08-18
1172,NFL,CHEMICALS,71.54,30.4,WATCH,broad composite strength only,ML model disagrees,34.5,20.1,-30.5,DOWNTREND,3.33,NEUTRAL,2026-08-18
1173,NBCC,INFRASTRUCTURE,89.75,30.4,WATCH,broad composite strength only,ML model disagrees,36.6,20.6,-28.7,DOWNTREND,56.09,NEUTRAL,2026-08-18
1174,REDTAPE,FMCG,121.66,30.4,WATCH,broad composite strength only,ML model disagrees,35.2,20.9,-25.6,DOWNTREND,6.43,NEUTRAL,2026-08-18
1175,NLCINDIA,POWER,277.65,30.4,WATCH,broad composite strength only,ML model disagrees,36.0,22.3,-28.4,DOWNTREND,63.38,NEUTRAL,2026-08-18
1176,MVGJL,FMCG,152.64,30.3,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,36.5,20.1,-28.9,DOWNTREND,1.13,NEUTRAL,2026-08-18
1177,FRACTAL,IT,818.0,30.3,WATCH,broad composite strength only,ML model disagrees,36.7,20.7,-26.8,INSUFFICIENT_DATA,31.86,NEUTRAL,2026-08-18
1178,TEXRAIL,CAPITAL_GOODS,106.89,30.2,WATCH,broad composite strength only,ML model disagrees,32.8,20.0,-30.1,DOWNTREND,13.54,NEUTRAL,2026-08-18
1179,RVNL,INFRASTRUCTURE,228.5,30.2,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,32.5,20.1,-43.0,DOWNTREND,101.39,NEUTRAL,2026-08-18
1180,ELECTCAST,METAL,71.95,30.1,WATCH,broad composite strength only,ML model disagrees,35.3,20.1,-30.8,DOWNTREND,8.27,NEUTRAL,2026-08-18
1181,ERIS,PHARMA,1348.9,30.1,WATCH,broad composite strength only,ML model disagrees,34.4,20.2,-25.6,DOWNTREND,13.9,NEUTRAL,2026-08-18
1182,THOMASCOOK,HOSPITALITY,103.68,30.1,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,34.1,20.1,-42.9,DOWNTREND,14.98,NEUTRAL,2026-08-18
1183,GENCON,REALTY,39.16,30.1,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,37.8,20.1,-34.7,DOWNTREND,1.03,NEUTRAL,2026-08-18
1184,GMBREW,FMCG,891.35,30.1,WATCH,volatility squeeze (breakout setup),thin liquidity -- use TWAP slices,37.8,21.0,-32.9,DOWNTREND,1.81,NEUTRAL,2026-08-18
1185,EIEL,CAPITAL_GOODS,200.16,30.1,WATCH,broad composite strength only,ML model disagrees,36.0,20.7,-27.5,CONSOLIDATING,20.66,NEUTRAL,2026-08-18
1186,WAAREEENER,CAPITAL_GOODS,2707.0,30.1,WATCH,broad composite strength only,ML model disagrees,34.5,20.2,-30.0,DOWNTREND,237.91,NEUTRAL,2026-08-18
1187,APTUS,FINANCIAL_SERVICES,255.2,30.0,WATCH,broad composite strength only,ML model disagrees,33.7,24.7,-27.8,DOWNTREND,26.52,NEUTRAL,2026-08-18
1188,DABUR,FMCG,406.8,30.0,WATCH,broad composite strength only,ML model disagrees,33.7,20.1,-29.5,DOWNTREND,87.59,NEUTRAL,2026-08-18
1189,TIPSFILMS,MEDIA,341.55,29.9,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,38.9,20.3,-34.6,DOWNTREND,1.65,NEUTRAL,2026-08-18
1190,AXISCADES,DEFENCE,1553.4,29.9,WATCH,broad composite strength only,ML model disagrees,37.6,26.5,-29.7,INSUFFICIENT_DATA,22.73,NEUTRAL,2026-08-18
1191,VESUVIUS,CAPITAL_GOODS,440.65,29.8,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,35.6,20.3,-27.5,DOWNTREND,2.52,NEUTRAL,2026-08-18
1192,GILLETTE,FMCG,7569.5,29.8,WATCH,broad composite strength only,ML model disagrees,35.9,20.3,-29.5,DOWNTREND,13.92,NEUTRAL,2026-08-18
1193,GICHSGFIN,FINANCIAL_SERVICES,139.39,29.8,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,35.8,20.0,-24.2,DOWNTREND,1.47,NEUTRAL,2026-08-18
1194,FAZE3Q,TEXTILES,484.45,29.7,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,38.6,25.7,-25.5,INSUFFICIENT_DATA,1.9,NEUTRAL,2026-08-18
1195,REPCOHOME,FINANCIAL_SERVICES,349.6,29.7,WATCH,broad composite strength only,ML model disagrees,35.7,21.3,-23.3,DOWNTREND,3.28,NEUTRAL,2026-08-18
1196,TORNTPOWER,POWER,1312.8,29.6,WATCH,broad composite strength only,ML model disagrees,36.0,20.6,-28.0,DOWNTREND,40.27,NEUTRAL,2026-08-18
1197,KCP,AGRICULTURE,155.28,29.6,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,34.9,20.1,-26.8,DOWNTREND,2.57,NEUTRAL,2026-08-18
1198,RAMCOSYS,IT,594.2,29.6,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,34.5,45.8,-38.6,CONSOLIDATING,24.59,NEUTRAL,2026-08-18
1199,IRFC,FINANCIAL_SERVICES,87.05,29.5,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,34.1,20.2,-36.5,DOWNTREND,63.01,NEUTRAL,2026-08-18
1200,WALCHANNAG,FINANCIAL_SERVICES,223.91,29.4,WATCH,volatility squeeze (breakout setup),ML model disagrees,36.2,26.3,-29.1,CONSOLIDATING,14.37,NEUTRAL,2026-08-18
1201,KALPATARU,REALTY,283.1,29.4,WATCH,volatility squeeze (breakout setup),ML model disagrees,37.8,20.2,-34.1,DOWNTREND,7.94,NEUTRAL,2026-08-18
1202,FINPIPE,CHEMICALS,159.36,29.4,WATCH,broad composite strength only,ML model disagrees,34.3,20.1,-28.4,DOWNTREND,7.83,NEUTRAL,2026-08-18
1203,ACC,CEMENT,1316.6,29.4,WATCH,broad composite strength only,ML model disagrees,34.7,20.1,-33.7,DOWNTREND,27.05,NEUTRAL,2026-08-18
1204,TAJGVK,HOSPITALITY,337.5,29.4,WATCH,broad composite strength only,ML model disagrees,35.5,22.7,-34.2,DOWNTREND,3.91,NEUTRAL,2026-08-18
1205,ACI,CHEMICALS,515.35,29.3,WATCH,broad composite strength only,ML model disagrees,33.3,20.1,-29.0,DOWNTREND,15.53,NEUTRAL,2026-08-18
1206,LEMONTREE,HOSPITALITY,109.55,29.3,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,34.0,20.4,-39.4,DOWNTREND,33.22,NEUTRAL,2026-08-18
1207,JTEKTINDIA,AUTO,130.18,29.3,WATCH,broad composite strength only,ML model disagrees,36.5,21.8,-30.9,DOWNTREND,3.51,NEUTRAL,2026-08-18
1208,NDRAUTO,AUTO,803.55,29.2,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,35.0,23.7,-32.3,CONSOLIDATING,2.45,NEUTRAL,2026-08-18
1209,BLUESTARCO,FMCG,1508.1,29.2,WATCH,broad composite strength only,ML model disagrees,32.9,20.1,-26.1,DOWNTREND,85.99,NEUTRAL,2026-08-18
1210,WAKEFIT,REALTY,124.63,29.1,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,31.0,20.5,-44.4,INSUFFICIENT_DATA,105.26,NEUTRAL,2026-08-18
1211,DLINKINDIA,IT,418.7,29.1,WATCH,broad composite strength only,ML model disagrees,36.2,20.5,-23.8,DOWNTREND,3.93,NEUTRAL,2026-08-18
1212,GHCL,CHEMICALS,432.4,29.1,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,37.7,20.2,-35.2,DOWNTREND,6.12,NEUTRAL,2026-08-18
1213,NIITMTS,HEALTHCARE,239.01,29.0,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,32.1,20.1,-46.2,DOWNTREND,3.48,NEUTRAL,2026-08-18
1214,NCC,INFRASTRUCTURE,139.4,29.0,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,33.6,20.1,-37.3,DOWNTREND,21.42,NEUTRAL,2026-08-18
1215,ADVENZYMES,PHARMA,305.6,29.0,WATCH,broad composite strength only,ML model disagrees,34.8,20.4,-27.1,DOWNTREND,10.51,NEUTRAL,2026-08-18
1216,INDRAMEDCO,HEALTHCARE,369.75,29.0,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,33.0,20.2,-42.3,DOWNTREND,22.02,NEUTRAL,2026-08-18
1217,BBTC,FMCG,1463.6,29.0,WATCH,broad composite strength only,ML model disagrees,35.9,20.5,-31.4,DOWNTREND,4.82,NEUTRAL,2026-08-18
1218,GLOBUSSPR,FMCG,881.75,29.0,WATCH,broad composite strength only,ML model disagrees,33.2,20.1,-29.7,DOWNTREND,8.67,NEUTRAL,2026-08-18
1219,ITC,FMCG,273.05,29.0,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,32.5,20.2,-36.0,DOWNTREND,426.21,NEUTRAL,2026-08-18
1220,PARKHOTELS,HOSPITALITY,116.48,28.9,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,34.5,20.2,-29.0,DOWNTREND,1.38,NEUTRAL,2026-08-18
1221,FACT,CHEMICALS,793.25,28.9,WATCH,broad composite strength only,ML model disagrees,34.6,20.1,-25.1,DOWNTREND,6.82,NEUTRAL,2026-08-18
1222,KRISHNADEF,DEFENCE,1062.5,28.9,WATCH,broad composite strength only,ML model disagrees,35.6,20.4,-24.1,INSUFFICIENT_DATA,12.6,NEUTRAL,2026-08-18
1223,ANDHRAPAP,CHEMICALS,59.96,28.9,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,33.2,20.1,-31.0,DOWNTREND,1.75,NEUTRAL,2026-08-18
1224,BANCOINDIA,AUTO,611.15,28.8,WATCH,broad composite strength only,ML model disagrees,36.6,23.1,-30.5,DOWNTREND,10.18,NEUTRAL,2026-08-18
1225,CELLO,FMCG,369.6,28.7,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,29.1,20.1,-45.2,DOWNTREND,84.47,NEUTRAL,2026-08-18
1226,PTC,POWER,160.62,28.7,WATCH,broad composite strength only,ML model disagrees,33.8,20.2,-30.0,DOWNTREND,52.91,NEUTRAL,2026-08-18
1227,NITCO,CAPITAL_GOODS,92.54,28.7,WATCH,broad composite strength only,ML model disagrees,35.0,21.8,-26.6,CONSOLIDATING,5.63,NEUTRAL,2026-08-18
1228,JKTYRE,AUTO,382.0,28.6,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,33.1,20.4,-37.6,DOWNTREND,34.59,NEUTRAL,2026-08-18
1229,IRCON,INFRASTRUCTURE,124.57,28.6,WATCH,broad composite strength only,ML model disagrees,34.1,20.0,-34.3,DOWNTREND,14.98,NEUTRAL,2026-08-18
1230,SWANCORP,CHEMICALS,305.2,28.5,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,33.2,20.7,-39.7,DOWNTREND,25.59,NEUTRAL,2026-08-18
1231,INFOBEAN,IT,160.15,28.5,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,34.5,20.6,-37.8,DOWNTREND,8.41,NEUTRAL,2026-08-18
1232,VMM,RETAIL,105.5,28.5,WATCH,broad composite strength only,ML model disagrees,34.0,20.1,-32.1,DOWNTREND,106.59,NEUTRAL,2026-08-18
1233,UPL,CHEMICALS,567.1,28.5,WATCH,broad composite strength only,ML model disagrees,31.2,20.1,-30.2,DOWNTREND,102.78,NEUTRAL,2026-08-18
1234,PFS,FINANCIAL_SERVICES,28.14,28.5,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,35.2,20.1,-30.5,DOWNTREND,1.56,NEUTRAL,2026-08-18
1235,SUNTECK,REALTY,299.55,28.4,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,32.9,20.2,-36.7,DOWNTREND,11.92,NEUTRAL,2026-08-18
1236,UTIAMC,AMC,907.3,28.4,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,33.2,20.2,-36.0,DOWNTREND,20.0,NEUTRAL,2026-08-18
1237,NACLIND,CHEMICALS,173.45,28.4,WATCH,broad composite strength only,ML model disagrees,32.7,20.9,-29.2,INSUFFICIENT_DATA,23.01,NEUTRAL,2026-08-18
1238,SUBROS,CAPITAL_GOODS,762.2,28.4,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,33.5,29.1,-37.2,DOWNTREND,4.52,NEUTRAL,2026-08-18
1239,ROSSARI,CHEMICALS,496.15,28.4,WATCH,broad composite strength only,ML model disagrees,33.3,20.1,-28.1,DOWNTREND,3.8,NEUTRAL,2026-08-18
1240,SJVN,POWER,66.56,28.4,WATCH,broad composite strength only,ML model disagrees,33.3,20.1,-33.6,DOWNTREND,12.08,NEUTRAL,2026-08-18
1241,JUNIPER,HOSPITALITY,192.09,28.4,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,34.7,20.1,-38.5,DOWNTREND,5.27,NEUTRAL,2026-08-18
1242,EPIGRAL,CHEMICALS,1097.1,28.3,WATCH,volatility squeeze (breakout setup),35%+ below its 52w high -- long repair needed,32.5,20.7,-40.3,DOWNTREND,13.68,NEUTRAL,2026-08-18
1243,LIBERTSHOE,FMCG,248.05,28.2,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,35.7,28.2,-38.8,DOWNTREND,1.05,NEUTRAL,2026-08-18
1244,ZENSARTECH,FMCG,490.75,28.2,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,28.4,20.0,-43.5,DOWNTREND,82.54,NEUTRAL,2026-08-18
1245,FISCHER,HEALTHCARE,37.27,28.2,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,30.2,23.2,-70.1,DOWNTREND,7.76,NEUTRAL,2026-08-18
1246,HCC,INFRASTRUCTURE,20.33,28.2,WATCH,broad composite strength only,ML model disagrees,32.2,20.9,-32.2,DOWNTREND,36.46,NEUTRAL,2026-08-18
1247,MHRIL,HOSPITALITY,224.89,28.0,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,34.0,20.1,-39.0,DOWNTREND,3.87,NEUTRAL,2026-08-18
1248,GRINFRA,INFRASTRUCTURE,871.6,28.0,WATCH,volatility squeeze (breakout setup),35%+ below its 52w high -- long repair needed,33.8,20.1,-35.2,DOWNTREND,4.1,NEUTRAL,2026-08-18
1249,JPOLYINVST,FINANCIAL_SERVICES,1006.6,28.0,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,36.9,26.0,-32.3,DOWNTREND,1.73,NEUTRAL,2026-08-18
1250,GOCOLORS,RETAIL,344.05,27.9,WATCH,volatility squeeze (breakout setup),35%+ below its 52w high -- long repair needed,35.3,22.4,-54.8,DOWNTREND,11.45,NEUTRAL,2026-08-18
1251,STARCEMENT,CEMENT,199.06,27.9,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,34.0,20.1,-35.6,DOWNTREND,3.31,NEUTRAL,2026-08-18
1252,VEDL,METAL,269.7,27.8,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,30.8,20.3,-66.1,DOWNTREND,297.55,NEUTRAL,2026-08-18
1253,MONTECARLO,TEXTILES,524.3,27.8,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,33.6,20.7,-39.1,DOWNTREND,3.93,NEUTRAL,2026-08-18
1254,JSWHL,FINANCIAL_SERVICES,11798.0,27.7,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,34.3,20.6,-48.2,DOWNTREND,4.07,NEUTRAL,2026-08-18
1255,INSECTICID,CHEMICALS,618.7,27.7,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,33.0,20.0,-26.0,DOWNTREND,1.67,NEUTRAL,2026-08-18
1256,VSTIND,FMCG,214.5,27.7,WATCH,broad composite strength only,ML model disagrees,32.8,20.1,-25.2,DOWNTREND,5.44,NEUTRAL,2026-08-18
1257,JAYBARMARU,AUTO,127.72,27.4,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,34.6,32.0,-38.3,INSUFFICIENT_DATA,8.11,NEUTRAL,2026-08-18
1258,KPITTECH,CAPITAL_GOODS,609.0,27.3,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,31.0,20.5,-54.1,DOWNTREND,310.21,NEUTRAL,2026-08-18
1259,BAJAJHCARE,PHARMA,323.05,27.2,WATCH,volatility squeeze (breakout setup),35%+ below its 52w high -- long repair needed,30.4,20.3,-37.4,DOWNTREND,9.64,NEUTRAL,2026-08-18
1260,LUXIND,TEXTILES,1209.0,27.2,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,33.5,20.8,-33.7,CONSOLIDATING,2.76,NEUTRAL,2026-08-18
1261,RUPA,TEXTILES,149.1,27.1,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,36.0,21.0,-30.0,DOWNTREND,1.44,NEUTRAL,2026-08-18
1262,SURYAROSNI,METAL,221.27,27.1,WATCH,broad composite strength only,ML model disagrees,33.4,20.0,-29.6,DOWNTREND,17.59,NEUTRAL,2026-08-18
1263,SPIC,CHEMICALS,67.09,27.1,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,30.7,20.5,-47.7,DOWNTREND,1.44,NEUTRAL,2026-08-18
1264,TATAINVEST,FINANCIAL_SERVICES,654.55,27.1,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,31.8,20.8,-44.8,DOWNTREND,28.05,NEUTRAL,2026-08-18
1265,ARSSBL,FINANCIAL_SERVICES,509.2,27.0,WATCH,volatility squeeze (breakout setup),35%+ below its 52w high -- long repair needed,33.5,20.8,-35.9,DOWNTREND,6.16,NEUTRAL,2026-08-18
1266,ORKLAINDIA,FMCG,544.3,27.0,WATCH,volatility squeeze (breakout setup),ML model disagrees,35.2,20.1,-28.4,DOWNTREND,5.45,NEUTRAL,2026-08-18
1267,ASIANTILES,CAPITAL_GOODS,47.97,27.0,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,34.9,20.1,-39.3,DOWNTREND,106.41,NEUTRAL,2026-08-18
1268,RAILTEL,TELECOM,279.95,27.0,WATCH,broad composite strength only,ML model disagrees,33.3,20.0,-32.2,DOWNTREND,13.72,NEUTRAL,2026-08-18
1269,PNCINFRA,INFRASTRUCTURE,215.17,26.9,WATCH,broad composite strength only,ML model disagrees,31.9,20.3,-33.8,DOWNTREND,15.78,NEUTRAL,2026-08-18
1270,UNIECOM,HEALTHCARE,84.95,26.9,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,32.2,20.1,-45.5,DOWNTREND,3.65,NEUTRAL,2026-08-18
1271,GVPIL,CAPITAL_GOODS,731.15,26.9,WATCH,volatility squeeze (breakout setup),ML model disagrees,34.4,26.6,-32.6,INSUFFICIENT_DATA,16.17,NEUTRAL,2026-08-18
1272,TTML,TELECOM,38.15,26.9,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,33.7,20.1,-37.1,DOWNTREND,9.32,NEUTRAL,2026-08-18
1273,BBOX,IT,774.1,26.9,WATCH,volatility squeeze (breakout setup),ML model disagrees,34.4,22.8,-29.8,CONSOLIDATING,35.11,NEUTRAL,2026-08-18
1274,RATNAMANI,METAL,2353.6,26.9,WATCH,broad composite strength only,ML model disagrees,34.0,20.3,-29.6,DOWNTREND,13.67,NEUTRAL,2026-08-18
1275,ELECON,CAPITAL_GOODS,438.25,26.9,WATCH,broad composite strength only,ML model disagrees,34.5,20.2,-31.0,DOWNTREND,20.24,NEUTRAL,2026-08-18
1276,INTERARCH,INFRASTRUCTURE,1738.8,26.8,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,34.3,20.2,-37.1,DOWNTREND,10.19,NEUTRAL,2026-08-18
1277,GODREJCP,FMCG,928.0,26.8,WATCH,broad composite strength only,ML model disagrees,32.4,20.1,-29.1,DOWNTREND,207.88,NEUTRAL,2026-08-18
1278,PANACEABIO,PHARMA,413.15,26.8,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,34.0,34.9,-36.1,CONSOLIDATING,9.59,NEUTRAL,2026-08-18
1279,SYNGENE,INFRASTRUCTURE,403.0,26.7,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,30.5,20.0,-40.6,DOWNTREND,70.8,NEUTRAL,2026-08-18
1280,JUBLPHARMA,PHARMA,866.95,26.7,WATCH,broad composite strength only,ML model disagrees,32.3,20.1,-26.8,DOWNTREND,18.67,NEUTRAL,2026-08-18
