symbol,close_now,ret_30d,ret_60d,ret_90d,ret_365d,vol_ratio,sector,sector_rel_30d,ret_30d_pct,ret_90d_pct,ret_365d_pct,vol_ratio_pct,sector_rel_pct,price_score,as_of_date
SCODATUBES,121.12,-23.51,-17.19,-2.39,-38.36,0.322,METAL,-18.38,1.3130029648454045,29.15555555555556,13.514957264957264,17.615731257681276,1.3553578991952562,11.54,2026-06-10
SDBL,71.53,-21.34,-12.49,-6.78,-55.29,0.798,FMCG,-15.44,1.9483269800931808,16.977777777777778,4.22008547008547,63.78533387955756,2.6683608640406606,9.36,2026-06-10
SEAMECLTD,1584.8,4.59,3.91,20.05,87.53,0.169,LOGISTICS,8.98,82.80389665396018,81.68888888888888,97.64957264957265,4.997951659156084,83.82041507835663,81.76,2026-06-10
SECMARK,127.71,,-2.38,7.13,,0.472,IT,,,60.24444444444445,,34.69889389594428,,51.8,2026-06-10
SECURKLOUD,20.41,,-22.07,-9.33,,0.592,IT,,,11.377777777777778,,47.25522326915198,,40.21,2026-06-10
SEDEMAC,2544.7,27.28,54.45,75.36,,1.328,AUTO,32.09,97.58576874205845,98.75555555555555,,83.57230643179025,97.81872088098264,87.7,2026-06-10
SEIL,197.2,-8.74,,,,1.37,HEALTHCARE,-5.84,23.930537907666245,,,84.30970913560016,19.123252858958068,37.96,2026-06-10
SELECTIPO,42.41,-3.22,1.58,4.72,-10.88,0.939,OTHER,-0.93,49.11054637865311,54.04444444444444,50.0534188034188,70.87259319950839,40.72426937738246,50.36,2026-06-10
SELMC,29.85,-0.47,-7.33,-4.33,,1.899,CAPITAL_GOODS,2.96,67.89495976281236,22.333333333333332,,91.15116755428103,67.28081321473952,54.0,2026-06-10
SENCO,330.2,-1.21,2.23,11.05,-5.18,0.607,FMCG,4.69,65.01482422702244,68.66666666666667,58.440170940170944,48.83244571896764,74.1423125794155,65.17,2026-06-10
SENORES,1112.6,16.16,35.45,49.96,108.94,0.734,PHARMA,16.54,94.1973739940703,96.15555555555557,98.93162393162393,59.586235149528875,91.78314273612877,93.54,2026-06-10
SENSEXADD,75.9,-2.69,-4.52,-3.59,-8.32,2.487,OTHER,-0.4,53.24015247776366,24.711111111111112,53.151709401709404,94.01884473576403,44.36679373146972,46.8,2026-06-10
SENSEXBETA,820.47,-2.01,-3.69,-3.87,,0.232,OTHER,0.29,60.58873358746294,23.88888888888889,,8.828349037279803,52.647183396865735,45.52,2026-06-10
SENSEXETF,75.95,-2.44,-4.33,-3.71,-8.41,0.471,OTHER,-0.15,56.96738670055061,24.355555555555554,52.991452991452995,34.55551003687013,47.73401101228293,45.51,2026-06-10
SENSEXIETF,846.01,-2.86,-4.45,-3.77,-8.37,0.446,OTHER,-0.56,52.01185938161795,24.08888888888889,53.098290598290596,31.298648095043013,43.32909783989835,42.91,2026-06-10
SEPC,6.43,-17.77,-12.04,-1.38,-51.8,1.09,INFRASTRUCTURE,-11.48,4.235493434985176,32.53333333333333,4.861111111111112,77.59115116755429,6.310885218127912,15.41,2026-06-10
SERVOTECH,99.82,3.44,24.82,46.45,-28.73,0.368,CAPITAL_GOODS,6.87,81.15205421431597,95.46666666666667,24.19871794871795,22.347398607128227,79.50021177467175,70.15,2026-06-10
SESHAPAPER,227.32,-13.99,-14.77,-8.8,-18.55,0.568,CHEMICALS,-9.87,9.000423549343498,12.28888888888889,38.16773504273504,44.57189676362147,8.598051673019908,17.37,2026-06-10
SETF10GILT,260.09,0.83,0.77,-0.44,0.66,1.178,OTHER,3.12,73.69758576874206,35.46666666666667,67.76175213675214,80.04916018025399,68.02202456586193,62.42,2026-06-10
SETFGOLD,125.0,-1.63,-1.81,-8.67,46.52,1.713,OTHER,0.66,62.72765777213045,12.755555555555556,93.21581196581197,89.38959442851291,55.52731893265565,56.59,2026-06-10
SETFNIF50,248.65,-2.59,-3.25,-2.76,-5.46,0.968,OTHER,-0.29,54.72257518000847,27.266666666666666,57.61217948717948,72.47029905776321,45.8280389665396,47.99,2026-06-10
SETFNIFBK,563.61,1.06,-1.44,-1.39,-0.78,0.469,OTHER,3.36,74.81999152901312,32.44444444444444,65.33119658119658,34.20729209340434,69.20796272765777,59.46,2026-06-10
SETFNN50,738.85,-1.78,2.24,4.08,4.44,0.446,OTHER,0.51,61.5417196103346,51.511111111111106,73.61111111111111,31.298648095043013,54.02371876323592,58.81,2026-06-10
SETL,154.08,11.86,15.87,25.56,,0.562,CAPITAL_GOODS,15.29,91.19017365523084,86.57777777777778,,43.9778779188857,91.19017365523084,79.44,2026-06-10
SFL,696.55,19.74,31.75,32.71,-6.61,0.998,REALTY,25.46,95.72215163066498,90.93333333333334,55.715811965811966,73.9655878738222,96.27276577721304,85.52,2026-06-10
SGFIN,589.95,2.87,27.93,49.73,,0.88,FINANCIAL_SERVICES,8.32,79.52138924184668,96.08888888888889,,68.27120032773453,82.63447691656079,77.66,2026-06-10
SGIL,550.7,-8.6,8.81,10.22,2.09,1.007,CAPITAL_GOODS,-5.17,24.52350698856417,66.97777777777777,69.55128205128204,74.62105694387546,21.89750105887336,46.25,2026-06-10
SGL,10.83,-8.84,-9.83,-4.41,-34.84,0.261,TEXTILES,-5.72,23.358746293943245,22.044444444444444,17.01388888888889,11.614092585006144,19.63151207115629,20.61,2026-06-10
SGMART,594.8,-1.77,10.28,33.15,,0.537,METAL,3.36,61.62642947903431,91.15555555555555,,40.761982793936916,69.20796272765777,66.78,2026-06-10
SHADOWFAX,212.22,28.84,60.36,88.98,,0.855,LOGISTICS,33.22,98.17873782295638,99.15555555555555,,67.0217124129455,98.30580262600593,87.25,2026-06-10
SHAH,4.65,-18.13,-6.44,-3.12,4.49,1.981,METAL,-13.0,3.9390088945362134,25.68888888888889,73.77136752136752,91.76566980745596,4.743752647183397,27.85,2026-06-10
SHAHALLOYS,68.27,-6.38,-0.01,18.34,15.05,0.416,METAL,-1.25,35.19695044472681,79.06666666666666,82.07799145299145,27.81646866038509,39.15713680643795,55.77,2026-06-10
SHAILY,3018.2,11.78,54.74,58.15,69.91,0.656,CAPITAL_GOODS,15.21,91.06310885218127,97.51111111111112,96.36752136752136,52.867677181482996,91.10546378653113,91.83,2026-06-10
SHAKTIPUMP,516.15,-7.1,1.16,-2.28,-48.69,0.488,CAPITAL_GOODS,-3.67,32.50741211351122,29.644444444444446,6.303418803418803,35.96886521917247,28.10249894112664,26.06,2026-06-10
SHALBY,165.87,0.25,7.78,12.88,-9.85,0.62,HEALTHCARE,3.16,70.69038542990258,71.86666666666667,51.22863247863248,49.69274887341253,68.12791190173655,65.66,2026-06-10
SHALPAINTS,53.28,-1.37,5.17,1.95,-44.68,4.456,CHEMICALS,2.75,64.21008047437526,45.044444444444444,8.600427350427351,97.74682507169193,66.22193985599323,50.28,2026-06-10
SHANTI,6.47,-5.41,-10.51,2.37,,0.21,FMCG,0.49,39.60186361711139,46.2,,7.4969274887341255,53.896653960186356,43.87,2026-06-10
SHANTIGEAR,440.05,-2.98,-4.74,-5.46,-14.34,0.504,CAPITAL_GOODS,0.45,51.143583227446,19.644444444444446,44.738247863247864,37.6689881196231,53.64252435408725,41.69,2026-06-10
SHANTIGOLD,223.19,0.75,22.23,12.18,,2.279,CAPITAL_GOODS,4.18,73.23168149089369,70.51111111111112,,93.26095862351495,72.49047013977128,68.8,2026-06-10
SHARDACROP,902.85,-21.99,-14.6,-12.91,11.75,0.561,CHEMICALS,-17.87,1.69419737399407,6.444444444444445,80.07478632478633,43.91642769356821,1.5247776365946633,20.64,2026-06-10
SHARDAMOTR,783.1,-11.83,-5.8,-4.46,-58.06,0.307,AUTO,-7.02,13.934773401101227,21.866666666666667,3.5256410256410255,16.42769356820975,15.078356628547226,14.13,2026-06-10
SHARDUL,29.37,-0.24,,,,0.962,FINANCIAL_SERVICES,5.21,68.78441338415927,,,71.8967636214666,75.56120288013554,61.5,2026-06-10
SHAREINDIA,130.83,-9.6,-8.38,-2.62,-25.61,0.575,FINANCIAL_SERVICES,-4.15,20.584498094027953,28.199999999999996,28.712606837606835,45.391233101188035,26.090639559508684,26.18,2026-06-10
SHARIABEES,454.52,-2.97,-2.05,-1.26,-10.52,0.68,OTHER,-0.68,51.24947056332063,33.111111111111114,50.587606837606835,55.05940188447358,42.630241423125796,45.48,2026-06-10
SHBAJRG,200.68,15.35,,,,2.886,METAL,20.48,93.8585345192715,,,95.16591560835724,94.57856840321898,74.3,2026-06-10
SHEMAROO,114.19,13.15,12.05,13.37,,1.346,MEDIA,17.73,92.24904701397712,72.39999999999999,,83.85907414993855,92.8843710292249,78.51,2026-06-10
SHILCTECH,3821.8,-11.52,-16.45,-0.91,,0.92,CAPITAL_GOODS,-8.09,15.0571791613723,34.22222222222222,,70.13519049569848,12.325285895806863,29.18,2026-06-10
SHILPAMED,558.8,22.5,33.02,66.31,,0.656,PHARMA,22.88,96.61160525201186,98.31111111111112,,52.867677181482996,95.23506988564168,85.32,2026-06-10
SHINDL,157.25,5.24,,,,1.0,CAPITAL_GOODS,8.67,84.09572215163067,,,74.12945514133553,83.2274459974587,68.12,2026-06-10
SHIVATEX,151.5,-12.2,4.21,3.19,-27.56,0.567,TEXTILES,-9.08,12.748835239305379,48.62222222222222,26.014957264957268,44.44899631298648,10.038119440914867,25.55,2026-06-10
SHIVAUM,355.75,,,29.36,,1.187,METAL,,,89.02222222222223,,80.25399426464563,,61.27,2026-06-10
SHK,122.49,-18.08,-12.39,-6.35,-49.03,0.636,CHEMICALS,-13.96,3.981363828886065,17.68888888888889,5.982905982905983,50.901269971323224,3.7695891571368065,10.12,2026-06-10
SHOPERSTOP,356.75,2.38,20.61,17.04,-29.2,0.42,RETAIL,5.06,78.35662854722575,77.64444444444445,23.664529914529915,28.308070462925034,75.09529860228716,64.25,2026-06-10
SHRADHA,33.17,-11.76,-13.91,-2.36,-53.82,0.325,REALTY,-6.04,14.167725540025414,29.31111111111111,4.433760683760684,17.96394920114707,18.297331639135958,16.82,2026-06-10
SHREDIGCEM,69.65,-7.52,-1.68,8.59,-9.32,0.366,CEMENT,-1.47,30.62261753494282,63.33333333333333,51.70940170940172,22.060630888979926,38.16179584921643,43.72,2026-06-10
SHREECEM,23850.0,-5.38,-2.01,0.46,-18.61,2.236,CEMENT,0.67,39.7712833545108,38.75555555555555,38.087606837606835,93.15854158131913,55.717916137229984,44.24,2026-06-10
SHREEJISPG,450.7,6.79,30.45,21.86,,0.508,LOGISTICS,11.18,86.44642100804744,83.51111111111112,,38.18107333060221,86.99703515459551,76.09,2026-06-10
SHREEPUSHK,355.55,-8.43,5.08,11.77,13.07,0.266,CHEMICALS,-4.31,25.518847945785684,70.08888888888889,81.1431623931624,12.269561655059402,25.45531554426091,47.11,2026-06-10
SHREERAMA,41.0,-8.5,-21.58,-15.88,-10.11,1.51,CHEMICALS,-4.38,25.137653536637018,4.133333333333333,50.96153846153846,87.13641950020484,25.03176620076239,28.14,2026-06-10
SHREYANIND,135.73,-20.88,-14.13,-9.7,,1.042,CHEMICALS,-16.76,2.1601016518424396,10.644444444444444,,75.76812781646865,2.0330368487928845,17.51,2026-06-10
SHRIKRISH,42.82,1.16,,,,0.072,REALTY,6.88,75.39178314273613,,,1.4338385907414994,79.5425667090216,60.89,2026-06-10
SHRINGARMS,204.2,-3.19,6.33,-0.04,,0.584,FMCG,2.71,49.30114358322745,36.71111111111111,,46.49733715690291,66.1160525201186,48.68,2026-06-10
SHRIPISTON,3424.8,-4.1,-5.08,12.67,43.06,4.653,AUTO,0.71,45.67979669631512,71.6,92.1474358974359,97.95165915608356,55.972045743329105,65.61,2026-06-10
SHRIRAMFIN,897.35,-8.05,-12.67,-13.02,35.53,0.659,FINANCIAL_SERVICES,-2.6,27.678949597628122,6.266666666666667,90.38461538461539,53.31831216714461,33.01567132570945,36.95,2026-06-10
SHRIRAMPPS,84.35,-8.85,7.41,15.64,-14.31,0.306,REALTY,-3.14,23.210504023718766,75.95555555555555,44.81837606837607,16.263826300696437,30.1143583227446,41.41,2026-06-10
SHYAMCENT,4.82,-15.29,3.21,0.21,,1.357,METAL,-10.15,6.565014824227022,37.888888888888886,,84.04342482589104,8.110969927996612,27.19,2026-06-10
SHYAMMETL,968.85,11.13,15.5,23.33,17.05,0.547,METAL,16.26,90.68191444303262,84.71111111111111,83.22649572649573,42.421138877509215,91.74078780177891,85.44,2026-06-10
SICAGEN,53.68,0.54,,,,0.101,CHEMICALS,4.66,72.19398559932232,,,2.2122081114297423,73.95171537484117,58.97,2026-06-10
SIEMENS,3582.7,-0.64,5.73,9.49,6.76,0.936,CAPITAL_GOODS,2.79,67.28081321473952,65.17777777777778,76.06837606837607,70.72920934043425,66.4548919949174,68.56,2026-06-10
SIGIND,48.12,-5.07,-3.26,5.36,,1.482,MEDIA,-0.49,41.190173655230836,55.93333333333334,,86.76771814829988,43.710292249047015,49.29,2026-06-10
SIGMA,40.58,-12.11,-8.56,0.02,,0.51,IT,-7.53,13.257094451503601,37.355555555555554,,38.611224907824656,13.934773401101227,28.0,2026-06-10
SIGNATURE,779.0,-12.38,-5.17,-7.53,-38.79,1.233,REALTY,-6.67,12.325285895806863,15.11111111111111,12.606837606837606,81.31913150348218,16.24311732316815,17.12,2026-06-10
SIGNPOST,265.05,-11.04,9.12,15.21,41.04,0.517,MEDIA,-6.46,16.264294790343076,75.24444444444444,91.66666666666666,39.28717738631708,16.772554002541295,47.32,2026-06-10
SIKA,904.75,-7.84,,,,0.382,DEFENCE,-3.81,28.843710292249046,,,23.781237197869725,27.19186785260483,37.86,2026-06-10
SIKKO,3.96,-14.47,-20.0,-17.15,-95.21,0.681,CHEMICALS,-10.35,8.026260059296908,3.3777777777777773,0.16025641025641024,55.16181892666939,7.560355781448538,7.58,2026-06-10
SIL,14.91,-4.12,1.36,6.88,-26.04,1.518,CHEMICALS,0.0,45.57390936044049,59.86666666666667,28.0982905982906,87.21835313396149,50.02117746717493,48.4,2026-06-10
SILGO,74.43,-2.49,-0.97,0.15,,0.548,FMCG,3.41,56.141465480728506,37.733333333333334,,42.646456370340026,69.58915713680643,51.65,2026-06-10
SILINV,413.2,-14.64,-3.85,-0.77,-30.3,0.587,FINANCIAL_SERVICES,-9.19,7.666243117323168,34.511111111111106,22.516025641025642,46.74313805817288,9.86869970351546,19.63,2026-06-10
SILLYMONKS,18.38,7.23,9.27,12.21,2.11,6.687,MEDIA,11.81,86.95468022024566,70.64444444444445,69.68482905982906,98.8529291274068,87.84413384159254,80.15,2026-06-10
SILVER,230.65,-8.3,-2.3,-12.18,108.41,1.193,OTHER,-6.01,26.365946632782723,7.777777777777778,98.71794871794873,80.35641130684145,18.487928843710293,37.71,2026-06-10
SILVER1,22.35,-8.66,-2.7,-12.66,-79.2,1.241,OTHER,-6.36,24.20584498094028,6.844444444444445,1.4957264957264957,81.50348217943466,17.026683608640404,17.11,2026-06-10
SILVER360,227.16,-8.11,-2.32,-12.01,107.45,1.73,OTHER,-5.82,27.403642524354087,8.044444444444444,98.34401709401709,89.6149119213437,19.27149512918255,38.64,2026-06-10
SILVERADD,222.01,-8.81,-2.84,-12.25,107.82,1.222,OTHER,-6.52,23.506988564167724,7.666666666666666,98.50427350427351,80.92994674313806,16.64548919949174,36.39,2026-06-10
SILVERAG,224.77,-8.47,-2.6,-12.33,,2.215,OTHER,-6.18,25.307073274036423,7.355555555555555,,93.07660794756248,17.87378229563744,28.03,2026-06-10
SILVERBEES,220.59,-8.58,-2.63,-12.36,107.65,1.532,OTHER,-6.28,24.735281660313426,7.28888888888889,98.4508547008547,87.36173699303565,17.53494282083863,37.17,2026-06-10
SILVERBETA,222.64,-8.59,-2.67,-12.07,,1.425,OTHER,-6.3,24.60821685726387,7.933333333333334,,85.64113068414584,17.36552308343922,27.48,2026-06-10
SILVERBND,231.27,-8.05,-2.7,-11.77,,1.06,OTHER,-5.76,27.678949597628122,8.377777777777778,,76.38263006964358,19.483269800931808,28.52,2026-06-10
SILVERCASE,23.45,-8.33,-2.41,-12.17,108.63,1.127,OTHER,-6.04,26.154171961033462,7.822222222222222,98.82478632478633,78.82015567390414,18.297331639135958,37.56,2026-06-10
SILVERIETF,230.82,-8.3,-2.31,-12.07,108.85,1.436,OTHER,-6.01,26.365946632782723,7.933333333333334,98.87820512820514,85.94838181073331,18.487928843710293,38.06,2026-06-10
SILVERTUC,184.93,18.96,44.92,52.08,-76.04,1.218,IT,23.54,95.2562473528166,96.62222222222222,1.7628205128205128,80.86849651782056,95.59508682761542,76.23,2026-06-10
SIMPLEXINF,260.25,19.19,34.87,45.8,-6.17,0.564,INFRASTRUCTURE,25.48,95.42566709021601,95.11111111111111,56.223290598290596,44.12126177795985,96.3151207115629,85.07,2026-06-10
SINCLAIR,74.97,-5.07,-7.64,2.29,-14.75,1.756,HOSPITALITY,-0.61,41.190173655230836,45.88888888888889,44.25747863247863,89.88119623105285,43.05379076662431,45.69,2026-06-10
SINDHUTRAD,24.83,7.4,7.82,-2.13,-8.0,0.253,LOGISTICS,11.78,87.29351969504448,29.955555555555556,53.95299145299145,10.48750512085211,87.80177890724269,62.53,2026-06-10
SINGERIND,69.48,-3.7,-6.58,,,0.618,FMCG,2.2,47.11986446421008,,,49.50839819746006,63.384159254553154,50.97,2026-06-10
SINTERCOM,71.7,-8.79,-12.04,-12.69,-44.35,0.041,AUTO,-3.98,23.591698432867428,6.755555555555555,8.92094017094017,0.6964358869315854,26.747141041931382,15.78,2026-06-10
SIRCA,415.45,-2.04,-4.96,-3.05,8.52,0.391,CHEMICALS,2.08,60.46166878441338,25.955555555555556,77.45726495726495,24.784924211388777,62.83354510800508,53.81,2026-06-10
SIS,415.45,7.95,37.23,42.52,12.25,0.884,OTHER,10.24,87.9711986446421,94.04444444444444,80.55555555555556,68.53748463744367,85.66285472257518,86.69,2026-06-10
SIYSIL,606.35,3.78,13.93,21.85,-12.19,0.573,TEXTILES,6.9,81.68149089368912,83.46666666666667,48.10363247863248,45.10446538303974,79.58492164337146,73.27,2026-06-10
SJS,2077.8,3.29,15.86,28.13,64.96,0.913,AUTO,8.1,80.55908513341804,87.93333333333334,96.15384615384616,69.62310528471937,82.04150783566286,85.2,2026-06-10
SJVN,71.81,-7.19,-0.47,1.81,-25.24,0.433,POWER,-1.08,31.787378229563746,44.62222222222223,29.166666666666668,29.84432609586235,39.87717069038543,35.59,2026-06-10
SKFINDIA,1573.6,-8.06,-2.88,-1.98,-65.97,0.695,CAPITAL_GOODS,-4.63,27.573062261753496,30.555555555555557,2.6175213675213675,56.49324047521508,24.015247776365946,24.24,2026-06-10
SKFINDUS,2419.6,14.8,6.82,9.33,,0.366,CAPITAL_GOODS,18.23,93.51969504447268,64.84444444444445,,22.060630888979926,93.51969504447268,74.07,2026-06-10
SKIPPER,535.0,18.45,39.21,57.12,9.05,0.384,CAPITAL_GOODS,21.88,95.12918254976704,97.28888888888889,77.88461538461539,24.088488324457188,95.0021177467175,88.65,2026-06-10
SKMEGGPROD,241.24,35.56,38.14,56.16,,0.162,FMCG,41.46,98.9411266412537,97.15555555555555,,4.711183941007784,99.11054637865311,84.02,2026-06-10
SKYGOLD,502.6,-0.51,29.09,47.22,46.0,0.308,FMCG,5.39,67.57729775518848,95.6,92.84188034188034,16.550594018844738,76.0271071579839,78.35,2026-06-10
SMALL250,16.81,-2.66,5.06,9.09,,0.388,OTHER,-0.37,53.62134688691233,64.55555555555556,,24.498156493240476,44.70563320626853,52.84,2026-06-10
SMALLADD,16.97,-1.96,7.41,9.84,,0.753,OTHER,0.34,60.82168572638712,65.91111111111111,,60.95862351495289,52.96484540448962,58.76,2026-06-10
SMALLCAP,44.03,-3.55,5.59,8.61,-6.52,0.941,OTHER,-1.25,47.75518847945786,63.48888888888888,55.876068376068375,71.01597705858255,39.15713680643795,53.19,2026-06-10
SMARTWORKS,448.7,-1.61,10.75,15.69,,0.208,REALTY,4.1,62.897077509529865,76.17777777777778,,7.312576812781647,72.06692079627277,62.23,2026-06-10
SMCGLOBAL,68.01,5.85,8.19,-6.7,-49.8,2.679,FINANCIAL_SERVICES,11.3,85.3451927149513,17.11111111111111,5.715811965811966,94.5514133551823,87.25116476069462,53.11,2026-06-10
SML100CASE,10.1,-4.17,5.87,8.72,,0.397,OTHER,-1.88,45.29860228716645,63.6,,25.317492830807048,36.53113087674714,48.5,2026-06-10
SMLMAH,3765.4,0.04,-9.29,-5.24,,0.679,AUTO,4.85,70.0550614146548,20.266666666666666,,54.89553461696026,74.56586192291402,53.52,2026-06-10
SMLT,71.87,-1.03,3.42,3.11,-41.29,0.582,METAL,4.1,65.56543837357052,48.37777777777777,11.084401709401709,46.2720196640721,72.06692079627277,50.38,2026-06-10
SMSPHARMA,381.55,-9.01,-8.81,-7.7,53.51,1.372,PHARMA,-8.63,22.532825074121135,14.755555555555555,94.76495726495726,84.43260958623515,11.09699279966116,36.41,2026-06-10
SNOWMAN,37.09,-7.85,-8.94,2.2,-39.15,0.926,LOGISTICS,-3.46,28.801355357899194,45.68888888888889,12.232905982905983,70.21712412945514,28.63193562049979,31.75,2026-06-10
SNXT30BEES,41.38,-2.38,2.76,3.35,8.75,1.425,OTHER,-0.08,57.433290978398986,49.24444444444445,77.61752136752136,85.64113068414584,48.53875476493011,59.5,2026-06-10
SNXT50BETA,89.59,-2.13,1.77,2.91,,1.354,OTHER,0.17,59.783989834815756,47.8,,83.90004096681687,51.77890724269377,54.84,2026-06-10
SOBHA,1296.8,-8.32,-0.24,-4.29,-16.63,0.575,REALTY,-2.61,26.217704362558237,22.444444444444443,41.39957264957265,45.391233101188035,32.952138924184666,30.28,2026-06-10
SOLARA,572.8,8.78,17.91,26.71,9.16,0.752,PHARMA,9.16,88.77594239728928,87.37777777777778,77.99145299145299,60.79475624743957,83.9686573485811,84.15,2026-06-10
SOLARINDS,17697.0,8.82,25.75,21.92,3.5,0.454,CHEMICALS,12.94,88.83947479881407,83.64444444444445,72.30235042735043,32.42523555919705,88.90300720033883,81.42,2026-06-10
SOLARWORLD,186.96,-14.9,6.35,12.65,,0.401,INFRASTRUCTURE,-8.6,7.263871240999577,71.55555555555554,,25.91151167554281,11.181702668360865,33.4,2026-06-10
SOLEX,1040.5,-21.13,-18.86,18.33,,0.276,CAPITAL_GOODS,-17.7,2.0330368487928845,79.02222222222223,,13.17083162638263,1.609487505294367,31.37,2026-06-10
SOMANYCERA,501.05,6.69,17.53,35.33,-14.0,0.181,CAPITAL_GOODS,10.12,86.31935620499787,92.0,45.45940170940171,5.8582548136009835,85.30283778060144,75.39,2026-06-10
SOMATEX,93.53,-16.76,,,106.79,2.102,TEXTILES,-13.65,5.146124523506988,,98.29059829059828,92.48258910282671,4.087251164760695,39.2,2026-06-10
SOMICONVEY,96.25,-15.1,-14.03,-3.65,-38.39,0.179,CAPITAL_GOODS,-11.67,6.8191444303261335,24.53333333333333,13.408119658119658,5.7763211798443255,6.056755612028801,12.4,2026-06-10
SONACOMS,589.25,-0.72,6.31,14.12,23.12,0.805,AUTO,4.09,67.06903854299026,73.77777777777777,86.37820512820514,64.338385907415,72.00338839474799,73.21,2026-06-10
SONAMLTD,53.71,9.1,-1.36,-2.79,20.81,1.1,CAPITAL_GOODS,12.53,89.07242693773824,27.08888888888889,85.14957264957265,77.87791888570258,88.56416772554002,72.16,2026-06-10
SONATSOFTW,261.0,-12.69,5.98,6.62,-37.23,0.312,IT,-8.11,11.520542143159677,59.24444444444445,14.636752136752138,16.96026218762802,12.198221092757306,24.45,2026-06-10
SOTL,550.55,25.41,60.02,57.8,32.06,0.237,ENERGY,25.52,97.16221939855994,97.46666666666667,89.69017094017094,9.278984022941419,96.35747564591274,91.23,2026-06-10
SOUTHBANK,45.13,12.77,16.43,14.46,52.31,0.943,BANKING,11.3,91.9737399407031,74.15555555555555,94.49786324786325,71.1593609176567,87.25116476069462,86.27,2026-06-10
SOUTHWEST,267.75,20.7,17.15,27.79,75.25,2.405,ENERGY,20.81,95.93392630241424,87.77777777777777,96.9017094017094,93.8140106513724,94.74798814061838,93.8,2026-06-10
SPAL,798.45,-3.95,4.65,15.28,-3.41,0.578,TEXTILES,-0.84,46.25158831003812,75.42222222222222,61.43162393162393,45.903318312167144,41.35959339263024,55.83,2026-06-10
SPANDANA,233.7,-15.64,8.18,2.19,-13.43,0.682,FINANCIAL_SERVICES,-10.19,6.120288013553579,45.62222222222222,46.501068376068375,55.223269151986884,8.047437526471835,26.82,2026-06-10
SPARC,205.92,22.24,38.82,64.01,30.89,0.179,CHEMICALS,26.36,96.52689538331217,98.08888888888889,88.99572649572649,5.7763211798443255,96.569250317662,90.88,2026-06-10
SPCENET,3.36,-11.58,-14.94,-14.07,,0.739,TELECOM,-11.31,14.845404489623041,5.422222222222222,,59.91396968455551,6.437950021177468,20.51,2026-06-10
SPECIALITY,106.4,0.76,3.07,6.26,-15.6,0.329,HOSPITALITY,5.22,73.33756882676832,58.44444444444444,42.94871794871795,18.414584186808685,75.62473528166032,61.13,2026-06-10
SPECTRUM,1621.0,15.51,32.33,12.21,1.73,0.396,CAPITAL_GOODS,18.94,93.9432443879712,70.64444444444445,69.23076923076923,25.19459238017206,93.98559932232105,79.74,2026-06-10
SPENCERS,35.95,-8.31,6.2,14.16,-44.85,1.421,RETAIL,-5.64,26.281236764083015,73.82222222222222,8.333333333333332,85.47726341663252,20.05506141465481,36.6,2026-06-10
SPIC,67.42,-1.46,0.19,6.22,-17.63,0.852,CHEMICALS,2.66,63.70182126217704,58.31111111111112,40.17094017094017,66.81687832855387,65.37484116899618,58.05,2026-06-10
SPLIL,28.72,-11.55,1.56,5.94,,1.734,TEXTILES,-8.44,14.930114358322744,57.31111111111111,,89.6763621466612,11.605252011859383,35.78,2026-06-10
SPLPETRO,675.9,-7.15,-9.33,-2.55,-15.95,0.884,CHEMICALS,-3.03,31.999152901313003,28.644444444444446,42.574786324786324,68.53748463744367,30.749682337992372,34.92,2026-06-10
SPMLINFRA,186.01,-12.11,-1.51,1.81,-15.55,0.499,INFRASTRUCTURE,-5.82,13.257094451503601,44.62222222222223,43.108974358974365,37.115936091765676,19.27149512918255,29.16,2026-06-10
SPORTKING,170.03,13.46,21.76,48.34,57.93,0.409,TEXTILES,16.58,92.37611181702668,95.91111111111111,95.45940170940172,26.853748463744363,91.86785260482846,90.52,2026-06-10
SRD,39.54,-8.56,-11.33,-21.03,-41.68,0.995,CHEMICALS,-4.44,24.862346463362982,2.2666666666666666,10.790598290598291,73.7402703809914,24.735281660313426,18.82,2026-06-10
SREEL,197.16,7.18,5.76,2.34,-19.55,0.255,FMCG,13.08,86.89114781872088,46.02222222222222,37.019230769230774,10.692339205243753,89.07242693773824,63.22,2026-06-10
SRF,2734.1,-2.3,10.54,9.86,-11.07,1.027,CHEMICALS,1.82,58.36509953409572,66.0,49.9465811965812,75.13314215485457,61.753494282083864,59.94,2026-06-10
SRGHFL,280.0,-12.5,3.19,8.95,-9.3,0.16,FINANCIAL_SERVICES,-7.05,11.965268953833123,64.22222222222223,51.76282051282052,4.608766898811963,14.95129182549767,33.07,2026-06-10
SRHHYPOLTD,494.25,-8.23,9.37,14.84,-22.29,0.36,CHEMICALS,-4.11,26.810673443456164,74.84444444444445,33.30662393162393,21.58951249487915,26.365946632782723,39.79,2026-06-10
SRM,476.85,-5.71,0.64,27.6,7.4,0.278,INFRASTRUCTURE,0.58,38.204150783566284,87.6888888888889,76.65598290598291,13.375665710774273,54.57433290978398,59.48,2026-06-10
SRTL,41.35,-14.07,-9.6,,,0.735,TEXTILES,-10.96,8.89453621346887,,,59.6886521917247,6.734434561626429,29.61,2026-06-10
SSDL,54.22,-13.98,-12.39,-10.42,-44.13,2.671,TEXTILES,-10.86,9.063955950868277,9.822222222222223,9.081196581196581,94.51044653830397,6.861499364675986,13.2,2026-06-10
