symbol,close,atr_14,mp_pp,mp_r1,mp_r2,mp_r3,mp_s1,mp_s2,mp_s3,wp_pp,wp_r1,wp_r2,wp_s1,wp_s2,fib_786,fib_618,fib_500,fib_382,fib_236,swing_high_1,swing_high_2,swing_low_1,swing_low_2,vol_poc,prev_week_h,prev_week_l,prev_month_h,prev_month_l,round_res,round_sup,stop_1atr,stop_2atr,target_1atr,target_2atr,conf_res_1,conf_res_1_score,conf_res_1_tags,conf_res_2,conf_res_2_score,conf_res_2_tags,conf_sup_1,conf_sup_1_score,conf_sup_1_tags,conf_sup_2,conf_sup_2_score,conf_sup_2_tags,entry_zone_low,entry_zone_high,stop_loss,as_of_date
SIDDHATUBE,4.7,0.75,5.38,6.72,8.83,10.17,3.27,1.93,-0.18,4.28,5.02,6.23,3.07,2.33,5.31,7.17,8.47,9.78,11.39,14.0,13.5,2.95,3.0,4.64,5.5,3.55,7.5,4.05,5.0,0.0,3.95,3.2,5.45,6.2,5.34,4,Fib 78.6%|M-Pivot,5.01,3,Round|W-R1,4.64,3,Vol POC,4.28,2,W-Pivot,4.33,4.92,4.57,2000-02-29
SIEL,3.2,0.33,3.68,4.72,5.53,6.57,2.87,1.83,1.02,3.53,3.82,4.28,3.07,2.78,2.74,3.64,4.28,4.91,5.69,6.3,6.2,1.6,2.0,3.69,4.0,3.25,4.5,2.65,5.0,0.0,2.88,2.55,3.53,3.85,3.67,9,Fib 61.8%|M-Pivot|Vol POC,3.53,2,W-Pivot,2.87,3,M-S1,3.07,2,W-S1,3.04,3.3,2.83,2002-01-18
SIEMENS,3599.9,90.56,3745.27,4036.03,4228.07,4518.83,3553.23,3262.47,3070.43,3661.9,3773.7,3919.5,3516.1,3404.3,3063.82,3250.52,3381.65,3512.78,3675.03,3937.3,3930.0,2826.0,2906.0,3844.82,3807.7,3550.1,3937.3,3454.5,3750.0,3500.0,3509.34,3418.77,3690.46,3781.03,3932.28,8,W-R2|Swing Hi|Swing Hi|52W High|Prev-Mo Hi,3769.17,7,M-Pivot|Round|W-R1|Prev-Wk Hi,3269.15,8,Fib 61.8%|M-S2|200 DMA,3495.85,6,Prev-Mo Lo|Round|Fib 38.2%|W-S1,3554.62,3627.07,3418.77,2026-06-30
SIERRAOPT,72.8,2.15,70.82,78.53,84.22,91.93,65.13,57.42,51.73,72.95,73.9,74.9,71.95,71.0,45.18,57.57,66.28,74.98,85.75,103.15,94.0,29.4,31.25,73.17,73.95,72.0,76.5,63.1,80.0,70.0,70.65,68.5,74.95,77.1,73.49,8,W-Pivot|Vol POC|W-R1|Prev-Wk Hi,74.94,3,W-R2|Fib 38.2%,70.61,5,Round|M-Pivot|W-S2,71.97,3,W-S1|Prev-Wk Lo,71.72,73.44,69.55,2002-05-08
SIGACHI,21.03,1.4,17.9,19.15,21.38,22.63,15.67,14.42,12.19,22.39,22.97,23.99,21.37,20.79,23.09,28.14,31.69,35.24,39.63,59.59,58.15,16.65,18.25,37.82,23.4,21.8,20.13,16.65,25.0,20.0,19.63,18.23,22.43,23.83,21.35,5,20 DMA|W-S1|M-R2,22.51,3,W-Pivot|M-R3,20.15,3,Round|Prev-Mo Hi|50 DMA,19.15,3,M-R1,20.33,21.45,19.85,2026-04-27
SIGIND,48.16,2.18,50.96,53.81,56.86,59.71,47.91,45.06,42.01,49.13,50.66,53.42,46.37,44.84,45.22,48.79,51.3,53.82,56.93,81.0,61.95,40.66,42.3,53.34,51.89,47.6,54.02,48.12,50.0,45.0,45.98,43.81,50.34,52.51,50.92,10,W-R1|200 DMA|M-Pivot|Fib 50%,48.84,6,20 DMA|Fib 61.8%|W-Pivot,45.03,5,W-S2|Round|M-S2|Fib 78.6%,47.75,4,Prev-Wk Lo|M-S1,47.07,48.81,44.35,2026-06-30
SIGMA,38.91,1.75,42.04,46.07,51.34,55.37,36.77,32.74,27.47,38.57,39.95,40.87,37.65,36.27,41.89,46.94,50.48,54.02,58.41,65.5,63.5,21.01,23.93,57.25,39.5,37.2,47.3,38.0,40.0,35.0,37.16,35.4,40.66,42.42,39.72,5,20 DMA|Prev-Wk Hi|W-R1|Round,41.82,5,50 DMA|Fib 78.6%|M-Pivot,36.52,4,W-S2|M-S1,37.42,3,Prev-Wk Lo|W-S1,38.03,39.44,35.97,2026-06-30
SIGMAADV,436.9,26.83,400.88,448.72,472.63,520.47,376.97,329.13,305.22,400.88,448.72,472.63,376.97,329.13,205.56,256.95,293.05,329.15,373.81,,,140.1,153.0,422.35,424.8,353.05,424.8,353.05,450.0,425.0,410.07,383.24,463.73,490.56,448.36,8,52W High|M-R1|W-R1|Round,472.63,3,M-R2|W-R2,424.24,6,Vol POC|Prev-Mo Hi|Prev-Wk Hi|Round,375.92,6,Fib 23.6%|M-S1|W-S1,423.48,444.95,417.88,2026-06-03
SIGNATURE,739.1,28.22,859.18,921.52,990.33,1052.67,790.37,728.03,659.22,772.62,791.23,825.97,737.88,719.27,831.2,930.12,999.6,1069.08,1155.04,1158.0,1153.9,705.2,753.1,891.63,807.35,754.0,928.0,796.85,750.0,700.0,710.88,682.65,767.33,795.55,791.76,7,20 DMA|M-S1|W-R1|Prev-Mo Lo,752.37,4,Round|Swing Lo|Prev-Wk Lo,703.47,5,Round|Swing Lo|52W Low,723.65,3,W-S2|M-S2,724.99,747.57,692.92,2026-06-30
SIGNET,6.5,0.38,6.03,6.62,7.48,8.07,5.17,4.58,3.72,5.83,6.02,6.13,5.72,5.53,7.47,9.06,10.18,11.29,12.67,14.9,13.5,5.45,5.65,7.21,5.95,5.65,6.9,5.45,10.0,5.0,6.12,5.74,6.88,7.26,6.62,3,M-R1,7.21,3,Vol POC,6.0,6,Prev-Wk Hi|W-R1|M-Pivot,5.67,5,Swing Lo|Prev-Wk Lo|W-S1,6.31,6.61,5.91,2018-08-10
SIGNETIND,113.25,10.16,119.68,138.32,148.63,167.27,109.37,90.73,80.42,118.8,127.6,137.8,108.6,99.8,160.32,206.84,239.53,272.21,312.64,378.0,367.0,101.05,101.6,127.45,129.0,110.0,130.0,101.05,125.0,100.0,103.09,92.93,123.41,133.57,128.02,6,Vol POC|W-R1|Prev-Wk Hi,119.24,5,W-Pivot|M-Pivot,100.76,9,W-S2|Round|Swing Lo|52W Low|Prev-Mo Lo|Swing Lo,109.32,6,W-S1|M-S1|Prev-Wk Lo,108.17,116.3,99.25,2015-01-29
SIGNPOST,273.35,16.48,286.95,319.5,342.44,374.99,264.01,231.46,208.52,255.65,264.2,280.3,239.55,231.0,216.79,236.71,250.7,264.7,282.01,310.0,309.9,191.41,198.0,269.12,271.75,247.1,309.9,254.41,275.0,250.0,256.88,240.4,289.83,306.3,309.95,7,Swing Hi|Prev-Mo Hi|Swing Hi|52W High,286.95,3,M-Pivot,263.51,8,20 DMA|M-S1|W-R1|Fib 38.2%,270.44,4,Vol POC|Prev-Wk Hi,265.11,278.29,259.56,2026-06-30
SIGROUPIND,69.45,0.35,68.83,69.62,70.23,71.02,68.22,67.43,66.82,69.23,69.72,70.08,68.87,68.38,25.88,35.29,41.9,48.51,56.68,69.9,69.7,13.9,15.0,68.57,69.6,68.75,69.45,68.05,70.0,60.0,69.1,68.76,69.8,70.14,69.86,16,Prev-Wk Hi|M-R1|Swing Hi|W-R1|Swing Hi|52W High|Round|W-R2|M-R2,71.02,1,M-R3,68.31,19,M-S3|M-S2|Prev-Mo Lo|M-S1|W-S2|Vol POC|Prev-Wk Lo|M-Pivot|W-S1|W-Pivot,48.51,2,Fib 38.2%,69.28,69.55,68.41,2009-09-15
SIKA,1115.6,60.5,993.53,1116.97,1323.23,1446.67,787.27,663.83,457.57,1100.03,1154.02,1251.98,1002.07,948.08,940.66,996.05,1034.95,1073.85,1121.99,1199.8,1198.0,870.1,871.35,1064.67,1198.0,1046.05,1199.8,870.1,1200.0,1100.0,1055.1,994.6,1176.1,1236.6,1199.23,9,Swing Hi|Prev-Wk Hi|Swing Hi|52W High|Prev-Mo Hi|Round,1154.02,2,W-R1,997.22,8,M-Pivot|Fib 61.8%|W-S1,1069.26,5,Vol POC|Fib 38.2%,1085.35,1133.75,994.6,2026-06-30
SIKKO,3.79,0.17,4.36,4.63,5.11,5.38,3.88,3.61,3.13,3.87,3.98,4.12,3.73,3.62,3.98,4.59,5.02,5.44,5.97,6.83,5.59,3.2,3.31,5.97,4.02,3.77,4.85,4.1,5.0,0.0,3.62,3.45,3.96,4.13,3.88,5,W-Pivot|M-S1,3.98,5,20 DMA|Fib 78.6%|W-R1|Prev-Wk Hi,3.2,4,Swing Lo|52W Low,3.75,3,W-S1|Prev-Wk Lo,3.7,3.84,3.45,2026-06-30
SIL,15.6,0.8,16.04,17.68,19.13,20.77,14.59,12.95,11.5,15.44,15.86,16.41,14.89,14.47,13.84,15.52,16.7,17.89,19.35,21.71,19.99,11.7,12.67,16.04,15.99,15.02,17.5,14.41,20.0,15.0,14.8,14.0,16.4,17.2,15.95,13,50 DMA|W-R1|Prev-Wk Hi|200 DMA|M-Pivot|Vol POC,17.59,4,Prev-Mo Hi|M-R1,15.48,5,W-Pivot|Fib 61.8%,14.49,5,Prev-Mo Lo|W-S2|M-S1,15.2,15.84,15.25,2026-06-30
SILGO,75.08,2.75,77.63,91.05,99.63,113.05,69.05,55.63,47.05,75.95,78.69,81.73,72.91,70.17,60.29,66.1,70.19,74.28,79.33,87.5,86.2,26.21,32.76,71.13,78.98,73.2,86.2,64.2,80.0,70.0,72.33,69.58,77.83,80.58,79.25,5,W-R1|Prev-Wk Hi|Fib 23.6%|Round,77.5,4,50 DMA|M-Pivot,69.85,7,M-S1|Round|W-S2|Fib 50%,73.06,3,W-S1|Prev-Wk Lo,73.7,75.91,69.58,2026-06-30
SILINV,419.75,14.96,435.37,480.73,539.07,584.43,377.03,331.67,273.33,427.67,435.58,450.12,413.13,405.22,462.82,527.83,573.5,619.17,675.67,767.0,739.0,380.0,390.0,424.58,442.2,419.75,493.7,390.0,425.0,400.0,404.79,389.84,434.71,449.66,424.89,7,20 DMA|Vol POC|Round|W-Pivot,438.26,7,M-Pivot|W-R1|50 DMA|Prev-Wk Hi,379.01,7,M-S1|Swing Lo|52W Low,390.0,3,Swing Lo|Prev-Mo Lo,412.27,424.24,389.84,2026-06-30
SILLYMONKS,16.15,1.42,16.53,18.45,19.82,21.74,15.16,13.24,11.87,17.03,17.54,18.36,16.21,15.7,17.57,19.9,21.53,23.16,25.18,28.45,22.05,13.45,14.05,26.06,17.85,16.52,17.9,14.61,20.0,15.0,14.72,13.3,17.57,19.0,16.52,4,Prev-Wk Lo|M-Pivot,16.96,4,50 DMA|W-Pivot|20 DMA,15.08,4,Round|M-S1,14.61,3,52W Low|Prev-Mo Lo,15.44,16.58,14.85,2026-06-30
SILTAPCHEM,84.3,2.83,63.2,74.15,85.95,96.9,51.4,40.45,28.65,73.67,76.33,77.67,72.33,69.67,47.27,55.34,61.0,66.66,73.67,78.0,75.0,37.0,38.05,56.82,75.0,71.0,75.0,52.25,90.0,80.0,81.47,78.65,87.12,89.95,85.47,4,52W High|M-R2,90.0,1,Round,75.0,4,Swing Hi|Prev-Mo Hi|Prev-Wk Hi,77.84,3,W-R2|Swing Hi,82.89,85.15,78.65,2003-09-30
SILVER,222.02,9.55,259.08,286.16,312.18,339.26,233.06,205.98,179.96,221.41,230.65,244.93,207.13,197.89,163.89,208.35,239.57,270.8,309.44,371.89,287.56,109.82,111.2,233.01,235.7,212.18,285.1,232.0,225.0,200.0,212.47,202.92,231.57,241.12,232.18,9,W-R1|Prev-Mo Lo|Vol POC|M-S1,237.8,4,Prev-Wk Hi|20 DMA|Fib 50%,207.15,7,M-S2|W-S1|Fib 61.8%,221.41,5,W-Pivot|200 DMA,217.25,224.88,204.04,2026-06-30
SILVER1,21.56,0.98,25.32,28.12,30.91,33.71,22.53,19.73,16.94,21.53,22.52,23.96,20.09,19.1,97.0,159.2,202.88,246.57,300.63,388.0,258.46,17.77,21.31,25.75,22.98,20.55,28.12,22.53,25.0,20.0,20.58,19.6,22.54,23.52,22.53,6,W-R1|M-S1|Prev-Mo Lo,25.16,4,Round|M-Pivot,19.94,5,M-S2|Round|W-S1,21.31,2,Swing Lo,21.07,21.85,19.64,2026-06-30
SILVER360,218.56,8.3,255.11,281.33,307.21,333.43,229.23,203.01,177.13,218.53,229.05,245.21,202.37,191.85,159.78,202.15,231.91,261.66,298.48,358.0,283.98,105.81,110.1,310.4,234.68,208.0,280.99,228.89,225.0,200.0,210.26,201.96,226.86,235.16,229.77,8,Prev-Mo Lo|W-R1|M-S1|Fib 50%,234.61,2,20 DMA|Prev-Wk Hi,201.88,8,Round|Fib 61.8%|W-S1|M-S2,208.0,1,Prev-Wk Lo,214.41,221.05,201.96,2026-06-30
SILVERADD,214.5,8.25,250.44,276.74,301.92,328.22,225.26,198.96,173.78,214.16,223.76,237.48,200.44,190.84,164.94,213.04,246.83,280.62,322.42,390.0,279.9,106.0,107.09,225.82,227.87,204.55,275.63,224.15,225.0,200.0,206.25,198.0,222.75,231.0,225.31,11,W-R1|Prev-Mo Lo|Round|M-S1|Vol POC|Prev-Wk Hi,248.63,5,Fib 50%|M-Pivot,213.41,6,Fib 61.8%|200 DMA,199.8,5,M-S2|Round|W-S1,210.38,216.97,210.21,2026-06-30
SILVERAG,216.59,9.29,252.66,279.04,304.08,330.46,227.62,201.24,176.2,216.17,225.99,241.81,200.35,190.53,178.23,221.36,251.65,281.94,319.42,380.0,280.3,134.03,146.31,226.66,231.99,206.35,277.71,226.29,225.0,200.0,207.3,198.01,225.88,235.17,226.31,10,Round|W-R1|Prev-Mo Lo|Vol POC|M-S1,221.36,3,Fib 61.8%,200.53,5,Round|W-S1|M-S2,177.21,2,M-S3|Fib 78.6%,211.94,219.38,198.01,2026-06-30
SILVERBEES,212.82,8.08,248.76,275.41,301.45,328.1,222.72,196.07,170.03,211.7,220.81,235.06,197.45,188.34,158.1,201.25,231.56,261.88,299.38,360.0,276.0,105.42,106.64,222.27,225.94,202.58,274.8,222.11,225.0,200.0,204.74,196.67,220.9,228.97,222.58,10,W-R1|Prev-Mo Lo|Vol POC|M-S1|Round,227.01,2,Prev-Wk Hi|20 DMA,211.99,5,W-Pivot|200 DMA,201.28,5,Round|Fib 61.8%|Prev-Wk Lo,208.78,215.24,208.81,2026-06-30
SILVERBETA,215.03,7.84,251.94,279.13,306.18,333.37,224.89,197.7,170.65,213.85,222.94,237.24,199.55,190.46,228.23,260.6,283.33,306.06,334.19,379.66,278.99,187.0,201.86,226.21,228.14,204.75,278.99,224.75,225.0,200.0,207.19,199.35,222.87,230.71,224.76,10,W-R1|Prev-Mo Lo|M-S1|Round|Vol POC,228.9,3,Prev-Wk Hi|Fib 78.6%|20 DMA,199.78,7,M-S2|W-S1|Round|Swing Lo,213.85,2,W-Pivot,211.11,217.38,199.35,2026-06-30
SILVERBND,222.94,8.43,260.34,287.74,315.17,342.57,232.91,205.51,178.08,222.76,231.5,245.72,208.54,199.8,224.73,259.84,284.5,309.16,339.68,389.0,290.19,196.88,218.02,259.7,236.97,214.01,287.76,232.93,225.0,200.0,214.51,206.08,231.37,239.8,232.45,6,W-R1|M-S1|Prev-Mo Lo,224.87,2,Fib 78.6%|Round,207.02,4,M-S2|W-S1,198.89,4,Swing Lo|W-S2|Round,218.72,225.47,206.08,2026-06-30
SILVERCASE,22.54,0.92,26.45,29.31,32.13,34.99,23.63,20.77,17.95,22.45,23.4,24.92,20.93,19.98,16.4,21.02,24.27,27.51,31.52,38.01,29.5,10.52,11.08,23.94,23.97,21.5,29.28,23.6,25.0,20.0,21.62,20.7,23.46,24.38,24.09,7,Vol POC|Prev-Wk Hi|20 DMA|Fib 50%,23.54,6,W-R1|Prev-Mo Lo|M-S1,20.91,7,M-S2|W-S1|Fib 61.8%,22.45,2,W-Pivot,22.08,22.82,20.7,2026-06-30
SILVERETF,203.98,5.54,152.9,164.94,171.55,183.59,146.29,134.25,127.64,191.79,202.4,210.1,184.09,173.48,125.97,142.95,154.88,166.81,181.57,187.04,159.5,84.19,85.08,142.3,199.49,181.18,159.5,140.85,225.0,200.0,198.44,192.9,209.52,215.06,205.43,2,52W High,210.1,1,W-R2,182.61,5,Prev-Wk Lo|Fib 23.6%|M-R3|W-S1,200.63,4,Prev-Wk Hi|Round|W-R1,201.21,205.64,192.9,2025-12-23
SILVERIETF,222.25,9.12,259.76,287.49,314.64,342.37,232.61,204.88,177.73,221.4,230.69,245.07,207.02,197.73,164.27,208.99,240.4,271.81,310.68,373.5,288.0,109.77,111.17,234.55,235.77,212.1,286.9,232.02,225.0,200.0,213.13,204.0,231.37,240.5,233.13,10,W-R1|Prev-Mo Lo|M-S1|Vol POC|Prev-Wk Hi,239.31,3,20 DMA|Fib 50%,206.96,7,M-S2|W-S1|Fib 61.8%,221.35,5,200 DMA|W-Pivot,217.69,224.99,204.0,2026-06-30
SILVERLINE,8.15,0.73,8.78,10.57,13.98,15.77,5.37,3.58,0.17,8.6,9.1,10.0,7.7,7.2,16.98,25.13,30.85,36.57,43.65,55.1,53.0,8.15,10.65,8.95,9.5,8.1,12.2,7.0,10.0,5.0,7.42,6.69,8.88,9.61,8.78,3,M-Pivot,8.95,3,Vol POC,7.7,2,W-S1,8.1,1,Prev-Wk Lo,7.78,8.37,7.58,2003-04-04
SILVERTUC,185.51,10.94,159.2,178.11,187.9,206.81,149.41,130.5,120.71,188.03,193.07,201.54,179.56,174.52,97.54,122.16,139.44,156.73,178.12,212.7,169.02,66.19,67.58,153.74,196.51,183.0,169.0,140.3,200.0,175.0,174.57,163.62,196.45,207.4,187.75,5,20 DMA|M-R2|W-Pivot,193.07,2,W-R1,178.6,6,M-R1|Fib 23.6%|W-S1,168.22,4,50 DMA|Prev-Mo Hi|Swing Hi,180.04,188.79,175.92,2026-06-30
SILVRETF,125.74,3.09,112.02,119.73,123.93,131.64,107.82,100.11,95.91,123.12,127.98,134.85,116.25,111.39,109.82,114.13,117.16,120.19,123.94,130.0,116.99,83.55,84.52,105.17,130.0,118.27,116.23,104.32,150.0,125.0,122.65,119.57,128.82,131.91,130.41,6,Swing Hi|52W High|Prev-Wk Hi|M-R3,127.98,2,W-R1,117.02,9,Prev-Mo Hi|W-S1|Swing Hi|Fib 50%|20 DMA|Prev-Wk Lo,124.0,6,W-Pivot|M-R2|Fib 23.6%|Round,124.2,126.67,119.57,2025-09-12
SIMBHALS,34.97,2.55,28.32,30.93,33.82,36.43,25.43,22.82,19.93,34.38,37.65,40.66,31.37,28.1,26.51,29.08,30.88,32.67,34.9,38.5,38.0,23.25,23.65,34.21,37.38,31.1,31.2,25.7,35.0,30.0,32.42,29.86,37.52,40.08,37.68,5,Prev-Wk Hi|W-R1|Swing Hi,38.5,4,Swing Hi|52W High,31.1,9,Fib 50%|M-R1|Prev-Wk Lo|Prev-Mo Hi|W-S1,34.14,7,M-R2|Vol POC|W-Pivot,33.69,35.74,30.63,2024-06-26
SIMBHALSUG,9.95,0.49,11.38,12.72,14.33,15.67,9.77,8.43,6.82,11.0,11.0,11.0,11.0,11.0,9.48,11.43,12.8,14.17,15.86,18.6,17.35,7.0,7.1,10.08,11.0,11.0,13.0,10.05,10.0,5.0,9.46,8.97,10.44,10.93,11.0,10,W-Pivot|W-R1|W-R2|W-S1|W-S2|Prev-Wk Hi|Prev-Wk Lo,11.41,6,M-Pivot|Fib 61.8%,7.03,6,Swing Lo|52W Low|Swing Lo,9.77,3,M-S1,9.71,10.1,8.97,1997-10-14
SIMBHSUGAR,28.6,1.84,13.77,18.68,21.87,26.78,10.58,5.67,2.48,24.17,30.88,34.52,20.53,13.82,12.6,16.02,18.43,20.83,23.8,16.95,16.85,8.25,8.65,25.02,27.8,17.45,16.95,8.85,30.0,25.0,26.76,24.93,30.44,32.27,30.88,2,W-R1,30.0,1,Round,25.01,4,Round|Vol POC,24.17,2,W-Pivot,27.68,29.15,24.93,2015-11-23
SIMPLEX,14.85,1.64,17.83,20.17,23.73,26.07,14.27,11.93,8.37,15.62,16.93,18.52,14.03,12.72,25.01,33.93,40.2,46.47,54.22,66.75,65.8,14.4,15.45,22.92,17.2,14.3,21.4,15.5,15.0,10.0,13.21,11.57,16.49,18.13,15.52,5,Swing Lo|Prev-Mo Lo|W-Pivot,16.93,2,W-R1,14.32,6,M-S1|Prev-Wk Lo|Swing Lo,14.03,2,W-S1,14.03,15.34,14.11,2018-09-24
SIMPLEXCAS,39.65,3.76,40.12,47.53,52.42,59.83,35.23,27.82,22.93,40.87,44.23,46.62,38.48,35.12,32.41,37.84,41.65,45.46,50.18,57.8,55.7,25.5,28.3,46.72,43.25,37.5,45.0,32.7,40.0,35.0,35.89,32.12,43.41,47.18,40.06,4,Round|M-Pivot,40.87,2,W-Pivot,35.12,5,Round|W-S2|M-S1,37.67,4,Prev-Wk Lo|Fib 61.8%,37.77,40.78,34.59,2015-01-07
SIMPLEXCON,1310.2,48.78,1192.1,1359.2,1467.1,1634.2,1084.2,917.1,809.2,1233.25,1271.5,1326.25,1178.5,1140.25,447.95,641.81,777.98,914.14,1082.62,1354.95,1300.0,340.05,446.0,683.93,1288.0,1195.0,1300.0,1025.0,1400.0,1300.0,1261.42,1212.64,1358.98,1407.76,1356.37,7,Swing Hi|52W High|M-R1,1467.1,2,M-R2,1188.53,6,W-S1|M-Pivot|Prev-Wk Lo,1300.0,4,Swing Hi|Prev-Mo Hi|Round,1285.81,1324.83,1212.64,2005-12-20
SIMPLEXINF,265.7,13.87,237.82,275.64,300.62,338.44,212.84,175.02,150.04,259.77,273.13,292.37,240.53,227.17,178.3,210.73,233.5,256.27,284.45,330.0,324.7,137.0,188.12,155.16,279.0,246.4,262.8,200.0,275.0,250.0,251.83,237.96,279.57,293.44,274.59,6,W-R1|Round|M-R1,279.0,1,Prev-Wk Hi,239.73,9,M-Pivot|200 DMA|50 DMA|W-S1,258.08,5,Fib 38.2%|20 DMA|W-Pivot,258.76,269.86,237.96,2026-06-30
SINCLAIR,75.74,3.0,77.39,81.53,88.39,92.53,70.53,66.39,59.53,78.89,80.77,83.38,76.28,74.4,78.65,86.37,91.78,97.2,103.91,114.75,112.89,68.82,70.35,74.86,81.5,77.01,84.25,73.25,80.0,70.0,72.74,69.74,78.74,81.74,81.16,10,Round|W-R1|Prev-Wk Hi|M-R1|200 DMA,76.91,8,W-S1|20 DMA|Prev-Wk Lo|M-Pivot|50 DMA,70.29,6,Round|Swing Lo|M-S1,74.63,4,W-S2|Vol POC,74.24,76.64,69.74,2026-06-30
SINDHUTRAD,24.82,1.02,25.52,29.41,32.08,35.97,22.85,18.96,16.29,25.28,26.03,27.06,24.25,23.5,21.73,24.94,27.2,29.46,32.25,36.76,32.74,17.64,18.16,25.43,26.32,24.54,28.2,21.64,25.0,20.0,23.8,22.78,25.84,26.86,25.23,13,Fib 61.8%|Round|20 DMA|W-Pivot|Vol POC|M-Pivot,26.18,3,W-R1|Prev-Wk Hi,24.5,4,W-S1|Prev-Wk Lo|50 DMA,23.57,4,W-S2|200 DMA,24.31,25.13,24.13,2026-06-30
SINGER,17.6,0.72,17.98,18.97,19.93,20.92,17.02,16.03,15.07,17.75,19.4,20.8,16.35,14.7,21.58,25.88,28.9,31.92,35.66,41.7,30.1,16.5,16.9,17.73,19.15,16.1,18.95,17.0,20.0,15.0,16.88,16.15,18.33,19.05,17.82,8,Vol POC|W-Pivot|M-Pivot,19.02,5,Prev-Mo Hi|M-R1|Prev-Wk Hi,16.97,6,Swing Lo|Prev-Mo Lo|M-S1,16.08,5,M-S2|52W Low|Prev-Wk Lo,17.24,17.82,16.72,2000-12-19
SINGERIND,70.5,3.57,70.34,76.57,83.24,89.47,63.67,57.44,50.77,71.41,74.26,78.52,67.15,64.3,62.04,65.88,68.58,71.27,74.61,80.0,77.0,57.15,64.1,61.46,75.66,68.55,77.0,64.1,80.0,70.0,66.93,63.37,74.07,77.63,76.56,7,Prev-Wk Hi|M-R1|Swing Hi|Prev-Mo Hi,71.36,5,Fib 38.2%|W-Pivot|50 DMA,70.17,4,Round|M-Pivot,68.56,3,Prev-Wk Lo|Fib 50%,68.72,71.57,69.12,2026-06-30
SINTERCOM,73.07,4.17,76.95,82.33,89.86,95.24,69.42,64.04,56.51,75.97,77.86,81.49,72.34,70.45,82.43,97.69,108.42,119.14,132.4,153.84,130.0,62.99,68.23,78.15,79.59,74.07,84.49,71.58,80.0,70.0,68.9,64.73,77.24,81.41,76.25,6,50 DMA|W-Pivot|M-Pivot,78.0,5,W-R1|Vol POC,69.96,5,M-S1|Round|W-S2,71.96,3,Prev-Mo Lo|W-S1,70.99,74.32,68.91,2026-06-30
SINTEX,7.8,0.4,9.0,10.35,12.8,14.15,6.55,5.2,2.75,8.27,8.43,8.67,8.03,7.87,2.88,4.71,6.0,7.29,8.88,11.45,9.25,0.55,0.8,8.25,8.5,8.1,11.45,7.65,10.0,5.0,7.4,7.0,8.2,8.6,8.26,5,Vol POC|W-Pivot,8.06,3,W-S1|Prev-Wk Lo,6.55,3,M-S1,7.29,2,Fib 38.2%,7.6,7.92,7.0,2022-03-21
SIPAPER,25.25,1.4,27.98,31.22,35.98,39.22,23.22,19.98,15.22,26.18,26.62,27.48,25.32,24.88,29.26,33.59,36.62,39.66,43.42,32.75,29.9,23.75,24.5,26.12,27.05,25.75,32.75,24.75,30.0,25.0,23.85,22.44,26.65,28.06,26.02,6,Prev-Wk Lo|Vol POC|W-Pivot,25.32,2,W-S1,24.78,5,Swing Lo|Prev-Mo Lo|W-S2|Round,23.75,4,Swing Lo|52W Low,24.55,25.67,24.41,1997-08-26
SIPTACOAT,8.85,0.35,9.25,9.75,10.5,11.0,8.5,8.0,7.25,8.92,9.08,9.17,8.83,8.67,7.84,8.3,8.62,8.95,9.35,10.0,9.0,7.25,8.0,9.04,9.0,8.75,10.0,8.75,10.0,5.0,8.5,8.14,9.2,9.56,9.0,12,W-Pivot|Fib 38.2%|Swing Hi|Prev-Wk Hi|Vol POC|W-R1,9.21,4,W-R2|M-Pivot,8.6,6,M-S1|Fib 50%|W-S2,8.78,4,Prev-Mo Lo|Prev-Wk Lo|W-S1,8.67,8.96,8.47,1995-09-15
SIRCA,402.4,9.0,425.2,437.2,456.7,468.7,405.7,393.7,374.2,414.02,423.03,439.02,398.03,389.02,425.82,450.01,467.0,483.99,505.02,539.0,513.45,395.0,396.3,421.84,430.0,405.0,444.7,413.2,425.0,400.0,393.4,384.39,411.4,420.41,424.67,12,50 DMA|Vol POC|W-R1|Round|M-Pivot|Fib 78.6%|Prev-Wk Hi,405.35,4,Prev-Wk Lo|M-S1,395.29,12,W-S2|M-S2|Swing Lo|52W Low|Swing Lo|W-S1|Round,374.2,1,M-S3,397.9,405.1,389.36,2026-06-30
SIRIS,36.5,2.81,36.2,42.3,45.6,51.7,32.9,26.8,23.5,42.18,46.72,55.53,33.37,28.83,67.96,97.68,118.55,139.42,165.25,207.0,141.95,30.1,33.05,35.15,51.0,37.65,39.5,30.1,40.0,35.0,33.69,30.87,39.31,42.13,42.24,5,W-Pivot|M-R1,39.75,2,Prev-Mo Hi|Round,33.11,7,M-S1|Swing Lo|W-S1,30.1,5,Swing Lo|52W Low|Prev-Mo Lo,35.09,37.34,32.61,2000-09-19
SIRPAPER,10.0,0.42,10.48,11.82,14.03,15.37,8.27,6.93,4.72,9.68,9.87,10.23,9.32,9.13,11.89,14.04,15.55,17.06,18.93,21.95,21.0,9.15,9.8,13.42,10.05,9.5,12.7,9.15,15.0,5.0,9.58,9.16,10.42,10.84,11.86,4,M-R1|Fib 78.6%,10.48,3,M-Pivot,9.78,6,W-Pivot|Swing Lo|W-R1,9.14,6,W-S2|Swing Lo|52W Low|Prev-Mo Lo,9.79,10.13,9.63,2015-07-10
