date,FII_flow_score,DII_flow_score,PRO_flow_score,CLIENT_flow_score,FPI_flow_score,MF_flow_score,INSURANCE_flow_score,RETAIL_flow_score,FII_conviction,DII_conviction,PRO_conviction,CLIENT_conviction,Smart_Money_Score,Retail_Score,FII_DII_Divergence,Smart_Retail_Divergence,Market_Opportunity,Cash_Institutional_Score,Ensemble_Score,Market_Regime
2024-03-22,35.49,-3.68,-48.85,-21.16,-8.2,83.91,100.0,-100.0,60.0,45.0,50.0,55.0,-6.68,-21.16,39.17,14.48,0.0,37.85,5.2,NEUTRAL
2024-03-26,29.65,-14.07,-29.77,-16.43,-22.48,95.4,100.0,-100.0,60.0,40.0,55.0,60.0,-0.06,-16.43,43.72,16.37,0.0,36.46,5.57,NEUTRAL
2024-03-27,19.58,0.11,-5.57,-19.76,-11.54,94.59,100.0,-100.0,55.0,45.0,60.0,55.0,7.0,-19.76,19.47,26.76,1.38,41.53,13.91,NEUTRAL
2024-03-28,49.82,-7.48,-11.27,-47.74,-7.75,92.45,100.0,-100.0,60.0,40.0,55.0,50.0,19.27,-47.74,57.3,67.01,9.2,42.35,18.35,ACCUMULATION
2024-04-01,53.26,-19.53,-22.45,-42.48,-3.69,87.87,100.0,-100.0,65.0,35.0,50.0,55.0,15.4,-42.48,72.79,57.88,6.54,42.09,13.34,NEUTRAL
2024-04-02,62.21,-16.41,-66.65,-39.08,-20.43,93.85,100.0,-100.0,65.0,35.0,45.0,55.0,-2.22,-39.08,78.62,36.86,0.0,36.71,3.96,NEUTRAL
2024-04-03,29.56,-9.3,-20.72,-21.56,-27.67,83.26,100.0,-100.0,60.0,40.0,50.0,60.0,4.42,-21.56,38.86,25.98,0.95,27.8,6.84,NEUTRAL
2024-04-04,16.66,-0.43,2.24,-18.89,-30.12,68.71,100.0,100.0,60.0,40.0,55.0,60.0,9.45,-18.89,17.09,28.34,1.79,19.29,9.44,NEUTRAL
2024-04-05,17.26,12.86,-4.94,-22.87,-22.87,51.76,100.0,100.0,60.0,40.0,55.0,60.0,6.16,-22.87,4.4,29.03,1.41,14.44,9.9,NEUTRAL
2024-04-08,17.58,6.9,-17.6,-16.38,-24.33,54.2,100.0,100.0,60.0,35.0,50.0,65.0,-0.01,-16.38,10.68,16.37,0.0,14.94,5.46,NEUTRAL
2024-04-09,16.03,-0.98,-10.71,-13.59,-30.04,54.29,100.0,100.0,60.0,30.0,50.0,65.0,2.66,-13.59,17.01,16.25,0.36,12.12,4.12,NEUTRAL
2024-04-10,29.1,3.53,-24.99,-25.07,-23.22,53.51,98.86,100.0,60.0,30.0,50.0,65.0,2.06,-25.07,25.57,27.13,0.52,15.14,5.7,NEUTRAL
2024-04-12,5.64,-3.23,0.18,-4.92,-46.89,63.75,100.0,100.0,55.0,30.0,55.0,70.0,2.91,-4.92,8.87,7.83,0.14,8.43,2.76,NEUTRAL
2024-04-15,-5.32,-14.23,-4.28,13.06,-63.14,70.28,99.46,100.0,50.0,30.0,50.0,75.0,-4.8,13.06,8.91,-17.86,0.0,3.57,-5.06,NEUTRAL
2024-04-16,-20.66,-4.21,4.05,22.99,-72.42,73.31,99.25,100.0,45.0,35.0,50.0,75.0,-8.3,22.99,-16.45,-31.29,0.0,0.45,-5.09,NEUTRAL
2024-04-18,-37.17,-10.31,36.41,32.65,-86.46,81.18,95.49,100.0,45.0,35.0,55.0,75.0,-0.38,32.65,-26.86,-33.03,0.0,-2.64,-3.43,NEUTRAL
2024-04-19,-25.65,0.11,17.3,22.31,-78.03,72.03,91.71,100.0,50.0,40.0,50.0,70.0,-4.17,22.31,-25.76,-26.48,0.0,-3.0,-2.81,NEUTRAL
2024-04-22,-17.9,-4.56,1.6,20.87,-77.05,76.55,76.34,100.0,55.0,40.0,45.0,65.0,-8.15,20.87,-13.34,-29.02,0.0,-0.25,-5.28,NEUTRAL
2024-04-23,-14.64,0.18,-15.69,21.25,-78.47,76.31,72.65,100.0,55.0,40.0,40.0,65.0,-15.16,21.25,-14.82,-36.41,0.0,-1.08,-7.8,NEUTRAL
2024-04-24,-17.03,9.67,-6.78,17.38,-79.74,77.21,66.26,100.0,55.0,45.0,40.0,60.0,-11.9,17.38,-26.7,-29.28,0.0,-1.27,-3.85,NEUTRAL
2024-04-25,-6.14,5.4,10.44,1.28,-76.31,82.76,63.62,100.0,55.0,45.0,40.0,60.0,2.15,1.28,-11.54,0.87,0.0,3.23,3.23,NEUTRAL
2024-04-26,-11.3,-100.0,55.63,80.2,-74.0,82.64,54.68,100.0,50.0,45.0,40.0,60.0,22.16,80.2,88.7,-58.04,0.0,4.32,-12.84,NEUTRAL
2024-04-29,3.92,-100.0,44.2,72.9,-81.41,83.82,42.19,100.0,55.0,40.0,40.0,60.0,24.06,72.9,103.92,-48.84,0.0,1.2,-12.67,NEUTRAL
2024-04-30,0.24,-100.0,24.62,81.28,-78.3,83.84,30.08,100.0,55.0,40.0,40.0,60.0,12.43,81.28,100.24,-68.85,0.0,2.77,-18.09,DISTRIBUTION
2024-05-02,9.68,-100.0,24.54,75.95,-74.6,81.06,21.03,100.0,55.0,40.0,40.0,55.0,17.11,75.95,109.68,-58.84,0.0,3.23,-15.64,DISTRIBUTION
2024-05-03,-17.51,-100.0,66.88,91.29,-77.81,77.43,17.33,100.0,55.0,40.0,45.0,55.0,24.68,91.29,82.49,-66.61,0.0,-0.19,-12.71,NEUTRAL
2024-05-06,9.34,-100.0,41.72,75.6,-75.04,78.13,8.76,100.0,60.0,35.0,45.0,50.0,25.53,75.6,109.34,-50.07,0.0,1.54,-11.85,NEUTRAL
2024-05-07,17.65,-100.0,39.71,70.96,-78.62,84.94,11.57,100.0,60.0,35.0,45.0,50.0,28.68,70.96,117.65,-42.28,0.0,3.16,-9.87,NEUTRAL
2024-05-08,23.57,-100.0,28.59,78.24,-94.58,100.0,11.76,100.0,60.0,30.0,45.0,50.0,26.08,78.24,123.57,-52.16,0.0,2.71,-11.28,NEUTRAL
2024-05-09,1.62,-100.0,62.46,88.88,-100.0,100.0,10.92,100.0,55.0,30.0,50.0,50.0,32.04,88.88,101.62,-56.84,0.0,0.0,-8.98,NEUTRAL
2024-05-10,-0.58,-100.0,56.87,89.41,-100.0,100.0,14.01,100.0,55.0,35.0,50.0,55.0,28.14,89.41,99.42,-61.27,0.0,0.0,-10.93,NEUTRAL
2024-05-13,-15.64,-100.0,64.35,100.0,-100.0,100.0,14.71,100.0,55.0,30.0,50.0,60.0,24.35,100.0,84.36,-75.65,0.0,0.0,-12.82,NEUTRAL
2024-05-14,-6.57,-100.0,42.8,91.4,-100.0,100.0,9.76,100.0,55.0,35.0,50.0,60.0,18.11,91.4,93.43,-73.29,0.0,0.0,-15.94,DISTRIBUTION
2024-05-15,-14.02,-100.0,60.87,83.9,-100.0,99.85,13.28,100.0,55.0,40.0,55.0,60.0,23.42,83.9,85.98,-60.48,0.0,-0.08,-13.31,NEUTRAL
2024-05-16,-10.56,-100.0,54.73,74.03,-91.99,97.39,16.96,93.21,55.0,40.0,55.0,60.0,22.08,74.03,89.44,-51.95,0.0,2.7,-13.28,NEUTRAL
2024-05-17,10.19,-100.0,16.9,60.87,-75.7,94.37,16.26,35.94,55.0,40.0,50.0,55.0,13.54,60.87,110.19,-47.33,0.0,9.34,-15.9,DISTRIBUTION
2024-05-21,10.64,-100.0,17.33,60.13,-81.46,100.0,11.96,20.34,55.0,40.0,50.0,55.0,13.98,60.13,110.64,-46.15,0.0,9.27,-15.69,DISTRIBUTION
2024-05-22,-5.47,-92.59,41.04,61.11,-73.95,94.55,9.32,25.85,50.0,45.0,55.0,60.0,17.78,61.11,87.12,-43.33,0.0,10.3,-11.68,NEUTRAL
2024-05-23,31.13,-82.18,9.21,28.97,-60.65,86.52,10.45,-2.63,50.0,50.0,55.0,55.0,20.17,28.97,113.31,-8.8,0.0,12.93,-7.23,NEUTRAL
2024-05-24,38.64,-77.25,-9.1,23.96,-55.43,84.67,2.56,-2.26,50.0,50.0,55.0,55.0,14.77,23.96,115.89,-9.19,0.0,14.62,-8.27,NEUTRAL
2024-05-27,40.45,-74.2,-42.01,29.73,-50.39,73.68,-2.34,18.42,50.0,50.0,55.0,55.0,-0.78,29.73,114.65,-30.51,0.0,11.65,-16.03,DISTRIBUTION
2024-05-28,58.58,32.2,-100.0,-44.48,-45.07,70.0,-4.78,11.67,55.0,55.0,50.0,50.0,-20.71,-44.48,26.38,23.77,0.0,12.46,0.81,NEUTRAL
2024-05-29,41.57,25.83,-100.0,-24.36,-54.93,78.29,-1.03,11.94,50.0,55.0,50.0,55.0,-29.22,-24.36,15.74,-4.86,0.0,11.68,-5.23,NEUTRAL
2024-05-30,-53.15,31.64,12.24,23.07,-63.45,78.19,3.09,46.72,45.0,60.0,55.0,60.0,-20.45,23.07,-84.79,-43.52,0.0,7.37,-0.47,NEUTRAL
2024-05-31,-56.67,30.49,6.01,29.4,-60.59,82.09,0.8,29.74,45.0,60.0,55.0,65.0,-25.33,29.4,-87.16,-54.73,0.0,10.75,-2.35,NEUTRAL
2024-06-03,5.55,45.28,-59.25,-21.68,-39.48,86.88,-7.32,-76.4,50.0,65.0,50.0,60.0,-26.85,-21.68,-39.73,-5.17,0.0,23.7,3.82,NEUTRAL
2024-06-04,-20.22,63.81,-23.18,-22.12,-61.03,70.35,4.01,75.76,45.0,70.0,50.0,60.0,-21.7,-22.12,-84.03,0.42,0.0,4.66,6.27,NEUTRAL
2024-06-05,-4.19,63.08,-15.99,-39.28,-66.65,72.26,8.59,82.09,50.0,70.0,50.0,55.0,-10.09,-39.28,-67.27,29.19,0.0,2.8,11.42,NEUTRAL
2024-06-06,-5.64,65.79,-8.15,-42.59,-68.59,68.91,4.74,100.0,50.0,70.0,50.0,55.0,-6.9,-42.59,-71.43,35.69,0.0,0.16,13.04,NEUTRAL
2024-06-07,38.2,78.2,-61.59,-77.68,-41.81,55.73,-4.06,44.01,55.0,75.0,45.0,50.0,-11.7,-77.68,-40.0,65.98,0.0,6.96,15.44,ACCUMULATION
2024-06-10,30.33,85.61,-61.77,-75.92,-46.0,58.29,-5.06,63.29,50.0,75.0,45.0,50.0,-15.72,-75.92,-55.28,60.2,0.0,6.14,15.08,ACCUMULATION
2024-06-11,28.41,82.05,-47.11,-75.73,-47.11,56.94,-10.07,62.22,45.0,75.0,50.0,50.0,-9.35,-75.73,-53.64,66.38,0.0,4.91,17.06,ACCUMULATION
2024-06-12,43.28,78.03,-57.91,-82.95,-39.61,53.56,-21.9,64.57,50.0,70.0,45.0,45.0,-7.31,-82.95,-34.75,75.64,0.0,6.98,17.6,ACCUMULATION
2024-06-13,59.88,77.46,-80.73,-90.49,-28.88,46.1,-29.92,69.62,55.0,70.0,40.0,40.0,-10.42,-90.49,-17.58,80.07,0.0,8.61,16.31,ACCUMULATION
2024-06-14,62.44,68.21,-74.61,-86.97,-20.61,44.4,-36.3,57.46,55.0,70.0,40.0,40.0,-6.09,-86.97,-5.77,80.88,0.0,11.9,16.98,ACCUMULATION
2024-06-18,62.81,60.34,-61.09,-84.74,-22.04,44.46,-43.7,81.03,60.0,65.0,45.0,45.0,0.86,-84.74,2.47,85.6,0.73,11.21,18.32,ACCUMULATION
2024-06-19,63.55,60.74,-57.46,-86.23,-34.77,48.44,-40.53,100.0,60.0,65.0,45.0,45.0,3.04,-86.23,2.81,89.27,2.62,6.83,18.41,ACCUMULATION
2024-06-20,69.59,52.97,-54.24,-86.27,-33.56,45.87,-38.59,100.0,60.0,60.0,45.0,40.0,7.68,-86.27,16.62,93.95,6.63,6.15,18.62,ACCUMULATION
2024-06-21,25.87,46.45,-22.75,-51.31,-40.78,45.8,-38.74,100.0,55.0,60.0,45.0,45.0,1.56,-51.31,-20.58,52.87,0.8,2.51,13.02,NEUTRAL
2024-06-24,24.08,27.94,0.27,-42.33,-39.4,38.56,-40.42,100.0,55.0,55.0,45.0,50.0,12.18,-42.33,-3.86,54.51,5.16,-0.42,12.97,NEUTRAL
2024-06-25,6.31,25.14,32.73,-33.62,-35.6,33.78,-36.64,100.0,55.0,55.0,50.0,50.0,19.52,-33.62,-18.83,53.14,6.56,-0.91,15.82,ACCUMULATION
2024-06-26,15.88,16.9,32.56,-35.85,-32.71,37.1,-32.21,100.0,55.0,50.0,50.0,50.0,24.22,-35.85,-1.02,60.07,8.68,2.2,16.89,ACCUMULATION
2024-06-27,54.48,15.47,58.56,-75.86,-6.61,19.91,-31.12,98.52,60.0,50.0,50.0,45.0,56.52,-75.86,39.01,132.38,42.88,6.65,33.79,ACCUMULATION
2024-06-28,100.0,0.61,-48.14,-100.0,0.3,32.36,-43.06,48.67,65.0,45.0,45.0,40.0,25.93,-100.0,99.39,125.93,25.93,16.33,17.2,ACCUMULATION
2024-07-01,100.0,6.55,-31.99,-100.0,-4.01,36.28,-43.35,51.07,60.0,45.0,50.0,40.0,34.01,-100.0,93.45,134.01,34.01,16.14,22.68,ACCUMULATION
2024-07-02,78.92,-4.64,8.39,-69.96,-21.21,31.46,-37.82,100.0,55.0,40.0,55.0,45.0,43.66,-69.96,83.56,113.62,30.54,5.12,21.95,ACCUMULATION
2024-07-03,100.0,-20.01,-36.94,-74.42,14.2,43.43,-50.28,-40.27,60.0,35.0,50.0,45.0,31.53,-74.42,120.01,105.95,23.46,28.82,17.97,ACCUMULATION
2024-07-04,95.48,-20.03,-49.01,-60.74,32.7,34.64,-63.53,-59.13,55.0,35.0,50.0,45.0,23.24,-60.74,115.51,83.98,14.12,33.67,15.03,ACCUMULATION
2024-07-05,97.61,-21.0,-54.76,-61.55,49.39,23.8,-66.82,-75.89,55.0,35.0,50.0,45.0,21.42,-61.55,118.61,82.97,13.18,36.6,14.61,NEUTRAL
2024-07-08,68.12,-30.86,-29.87,-34.43,36.23,33.96,-67.17,-52.59,50.0,35.0,50.0,50.0,19.12,-34.43,98.98,53.55,6.58,35.1,10.62,NEUTRAL
2024-07-09,73.75,-40.96,-14.19,-37.45,43.16,30.14,-70.06,-54.91,55.0,30.0,50.0,45.0,29.78,-37.45,114.71,67.23,11.15,36.65,13.81,NEUTRAL
2024-07-10,64.95,-36.31,-8.96,-34.14,51.8,23.79,-61.66,-50.53,55.0,35.0,50.0,45.0,28.0,-34.14,101.26,62.14,9.56,37.8,14.37,NEUTRAL
2024-07-11,46.24,-36.85,18.64,-23.49,48.55,24.76,-56.12,-51.41,50.0,35.0,55.0,50.0,32.44,-23.49,83.09,55.93,7.62,36.66,16.17,ACCUMULATION
2024-07-12,56.07,-37.71,1.98,-28.1,51.45,23.36,-55.25,-47.62,50.0,35.0,55.0,50.0,29.02,-28.1,93.78,57.12,8.15,37.4,14.43,NEUTRAL
2024-07-15,70.75,-35.88,-29.3,-35.65,49.21,21.52,-57.14,-37.81,55.0,35.0,50.0,45.0,20.72,-35.65,106.63,56.37,7.39,35.36,10.23,NEUTRAL
2024-07-16,64.42,-35.02,-32.54,-29.73,47.83,17.72,-53.8,-23.63,50.0,35.0,50.0,45.0,15.94,-29.73,99.44,45.67,4.74,32.78,7.41,NEUTRAL
2024-07-18,73.24,-34.53,-50.36,-34.47,74.14,2.5,-62.86,-43.54,50.0,35.0,50.0,45.0,11.44,-34.47,107.77,45.91,3.94,38.32,6.67,NEUTRAL
2024-07-19,72.41,-24.85,-75.14,-34.16,74.29,1.4,-60.94,-32.09,50.0,40.0,45.0,45.0,-1.37,-34.16,97.26,32.79,0.0,37.85,2.56,NEUTRAL
2024-07-22,83.1,-26.65,-83.67,-41.8,82.6,-0.92,-69.42,-45.18,55.0,35.0,45.0,40.0,-0.29,-41.8,109.75,41.51,0.0,40.84,3.4,NEUTRAL
2024-07-23,57.46,-12.49,-68.05,-30.36,77.17,-0.74,-57.38,-36.54,50.0,35.0,50.0,40.0,-5.29,-30.36,69.95,25.07,0.0,38.22,3.79,NEUTRAL
2024-07-24,38.95,-6.58,-78.59,-12.93,64.66,5.13,-53.23,-25.9,45.0,40.0,45.0,45.0,-19.82,-12.93,45.53,-6.89,0.0,34.89,-2.83,NEUTRAL
2024-07-25,-7.15,-7.76,38.26,1.89,60.05,0.13,-57.31,-7.76,40.0,40.0,50.0,50.0,15.56,1.89,0.61,13.67,0.0,30.09,13.36,NEUTRAL
2024-07-26,-12.04,-3.37,-11.35,17.42,48.87,14.59,-62.32,-17.2,40.0,40.0,45.0,50.0,-11.7,17.42,-8.67,-29.12,0.0,31.73,1.24,NEUTRAL
2024-07-29,-23.59,8.09,-16.2,22.55,44.7,10.07,-57.15,-6.98,40.0,40.0,45.0,55.0,-19.9,22.55,-31.68,-42.45,0.0,27.38,-1.08,NEUTRAL
2024-07-30,-24.12,11.37,-13.27,20.1,41.51,10.5,-54.66,-0.11,40.0,45.0,45.0,55.0,-18.7,20.1,-35.49,-38.8,0.0,26.0,-0.01,NEUTRAL
2024-07-31,-18.32,14.64,-15.7,12.79,41.81,14.69,-52.45,-11.94,40.0,45.0,45.0,50.0,-17.01,12.79,-32.96,-29.8,0.0,28.25,2.22,NEUTRAL
2024-08-01,-23.29,23.43,-24.29,14.26,35.73,12.57,-46.11,16.04,40.0,50.0,45.0,50.0,-23.79,14.26,-46.72,-38.05,0.0,24.15,0.0,NEUTRAL
2024-08-02,-38.04,27.98,-9.37,21.97,23.42,18.43,-38.71,34.04,40.0,50.0,45.0,55.0,-23.7,21.97,-66.02,-45.67,0.0,20.92,0.38,NEUTRAL
2024-08-05,-39.62,23.99,15.61,19.5,2.94,31.81,-24.58,45.54,40.0,50.0,45.0,50.0,-12.0,19.5,-63.61,-31.5,0.0,17.38,4.34,NEUTRAL
2024-08-06,-39.0,24.43,18.17,17.97,-1.46,28.88,-14.54,54.65,40.0,50.0,50.0,50.0,-10.42,17.97,-63.43,-28.39,0.0,13.71,4.32,NEUTRAL
2024-08-07,-40.59,18.84,20.32,22.84,-7.62,32.36,-10.99,45.1,40.0,50.0,55.0,55.0,-10.14,22.84,-59.43,-32.98,0.0,12.37,2.73,NEUTRAL
2024-08-08,-54.73,24.77,36.62,28.89,-11.84,27.97,-3.39,36.43,40.0,50.0,55.0,55.0,-9.06,28.89,-79.5,-37.95,0.0,8.06,3.68,NEUTRAL
2024-08-09,-36.51,23.01,13.32,18.02,-16.6,31.21,-0.76,36.44,45.0,50.0,50.0,50.0,-11.6,18.02,-59.52,-29.62,0.0,7.3,1.78,NEUTRAL
2024-08-12,-50.37,15.96,31.86,31.84,-31.96,41.93,0.91,38.0,40.0,45.0,50.0,55.0,-9.25,31.84,-66.33,-41.09,0.0,4.98,0.61,NEUTRAL
2024-08-13,-72.35,15.95,76.37,42.29,-38.58,41.61,9.9,39.75,35.0,45.0,55.0,60.0,2.01,42.29,-88.3,-40.28,0.0,1.52,5.37,NEUTRAL
2024-08-14,-70.34,19.96,81.99,36.22,-43.64,44.52,16.17,30.55,35.0,50.0,55.0,55.0,5.82,36.22,-90.3,-30.4,0.0,0.44,8.01,NEUTRAL
2024-08-16,-69.89,12.74,82.26,40.62,-49.19,53.84,19.08,31.7,35.0,45.0,55.0,55.0,6.19,40.62,-82.63,-34.43,0.0,2.33,6.86,NEUTRAL
2024-08-19,-67.67,7.68,73.19,44.39,-53.64,58.8,19.99,18.68,35.0,45.0,55.0,60.0,2.76,44.39,-75.35,-41.63,0.0,2.58,3.94,NEUTRAL
2024-08-20,-68.01,8.84,89.55,39.41,-56.95,63.64,21.62,27.4,35.0,45.0,55.0,60.0,10.77,39.41,-76.85,-28.64,0.0,3.34,8.43,NEUTRAL
2024-08-21,-52.67,3.93,81.67,28.86,-54.24,68.35,13.92,13.22,35.0,45.0,55.0,60.0,14.5,28.86,-56.6,-14.36,0.0,7.05,9.99,NEUTRAL
2024-08-22,-44.03,-0.22,97.48,17.66,-48.12,68.75,10.88,-2.21,35.0,40.0,60.0,60.0,26.72,17.66,-43.81,9.06,0.0,10.32,15.88,ACCUMULATION
2024-08-23,-15.37,6.6,7.68,9.45,-46.35,66.51,13.63,-5.79,40.0,40.0,55.0,60.0,-3.84,9.45,-21.97,-13.29,0.0,10.08,2.25,NEUTRAL
2024-08-26,-24.91,8.42,14.05,16.35,-49.22,61.44,19.0,6.28,40.0,40.0,55.0,60.0,-5.43,16.35,-33.33,-21.78,0.0,6.11,0.92,NEUTRAL
2024-08-27,-15.32,11.47,5.97,6.62,-39.9,50.02,15.17,20.21,40.0,45.0,55.0,55.0,-4.68,6.62,-26.79,-11.3,0.0,5.06,1.79,NEUTRAL
2024-08-28,-12.78,13.41,-4.62,5.7,-36.46,41.93,15.96,24.57,45.0,45.0,50.0,50.0,-8.7,5.7,-26.19,-14.4,0.0,2.73,-0.31,NEUTRAL
2024-08-29,-10.6,14.37,29.18,-6.97,-27.6,38.69,6.81,28.86,45.0,50.0,50.0,50.0,9.29,-6.97,-24.97,16.26,0.65,5.54,9.62,NEUTRAL
2024-08-30,-5.77,2.87,25.46,-3.23,-22.32,35.65,-0.44,17.46,45.0,45.0,50.0,50.0,9.85,-3.23,-8.64,13.08,0.32,6.66,7.31,NEUTRAL
2024-09-02,11.91,4.81,-2.94,-14.69,-11.89,34.14,-7.59,4.56,50.0,45.0,45.0,45.0,4.49,-14.69,7.1,19.18,0.66,11.12,6.23,NEUTRAL
2024-09-03,23.52,7.36,-40.43,-17.66,4.79,25.96,-14.73,-11.42,55.0,45.0,40.0,45.0,-8.46,-17.66,16.16,9.2,0.0,15.38,1.45,NEUTRAL
2024-09-04,18.41,7.3,-27.8,-15.93,12.83,22.16,-26.05,-23.61,55.0,45.0,40.0,45.0,-4.7,-15.93,11.11,11.23,0.0,17.5,3.85,NEUTRAL
2024-09-05,8.97,8.82,-11.37,-11.92,16.32,21.25,-26.97,-20.09,50.0,45.0,40.0,45.0,-1.2,-11.92,0.15,10.72,0.0,18.78,6.3,NEUTRAL
2024-09-06,13.8,7.62,-23.21,-12.69,15.79,25.43,-31.04,-5.59,50.0,45.0,40.0,45.0,-4.7,-12.69,6.18,7.99,0.0,20.61,4.71,NEUTRAL
2024-09-09,2.45,13.6,-10.3,-8.8,23.39,20.12,-30.14,-9.47,45.0,50.0,45.0,50.0,-3.92,-8.8,-11.15,4.88,0.0,21.76,6.88,NEUTRAL
2024-09-10,-3.36,21.66,0.26,-11.34,34.7,11.63,-32.68,-17.15,45.0,55.0,50.0,50.0,-1.55,-11.34,-25.02,9.79,0.0,23.17,10.43,NEUTRAL
2024-09-11,3.37,25.42,-12.35,-17.19,40.13,11.28,-34.55,-13.63,45.0,55.0,50.0,45.0,-4.49,-17.19,-22.05,12.7,0.0,25.7,10.54,NEUTRAL
2024-09-12,35.12,29.12,-65.17,-36.95,54.79,5.84,-42.63,-31.65,50.0,55.0,45.0,45.0,-15.03,-36.95,6.0,21.92,0.0,30.32,7.35,NEUTRAL
2024-09-13,11.52,36.78,-30.77,-27.95,55.24,4.95,-43.05,-37.5,45.0,60.0,50.0,50.0,-9.62,-27.95,-25.26,18.33,0.0,30.1,11.91,NEUTRAL
2024-09-16,5.45,33.97,-2.16,-28.0,55.38,4.25,-48.06,-29.46,45.0,55.0,55.0,50.0,1.64,-28.0,-28.52,29.64,0.46,29.82,16.77,ACCUMULATION
2024-09-17,-1.9,33.25,9.33,-23.35,53.12,0.91,-41.7,-24.73,45.0,55.0,60.0,50.0,3.72,-23.35,-35.15,27.07,0.87,27.01,16.92,ACCUMULATION
2024-09-18,4.09,40.73,5.58,-33.45,57.34,-2.91,-41.95,-27.95,50.0,60.0,55.0,45.0,4.84,-33.45,-36.64,38.29,1.62,27.22,19.41,ACCUMULATION
2024-09-19,10.45,36.71,3.28,-36.44,59.96,-5.0,-48.16,-29.25,55.0,60.0,55.0,40.0,6.86,-36.44,-26.26,43.3,2.5,27.48,19.48,ACCUMULATION
2024-09-20,49.32,44.45,-56.1,-63.79,85.35,-14.19,-55.16,-70.85,55.0,65.0,55.0,35.0,-3.39,-63.79,4.87,60.4,0.0,35.58,18.31,ACCUMULATION
2024-09-23,40.4,48.55,-49.78,-59.24,84.44,-14.62,-54.28,-64.51,55.0,70.0,55.0,35.0,-4.69,-59.24,-8.15,54.55,0.0,34.91,18.52,ACCUMULATION
2024-09-24,31.53,42.17,-35.62,-49.94,72.5,-7.71,-44.92,-58.98,55.0,65.0,55.0,40.0,-2.04,-49.94,-10.64,47.9,0.0,32.4,17.62,ACCUMULATION
2024-09-25,27.15,39.29,-39.89,-42.38,71.1,-7.03,-45.7,-57.36,50.0,60.0,55.0,45.0,-6.37,-42.38,-12.14,36.01,0.0,32.03,14.64,NEUTRAL
2024-09-26,39.22,28.33,-64.86,-39.89,68.02,-5.55,-38.02,-73.49,55.0,55.0,55.0,45.0,-12.82,-39.89,10.89,27.07,0.0,31.24,8.48,NEUTRAL
2024-09-27,37.63,19.33,-46.91,-37.22,54.93,15.72,-39.5,-77.6,55.0,55.0,60.0,50.0,-4.64,-37.22,18.3,32.58,0.0,35.33,11.34,NEUTRAL
2024-09-30,18.34,5.89,-26.38,-14.77,36.23,26.6,-34.58,-59.02,50.0,50.0,65.0,55.0,-4.02,-14.77,12.45,10.75,0.0,31.42,7.32,NEUTRAL
2024-10-01,4.14,2.98,-3.16,-5.23,28.0,31.78,-35.64,-48.96,45.0,50.0,70.0,60.0,0.49,-5.23,1.16,5.72,0.03,29.89,8.46,NEUTRAL
2024-10-03,-14.02,-11.17,20.4,15.72,2.47,53.16,-23.99,-27.16,45.0,45.0,70.0,60.0,3.19,15.72,-2.85,-12.53,0.0,27.82,5.76,NEUTRAL
2024-10-04,-20.19,-13.9,32.26,20.35,-10.46,60.21,-18.69,-15.95,45.0,45.0,70.0,60.0,6.03,20.35,-6.29,-14.32,0.0,24.88,5.76,NEUTRAL
2024-10-07,-9.2,-33.93,48.05,18.54,-18.01,80.93,-16.47,-42.26,45.0,40.0,70.0,60.0,19.42,18.54,24.73,0.88,0.0,31.46,9.09,NEUTRAL
2024-10-08,-11.48,-32.39,42.43,21.34,-28.0,89.23,-15.8,-36.33,45.0,40.0,70.0,60.0,15.48,21.34,20.91,-5.86,0.0,30.62,7.3,NEUTRAL
2024-10-09,-15.91,-30.75,43.72,24.23,-38.74,90.89,-8.24,-15.71,45.0,40.0,70.0,60.0,13.9,24.23,14.84,-10.33,0.0,26.08,5.78,NEUTRAL
2024-10-10,-15.47,-39.21,39.96,30.58,-48.75,96.96,-10.04,-8.45,45.0,35.0,70.0,65.0,12.24,30.58,23.74,-18.34,0.0,24.1,2.34,NEUTRAL
2024-10-11,-37.92,-46.21,69.1,49.12,-64.85,100.0,-10.35,10.29,45.0,30.0,70.0,65.0,15.59,49.12,8.29,-33.53,0.0,17.58,0.64,NEUTRAL
2024-10-14,-33.05,-52.02,64.39,49.46,-73.43,100.0,-9.49,26.31,45.0,25.0,70.0,65.0,15.67,49.46,18.97,-33.79,0.0,13.28,-1.85,NEUTRAL
2024-10-15,-31.83,-51.74,61.24,48.86,-72.74,98.72,-1.09,23.29,45.0,25.0,70.0,65.0,14.71,48.86,19.91,-34.15,0.0,12.99,-2.33,NEUTRAL
2024-10-16,-34.98,-54.22,60.81,53.6,-77.95,100.0,-3.41,25.55,40.0,25.0,70.0,70.0,12.92,53.6,19.24,-40.68,0.0,11.02,-4.34,NEUTRAL
2024-10-17,-39.69,-57.15,60.38,60.12,-90.47,100.0,2.4,46.7,40.0,20.0,70.0,75.0,10.35,60.12,17.46,-49.77,0.0,4.77,-7.92,NEUTRAL
2024-10-18,-37.51,-55.52,48.48,60.1,-96.16,100.0,11.9,46.0,40.0,20.0,65.0,75.0,5.48,60.1,18.01,-54.62,0.0,1.92,-10.66,NEUTRAL
2024-10-21,-82.47,-53.47,100.0,83.81,-100.0,100.0,23.81,88.73,35.0,20.0,70.0,75.0,8.76,83.81,-29.0,-75.05,0.0,0.0,-8.99,NEUTRAL
