symbol,price,so9_degree,so9_nearest,so9_r1,so9_s1,all_resistance,all_support,computed_date
SHALPAINTS,52.95,4.8,East,60.48,45.92,60.48|68.5|77.03|86.06|95.58,45.92|39.4|33.37|27.84|22.82,2026-07-15
SHANKARA,136.79,80.23,North,148.74,136.79,148.74|161.18|174.13|187.57|201.52,136.79|125.34|114.4|103.95|94.01,2026-07-15
SHANTI,7.08,253.95,South,7.08,5.47,7.08|9.99|13.4|17.31|21.72,5.47|4.67|3.38|2.76|1.79,2026-07-15
SHANTIGEAR,443.5,325.7,Southeast,464.81,422.69,464.81|486.62|508.93|531.74|555.05,422.69|402.38|382.57|363.26|344.45,2026-07-15
SHANTIGOLD,212.82,240.9,Southwest,227.66,198.48,227.66|243.0|258.84|275.17|292.01,198.48|184.64|171.3|158.47|146.13,2026-07-15
SHARDACROP,911.15,168.35,West,941.59,881.21,941.59|972.52|1003.96|1035.89|1068.33,881.21|851.78|822.84|794.41|766.47,2026-07-15
SHARDAMOTR,871.9,50.03,Northeast,901.68,871.9,901.68|931.96|962.73|994.01|1025.79,871.9|842.62|813.84|785.57|757.79,2026-07-15
SHARDUL,40.32,197.96,West,46.92,34.22,46.92|54.02|61.62|69.72|78.32,34.22|28.62|23.52|18.92|14.82,2026-07-15
SHAREINDIA,179.04,23.5,Northeast,192.67,179.04,192.67|206.8|221.43|236.56|252.19,179.04|165.91|153.28|141.15|129.52,2026-07-15
SHBAJRG,187.62,80.54,North,201.57,174.17,201.57|216.01|230.96|246.41|262.36,174.17|161.23|148.78|136.83|125.38,2026-07-15
SHILCTECH,4494.6,322.52,Southeast,4494.6,4427.81,4494.6|4561.89|4629.68|4697.98|4766.77,4427.81|4361.52|4295.72|4230.43|4165.64,2026-07-15
SHILPAMED,630.2,333.68,Southeast,655.55,605.35,655.55|681.41|707.76|734.62|761.97,605.35|580.99|557.14|533.78|510.93,2026-07-15
SHINDL,159.13,245.64,Southwest,171.99,159.13,171.99|185.36|199.22|213.59|228.45,159.13|146.77|134.9|123.54|112.67,2026-07-15
SHIVATEX,149.82,178.22,West,162.31,137.83,162.31|175.3|188.79|202.78|217.27,137.83|126.34|115.35|104.86|94.87,2026-07-15
SHIVAUM,419.8,223.02,Southwest,440.54,419.8,440.54|461.78|483.52|505.76|528.5,419.8|399.56|379.82|360.58|341.84,2026-07-15
SHK,130.2,28.89,Northeast,141.86,119.04,141.86|154.02|166.68|179.84|193.5,119.04|108.38|98.22|88.56|79.4,2026-07-15
SHOPERSTOP,372.45,8.81,East,372.45,353.4,372.45|392.0|412.05|432.6|453.65,353.4|334.85|316.8|299.25|282.21,2026-07-15
SHRADHA,29.62,34.64,Northeast,35.31,29.62,35.31|41.5|48.2|55.39|63.08,29.62|24.43|19.74|16.46|15.54,2026-07-15
SHREDIGCEM,73.03,233.24,Southwest,81.83,64.73,81.83|91.12|100.92|111.21|122.01,64.73|56.94|49.64|42.85|36.55,2026-07-15
SHREECEM,26420.0,232.61,Southwest,26420.0,26257.71,26420.0|26582.79|26746.08|26909.88|27074.17,26257.71|26095.92|25934.62|25773.83|25613.54,2026-07-15
SHREEJISPG,570.7,115.08,Northwest,594.84,547.06,594.84|619.48|644.62|670.26|696.4,547.06|523.92|501.28|479.14|457.5,2026-07-15
SHREEPUSHK,417.6,213.35,Southwest,438.29,397.41,438.29|459.47|481.16|503.34|526.03,397.41|377.73|358.54|339.86|321.67,2026-07-15
SHREERAMA,43.01,235.48,Southwest,43.01,36.7,43.01|49.82|57.13|64.93|73.24,36.7|30.89|25.59|20.78|16.47,2026-07-15
SHREYANIND,137.98,89.37,North,137.98,126.48,137.98|149.98|162.47|175.47|188.97,126.48|115.49|104.99|94.99|85.5,2026-07-15
SHRIKRISH,39.39,184.71,West,45.92,33.36,45.92|52.94|60.47|68.49|77.02,33.36|27.84|22.81|18.29|14.26,2026-07-15
SHRINGARMS,231.09,351.3,East,246.54,216.14,246.54|262.49|278.94|295.9|313.35,216.14|201.69|187.74|174.28|161.33,2026-07-15
SHRIPISTON,4185.1,259.62,South,4250.04,4120.66,4250.04|4315.48|4381.43|4447.87|4514.81,4120.66|4056.72|3993.27|3930.33|3867.89,2026-07-15
SHRIRAMFIN,1048.1,202.39,West,1080.72,1015.98,1080.72|1113.85|1147.47|1181.6|1216.22,1015.98|984.35|953.23|922.6|892.48,2026-07-15
SHRIRAMPPS,89.36,36.55,Northeast,99.06,89.36,99.06|109.27|119.97|131.17|142.88,89.36|80.16|71.45|63.25|55.55,2026-07-15
SHYAMMETL,1029.35,150.03,Northwest,1061.68,997.52,1061.68|1094.52|1127.85|1161.68|1196.02,997.52|966.18|935.35|905.02|875.18,2026-07-15
SICAGEN,52.61,0.59,East,60.11,52.61,60.11|68.12|76.62|85.62|95.13,52.61|45.61|39.1|33.1|27.6,2026-07-15
SICALLOG,88.32,26.62,Northeast,88.32,79.17,88.32|97.97|108.12|118.76|129.91,79.17|70.52|62.38|54.73|47.58,2026-07-15
SIEMENS,3477.8,310.12,Southeast,3477.8,3419.08,3477.8|3537.02|3596.75|3656.97|3717.69,3419.08|3360.85|3303.13|3245.91|3189.19,2026-07-15
SIGIND,47.47,295.17,Southeast,47.47,40.83,47.47|54.61|62.25|70.39|79.03,40.83|34.69|29.05|23.91|19.27,2026-07-15
SIGMA,38.02,164.89,West,44.44,32.1,44.44|51.35|58.77|66.68|75.1,32.1|26.69|21.77|17.36|13.44,2026-07-15
SIGMAADV,582.95,160.98,West,607.34,559.06,607.34|632.24|657.63|683.53|709.92,559.06|535.66|512.77|490.37|468.48,2026-07-15
SIGNATURE,846.5,332.04,Southeast,875.84,846.5,875.84|905.69|936.03|966.88|998.22,846.5|817.66|789.31|761.47|734.12,2026-07-15
SIGNPOST,321.15,120.72,Northwest,339.32,303.48,339.32|357.99|377.16|396.83|417.0,303.48|286.31|269.64|253.47|237.8,2026-07-15
SIKA,1200.8,252.46,South,1200.8,1166.4,1200.8|1235.7|1271.11|1307.01|1343.41,1166.4|1132.49|1099.09|1066.19|1033.79,2026-07-15
SIKKO,4.03,136.35,Northwest,4.03,3.97,4.03|6.29|9.04|12.3|16.06,3.97|2.27|2.23|1.02|0.99,2026-07-15
SIL,16.31,141.94,Northwest,20.6,15.69,20.6|25.39|30.68|36.46|42.75,15.69|12.52|11.98|9.23|8.77,2026-07-15
SILGO,74.4,247.6,South,74.4,66.02,74.4|83.28|92.65|102.53|112.9,66.02|58.15|50.77|43.9|37.52,2026-07-15
SILINV,420.85,227.63,Southwest,441.61,420.85,441.61|462.88|484.64|506.91|529.67,420.85|400.59|380.82|361.56|342.79,2026-07-15
SILLYMONKS,16.02,135.45,Northwest,20.27,15.98,20.27|25.02|30.28|36.03|42.28,15.98|12.27|12.23|9.02|8.99,2026-07-15
SILVERTUC,188.08,83.56,North,202.04,188.08,202.04|216.51|231.47|246.94|262.9,188.08|174.62|161.65|149.19|137.22,2026-07-15
SIMPLEXINF,265.15,186.02,West,281.68,249.12,281.68|298.72|316.25|334.28|352.82,249.12|233.58|218.55|204.02|189.98,2026-07-15
SINCLAIR,76.93,273.78,South,85.95,68.41,85.95|95.47|105.49|116.01|127.03,68.41|60.39|52.87|45.85|39.33,2026-07-15
SINDHUTRAD,25.79,329.11,Southeast,25.79,20.96,25.79|31.12|36.95|43.28|50.1,20.96|19.55|16.63|15.38|12.8,2026-07-15
SINGERIND,67.54,174.29,West,76.01,67.54,76.01|84.98|94.44|104.41|114.88,67.54|59.57|52.1|45.14|38.67,2026-07-15
SINTERCOM,76.5,269.36,South,85.5,76.5,85.5|94.99|104.99|115.49|126.48,76.5|68.0|60.01|52.51|45.51,2026-07-15
SIRCA,402.6,146.68,Northwest,402.6,382.79,402.6|422.91|443.73|465.04|486.86,382.79|363.47|344.66|326.34|308.53,2026-07-15
SIS,434.55,287.26,South,455.65,434.55,455.65|477.24|499.34|521.93|545.03,434.55|413.95|393.86|374.26|355.17,2026-07-15
SIYSIL,649.6,42.71,Northeast,675.34,624.36,675.34|701.57|728.31|755.55|783.29,624.36|599.63|575.39|551.65|528.41,2026-07-15
SJS,2154.6,210.18,Southwest,2201.27,2108.43,2201.27|2248.44|2296.1|2344.27|2392.94,2108.43|2062.76|2017.6|1972.93|1928.76,2026-07-15
SJVN,70.57,207.11,Southwest,79.22,62.42,79.22|88.37|98.02|108.17|118.82,62.42|54.77|47.62|40.97|34.82,2026-07-15
SKFINDIA,1574.1,76.49,North,1614.02,1534.68,1614.02|1654.45|1695.37|1736.8|1778.72,1534.68|1495.75|1457.33|1419.4|1381.98,2026-07-15
SKFINDUS,2751.3,216.51,Southwest,2804.0,2699.1,2804.0|2857.21|2910.91|2965.11|3019.81,2699.1|2647.39|2596.19|2545.49|2495.29,2026-07-15
SKIPPER,556.0,59.34,Northeast,579.83,556.0,579.83|604.16|628.99|654.32|680.15,556.0|532.67|509.84|487.51|465.68,2026-07-15
SKMEGGPROD,360.9,314.53,Southeast,380.15,360.9,380.15|399.89|420.14|440.89|462.14,360.9|342.15|323.91|306.16|288.91,2026-07-15
SKYGOLD,623.2,308.52,Southeast,648.41,598.49,648.41|674.13|700.34|727.06|754.27,598.49|574.27|550.56|527.34|504.63,2026-07-15
SMARTWORKS,474.3,95.12,North,496.33,474.3,496.33|518.86|541.89|565.41|589.44,474.3|452.77|431.74|411.21|391.19,2026-07-15
SMCGLOBAL,76.54,269.77,South,85.54,76.54,85.54|95.04|105.04|115.53|126.53,76.54|68.04|60.04|52.54|45.55,2026-07-15
SMLMAH,4200.7,281.31,South,4265.76,4136.14,4265.76|4331.33|4397.39|4463.95|4531.01,4136.14|4072.07|4008.51|3945.45|3882.89,2026-07-15
SMLT,67.76,176.7,West,76.24,67.76,76.24|85.22|94.7|104.69|115.17,67.76|59.78|52.3|45.32|38.83,2026-07-15
SMSPHARMA,399.8,134.1,Northwest,420.04,380.06,420.04|440.79|462.03|483.78|506.02,380.06|360.81|342.07|323.82|306.08,2026-07-15
SNOWMAN,36.55,143.22,Northwest,42.85,30.75,42.85|49.64|56.94|64.73|73.03,30.75|25.46|20.66|16.37|12.57,2026-07-15
SOBHA,1517.6,307.15,Southeast,1517.6,1478.89,1517.6|1556.81|1596.51|1636.72|1677.43,1478.89|1440.69|1402.98|1365.77|1329.07,2026-07-15
SOLARA,585.4,170.11,West,609.85,561.45,609.85|634.79|660.24|686.18|712.63,561.45|538.01|515.06|492.62|470.67,2026-07-15
SOLARINDS,18156.0,268.96,South,18156.0,18021.51,18156.0|18290.99|18426.49|18562.48|18698.98,18021.51|17887.51|17754.02|17621.02|17488.53,2026-07-15
SOLARWORLD,213.9,247.56,South,228.78,213.9,228.78|244.15|260.03|276.4|293.28,213.9|199.52|185.65|172.27|159.4,2026-07-15
SOLEX,1006.9,86.7,North,1038.88,1006.9,1038.88|1071.36|1104.35|1137.83|1171.81,1006.9|975.42|944.44|913.95|883.97,2026-07-15
SOMANYCERA,536.85,345.6,East,560.27,513.93,560.27|584.19|608.61|633.53|658.95,513.93|491.51|469.59|448.17|427.25,2026-07-15
SOMATEX,114.06,257.38,South,124.99,103.63,124.99|136.42|148.35|160.78|173.71,103.63|93.7|84.27|75.34|66.91,2026-07-15
SOMICONVEY,98.05,117.36,Northwest,108.2,88.4,108.2|118.85|130.01|141.66|153.81,88.4|79.25|70.59|62.44|54.79,2026-07-15
SONACOMS,670.85,117.14,Northwest,697.0,645.2,697.0|723.65|750.8|778.45|806.6,645.2|620.05|595.4|571.25|547.6,2026-07-15
SONAL,90.5,47.37,Northeast,100.26,90.5,100.26|110.53|121.29|132.55|144.32,90.5|81.24|72.47|64.21|56.45,2026-07-15
SONAMLTD,53.98,17.48,East,61.58,46.88,61.58|69.67|78.27|87.37|96.97,46.88|40.29|34.19|28.59|23.49,2026-07-15
SONATSOFTW,316.05,95.0,North,334.08,316.05,334.08|352.61|371.63|391.16|411.19,316.05|298.52|281.49|264.97|248.94,2026-07-15
SOTL,597.45,214.7,Southwest,622.14,597.45,622.14|647.34|673.03|699.22|725.91,597.45|573.26|549.56|526.37|503.68,2026-07-15
SOUTHBANK,45.88,274.23,South,45.88,39.36,45.88|52.9|60.43|68.45|76.97,39.36|33.33|27.81|22.79|18.26,2026-07-15
SOUTHWEST,224.03,309.17,Southeast,239.25,209.31,239.25|254.97|271.18|287.9|305.12,209.31|195.09|181.38|168.16|155.44,2026-07-15
SPAL,1124.8,51.85,Northeast,1158.59,1091.51,1158.59|1192.88|1227.66|1262.95|1298.74,1091.51|1058.72|1026.44|994.65|963.36,2026-07-15
SPANDANA,305.3,40.11,Northeast,305.3,288.08,305.3|323.02|341.25|359.97|379.19,288.08|271.35|255.13|239.41|224.19,2026-07-15
SPARC,259.42,154.17,Northwest,259.42,243.56,259.42|275.78|292.63|309.99|327.85,243.56|228.21|213.35|198.99|185.14,2026-07-15
SPCENET,3.8,125.88,Northwest,6.0,3.8,6.0|8.7|11.9|15.6|19.8,3.8|2.4|2.1|1.1|0.9,2026-07-15
SPECIALITY,124.05,339.8,East,135.44,124.05,135.44|147.33|159.71|172.6|185.99,124.05|113.16|102.77|92.89|83.5,2026-07-15
SPECTRUM,2005.5,275.91,South,2050.53,1960.97,2050.53|2096.07|2142.1|2188.63|2235.66,1960.97|1916.93|1873.4|1830.37|1787.84,2026-07-15
SPENCERS,35.39,125.81,Northwest,41.59,29.69,41.59|48.29|55.49|63.19|71.38,29.69|24.49|19.79|15.59|12.61,2026-07-15
SPIC,68.11,180.52,West,76.61,60.11,76.61|85.62|95.12|105.12|115.62,60.11|52.6|45.6|39.1|33.1,2026-07-15
SPLIL,31.12,59.14,Northeast,36.95,25.79,36.95|43.28|50.11|57.43|65.26,25.79|20.96|16.63|15.38|12.81,2026-07-15
SPLPETRO,734.75,334.13,Southeast,762.11,707.89,762.11|789.96|818.32|847.18|876.53,707.89|681.54|655.68|630.32|605.47,2026-07-15
SPMLINFRA,192.16,110.19,North,192.16,178.55,192.16|206.27|220.88|236.0|251.61,178.55|165.44|152.82|140.71|129.1,2026-07-15
SPORTKING,192.53,112.59,Northwest,206.66,192.53,206.66|221.28|236.41|252.03|268.16,192.53|178.9|165.78|153.15|141.03,2026-07-15
SRD,40.63,202.35,West,40.63,34.51,40.63|47.25|54.38|62.0|70.13,34.51|28.88|23.76|19.13|15.01,2026-07-15
SREEL,211.76,234.36,Southwest,226.56,197.46,226.56|241.86|257.67|273.97|290.77,197.46|183.66|170.35|157.55|145.25,2026-07-15
SRF,2741.6,199.85,West,2794.21,2689.49,2794.21|2847.32|2900.93|2955.04|3009.65,2689.49|2637.88|2586.77|2536.16|2486.05,2026-07-15
SRGHFL,305.1,39.08,Northeast,322.82,305.1,322.82|341.03|359.75|378.97|398.69,305.1|287.88|271.17|254.95|239.23,2026-07-15
SRHHYPOLTD,495.5,181.77,West,518.01,473.49,518.01|541.02|564.53|588.54|613.05,473.49|451.98|430.97|410.46|390.45,2026-07-15
SRM,498.55,194.08,West,521.13,476.47,521.13|544.21|567.78|591.86|616.44,476.47|454.89|433.82|413.24|393.16,2026-07-15
SRTL,40.72,203.62,Southwest,47.35,34.59,47.35|54.48|62.11|70.24|78.88,34.59|28.96|23.83|19.2|15.06,2026-07-15
SSDL,55.45,35.37,Northeast,63.15,55.45,63.15|71.34|80.04|89.24|98.93,55.45|48.25|41.56|35.36|29.66,2026-07-15
SSWL,253.26,119.55,Northwest,269.42,253.26,269.42|286.09|303.25|320.92|339.08,253.26|237.6|222.43|207.77|193.6,2026-07-15
STALLION,209.88,222.7,Southwest,209.88,195.64,209.88|224.62|239.85|255.59|271.83,195.64|181.91|168.67|155.93|143.69,2026-07-15
STANLEY,159.29,246.78,Southwest,172.16,146.92,172.16|185.53|199.4|213.77|228.65,146.92|135.05|123.68|112.81|102.43,2026-07-15
STAR,1074.0,273.95,South,1074.0,1041.48,1074.0|1107.02|1140.54|1174.57|1209.09,1041.48|1009.46|977.93|946.91|916.39,2026-07-15
STARCEMENT,206.31,200.43,West,220.92,206.31,220.92|236.04|251.65|267.76|284.38,206.31|192.2|178.58|165.47|152.86,2026-07-15
STARHEALTH,599.75,223.16,Southwest,624.49,599.75,624.49|649.73|675.47|701.71|728.45,599.75|575.51|551.77|528.53|505.79,2026-07-15
STARPAPER,141.43,115.64,Northwest,153.57,129.79,153.57|166.21|179.36|193.0|207.14,129.79|118.65|108.0|97.86|88.22,2026-07-15
STARTECK,271.35,220.09,Southwest,288.07,271.35,288.07|305.3|323.02|341.24|359.96,271.35|255.13|239.4|224.18|209.46,2026-07-15
STCINDIA,123.0,331.3,Southeast,123.0,112.16,123.0|134.34|146.18|158.52|171.36,112.16|101.82|91.98|82.64|73.8,2026-07-15
STEELCAS,309.3,60.65,Northeast,327.14,309.3,327.14|345.47|364.31|383.65|403.48,309.3|291.96|275.13|258.79|242.95,2026-07-15
STEELCITY,77.23,276.85,South,77.23,68.69,77.23|86.27|95.81|105.84|116.38,68.69|60.65|53.12|46.08|39.54,2026-07-15
STEELXIND,12.12,41.65,Northeast,15.85,9.11,15.85|20.08|24.81|30.05|35.78,9.11|8.89|6.34|6.16|4.07,2026-07-15
STEL,553.95,51.51,Northeast,577.74,530.66,577.74|602.02|626.81|652.09|677.88,530.66|507.88|485.59|463.81|442.52,2026-07-15
STOVEKRAFT,791.15,157.93,West,819.53,763.27,819.53|848.4|877.78|907.66|938.04,763.27|735.9|709.02|682.64|656.76,2026-07-15
STUDDS,459.65,34.1,Northeast,481.34,438.46,481.34|503.53|526.22|549.41|573.1,438.46|417.77|397.58|377.89|358.7,2026-07-15
STYL,367.8,347.06,East,367.8,348.87,367.8|387.23|407.16|427.58|448.51,348.87|330.44|312.52|295.09|278.16,2026-07-15
STYLAMIND,3245.5,309.47,Southeast,3302.72,3245.5,3302.72|3360.44|3418.66|3477.38|3536.6,3245.5|3188.78|3132.56|3076.84|3021.62,2026-07-15
STYRENIX,2317.7,160.65,West,2366.09,2317.7,2366.09|2414.98|2464.38|2514.27|2564.66,2317.7|2269.81|2222.42|2175.52|2129.13,2026-07-15
SUBROS,821.75,254.91,South,821.75,793.33,821.75|850.67|880.08|910.0|940.41,793.33|765.42|738.0|711.09|684.67,2026-07-15
SUDARCOLOR,381.25,49.61,Northeast,401.03,381.25,401.03|421.3|442.08|463.35|485.13,381.25|361.97|343.2|324.92|307.15,2026-07-15
SUDARSCHEM,1038.05,174.38,West,1070.52,1006.08,1070.52|1103.49|1136.96|1170.93|1205.39,1006.08|974.61|943.64|913.17|883.21,2026-07-15
SUDEEPPHRM,847.55,335.29,Southeast,876.91,818.69,876.91|906.78|937.14|968.0|999.36,818.69|790.32|762.46|735.1|708.24,2026-07-15
SUKHJITS,169.4,317.77,Southeast,182.67,156.63,182.67|196.43|210.7|225.46|240.73,156.63|144.37|132.6|121.34|110.57,2026-07-15
SULA,150.98,186.73,West,163.52,150.98,163.52|176.55|190.09|204.13|218.67,150.98|138.94|127.41|116.37|105.83,2026-07-15
SUMEETINDS,32.63,83.21,North,38.59,32.63,38.59|45.05|52.02|59.48|67.44,32.63|27.17|22.21|17.74|14.35,2026-07-15
SUMICHEM,531.9,326.33,Southeast,555.21,509.09,555.21|579.03|603.34|628.15|653.46,509.09|486.77|464.96|443.65|422.84,2026-07-15
SUMMITSEC,1572.0,71.72,North,1611.9,1532.6,1611.9|1652.3|1693.2|1734.59|1776.49,1532.6|1493.7|1455.3|1417.41|1380.01,2026-07-15
SUNCLAY,1393.3,13.85,East,1430.88,1356.22,1430.88|1468.95|1507.53|1546.61|1586.18,1356.22|1319.65|1283.57|1247.99|1212.92,2026-07-15
SUNDARAM,1.27,337.85,East,2.65,1.27,2.65|4.52|6.9|9.78|13.15,1.27|0.76|0.39|0.14|0.02,2026-07-15
SUNDARMFIN,4529.1,8.75,East,4596.65,4462.05,4596.65|4664.7|4733.25|4802.29|4871.84,4462.05|4395.5|4329.45|4263.91|4198.86,2026-07-15
SUNDRMFAST,960.95,314.85,Southeast,992.2,960.95,992.2|1023.95|1056.2|1088.95|1122.2,960.95|930.2|899.95|870.2|840.95,2026-07-15
SUNDROP,637.35,359.24,East,637.35,612.35,637.35|662.85|688.84|715.34|742.33,612.35|587.86|563.86|540.37|517.37,2026-07-15
SUNFLAG,344.05,233.75,Southwest,362.85,344.05,362.85|382.15|401.95|422.24|443.04,344.05|325.75|307.95|290.65|273.86,2026-07-15
SUNPHARMA,1921.4,105.08,North,1965.48,1877.82,1965.48|2010.07|2055.15|2100.74|2146.82,1877.82|1834.73|1792.15|1750.06|1708.48,2026-07-15
SUNTECK,323.95,134.75,Northwest,342.2,323.95,342.2|360.95|380.2|399.94|420.19,323.95|306.2|288.95|272.2|255.96,2026-07-15
SUNTV,499.5,197.91,West,522.1,477.4,522.1|545.2|568.8|592.9|617.5,477.4|455.8|434.7|414.1|394.0,2026-07-15
SUPERHOUSE,157.2,231.83,Southwest,169.99,144.91,169.99|183.28|197.06|211.35|226.14,144.91|133.12|121.84|111.05|100.76,2026-07-15
SUPRAJIT,497.75,190.86,West,520.31,497.75,520.31|543.37|566.93|590.99|615.55,497.75|475.69|454.13|433.07|412.51,2026-07-15
SUPREME,47.35,293.6,Southeast,47.35,40.72,47.35|54.48|62.11|70.24|78.87,40.72|34.59|28.96|23.83|19.19,2026-07-15
SUPREMEIND,3334.6,89.28,North,3392.6,3277.1,3392.6|3451.09|3510.09|3569.58|3629.58,3277.1|3220.11|3163.61|3107.62|3052.12,2026-07-15
SUPREMEINF,79.14,296.29,Southeast,88.29,79.14,88.29|97.93|108.08|118.72|129.87,79.14|70.49|62.35|54.7|47.56,2026-07-15
SUPRIYA,845.0,327.4,Southeast,845.0,816.18,845.0|874.32|904.14|934.46|965.28,816.18|787.86|760.04|732.72|705.91,2026-07-15
SURAJEST,207.3,206.62,Southwest,221.95,207.3,221.95|237.1|252.74|268.89|285.54,207.3|193.15|179.5|166.36|153.71,2026-07-15
SURAJLTD,221.79,295.67,Southeast,236.93,207.15,236.93|252.58|268.72|285.36|302.5,207.15|193.0|179.36|166.22|153.58,2026-07-15
SURAKSHA,260.95,162.71,West,277.35,260.95,277.35|294.26|311.66|329.57|347.97,260.95|245.05|229.64|214.74|200.33,2026-07-15
SURANASOL,25.19,318.41,Southeast,30.46,20.42,30.46|36.23|42.5|49.27|56.53,20.42|20.08|16.15|15.85|12.38,2026-07-15
SURANAT&P,18.58,190.88,West,23.14,17.55,23.14|28.2|33.76|39.82|46.38,17.55|14.52|13.61|10.96|10.17,2026-07-15
SURYALA,438.1,302.55,Southeast,459.28,417.42,459.28|480.96|503.14|525.82|549.0,417.42|397.24|377.56|358.38|339.7,2026-07-15
SURYALAXMI,60.03,89.62,North,68.03,60.03,68.03|76.53|85.52|95.02|105.02,60.03|52.53|45.53|39.04|33.04,2026-07-15
SURYAROSNI,251.45,109.29,North,251.45,235.84,251.45|267.56|284.16|301.27|318.88,235.84|220.74|206.13|192.02|178.41,2026-07-15
SURYODAY,191.57,106.36,North,191.57,177.98,191.57|205.66|220.25|235.34|250.93,177.98|164.89|152.3|140.21|128.62,2026-07-15
SUVEN,359.55,308.12,Southeast,378.76,340.84,378.76|398.47|418.69|439.4|460.61,340.84|322.63|304.91|287.7|270.99,2026-07-15
SUVIDHAA,2.54,61.87,Northeast,4.38,1.98,4.38|6.73|9.57|12.91|16.76,1.98|1.2|0.82|0.35|0.17,2026-07-15
SUYOG,873.75,55.67,Northeast,873.75,844.44,873.75|903.56|933.87|964.68|995.99,844.44|815.63|787.32|759.51|732.2,2026-07-15
SUZLON,53.17,7.52,East,60.71,46.13,60.71|68.75|77.3|86.34|95.88,46.13|39.59|33.54|28.0|22.96,2026-07-15
SWANCORP,323.45,132.25,Northwest,341.68,305.72,341.68|360.42|379.65|399.39|419.62,305.72|288.48|271.75|255.51|239.78,2026-07-15
SWARAJENG,3789.6,55.75,Northeast,3851.41,3789.6,3851.41|3913.72|3976.53|4039.84|4103.65,3789.6|3728.29|3667.48|3607.17|3547.36,2026-07-15
SWELECTES,640.85,11.7,East,666.42,640.85,666.42|692.48|719.05|746.11|773.68,640.85|615.78|591.22|567.15|543.59,2026-07-15
SWIGGY,266.77,194.96,West,283.35,250.69,283.35|300.44|318.02|336.1|354.69,250.69|235.1|220.02|205.44|191.35,2026-07-15
SWSOLAR,236.96,25.83,Northeast,252.6,236.96,252.6|268.75|285.39|302.53|320.18,236.96|221.82|207.17|193.03|179.39,2026-07-15
SYMPHONY,732.45,326.49,Southeast,759.76,705.64,759.76|787.58|815.89|844.71|874.02,705.64|679.32|653.51|628.19|603.38,2026-07-15
SYNCOMF,13.94,87.05,North,17.92,13.94,17.92|22.41|27.39|32.87|38.86,13.94|10.67|10.46|7.65|7.47,2026-07-15
SYNGENE,420.35,225.44,Southwest,441.1,400.1,441.1|462.35|484.11|506.36|529.11,400.1|380.35|361.09|342.34|324.09,2026-07-15
SYRMA,1431.7,105.81,North,1469.79,1394.11,1469.79|1508.38|1547.46|1587.05|1627.14,1394.11|1357.02|1320.44|1284.35|1248.76,2026-07-15
TAALTECH,4078.0,109.66,North,4142.11,4014.39,4142.11|4206.72|4271.83|4337.44|4403.55,4014.39|3951.28|3888.67|3826.56|3764.95,2026-07-15
TAINWALCHM,232.0,356.68,East,232.0,217.02,232.0|247.48|263.46|279.94|296.93,217.02|202.54|188.56|175.07|162.09,2026-07-15
TAJGVK,366.8,342.36,East,386.2,366.8,386.2|406.1|426.51|447.41|468.81,366.8|347.9|329.5|311.59|294.19,2026-07-15
TALBROAUTO,403.95,152.73,Northwest,403.95,384.1,403.95|424.3|445.15|466.5|488.34,384.1|364.75|345.9|327.56|309.71,2026-07-15
TANLA,569.55,110.74,North,593.67,545.93,593.67|618.28|643.4|669.01|695.13,545.93|522.82|500.2|478.09|456.47,2026-07-15
TARACHAND,56.01,42.12,Northeast,56.01,48.78,56.01|63.74|71.98|80.71|89.95,48.78|42.04|35.81|30.07|24.84,2026-07-15
TARAPUR,17.96,177.83,West,22.45,14.15,22.45|27.44|32.92|38.91|45.4,14.15|13.97|10.64|10.48|7.63,2026-07-15
TARC,123.72,337.13,Southeast,135.09,112.85,135.09|146.97|159.34|172.21|185.58,112.85|102.47|92.6|83.23|74.36,2026-07-15
TARIL,347.3,249.48,South,366.19,328.91,366.19|385.57|405.46|425.84|446.73,328.91|311.03|293.64|276.76|260.37,2026-07-15
TARMAT,48.98,314.74,Southeast,56.23,42.23,56.23|63.98|72.23|80.97|90.22,42.23|35.98|30.23|24.99|20.24,2026-07-15
TARSONS,315.9,94.24,North,333.92,298.38,333.92|352.45|371.47|390.99|411.02,298.38|281.35|264.83|248.81|233.28,2026-07-15
TASTYBITE,8962.5,255.69,South,9057.42,8868.08,9057.42|9152.84|9248.76|9345.18|9442.1,8868.08|8774.16|8680.74|8587.82|8495.4,2026-07-15
TATACAP,360.95,314.76,Southeast,380.2,342.2,380.2|399.95|420.2|440.94|462.19,342.2|323.95|306.2|288.96|272.21,2026-07-15
TATACHEM,714.4,266.09,South,741.38,687.92,741.38|768.86|796.83|825.31|854.29,687.92|661.94|636.47|611.49|587.01,2026-07-15
TATACOMM,1835.4,286.48,South,1878.49,1792.81,1878.49|1922.08|1966.17|2010.77|2055.86,1792.81|1750.72|1709.13|1668.03|1627.44,2026-07-15
TATACONSUM,1098.6,341.12,East,1132.0,1065.7,1132.0|1165.89|1200.29|1235.18|1270.58,1065.7|1033.31|1001.41|970.02|939.12,2026-07-15
TATAELXSI,3823.6,105.35,North,3885.69,3762.01,3885.69|3948.27|4011.36|4074.94|4139.03,3762.01|3700.93|3640.34|3580.26|3520.67,2026-07-15
TATAINVEST,686.5,171.21,West,686.5,660.55,686.5|712.95|739.9|767.35|795.3,660.55|635.1|610.15|585.7|561.74,2026-07-15
