symbol,latest_date,dominant_type,score_30d,count_30d,count_90d,high_signal_30d
HERITGFOOD,2026-08-17,ANALYST_MEET,470,8,30,3
NECCLTD,2026-08-14,REGULATORY,470,10,24,3
AXITA,2026-08-13,MANAGEMENT_CHANGE,470,8,12,2
PANACHE,2026-08-13,BOARD_OUTCOME,470,7,12,4
CASTROLIND,2026-08-10,ANALYST_MEET,470,8,25,4
GRINDWELL,2026-08-14,ANALYST_MEET,470,8,24,4
JINDALPOLY,2026-08-16,PRESS_RELEASE,470,8,16,2
EMMBI,2026-08-15,MANAGEMENT_CHANGE,470,8,21,2
ELGIRUBCO,2026-08-13,PRESS_RELEASE,470,11,27,2
HMT,2026-08-17,MANAGEMENT_CHANGE,470,8,17,2
SURYALAXMI,2026-08-10,MANAGEMENT_CHANGE,470,8,18,2
SAMPANN,2026-08-11,MANAGEMENT_CHANGE,470,8,13,2
DCMFINSERV,2026-08-13,MANAGEMENT_CHANGE,470,8,11,2
ATUL,2026-08-08,PRESS_RELEASE,467,9,18,2
EXIDEIND,2026-08-06,ANALYST_MEET,465,6,16,5
TBZ,2026-08-15,PRESS_RELEASE,465,9,21,2
DCM,2026-08-14,OTHER,465,10,19,2
VSTL,2026-08-12,MANAGEMENT_CHANGE,465,7,19,3
SHARDAMOTR,2026-08-11,ANALYST_MEET,465,6,16,6
APCOTEXIND,2026-08-05,ANALYST_MEET,465,6,23,5
MICEL,2026-08-14,BOARD_OUTCOME,462,8,13,3
AYMSYNTEX,2026-08-13,MANAGEMENT_CHANGE,462,8,25,1
KIRIINDUS,2026-08-13,ANALYST_MEET,460,7,16,4
SAMBHAAV,2026-08-14,PRESS_RELEASE,460,10,23,2
EDELWEISS,2026-08-10,PRESS_RELEASE,460,7,18,3
DSKULKARNI,2026-08-17,BOARD_OUTCOME,460,7,20,5
SUNDRMFAST,2026-08-10,ANALYST_MEET,460,7,18,4
SECURCRED,2026-08-11,BOARD_OUTCOME,460,7,9,5
INDIACEM,2026-08-13,ANALYST_MEET,457,9,29,2
RAJSREESUG,2026-08-14,MANAGEMENT_CHANGE,457,9,25,1
ORCHPHARMA,2026-08-17,BOARD_OUTCOME,455,7,23,5
ASHAPURMIN,2026-08-12,PRESS_RELEASE,455,8,21,2
HTMEDIA,2026-08-12,ANALYST_MEET,455,8,24,4
AVADHSUGAR,2026-08-04,PRESS_RELEASE,455,8,19,3
XLENERGY,2026-08-13,MANAGEMENT_CHANGE,455,8,15,1
EIDPARRY,2026-08-14,ANALYST_MEET,455,8,24,3
BSL,2026-08-14,PRESS_RELEASE,455,8,20,2
BLUECHIP,2026-08-17,MANAGEMENT_CHANGE,455,8,10,1
RENUKA,2026-08-07,MANAGEMENT_CHANGE,455,8,16,1
PRITIKAUTO,2026-08-14,PRESS_RELEASE,455,8,18,1
DYCL,2026-08-14,PRESS_RELEASE,455,8,20,3
3MINDIA,2026-08-15,PRESS_RELEASE,450,9,23,1
ZEEMEDIA,2026-08-15,PRESS_RELEASE,450,9,29,2
MODIRUBBER,2026-08-14,PRESS_RELEASE,450,7,11,3
LAOPALA,2026-08-12,PRESS_RELEASE,450,9,26,1
MAZDOCK,2026-08-12,PRESS_RELEASE,450,9,15,1
DIAMINESQ,2026-08-14,PRESS_RELEASE,450,9,17,1
POLYPLEX,2026-08-17,PRESS_RELEASE,450,9,24,1
BOMDYEING,2026-08-11,MANAGEMENT_CHANGE,450,9,24,1
SRPL,2026-08-17,BOARD_OUTCOME,450,7,8,5
INDNIPPON,2026-08-08,MANAGEMENT_CHANGE,450,9,24,1
VCL,2026-08-13,PRESS_RELEASE,450,9,18,2
TIJARIA,2026-08-17,PRESS_RELEASE,450,9,23,1
NRAIL,2026-08-15,PRESS_RELEASE,450,9,14,1
VOLTAMP,2026-08-12,BOARD_OUTCOME,447,8,16,3
ATULAUTO,2026-08-11,PRESS_RELEASE,446,7,14,3
UEL,2026-08-05,PRESS_RELEASE,446,7,19,3
CHENNPETRO,2026-08-06,PRESS_RELEASE,445,10,16,1
VIDHIING,2026-08-11,PRESS_RELEASE,445,7,19,3
JAYSREETEA,2026-08-14,REGULATORY,445,10,13,1
GVPIL,2026-08-15,PRESS_RELEASE,445,10,38,1
AASTHA,2026-08-14,PRESS_RELEASE,440,8,13,3
BHARATRAS,2026-08-17,PRESS_RELEASE,440,8,24,3
CSLFINANCE,2026-08-14,PRESS_RELEASE,440,8,24,2
BETA,2026-08-14,REGULATORY,440,7,14,4
ADROITINFO,2026-08-14,REGULATORY,440,9,17,3
BALMLAWRIE,2026-08-01,PRESS_RELEASE,440,8,20,2
ZODIAC,2026-08-14,ACQUISITION,437,8,30,4
SCHAEFFLER,2026-08-07,ANALYST_MEET,435,6,16,4
RAJRILTD,2026-08-14,PRESS_RELEASE,435,7,11,2
BALAMINES,2026-08-17,ANALYST_MEET,435,6,23,4
SUMICHEM,2026-08-10,ANALYST_MEET,435,7,20,4
FINCABLES,2026-08-13,ANALYST_MEET,435,6,23,4
GRAPHITE,2026-08-14,PRESS_RELEASE,435,9,35,2
TMCV,2026-08-13,ANALYST_MEET,435,6,35,4
IITL,2026-08-11,BUYBACK,435,8,21,3
MOLDTECH,2026-08-10,ANALYST_MEET,435,6,9,4
XTGLOBAL,2026-08-17,ANALYST_MEET,435,6,16,4
LAGNAM,2026-08-05,PRESS_RELEASE,432,8,10,1
OMFREIGHT,2026-08-17,PRESS_RELEASE,432,7,22,3
SEDEMAC,2026-08-17,PRESS_RELEASE,432,8,29,2
RAMRAT,2026-08-12,PRESS_RELEASE,430,7,24,3
GSFC,2026-08-13,PRESS_RELEASE,430,7,20,3
DNAMEDIA,2026-08-15,BOARD_OUTCOME,430,7,19,4
DALBHARAT,2026-08-05,PRESS_RELEASE,430,7,29,2
IPCALAB,2026-08-17,ANALYST_MEET,430,7,28,4
INA,2026-08-13,BOARD_OUTCOME,430,7,40,3
CARTRADE,2026-08-07,PRESS_RELEASE,430,7,17,2
SPECTRUM,2026-08-15,BOARD_OUTCOME,425,8,17,3
AJOONI,2026-08-14,BOARD_OUTCOME,425,9,21,4
NATCAPSUQ,2026-08-17,OTHER,425,11,35,3
SILVERTUC,2026-08-02,PRESS_RELEASE,425,8,15,3
GATECH,2026-08-17,PRESS_RELEASE,425,7,14,2
BURNPUR,2026-08-17,OTHER,425,11,16,2
SANGAMIND,2026-08-13,PRESS_RELEASE,425,11,27,0
DOLPHIN,2026-08-01,PRESS_RELEASE,425,8,12,1
GATECHDVR,2026-08-17,PRESS_RELEASE,425,7,14,2
LAMBODHARA,2026-08-12,PRESS_RELEASE,425,8,20,1
MAGADSUGAR,2026-08-05,PRESS_RELEASE,425,8,23,2
PENINLAND,2026-08-13,PRESS_RELEASE,425,8,20,1
EUROTEXIND,2026-08-10,MANAGEMENT_CHANGE,425,8,15,1
TVTODAY,2026-08-11,PRESS_RELEASE,425,8,13,1
BVCL,2026-08-14,BOARD_OUTCOME,425,8,15,3
ATLANTAA,2026-08-13,PRESS_RELEASE,423,7,15,2
WEWORK,2026-08-04,PRESS_RELEASE,422,7,35,2
JBMA,2026-08-06,PRESS_RELEASE,422,7,19,2
SHANKARA,2026-08-06,PRESS_RELEASE,420,7,17,3
SINGERIND,2026-08-13,REGULATORY,420,9,33,2
SIGNPOST,2026-08-10,MANAGEMENT_CHANGE,420,9,29,1
JTEKTINDIA,2026-08-14,PRESS_RELEASE,420,9,22,1
KITEX,2026-08-16,ACQUISITION,420,6,23,4
RUCHIRA,2026-08-13,PRESS_RELEASE,417,8,23,2
COASTCORP,2026-08-08,PRESS_RELEASE,417,8,14,2
VALIANTORG,2026-08-14,PRESS_RELEASE,417,9,19,1
GLOBAL,2026-08-11,REGULATORY,415,8,18,3
AVANTIFEED,2026-08-14,REGULATORY,415,10,28,1
WAAREEINDO,2026-08-08,PRESS_RELEASE,415,10,13,1
MANIPALHOS,2026-08-17,PRESS_RELEASE,415,7,7,2
RAMCOSYS,2026-08-10,PRESS_RELEASE,415,8,18,1
VMSTMT,2026-08-17,PRESS_RELEASE,415,7,22,3
BANKA,2026-08-15,BOARD_OUTCOME,415,6,21,4
HAVELLS,2026-08-11,PRESS_RELEASE,415,7,35,2
KMEW,2026-08-17,REGULATORY,412,8,35,3
KINGFA,2026-08-16,MANAGEMENT_CHANGE,410,8,16,2
HMVL,2026-08-12,ANALYST_MEET,410,5,16,5
MTNL,2026-08-14,PRESS_RELEASE,410,8,27,1
UNIVCABLES,2026-08-08,PRESS_RELEASE,410,8,27,2
POKARNA,2026-08-08,MANAGEMENT_CHANGE,410,8,27,2
JNPR,2026-08-15,PRESS_RELEASE,409,8,8,2
GRMOVER,2026-08-14,PRESS_RELEASE,407,7,20,2
ASAL,2026-08-11,REGULATORY,407,8,14,2
NLCINDIA,2026-08-10,PRESS_RELEASE,407,7,41,1
BILVYAPAR,2026-08-14,DISTRESS,405,10,31,1
KRITIKA,2026-08-14,REGULATORY,405,9,15,2
INDTERRAIN,2026-08-07,PRESS_RELEASE,405,6,12,3
INDOCO,2026-08-04,ANALYST_MEET,405,6,12,3
SKMEGGPROD,2026-08-04,ANALYST_MEET,405,6,16,4
JKCEMENT,2026-08-14,ANALYST_MEET,405,6,39,4
NIPPOBATRY,2026-08-15,PRESS_RELEASE,405,6,12,3
BCONCEPTS,2026-08-14,ANALYST_MEET,405,6,17,4
BCLIND,2026-08-17,ANALYST_MEET,405,6,24,4
GEEKAYWIRE,2026-08-17,REGULATORY,405,9,28,2
MIDHANI,2026-08-17,ANALYST_MEET,405,6,20,3
BRNL,2026-08-17,MANAGEMENT_CHANGE,405,6,11,3
OMAXE,2026-08-13,ACQUISITION,402,7,26,4
SATIA,2026-08-15,REGULATORY,402,8,20,2
MUNJALAU,2026-08-14,PRESS_RELEASE,402,8,22,1
AIIL,2026-08-06,PRESS_RELEASE,401,7,26,3
CPEDU,2026-08-13,PRESS_RELEASE,400,7,17,1
MOHITIND,2026-08-14,PRESS_RELEASE,400,7,12,1
FINEORG,2026-08-10,PRESS_RELEASE,400,7,17,2
TNPL,2026-08-13,REGULATORY,400,10,37,1
LAL,2026-08-13,MANAGEMENT_CHANGE,400,7,12,1
SWANCORP,2026-08-15,PRESS_RELEASE,400,7,22,2
SWELECTES,2026-08-14,ACQUISITION,400,7,32,3
BBTCL,2026-08-15,BOARD_OUTCOME,400,7,14,3
FACT,2026-08-17,MANAGEMENT_CHANGE,400,7,20,1
DYNPRO,2026-08-14,PRESS_RELEASE,400,7,14,1
MARKOLINES,2026-08-15,MANAGEMENT_CHANGE,400,7,19,1
MMTC,2026-08-13,MANAGEMENT_CHANGE,400,7,25,1
DCXINDIA,2026-08-17,PRESS_RELEASE,400,7,20,2
KPRMILL,2026-08-13,ANALYST_MEET,400,7,28,3
BMWVENTLTD,2026-08-13,PRESS_RELEASE,400,7,19,2
CINELINE,2026-08-12,PRESS_RELEASE,400,6,11,3
LEMERITE,2026-08-15,MANAGEMENT_CHANGE,400,7,19,2
MUKANDLTD,2026-08-17,REGULATORY,397,9,15,1
DCI,2026-08-14,VOLUME_ALERT,396,6,17,4
ORIENTPPR,2026-08-08,PRESS_RELEASE,395,8,22,1
DWARKESH,2026-08-06,REGULATORY,395,8,17,2
MELSTAR,2026-08-17,PRESS_RELEASE,395,8,25,1
AHLWEST,2026-08-14,RESULT_UPDATE,395,5,19,4
ALBERTDAVD,2026-08-07,MANAGEMENT_CHANGE,395,8,25,1
BAGFILMS,2026-08-15,PRESS_RELEASE,395,8,27,1
BANCOINDIA,2026-08-17,PRESS_RELEASE,395,8,17,1
OLECTRA,2026-08-17,ANALYST_MEET,395,5,16,5
SALONA,2026-08-15,PRESS_RELEASE,395,8,25,1
KSHITIJPOL,2026-08-17,PRESS_RELEASE,395,7,19,2
SAFARI,2026-08-06,PRESS_RELEASE,395,8,16,1
MUTHOOTCAP,2026-08-13,PRESS_RELEASE,392,7,43,1
SALSTEEL,2026-08-15,BOARD_OUTCOME,390,6,21,3
BANARBEADS,2026-08-14,PRESS_RELEASE,390,9,27,1
TTML,2026-07-28,BOARD_OUTCOME,390,6,19,4
DAVANGERE,2026-08-15,BOARD_OUTCOME,390,6,19,4
LTM,2026-08-14,PRESS_RELEASE,390,6,47,2
SOTL,2026-08-07,PRESS_RELEASE,386,7,19,3
ASTEC,2026-08-01,PRESS_RELEASE,385,7,31,2
EIHAHOTELS,2026-08-17,PRESS_RELEASE,385,8,23,2
JPOLYINVST,2026-08-15,BOARD_OUTCOME,385,7,12,2
BHAGCHEM,2026-08-10,BOARD_OUTCOME,385,7,24,3
FEDFINA,2026-08-13,ANALYST_MEET,385,5,34,4
HERANBA,2026-07-21,MANAGEMENT_CHANGE,385,7,15,0
INDOMIM,2026-08-17,PRESS_RELEASE,385,7,7,2
CHEMFAB,2026-08-17,PRESS_RELEASE,385,7,14,2
JINDALPHOT,2026-08-14,PRESS_RELEASE,385,7,21,2
INDORAMA,2026-08-12,PRESS_RELEASE,385,7,14,2
SUPERSPIN,2026-08-08,PRESS_RELEASE,385,7,16,2
SANDESH,2026-08-06,ACQUISITION,380,6,17,3
GBGLOBAL,2026-08-14,BOARD_OUTCOME,380,6,21,4
WEALTH,2026-08-14,ANALYST_MEET,380,5,22,4
AARTECH,2026-08-17,ANALYST_MEET,380,5,15,4
TICL,2026-08-13,PRESS_RELEASE,380,6,34,2
PSPPROJECT,2026-08-05,ANALYST_MEET,380,5,15,4
SHREEJISPG,2026-08-15,MANAGEMENT_CHANGE,377,7,17,1
NAHARCAP,2026-08-10,PRESS_RELEASE,377,7,18,1
ADVAIT,2026-08-11,BOARD_OUTCOME,377,5,30,5
PPL,2026-08-15,PRESS_RELEASE,377,6,17,3
MGEL,2026-08-05,PRESS_RELEASE,377,7,30,2
SSDL,2026-08-16,BOARD_OUTCOME,376,6,24,4
ZUARI,2026-08-13,PRESS_RELEASE,375,9,27,2
POLYCAB,2026-08-07,PRESS_RELEASE,375,7,39,1
IGCL,2026-08-14,ANALYST_MEET,375,6,19,3
STALLION,2026-08-14,ANALYST_MEET,375,6,12,3
PRAKASH,2026-08-12,BOARD_OUTCOME,375,6,15,3
HATSUN,2026-08-17,PRESS_RELEASE,375,6,10,2
DANGEE,2026-08-15,BOARD_OUTCOME,375,6,15,3
RIR,2026-08-13,ANALYST_MEET,375,5,5,4
SHYAMCENT,2026-08-07,BOARD_OUTCOME,375,6,14,3
LUXIND,2026-08-15,MANAGEMENT_CHANGE,375,6,24,2
OMKARCHEM,2026-08-15,BOARD_OUTCOME,375,6,19,3
BALPHARMA,2026-08-13,BOARD_OUTCOME,375,7,18,3
BHEL,2026-08-13,PRESS_RELEASE,374,7,28,2
UGARSUGAR,2026-08-13,MANAGEMENT_CHANGE,372,8,15,1
KRISHNADEF,2026-08-17,MANAGEMENT_CHANGE,372,6,30,2
ORIENTHOT,2026-08-11,PRESS_RELEASE,371,7,26,2
GYFTR,2026-08-15,MANAGEMENT_CHANGE,370,7,8,2
BASML,2026-08-11,REGULATORY,370,8,23,2
BROOKS,2026-08-17,PRESS_RELEASE,370,7,18,1
RATNAMANI,2026-08-08,PRESS_RELEASE,370,7,20,2
IFBAGRO,2026-08-05,PRESS_RELEASE,370,7,25,1
ARCHIES,2026-08-16,PRESS_RELEASE,370,7,24,1
CORDSCABLE,2026-08-14,PRESS_RELEASE,370,7,16,1
BLAL,2026-08-13,PRESS_RELEASE,370,7,13,1
CONSOFINVT,2026-08-14,MANAGEMENT_CHANGE,370,7,14,1
SCI,2026-08-14,PRESS_RELEASE,370,7,19,1
BIRLACABLE,2026-08-14,MANAGEMENT_CHANGE,370,7,23,2
VISACHROME,2026-08-14,PRESS_RELEASE,370,7,14,1
HBSL,2026-08-05,PRESS_RELEASE,370,7,15,1
RCF,2026-08-14,PRESS_RELEASE,370,7,20,2
GTLINFRA,2026-08-07,PRESS_RELEASE,370,6,8,2
HALEOSLABS,2026-08-07,PRESS_RELEASE,370,7,22,1
HINDCON,2026-08-13,PRESS_RELEASE,370,7,10,1
PARSVNATH,2026-08-13,MANAGEMENT_CHANGE,365,8,26,1
MANAKCOAT,2026-08-13,PRESS_RELEASE,365,8,40,0
TIRUPATIFL,2026-08-14,PRESS_RELEASE,365,8,18,1
MANUGRAPH,2026-08-12,PRESS_RELEASE,365,8,11,1
IZMO,2026-08-15,BOARD_OUTCOME,365,7,19,2
GANGESSECU,2026-08-14,PRESS_RELEASE,365,8,14,1
CENTEXT,2026-08-15,PRESS_RELEASE,365,8,18,1
EIFFL,2026-08-14,FUNDRAISE,365,6,19,3
RATNAVEER,2026-08-14,PRESS_RELEASE,365,8,27,1
MONARCH,2026-08-11,PRESS_RELEASE,361,6,10,3
DELTAMAGNT,2026-08-14,PRESS_RELEASE,360,6,11,2
INDIANB,2026-08-17,MANAGEMENT_CHANGE,360,6,30,1
VLSFINANCE,2026-08-13,PRESS_RELEASE,360,6,15,2
BAJAJHIND,2026-08-14,PRESS_RELEASE,360,6,15,2
GALAXYSURF,2026-08-13,PRESS_RELEASE,360,7,14,2
TPLPLASTEH,2026-08-06,PRESS_RELEASE,360,6,13,2
ROTO,2026-08-10,BOARD_OUTCOME,360,6,16,2
INVENTURE,2026-08-05,PRESS_RELEASE,360,6,10,2
ANTELOPUS,2026-08-09,PRESS_RELEASE,360,6,14,2
PCJEWELLER,2026-08-11,OTHER,360,12,32,1
PILANIINVS,2026-08-15,PRESS_RELEASE,360,6,35,2
PASHUPATI,2026-08-14,BOARD_OUTCOME,360,6,15,2
DENTA,2026-08-15,PRESS_RELEASE,357,6,24,3
TIGERLOGS,2026-08-17,PRESS_RELEASE,357,6,18,3
MRPL,2026-08-13,MANAGEMENT_CHANGE,355,7,25,0
SADBHAV,2026-08-14,PRESS_RELEASE,355,7,16,1
SPARC,2026-08-13,PRESS_RELEASE,355,7,18,2
ALMONDZ,2026-07-31,PRESS_RELEASE,355,7,34,1
ANGELONE,2026-08-07,ANALYST_MEET,355,5,40,3
TTKHLTCARE,2026-08-06,PRESS_RELEASE,355,7,25,2
LLOYDSENT,2026-08-17,PRESS_RELEASE,355,7,23,2
RAMAPHO,2026-08-17,BOARD_OUTCOME,355,7,12,2
DBEIL,2026-08-17,PRESS_RELEASE,355,7,27,2
AMBIKCO,2026-08-08,PRESS_RELEASE,352,6,10,1
PRECWIRE,2026-08-13,REGULATORY,352,10,33,1
ASIANENE,2026-08-14,PRESS_RELEASE,352,6,21,2
BASF,2026-08-13,REGULATORY,350,8,27,2
SONAMLTD,2026-07-23,ANALYST_MEET,350,5,24,4
SRD,2026-08-15,BOARD_OUTCOME,345,6,14,3
AKG,2026-08-14,PRESS_RELEASE,345,6,18,1
RPOWER,2026-08-17,REGULATORY,345,9,19,1
VITAL,2026-08-17,MANAGEMENT_CHANGE,345,6,21,1
VAISHALI,2026-08-17,MANAGEMENT_CHANGE,345,6,20,1
EUROBOND,2026-08-14,MANAGEMENT_CHANGE,345,6,19,1
MKPL,2026-08-14,MANAGEMENT_CHANGE,345,6,13,1
RETAIL,2026-08-14,MANAGEMENT_CHANGE,345,6,16,1
RKDL,2026-08-17,PRESS_RELEASE,345,6,10,1
TEAMGTY,2026-08-17,PRESS_RELEASE,345,6,27,2
MBAPL,2026-08-03,PRESS_RELEASE,345,6,35,2
IREDA,2026-08-13,PRESS_RELEASE,345,6,14,1
GINNIFILA,2026-08-05,PRESS_RELEASE,345,6,15,1
COCHINSHIP,2026-08-17,PRESS_RELEASE,345,6,16,1
HINDCOPPER,2026-08-15,PRESS_RELEASE,345,6,23,1
MOIL,2026-08-07,MANAGEMENT_CHANGE,345,6,22,1
CPCAP,2026-08-17,PRESS_RELEASE,345,6,13,1
BHARATCOAL,2026-08-11,PRESS_RELEASE,345,6,24,1
NMDC,2026-08-14,PRESS_RELEASE,345,6,23,1
NARMADA,2026-08-17,REGULATORY,345,7,22,2
FIEMIND,2026-08-12,ANALYST_MEET,345,6,24,3
ARROWGREEN,2026-08-17,PRESS_RELEASE,345,6,19,1
RANEHOLDIN,2026-08-17,REGULATORY,345,8,27,2
FILATFASH,2026-08-17,MANAGEMENT_CHANGE,345,6,29,1
BLKASHYAP,2026-08-12,REGULATORY,342,6,13,3
KERNEX,2026-08-17,MANAGEMENT_CHANGE,342,6,21,2
OMPOWER,2026-08-12,REGULATORY,342,6,22,3
SWSOLAR,2026-07-31,MANAGEMENT_CHANGE,342,5,30,2
PREMIERPOL,2026-08-17,CREDIT_RATING,342,5,18,2
PGHH,2026-08-17,PRESS_RELEASE,340,7,31,1
MRF,2026-08-17,MANAGEMENT_CHANGE,340,7,18,1
RAJRATAN,2026-07-30,REGULATORY,340,7,22,2
MANALIPETC,2026-08-14,PRESS_RELEASE,340,7,25,1
RAMCOIND,2026-08-12,PRESS_RELEASE,340,7,21,1
NCLIND,2026-08-14,OTHER,340,8,23,2
KALYANI,2026-08-17,RESULT_UPDATE,340,6,15,3
COMPUSOFT,2026-08-14,PRESS_RELEASE,340,7,20,1
QUADFUTURE,2026-08-13,PRESS_RELEASE,340,7,19,1
FLEXITUFF,2026-08-12,MANAGEMENT_CHANGE,340,7,15,0
SUVEN,2026-08-11,PRESS_RELEASE,340,7,25,1
PASUPTAC,2026-08-17,PRESS_RELEASE,340,7,16,1
LYKALABS,2026-08-12,PRESS_RELEASE,340,7,22,1
WORTHPERI,2026-08-17,OTHER,340,7,13,2
SPLIL,2026-08-14,PRESS_RELEASE,340,7,18,1
AERONEU,2026-08-03,PRESS_RELEASE,340,7,15,1
KSB,2026-08-14,ANALYST_MEET,337,5,8,3
A2ZINFRA,2026-08-14,PRESS_RELEASE,336,5,13,3
TATAINVEST,2026-08-11,PRESS_RELEASE,336,5,15,3
AIROLAM,2026-08-15,PRESS_RELEASE,335,6,14,2
JAYKAY,2026-08-15,PRESS_RELEASE,335,8,23,1
ARSSBL,2026-08-10,ANALYST_MEET,335,5,39,3
SUPERHOUSE,2026-08-14,PRESS_RELEASE,332,5,13,2
KIOCL,2026-08-13,REGULATORY,331,6,10,3
HDFCAMC,2026-08-11,MANAGEMENT_CHANGE,330,5,25,2
STEELCITY,2026-08-05,BOARD_OUTCOME,330,6,17,2
NIRAJISPAT,2026-08-14,BOARD_OUTCOME,330,6,15,2
NILASPACES,2026-08-13,PRESS_RELEASE,330,6,12,2
DPSCLTD,2026-08-17,DISTRESS,330,14,59,0
MANCREDIT,2026-08-14,PRESS_RELEASE,330,6,17,2
3PLAND,2026-08-01,BOARD_OUTCOME,330,6,17,3
KILITCH,2026-08-13,PRESS_RELEASE,330,6,11,2
ASAHIINDIA,2026-08-06,BOARD_OUTCOME,330,6,17,2
MAANALU,2026-08-15,ANALYST_MEET,330,6,22,3
PANACEABIO,2026-08-14,PRESS_RELEASE,327,6,21,2
AJRINFRA,2026-08-17,PRESS_RELEASE,325,5,9,2
GMRP&UI,2026-08-14,REGULATORY,325,7,18,2
KRIDHANINF,2026-08-15,MANAGEMENT_CHANGE,325,7,13,1
ALPA,2026-08-13,PRESS_RELEASE,325,5,10,2
IBULLSLTD,2026-08-03,PRESS_RELEASE,325,5,29,2
REPRO,2026-08-05,ANALYST_MEET,325,5,20,3
MFML,2026-08-13,MANAGEMENT_CHANGE,325,5,13,2
TEXMOPIPES,2026-08-14,PRESS_RELEASE,325,7,14,1
MADHUCON,2026-08-14,MANAGEMENT_CHANGE,325,5,16,2
AMRUTANJAN,2026-08-12,ANALYST_MEET,324,6,15,3
TERASOFT,2026-08-13,BOARD_OUTCOME,320,5,14,3
EUROPRATIK,2026-08-12,PRESS_RELEASE,320,5,11,2
QUINTEGRA,2026-08-13,PRESS_RELEASE,320,6,14,2
KHADIM,2026-08-08,PRESS_RELEASE,320,8,27,1
AUTOIND,2026-08-14,PRESS_RELEASE,320,5,14,2
TECHNOE,2026-08-17,ANALYST_MEET,320,5,16,3
ROSSELLIND,2026-08-08,PRESS_RELEASE,315,6,13,1
AFFORDABLE,2026-08-15,PRESS_RELEASE,315,6,17,1
NAHARSPING,2026-08-10,PRESS_RELEASE,315,6,17,1
TVSHLTD,2026-08-05,PRESS_RELEASE,315,6,16,2
BTML,2026-08-14,PRESS_RELEASE,315,6,20,1
GLOSTERLTD,2026-08-07,MANAGEMENT_CHANGE,315,6,15,1
CIFL,2026-08-15,PRESS_RELEASE,315,6,15,1
VARDMNPOLY,2026-08-12,PRESS_RELEASE,315,6,17,1
BALAJEE,2026-08-13,MANAGEMENT_CHANGE,315,6,14,1
MUNJALSHOW,2026-08-04,PRESS_RELEASE,315,6,20,1
NAHARPOLY,2026-08-10,PRESS_RELEASE,315,6,18,1
SUKHJITS,2026-07-31,PRESS_RELEASE,315,6,22,1
IVP,2026-08-06,PRESS_RELEASE,315,6,27,1
LANCORHOL,2026-08-13,PRESS_RELEASE,315,6,14,1
ASAHISONG,2026-08-05,PRESS_RELEASE,315,6,28,1
JAYAGROGN,2026-08-01,MANAGEMENT_CHANGE,315,6,15,1
SESHAPAPER,2026-08-06,PRESS_RELEASE,315,6,17,1
RKEC,2026-08-14,BOARD_OUTCOME,315,6,13,2
PAKKA,2026-08-17,PRESS_RELEASE,315,6,24,2
THEJO,2026-08-11,PRESS_RELEASE,315,6,20,1
DHUNINV,2026-08-13,PRESS_RELEASE,315,6,16,1
ORISSAMINE,2026-08-13,PRESS_RELEASE,315,6,12,1
DMCC,2026-08-13,PRESS_RELEASE,315,6,14,1
ZODIACLOTH,2026-08-13,PRESS_RELEASE,315,6,12,1
MANAKSIA,2026-08-13,PRESS_RELEASE,315,6,13,1
SALASAR,2026-08-17,PRESS_RELEASE,315,6,16,2
GILLETTE,2026-08-08,PRESS_RELEASE,315,6,31,1
MBECL,2026-08-14,BOARD_OUTCOME,315,6,16,2
WENDT,2026-08-04,MANAGEMENT_CHANGE,315,6,19,1
YUKEN,2026-08-17,REGULATORY,310,7,17,1
WOCKPHARMA,2026-08-10,PRESS_RELEASE,310,7,20,1
MITTAL,2026-08-12,PRESS_RELEASE,310,7,18,1
APEX,2026-08-15,ANALYST_MEET,310,4,13,4
20MICRONS,2026-08-14,PRESS_RELEASE,310,7,22,1
HPAL,2026-08-15,BOARD_OUTCOME,310,5,8,3
LGHL,2026-08-14,BOARD_OUTCOME,310,5,10,3
NILAINFRA,2026-08-10,BOARD_OUTCOME,307,6,16,2
KCPSUGIND,2026-08-13,VOLUME_ALERT,306,5,18,3
PSB,2026-08-13,ANALYST_MEET,305,5,19,2
DRCSYSTEMS,2026-08-08,BOARD_OUTCOME,305,5,7,2
MANGALAM,2026-08-17,MANAGEMENT_CHANGE,305,6,12,1
21STCENMGM,2026-08-15,PRESS_RELEASE,305,5,11,2
SUNDARAM,2026-08-14,PRESS_RELEASE,305,5,10,2
TIRUMALCHM,2026-08-13,PRESS_RELEASE,302,7,16,1
PAUSHAKLTD,2026-08-12,BOARD_OUTCOME,300,6,19,2
DEN,2026-08-14,PRESS_RELEASE,300,6,15,0
OILCOUNTUB,2026-08-13,BOARD_OUTCOME,300,6,22,2
JETFREIGHT,2026-08-17,PRESS_RELEASE,300,6,19,2
MAWANASUG,2026-08-10,PRESS_RELEASE,297,5,22,1
SSWL,2026-08-07,PRESS_RELEASE,295,5,27,1
SECMARK,2026-08-13,ACQUISITION,295,4,8,3
TOUCHWOOD,2026-08-13,PRESS_RELEASE,295,5,16,2
NURECA,2026-08-11,PRESS_RELEASE,295,7,42,1
BHARATWIRE,2026-08-08,BOARD_OUTCOME,295,5,15,2
CINEVISTA,2026-08-13,PRESS_RELEASE,295,5,12,2
KDDL,2026-08-04,ANALYST_MEET,295,4,12,3
BBTC,2026-08-14,MANAGEMENT_CHANGE,295,7,19,1
ONELIFECAP,2026-08-14,PRESS_RELEASE,295,5,21,2
PRSMJOHNSN,2026-08-08,PRESS_RELEASE,292,6,18,1
