event_date,symbol,company,purpose_raw,purpose_type,bm_desc,sector
2026-02-02,UTKARSHBNK,Utkarsh Small Finance Bank Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",BANKING
2026-02-02,VEEDOL,Veedol Corporation Limited,Financial Results/Dividend,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and payment of second interim dividend for the financial year 2025-26.",ENERGY
2026-02-02,VENTIVE,Ventive Hospitality Limited,Financial Results/Dividend,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and dividend",HOSPITALITY
2026-02-02,VIDHIING,Vidhi Specialty Food Ingredients Limited,Financial Results/Dividend,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and dividend",CHEMICALS
2026-02-03,AARTIDRUGS,Aarti Drugs Limited,Financial Results/Dividend,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and Interim dividend for FY 2025-26, if any",PHARMA
2026-02-03,ABCAPITAL,Aditya Birla Capital Limited,Financial Results/Fund Raising,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and Fund Raising",FINANCIAL_SERVICES
2026-02-03,ACE,Action Construction Equipment Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",AUTO
2026-02-03,ADANIENT,Adani Enterprises Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and other business matters",INFRASTRUCTURE
2026-02-03,ADANIPORTS,Adani Ports and Special Economic Zone Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",LOGISTICS
2026-02-03,ADFFOODS,ADF Foods Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the Unaudited Standalone and Consolidated Financial Results for the Quarter and Nine Months ended 31st December, 2025",FMCG
2026-02-03,ADROITINFO,Adroit Infotech Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and other business matters",CAPITAL_GOODS
2026-02-03,AEROFLEX,Aeroflex Industries Limited,Other business matters,OTHER,To consider other business matters-1.  Allotment of Equity Shares on Preferential Basis in terms of in-principle approval received from the stock exchanges.2.  Any other business with the permission of the Chairman.,METAL
2026-02-03,AERONEU,Aeroflex Neu Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",CHEMICALS
2026-02-03,AETHER,Aether Industries Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and other business matters",CHEMICALS
2026-02-03,AGARWALEYE,Dr. Agarwal's Health Care Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the Unaudited (Standalone & Consolidated) Financial Results of the Company for the quarter and half year ended December 31, 2025",HEALTHCARE
2026-02-03,ALKYLAMINE,Alkyl Amines Chemicals Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the unaudited financial results for the period ended December 31, 2025",CHEMICALS
2026-02-03,AMJLAND,Amj Land Holdings Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",CHEMICALS
2026-02-03,AMRUTANJAN,Amrutanjan Health Care Limited,Financial Results/Dividend,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and dividend",PHARMA
2026-02-03,ANGELONE,Angel One Limited,Fund Raising,OTHER,"With reference to our earlier intimation dated January 15, 2024, intimating that the Internal Committee constituted by the Board of Directors shall determine the detailed terms and conditions of issuance of Non-Convertible Debentures in one or more tranches on private placement basis, in this regard we hereby inform that the Meeting of the Loan, Investment and Borrowings Committee of the Board of Directors is scheduled to be held on Tuesday, February 03, 2026 to consider the Issuance of Non-Convertible Debentures ( NCDs ) on private placement basis.",FINANCIAL_SERVICES
2026-02-03,ANUP,The Anup Engineering Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the Unaudited Standalone & Consolidated Financial Results of the Company for the quarter and period ended on 31st December, 2025.",CAPITAL_GOODS
2026-02-03,AWL,AWL Agri Business Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",FMCG
2026-02-03,BAJFINANCE,Bajaj Finance Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",FINANCIAL_SERVICES
2026-02-03,BHARATCOAL,Bharat Coking Coal Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and other business matters",ENERGY
2026-02-03,BHARATSE,Bharat Seats Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",AUTO
2026-02-03,BLUSPRING,Bluspring Enterprises Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",POWER
2026-02-03,CASTROLIND,Castrol India Limited,Financial Results/Dividend,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and dividend",ENERGY
2026-02-03,CHOICEIN,Choice International Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and other business matters",INFRASTRUCTURE
2026-02-03,DAMCAPITAL,Dam Capital Advisors Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and other business matters",FINANCIAL_SERVICES
2026-02-03,DCAL,Dishman Carbogen Amcis Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",PHARMA
2026-02-03,DEEDEV,DEE Development Engineers Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and other business matters",OTHER
2026-02-03,DENORA,De Nora India Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",CAPITAL_GOODS
2026-02-03,EXCELINDUS,Excel Industries Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",CHEMICALS
2026-02-03,EXPLEOSOL,Expleo Solutions Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",IT
2026-02-03,FSL,Firstsource Solutions Limited,Financial Results/Dividend,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and Interim Dividend for the financial year ended 31st March 2026 and for fixation of the Record Date, for payment of the said Interim Dividend, if declared.",IT
2026-02-03,GABRIEL,Gabriel India Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the Unaudited financial results for the Quarter ended December 31, 2025",AUTO
2026-02-03,GODREJAGRO,Godrej Agrovet Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",AGRICULTURE
2026-02-03,GSLSU,Global Surfaces Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the unaudited Standalone and Consolidated Financial Results of the Company for the quarter and nine months ended on December 31, 2025, and to take on record the Limited review Report thereon.",REALTY
2026-02-03,HFCL,HFCL Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",TELECOM
2026-02-03,INDOCO,Indoco Remedies Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",PHARMA
2026-02-03,INDOFARM,Indo Farm Equipment Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and other business matters",AUTO
2026-02-03,INDRAMEDCO,Indraprastha Medical Corporation Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",HEALTHCARE
2026-02-03,INDUSINVIT,Indus Infra Trust,Other business matters,OTHER,To consider and approve unaudited standalone and consolidated financial results of the Indus Infra Trust,OTHER
2026-02-03,IRMENERGY,IRM Energy Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the Unaudited Standalone and Consolidated Financial Results for the quarter and nine months ended December 31, 2025",ENERGY
2026-02-03,JKLAKSHMI,JK Lakshmi Cement Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",CEMENT
2026-02-03,JOCIL,Jocil Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",OTHER
2026-02-03,KAMATHOTEL,Kamat Hotels (I) Limited,Financial Results,FINANCIAL_RESULTS,"KAMAT HOTELS (I) LIMITED has informed the Exchange about Board Meeting to be held on 03-Feb 2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarter and Nine Months ended December 31, 2025",HOSPITALITY
2026-02-03,KANSAINER,Kansai Nerolac Paints Limited,Financial Results,FINANCIAL_RESULTS,KANSAI NEROLAC PAINTS LIMITED has informed the Exchange about Board Meeting to be held on 03-Feb-2025 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarter ended December 2025.,CHEMICALS
2026-02-03,KSL,Kalyani Steels Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",METAL
2026-02-03,LLOYDSME,Lloyds Metals And Energy Limited,Financial Results,FINANCIAL_RESULTS,"Notice of Board Meeting to be held on Tuesday, 03rd February, 2026",METAL
2026-02-03,MANKIND,Mankind Pharma Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",PHARMA
2026-02-03,MOBIKWIK,One Mobikwik Systems Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",FINANCIAL_SERVICES
2026-02-03,MUFIN,Mufin Green Finance Limited,Fund Raising,OTHER,"To consider  fund raising proposal by way of issuance of listed, secured/unsecured, non-convertible debentures on private placement basis",FINANCIAL_SERVICES
2026-02-03,NAZARA,Nazara Technologies Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the quarter and nine months ended December 31, 2025",IT
2026-02-03,NGLFINE,NGL Fine-Chem Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",PHARMA
2026-02-03,NMDC,NMDC Limited,Financial Results/Dividend,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and dividend",METAL
2026-02-03,NSLNISP,NMDC Steel Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",METAL
2026-02-03,ONELIFECAP,Onelife Capital Advisors Limited,Financial Results/Fund Raising/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025, Fund Raising through Right issue and other business matters",OTHER
2026-02-03,PCBL,PCBL Chemical Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",CHEMICALS
2026-02-03,PIDILITIND,Pidilite Industries Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the third quarter ended December 31, 2025",CHEMICALS
2026-02-03,PKTEA,The Peria Karamalai Tea & Produce Company Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",FMCG
2026-02-03,RBA,Restaurant Brands Asia Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the Unaudited Standalone and Consolidated Financial Results of the Company for the quarter and nine months ended December 31, 2025",HOSPITALITY
2026-02-03,ROSSTECH,Rossell Techsys Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",DEFENCE
2026-02-03,RPTECH,Rashi Peripherals Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",IT
2026-02-03,RUBICON,Rubicon Research Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the quarter and nine months ended December 31, 2025",PHARMA
2026-02-03,SAREGAMA,Saregama India Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",MEDIA
2026-02-03,SCILAL,Shipping Corporation of India Land and Assets Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",FINANCIAL_SERVICES
2026-02-03,SFL,Sheela Foam Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",REALTY
2026-02-03,SICALLOG,Sical Logistics Limited,Fund Raising,OTHER,"SICALLOG : 03-Feb-2026 :  The Company has informed the Exchange that a Board meeting to be held on January 30, 2026 has been postponed and re-scheduled. Further, the Company has informed the Exchange that the meeting of the Board of Directors of the Company will be held on February 03, 2026,  to consider and decide various matters in connection with the rights issue.",OTHER
2026-02-03,SIGNATURE,Signatureglobal (India) Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",REALTY
2026-02-03,SKFINDUS,SKF India (Industrial) Limited,Financial Results,FINANCIAL_RESULTS,"Pursuant to Regulations 29(1)(a) and of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 ( SEBI LODR ), we hereby wish to inform you that, the meeting of the Board of Directors of the Company is scheduled to be held on Tuesday, 03rd February 2026.The agenda for the meeting, inter alia, includes the consideration and approval of the Unaudited Financial Results of the company for the third quarter and nine months ended 31st December 2025.",CAPITAL_GOODS
2026-02-03,SOLARINDS,Solar Industries India Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",CHEMICALS
2026-02-03,STERTOOLS,Sterling Tools Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",AUTO
2026-02-03,STLNETWORK,STL Networks Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",OTHER
2026-02-03,SUDARCOLOR,Sudarshan Colorants India Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",CHEMICALS
2026-02-03,SUYOG,Suyog Telematics Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and other business matters",TELECOM
2026-02-03,TCIEXP,TCI Express Limited,Financial Results/Dividend,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and dividend",LOGISTICS
2026-02-03,THEINVEST,The Investment Trust Of India Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and other business matters",FINANCIAL_SERVICES
2026-02-03,TRITURBINE,Triveni Turbine Limited,Financial Results/Dividend,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and declare interim dividend, if any.",CAPITAL_GOODS
2026-02-03,TRUALT,TruAlt Bioenergy Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the quarter and nine months ended December 31, 2025",AGRICULTURE
2026-02-03,TSFINV,TSF INVESTMENTS LIMITED,Financial Results/Dividend,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and dividend",FINANCIAL_SERVICES
2026-02-03,V2RETAIL,V2 Retail Limited,Financial Results/Stock split/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025, stock split of equity shares and other business matters",RETAIL
2026-02-03,VBL,Varun Beverages Limited,Financial Results/Dividend,FINANCIAL_RESULTS,"Pursuant to the provisions of Regulation 29 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we wish to inform you that a meeting of the Board of Directors of the Company will be held on Tuesday, February 3, 2026 inter-alia to consider and approve the following:(i) Audited Financial Results of the Company, both on Standalone and Consolidated basis, for the Quarter and Financial Year ended December 31, 2025. (ii) Proposal of recommendation of final dividend for the Financial Year ended December 31, 2025, subject to the approval of Equity Shareholders at the ensuing Annual General Meeting of the Company.In continuation to our letter dated December 26, 2025 regarding the closure of Trading Window from January 1, 2026 till 48 hours after public announcement of the Audited Financial Results for the Quarter and Financial Year ended December 31, 2025, we wish to inform you that the Trading Window will be closed till February 5, 2026.Further, please note that the Company is following 1st January to 31st December as its Financial Year in terms of Section 2(41) of the Companies Act, 2013 as approved by the Company Law Board.",FMCG
2026-02-03,ZYDUSWELL,Zydus Wellness Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",FMCG
2026-02-04,ACI,Archean Chemical Industries Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve thethe Un-Audited Financial Results (both the standalone & consolidated) for the quarter andnine months ended December 31, 2025",CHEMICALS
2026-02-04,ADSL,Allied Digital Services Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the unaudited financial results for the quarter ended December 31, 2025",IT
2026-02-04,ADVENTHTL,Advent Hotels International Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",HOSPITALITY
2026-02-04,ANDHRAPAP,ANDHRA PAPER LIMITED,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",CHEMICALS
2026-02-04,APOLLOTYRE,Apollo Tyres Limited,Financial Results/Dividend,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and Interim dividend for FY26.",AUTO
2026-02-04,APTUS,Aptus Value Housing Finance India Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",FINANCIAL_SERVICES
2026-02-04,AROGRANITE,Aro Granite Industries Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",REALTY
2026-02-04,ASALCBR,Associated Alcohols & Breweries Ltd.,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",FMCG
2026-02-04,ASIANTILES,Asian Granito India Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",CAPITAL_GOODS
2026-02-04,AURIONPRO,Aurionpro Solutions Limited,Financial Results/Dividend,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and dividend",IT
2026-02-04,AUTOAXLES,Automotive Axles Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the Unaudited financial results for the period ended December 31, 2025 and other business matters",AUTO
2026-02-04,AVALON,Avalon Technologies Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",CAPITAL_GOODS
2026-02-04,BAJAJFINSV,Bajaj Finserv Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",FINANCIAL_SERVICES
2026-02-04,BAJAJHLDNG,Bajaj Holdings & Investment Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the unaudited standalone and consolidated  financial results for the period ended December 31, 2025",FINANCIAL_SERVICES
2026-02-04,BKMINDST,Bkm Industries Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and other business matters",OTHER
2026-02-04,BMWVENTLTD,BMW Ventures Limited,Financial Results/Dividend,FINANCIAL_RESULTS,"To consider and approve the unaudited  financial results for the quarter and the half year  ended December 31, 2025 and  the proposal of payment  of Interim dividend for the Financial year ending 31st March, 2026",METAL
2026-02-04,BUTTERFLY,Butterfly Gandhimathi Appliances Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",FMCG
2026-02-04,CARYSIL,CARYSIL LIMITED,Financial Results,FINANCIAL_RESULTS,"To consider and approve the unaudited financial results for the quarter and nine months ended December 31, 2025",FMCG
2026-02-04,CCL,CCL Products (India) Limited,Financial Results/Dividend/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025, dividend and other business matters",FMCG
2026-02-04,CENTURYPLY,Century Plyboards (India) Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and other business matters",REALTY
2026-02-04,CERA,Cera Sanitaryware Limited,Financial Results,FINANCIAL_RESULTS,"The meeting of the Board of Directors of the Company is scheduled on 4th February, 2026 ,inter alia, to consider and approve the Unaudited Financial Results for the quarter and nine months ended 31st December, 2025.",REALTY
2026-02-04,CUMMINSIND,Cummins India Limited,Financial Results/Dividend,FINANCIAL_RESULTS,"To consider and approve the unaudited financial results for the period ended December 31, 2025, and interim dividend for FY 2025-26.",CAPITAL_GOODS
2026-02-04,DEVYANI,Devyani International Limited,Financial Results/Fund Raising/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025, Issuance of non-convertible preference shares, on a private placement basis and other business matters",HOSPITALITY
2026-02-04,DRCSYSTEMS,DRC Systems India Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and other business matters",IT
2026-02-04,EMAMILTD,Emami Limited,Financial Results/Dividend/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025, dividend and other business matters",FMCG
2026-02-04,EMCURE,Emcure Pharmaceuticals Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",PHARMA
2026-02-04,EUREKAFORB,Eureka Forbes Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",FMCG
2026-02-04,FORCEMOT,FORCE MOTORS LTD,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",AUTO
2026-02-04,GALLANTT,Gallantt Ispat Limited,Financial Results,FINANCIAL_RESULTS,"GALLANTT : 04-Feb-2026 :  The Company has informed the Exchange that a Board meeting to be held on January 21, 2026 has been re-scheduled. Further, the Company has informed the Exchange that the meeting of the Board of Directors of the Company will be held on February 04, 2026,  To consider and approve the financial results for the period ended December 31, 2025",METAL
2026-02-04,GANESHCP,Ganesh Consumer Products Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the Unaudited financial results for the quarter ended December 31, 2025",FMCG
2026-02-04,GLOSTERLTD,Gloster Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",TEXTILES
2026-02-04,GREENPLY,Greenply Industries Limited,Financial Results,FINANCIAL_RESULTS,"Inter alia, to consider, approve and take on record the Un-audited financial results of the Company for the quarter and nine months ended on 31st December, 2025.",REALTY
2026-02-04,GREENPOWER,Orient Green Power Company Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the Un Audited financial results for the Quarter and Nine months ended December 31, 2025",POWER
2026-02-04,GRMOVER,GRM Overseas Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",AGRICULTURE
2026-02-04,HEXT,Hexaware Technologies Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",IT
2026-02-04,HILTON,Hilton Metal Forging Limited,Fund Raising,OTHER,To consider Fund Raising,OTHER
2026-02-04,IITL,Industrial Investment Trust Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",FINANCIAL_SERVICES
2026-02-04,IKS,Inventurus Knowledge Solutions Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",IT
2026-02-04,INDOTECH,Indo Tech Transformers Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the quarter and nine-month period ended December 31, 2025 and other business matters",OTHER
2026-02-04,IVALUE,Ivalue Infosolutions Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",IT
2026-02-04,JISLDVREQS,Jain Irrigation Systems Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",CAPITAL_GOODS
2026-02-04,JISLJALEQS,Jain Irrigation Systems Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",CAPITAL_GOODS
2026-02-04,JPPOWER,Jaiprakash Power Ventures Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",POWER
2026-02-04,JSWCEMENT,JSW Cement Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the Unaudited Financial results of the Company of the Company for period ended December 31, 2025",CEMENT
2026-02-04,JUBLINGREA,Jubilant Ingrevia Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",CHEMICALS
2026-02-04,KANPRPLA,Kanpur Plastipack Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and other business matters",CHEMICALS
2026-02-04,KOTARISUG,Kothari Sugars And Chemicals Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the Unaudited Financial Results for the quarter and year to date ended December 31, 2025",FMCG
2026-02-04,KPIL,Kalpataru Projects International Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and other business matters",INFRASTRUCTURE
2026-02-04,LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and other business matters",CAPITAL_GOODS
2026-02-04,MANOMAY,Manomay Tex India Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025  Intimation of Board meeting proposed to be held on Wednesday, February 04, 2026 under Regulation 29 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",TEXTILES
2026-02-04,MEDANTA,Global Health Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the   Third Quarter and Nine Months ended December 31, 2025.",HEALTHCARE
2026-02-04,METROPOLIS,Metropolis Healthcare Limited,Bonus,BONUS,To consider bonus,HEALTHCARE
2026-02-04,METROPOLIS,Metropolis Healthcare Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",HEALTHCARE
2026-02-04,NDRAUTO,Ndr Auto Components Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",AUTO
2026-02-04,NHPC,NHPC Limited,Financial Results/Dividend,FINANCIAL_RESULTS,"To consider and approve the unaudited financial results for the quarter and nine months ended December 31, 2025 and may also consider the proposal for declaration of interim dividend, if any, on equity share capital of Company for FY 2025-26",POWER
2026-02-04,NIPPOBATRY,Indo-National Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",FMCG
2026-02-04,NKIND,NK Industries Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",CAPITAL_GOODS
2026-02-04,OCCLLTD,OCCL Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",CHEMICALS
2026-02-04,ORIENTCER,ORIENT CERATECH LIMITED,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",CAPITAL_GOODS
2026-02-04,PARAGMILK,Parag Milk Foods Limited,Financial Results,FINANCIAL_RESULTS,"PARAG MILK FOODS LIMITED has informed the Exchange about Board Meeting to be held on 4-Feb-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the quarter and nine months ended December 31, 2025",FMCG
2026-02-04,PARKHOTELS,Apeejay Surrendra Park Hotels Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",HOSPITALITY
2026-02-04,POKARNA,Pokarna Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",REALTY
2026-02-04,PTL,PTL Enterprises Limited,Financial Results/Dividend,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and dividend",AUTO
2026-02-04,QPOWER,Quality Power Electrical Equipments Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",OTHER
2026-02-04,REDINGTON,Redington Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",IT
