symbol,rsi_14,rsi_zone_enc,macd_hist,macd_signal_enc,bb_pct_b,bb_squeeze,adx_14,adx_trending,as_of_date
HDFCSML250,63.19,1,0.2314,1,0.778,9.12,21.25,0,2026-06-30
HDFCVALUE,40.66,1,-0.0708,0,0.108,2.58,19.86,0,2026-06-30
HEADSUP,43.39,1,-0.0215,0,0.2223,10.12,15.56,0,2026-06-30
HEALTHADD,72.11,0,0.5362,2,0.9544,7.11,39.62,1,2026-06-30
HEALTHCARE,76.61,0,0.067,2,1.038,7.13,27.88,1,2026-06-30
HEALTHIETF,73.54,0,0.5817,2,1.0117,6.91,25.95,1,2026-06-30
HEALTHY,73.07,0,0.0555,2,1.0123,6.75,12.27,0,2026-06-30
HECPROJECT,49.84,1,0.3455,1,0.5526,19.58,16.33,0,2026-06-30
HEG,34.35,1,0.178,1,0.1651,8.81,11.75,0,2026-06-30
HEIDELBERG,48.65,1,0.4993,1,0.6319,6.08,13.55,0,2026-06-30
HEMIPROP,48.18,1,-0.1829,1,0.4228,5.51,16.82,0,2026-06-30
HERANBA,39.49,1,0.1886,1,0.3165,13.09,22.84,0,2026-06-30
HERCULES,46.07,1,0.7341,2,0.5747,6.92,19.4,0,2026-06-30
HERITGFOOD,50.15,1,1.5205,1,0.686,7.0,18.32,0,2026-06-30
HEROMOTOCO,36.86,1,-8.548,0,0.153,6.64,12.42,0,2026-06-30
HESTERBIO,64.45,1,5.8307,1,0.7851,19.62,65.19,1,2026-06-30
HEUBACHIND,24.6,2,-4.1628,0,-0.1754,14.66,38.03,1,2026-06-30
HEXATRADEX,41.53,1,-0.2366,0,0.0468,5.37,17.39,0,2026-06-30
HEXT,56.1,1,-0.2771,1,0.5727,12.84,20.33,0,2026-06-30
HFCL,69.15,1,0.5095,1,0.8276,31.54,51.63,1,2026-06-30
HGINFRA,46.46,1,1.1612,1,0.5252,8.11,10.61,0,2026-06-30
HGM,39.28,1,-0.2606,1,0.288,24.82,23.09,0,2026-06-30
HGS,46.16,1,-1.5674,0,0.3689,12.07,34.04,1,2026-06-30
HIKAL,67.05,1,3.3188,2,0.9077,30.59,27.4,1,2026-06-30
HILINFRA,67.83,1,1.1856,1,0.8709,37.94,21.92,0,2026-06-30
HILTON,40.35,1,-0.3002,1,0.1472,18.77,17.99,0,2026-06-30
HIMATSEIDE,69.4,1,1.5507,2,1.0138,26.79,27.33,1,2026-06-30
HINDALCO,32.68,1,-8.8968,1,0.1811,22.37,27.3,1,2026-06-30
HINDCOMPOS,51.85,1,1.0374,2,0.7373,5.13,13.21,0,2026-06-30
HINDCON,64.37,1,0.5706,1,0.7885,54.63,34.18,1,2026-06-30
HINDCOPPER,40.54,1,-0.6589,1,0.2955,11.85,28.09,1,2026-06-30
HINDOILEXP,46.76,1,-0.9802,1,0.3213,17.52,17.51,0,2026-06-30
HINDPETRO,51.39,1,0.0431,1,0.5729,12.17,17.73,0,2026-06-30
HINDUNILVR,40.65,1,-0.6124,0,0.2872,7.16,16.6,0,2026-06-30
HINDWAREAP,65.34,1,1.3258,2,0.8298,26.18,27.57,1,2026-06-30
HINDZINC,35.63,1,-3.258,1,0.2185,18.62,27.4,1,2026-06-30
HIRECT,59.27,1,-7.1681,1,0.7562,10.34,32.81,1,2026-06-30
HISARMETAL,50.75,1,-0.1012,0,0.5493,13.81,16.77,0,2026-06-30
HITECH,46.04,1,-0.1636,0,0.3634,13.28,16.01,0,2026-06-30
HITECHCORP,91.94,0,12.2846,2,1.1279,96.66,40.88,1,2026-06-30
HLEGLAS,57.09,1,-1.7678,0,0.59,9.95,30.81,1,2026-06-30
HLVLTD,41.9,1,-0.0105,0,0.1052,5.68,11.92,0,2026-06-30
HMAAGRO,38.85,1,-0.0461,1,0.2076,11.16,11.6,0,2026-06-30
HMVL,67.98,1,-0.1777,0,0.714,18.77,38.2,1,2026-06-30
HNDFDS,58.11,1,0.5585,1,0.7575,8.9,31.07,1,2026-06-30
HNGSNGBEES,35.06,1,-1.1581,1,0.1519,12.17,14.94,0,2026-06-30
HOMEFIRST,53.34,1,6.1013,1,0.6535,16.68,20.78,0,2026-06-30
HONASA,76.82,0,2.0286,2,1.2747,13.04,44.92,1,2026-06-30
HONAUT,73.56,0,174.9537,2,0.9444,18.85,50.23,1,2026-06-30
HONDAPOWER,44.75,1,-4.36,0,0.2763,7.95,11.27,0,2026-06-30
HPAL,43.65,1,-0.0782,0,0.2219,8.47,12.31,0,2026-06-30
HPIL,42.68,1,-0.0656,0,0.2346,5.45,9.69,0,2026-06-30
HPL,47.81,1,-1.4934,0,0.4311,18.29,15.41,0,2026-06-30
HSBCGOLD,31.74,1,-0.7834,1,0.1065,13.27,22.98,0,2026-06-30
HSCL,58.54,1,-3.6145,1,0.6143,15.53,27.05,1,2026-06-30
HTMEDIA,41.65,1,-0.0973,0,-0.1303,5.33,18.81,0,2026-06-30
HUBTOWN,54.15,1,1.8675,1,0.7412,16.42,18.09,0,2026-06-30
HUDCO,45.07,1,-0.313,0,0.3099,6.2,9.7,0,2026-06-30
HUHTAMAKI,69.19,1,2.4566,1,0.8651,26.95,29.31,1,2026-06-30
HYBRIDFIN,64.63,1,0.9283,1,0.8814,63.65,42.93,1,2026-06-30
HYUNDAI,46.96,1,-9.648,0,0.3082,9.24,23.1,0,2026-06-30
IBULLSLTD,53.61,1,-0.4239,0,0.3947,33.65,51.13,1,2026-06-30
ICDSLTD,41.96,1,-0.3319,0,-0.0065,11.88,18.44,0,2026-06-30
ICEMAKE,56.33,1,2.6438,2,1.0922,6.55,9.03,0,2026-06-30
ICICIAMC,51.04,1,-2.0434,0,0.553,8.66,18.2,0,2026-06-30
ICICIB22,41.62,1,0.0347,1,0.4006,4.41,9.63,0,2026-06-30
ICICIBANK,66.36,1,6.5978,1,0.7888,15.02,31.15,1,2026-06-30
ICICIGI,42.36,1,-0.8484,0,0.3327,11.03,14.69,0,2026-06-30
ICICIPRULI,44.6,1,1.8935,1,0.5191,12.11,19.71,0,2026-06-30
ICIL,75.4,0,6.893,1,0.9435,43.5,47.69,1,2026-06-30
ICRA,49.28,1,19.8184,1,0.6729,6.42,22.05,0,2026-06-30
IDBI,56.88,1,0.5301,1,0.6613,31.07,36.81,1,2026-06-30
IDEA,56.26,1,-0.1652,1,0.4247,9.71,31.62,1,2026-06-30
IDEAFORGE,70.49,0,5.8808,1,0.7624,72.21,48.69,1,2026-06-30
IDFCFIRSTB,67.19,1,0.073,1,0.7731,16.57,40.4,1,2026-06-30
IDFNIFTYET,54.28,1,0.4448,1,0.6666,6.6,21.15,0,2026-06-30
IEX,52.86,1,0.4866,1,0.7273,7.92,14.53,0,2026-06-30
IFBAGRO,50.61,1,-1.2915,0,0.4882,43.08,41.64,1,2026-06-30
IFBIND,57.67,1,-5.688,1,0.6974,6.24,31.87,1,2026-06-30
IFCI,48.05,1,-1.5122,0,0.2745,28.81,31.18,1,2026-06-30
IFGLEXPOR,44.87,1,-1.9483,0,0.0463,11.85,16.79,0,2026-06-30
IGARASHI,66.32,1,7.7704,1,0.794,43.18,39.94,1,2026-06-30
IGCL,52.85,1,0.1264,2,0.6968,17.63,13.95,0,2026-06-30
IGIL,48.15,1,-1.5332,1,0.2826,6.62,11.42,0,2026-06-30
IGL,48.93,1,-0.2513,0,0.4279,8.39,18.44,0,2026-06-30
IGPL,58.25,1,0.7763,2,0.9828,6.38,15.37,0,2026-06-30
IIFL,51.4,1,-3.9736,0,0.4114,13.45,24.26,0,2026-06-30
IIFLCAPS,47.08,1,-1.3729,0,0.1828,3.47,29.77,1,2026-06-30
IITL,45.28,1,0.3366,2,0.4411,13.28,18.05,0,2026-06-30
IKIO,42.51,1,-0.9006,0,0.2057,11.27,13.0,0,2026-06-30
IKS,52.77,1,-0.7998,0,0.5126,5.08,31.77,1,2026-06-30
IMAGICAA,59.99,1,0.5609,1,0.8759,22.33,22.84,0,2026-06-30
IMFA,30.87,1,-15.8369,0,-0.074,18.28,14.76,0,2026-06-30
IMPAL,56.08,1,0.8048,2,0.7933,7.43,19.73,0,2026-06-30
INA,44.86,1,0.1257,2,0.391,9.3,18.88,0,2026-06-30
INCREDIBLE,37.5,1,-0.2008,0,-0.0793,8.96,16.19,0,2026-06-30
INDBANK,47.66,1,-0.0155,0,0.4542,5.61,21.75,0,2026-06-30
INDGN,53.85,1,-0.2154,1,0.659,6.12,20.78,0,2026-06-30
INDHOTEL,61.25,1,1.517,1,0.7156,16.11,22.78,0,2026-06-30
INDIACEM,42.3,1,-0.1574,0,0.2869,6.23,17.46,0,2026-06-30
INDIAGLYCO,53.15,1,2.6063,2,0.79,6.18,11.16,0,2026-06-30
INDIAMART,33.74,1,-14.1237,0,0.0395,11.28,22.53,0,2026-06-30
INDIANB,40.36,1,-3.6474,0,0.1003,8.62,17.16,0,2026-06-30
INDIANCARD,53.82,1,0.0011,2,0.7428,8.09,36.99,1,2026-06-30
INDIANHUME,57.98,1,3.4162,1,0.8031,19.32,24.94,0,2026-06-30
INDIASHLTR,48.03,1,1.476,1,0.5359,9.12,21.38,0,2026-06-30
INDIGO,72.16,0,59.9961,1,0.9112,27.23,38.53,1,2026-06-30
INDIGOPNTS,56.72,1,-1.4082,0,0.6739,12.09,38.45,1,2026-06-30
INDIQUBE,55.64,1,0.9198,1,0.7365,17.16,25.01,1,2026-06-30
INDNIPPON,76.09,0,4.9361,2,1.1578,13.97,43.53,1,2026-06-30
INDOAMIN,57.0,1,0.1911,1,0.7206,13.72,25.83,1,2026-06-30
INDOBORAX,65.48,1,-1.3569,0,0.7566,12.38,63.73,1,2026-06-30
INDOCO,60.82,1,0.5019,2,0.7162,26.76,31.13,1,2026-06-30
INDOFARM,59.89,1,1.3078,1,0.8084,25.07,25.79,1,2026-06-30
INDORAMA,52.03,1,-0.394,0,0.2754,9.24,43.64,1,2026-06-30
INDOSTAR,59.41,1,0.1113,1,0.7128,15.1,28.62,1,2026-06-30
INDOTECH,56.07,1,-52.4165,0,0.3789,29.12,56.58,1,2026-06-30
INDOTHAI,40.86,1,0.9477,1,0.3591,11.57,37.13,1,2026-06-30
INDOUS,32.12,1,0.0809,1,0.1687,14.73,28.4,1,2026-06-30
INDOWIND,60.93,1,0.0028,1,0.6422,31.35,25.37,1,2026-06-30
INDRAMEDCO,50.84,1,0.5158,2,0.5271,7.87,11.46,0,2026-06-30
INDSWFTLAB,82.28,0,3.4269,1,0.9337,40.24,44.89,1,2026-06-30
INDSWFTLTD,43.53,1,-0.1823,1,0.2884,22.19,18.17,0,2026-06-30
INDTERRAIN,50.94,1,0.0032,1,0.5008,8.1,30.1,1,2026-06-30
INDUSINDBK,52.73,1,-1.0802,1,0.6219,7.22,19.17,0,2026-06-30
INDUSTOWER,29.83,2,-2.8112,1,0.0526,11.72,21.82,0,2026-06-30
INFIBEAM,62.15,1,0.1972,2,1.0882,12.45,18.7,0,2026-06-30
INFOBEAN,44.91,1,-1.405,1,0.1896,16.32,25.35,1,2026-06-30
INFOMEDIA,47.57,1,-0.0107,0,0.4677,11.1,12.41,0,2026-06-30
INFRA,56.81,1,0.0081,1,0.6899,8.08,26.66,1,2026-06-30
INFRABEES,52.07,1,0.8585,1,0.6037,6.83,17.79,0,2026-06-30
INFRAIETF,51.09,1,0.0588,1,0.5774,6.89,12.27,0,2026-06-30
INFY,30.49,1,-11.5346,0,0.0715,25.67,22.49,0,2026-06-30
INGERRAND,56.69,1,21.671,1,0.68,31.32,32.59,1,2026-06-30
INNOVACAP,67.08,1,1.2628,2,0.8381,16.86,35.24,1,2026-06-30
INNOVANA,48.86,1,2.4443,2,0.7007,11.13,15.57,0,2026-06-30
INNOVISION,33.3,1,-0.0389,0,0.0369,6.71,17.33,0,2026-06-30
INOXGREEN,60.58,1,0.7877,1,0.6967,27.03,34.42,1,2026-06-30
INOXINDIA,62.91,1,0.4452,1,0.7394,38.25,46.56,1,2026-06-30
INOXWIND,49.77,1,0.4677,1,0.6809,14.69,12.59,0,2026-06-30
INSECTICID,34.19,1,-6.5487,1,0.0996,13.5,17.96,0,2026-06-30
INSPIRISYS,69.02,1,2.4849,1,0.8263,58.34,29.35,1,2026-06-30
INTELLECT,42.96,1,-4.0986,0,-0.0488,6.77,17.27,0,2026-06-30
INTENTECH,47.78,1,-0.1019,0,0.4837,16.5,21.27,0,2026-06-30
INTERARCH,59.72,1,18.1067,1,0.8061,18.4,16.41,0,2026-06-30
INTERNET,60.7,1,0.0367,1,0.7766,10.97,22.12,0,2026-06-30
INTLCONV,47.2,1,-0.1587,0,0.3152,7.9,25.45,1,2026-06-30
INVENTURE,40.17,1,-0.0014,0,0.1619,6.68,12.17,0,2026-06-30
INVPRECQ,79.55,0,23.0076,2,0.9958,51.38,38.42,1,2026-06-30
IOB,49.56,1,0.0213,1,0.543,11.51,23.23,0,2026-06-30
IOC,45.78,1,-0.1462,0,0.3893,10.4,17.64,0,2026-06-30
IOLCP,69.05,1,0.2961,2,1.1864,14.62,40.04,1,2026-06-30
IONEXCHANG,63.48,1,7.0241,1,0.9024,27.05,27.71,1,2026-06-30
IPCALAB,68.45,1,9.036,2,1.0453,11.38,22.34,0,2026-06-30
IPL,49.98,1,0.0134,1,0.5771,9.55,25.42,1,2026-06-30
IRB,52.11,1,0.0482,1,0.659,7.55,18.13,0,2026-06-30
IRCON,37.84,1,-0.2798,0,0.0834,8.16,15.13,0,2026-06-30
IRCTC,35.54,1,-0.9129,0,-0.0692,5.01,12.51,0,2026-06-30
IREDA,54.61,1,0.5717,2,0.7909,10.16,17.92,0,2026-06-30
IRFC,33.5,1,-0.6716,0,0.0516,12.65,20.06,0,2026-06-30
IRIS,57.2,1,2.6022,1,0.7195,26.49,23.15,0,2026-06-30
IRISDOREME,68.94,1,0.2636,2,0.9784,19.75,17.2,0,2026-06-30
IRMENERGY,45.23,1,0.0699,1,0.4219,13.88,19.16,0,2026-06-30
ISFT,44.27,1,-0.7901,1,0.1979,11.51,29.77,1,2026-06-30
ISGEC,42.62,1,5.28,1,0.5893,7.84,20.21,0,2026-06-30
ISHANCH,39.12,1,-0.1823,1,0.1914,10.06,21.12,0,2026-06-30
IT,33.57,1,-0.1704,0,0.0369,14.34,19.75,0,2026-06-30
ITADD,34.11,1,-0.1531,0,0.0535,14.47,17.59,0,2026-06-30
ITBEES,33.41,1,-0.1761,0,0.0397,14.67,15.76,0,2026-06-30
ITBETA,33.31,1,-1.658,0,0.0213,14.1,20.81,0,2026-06-30
ITC,42.86,1,0.9081,1,0.5358,6.81,17.16,0,2026-06-30
ITCHOTELS,72.34,0,2.2828,1,0.9122,27.18,33.62,1,2026-06-30
ITDC,48.97,1,-3.2229,0,0.3965,18.55,32.65,1,2026-06-30
ITDCEM,63.51,1,12.0665,2,0.9804,20.38,19.53,0,2026-06-30
ITETF,34.41,1,-0.153,0,0.0822,14.32,9.68,0,2026-06-30
ITETFADD,63.74,1,0.0027,1,0.7611,7.58,22.46,0,2026-06-30
ITI,47.07,1,-1.0395,0,0.3381,8.16,26.45,1,2026-06-30
ITIETF,33.28,1,-0.1759,0,0.0375,14.51,16.52,0,2026-06-30
IVALUE,56.82,1,2.1611,1,0.6795,28.7,32.63,1,2026-06-30
IVC,52.15,1,-0.0487,0,0.3702,8.23,37.55,1,2026-06-30
IVP,46.2,1,-0.7981,1,0.3193,14.58,21.27,0,2026-06-30
IVZINGOLD,6.47,2,196.6571,1,0.1226,13.57,86.44,1,2026-06-30
IVZINNIFTY,52.91,1,4.4151,1,0.6458,6.25,26.62,1,2026-06-30
IWP,40.54,1,-0.0839,0,0.0396,6.4,15.28,0,2026-06-30
IXIGO,65.83,1,1.866,1,0.8071,38.81,31.15,1,2026-06-30
IZMO,58.9,1,-7.7911,0,0.6377,27.45,33.41,1,2026-06-30
J&KBANK,53.75,1,-1.0761,0,0.4452,15.84,39.13,1,2026-06-30
JAGRAN,42.61,1,-0.0941,1,0.3965,28.97,21.19,0,2026-06-30
JAGSNPHARM,71.78,0,2.6046,2,1.0355,21.66,28.07,1,2026-06-30
JAIBALAJI,56.42,1,-0.7776,0,0.5575,23.14,38.22,1,2026-06-30
JAICORPLTD,46.36,1,-0.3068,0,0.42,13.54,14.96,0,2026-06-30
JAINREC,41.9,1,2.665,1,0.4096,21.14,20.3,0,2026-06-30
JAIPURKURT,34.44,1,-0.0675,0,0.1744,16.47,18.02,0,2026-06-30
JAMNAAUTO,58.41,1,0.6062,1,0.7216,19.11,19.25,0,2026-06-30
JARO,40.87,1,-9.4218,0,0.0492,19.96,23.55,0,2026-06-30
JASH,57.77,1,1.9098,1,0.6346,37.0,39.17,1,2026-06-30
JAYAGROGN,41.48,1,-2.5412,0,0.0668,15.06,16.15,0,2026-06-30
JAYBARMARU,70.9,0,0.0968,1,0.7809,46.22,53.83,1,2026-06-30
JAYKAY,49.11,1,-0.7175,0,0.4139,10.96,13.68,0,2026-06-30
JAYNECOIND,34.14,1,-0.4189,1,0.1737,18.72,31.03,1,2026-06-30
JAYSREETEA,48.86,1,0.1245,1,0.5118,12.33,18.51,0,2026-06-30
JBCHEPHARM,67.61,1,6.1944,2,0.9627,8.48,27.66,1,2026-06-30
JBMA,55.83,1,-1.5206,0,0.6205,13.39,20.63,0,2026-06-30
JCHAC,31.65,1,2.4297,1,0.2728,22.55,44.82,1,2026-06-30
JETFREIGHT,50.5,1,-0.1552,1,0.3821,11.1,28.04,1,2026-06-30
JGCHEM,51.96,1,-2.3373,1,0.3997,6.51,21.97,0,2026-06-30
JHS,35.87,1,-0.0667,0,0.0917,18.37,10.91,0,2026-06-30
JINDALPHOT,71.36,0,6.5286,2,1.0855,18.23,34.09,1,2026-06-30
JINDALPOLY,36.09,1,-6.7088,0,0.1331,21.52,19.04,0,2026-06-30
JINDALSAW,61.0,1,0.7616,1,0.744,19.08,23.23,0,2026-06-30
JINDALSTEL,26.05,2,-6.8068,1,0.0801,15.49,35.95,1,2026-06-30
JINDRILL,33.2,1,-7.5351,0,0.0344,17.31,24.46,0,2026-06-30
JINDWORLD,52.34,1,-0.1071,0,0.5198,15.93,34.26,1,2026-06-30
JIOFIN,46.76,1,-0.0494,0,0.4479,7.8,15.39,0,2026-06-30
JISLDVREQS,54.12,1,0.0506,1,0.7045,13.26,34.39,1,2026-06-30
JISLJALEQS,64.81,1,0.3896,1,0.8346,27.66,25.69,1,2026-06-30
JITFINFRA,50.61,1,1.0225,1,0.6546,13.06,15.23,0,2026-06-30
JKCEMENT,55.23,1,42.8971,1,0.7164,23.61,18.6,0,2026-06-30
JKIL,49.51,1,1.5699,1,0.5659,12.08,20.7,0,2026-06-30
JKIPL,88.58,0,5.7549,2,1.1651,105.38,43.03,1,2026-06-30
JKLAKSHMI,49.94,1,2.5983,2,0.7905,4.44,19.75,0,2026-06-30
JKPAPER,45.88,1,-0.2627,1,0.4681,6.89,20.88,0,2026-06-30
JKTYRE,51.2,1,1.3886,1,0.6164,15.16,17.35,0,2026-06-30
JLHL,77.13,0,6.3719,2,1.1854,8.61,18.43,0,2026-06-30
JMA,40.15,1,-0.7107,0,0.0741,10.28,22.76,0,2026-06-30
JMFINANCIL,43.77,1,0.4401,1,0.4355,11.74,12.68,0,2026-06-30
JNKINDIA,65.49,1,-1.7216,1,0.7469,34.49,34.49,1,2026-06-30
JOCIL,65.98,1,0.8212,1,0.8962,17.02,42.77,1,2026-06-30
JPOLYINVST,61.58,1,4.2441,2,0.794,15.07,28.51,1,2026-06-30
JPPOWER,41.38,1,-0.0708,1,0.162,10.2,9.4,0,2026-06-30
JSFB,51.44,1,-1.7207,1,0.4773,7.92,11.73,0,2026-06-30
JSL,45.85,1,1.5033,1,0.5175,9.09,29.24,1,2026-06-30
JSLL,47.64,1,2.8319,2,0.4396,20.54,10.12,0,2026-06-30
JSWCEMENT,62.59,1,0.4917,2,1.0146,8.19,23.09,0,2026-06-30
JSWDULUX,57.11,1,-4.6314,0,0.6559,7.2,46.54,1,2026-06-30
JSWENERGY,56.69,1,0.3109,2,0.7376,7.05,12.51,0,2026-06-30
JSWHL,40.34,1,-39.1312,0,0.1688,7.82,12.72,0,2026-06-30
JSWINFRA,65.64,1,3.071,1,0.8079,28.07,31.23,1,2026-06-30
JSWSTEEL,35.53,1,-7.8421,0,0.0673,8.51,15.66,0,2026-06-30
JTEKTINDIA,59.19,1,0.7975,1,0.7701,19.31,22.25,0,2026-06-30
JTLIND,61.07,1,0.3547,1,0.7955,22.58,21.09,0,2026-06-30
JUBLCPL,70.52,0,16.9974,1,0.9249,18.15,35.75,1,2026-06-30
JUBLFOOD,41.32,1,0.9892,1,0.2323,5.07,18.04,0,2026-06-30
JUBLINGREA,33.87,1,-0.577,0,0.0586,7.66,18.06,0,2026-06-30
JUBLPHARMA,49.98,1,-1.9685,1,0.5077,4.67,13.02,0,2026-06-30
JUNIORBEES,54.73,1,0.1474,1,0.6323,7.45,13.02,0,2026-06-30
JUNIPER,43.38,1,-0.2163,0,0.2226,7.44,10.49,0,2026-06-30
JUSTDIAL,43.14,1,-1.4639,0,0.2263,7.46,15.75,0,2026-06-30
JWL,43.09,1,-0.9705,1,0.1862,8.26,13.8,0,2026-06-30
JYOTHYLAB,27.65,2,0.2726,1,-0.1979,6.46,19.83,0,2026-06-30
JYOTICNC,65.79,1,14.3589,1,0.8497,36.89,37.3,1,2026-06-30
JYOTISTRUC,38.66,1,-0.0965,0,0.1141,17.42,10.44,0,2026-06-30
KABRAEXTRU,73.25,0,2.8796,2,1.2989,15.03,21.58,0,2026-06-30
KAJARIACER,71.86,0,9.5484,1,0.8764,17.62,35.16,1,2026-06-30
KAKATCEM,68.79,1,2.3804,1,0.7612,64.82,41.69,1,2026-06-30
KALAMANDIR,53.85,1,0.3077,1,0.7229,8.48,21.56,0,2026-06-30
KALPATARU,33.94,1,-2.0771,0,-0.0112,11.33,13.73,0,2026-06-30
KALYANIFRG,52.41,1,0.8947,2,0.7879,4.32,10.25,0,2026-06-30
KALYANKJIL,58.67,1,2.893,2,0.7924,18.0,16.45,0,2026-06-30
KAMAHOLD,46.68,1,-6.3069,0,0.3209,5.61,17.68,0,2026-06-30
KAMATHOTEL,59.19,1,1.4036,1,0.7805,17.26,18.06,0,2026-06-30
KAMDHENU,67.11,1,0.4486,1,0.827,36.4,28.18,1,2026-06-30
KAMOPAINTS,45.92,1,-0.04,0,0.2261,8.3,18.71,0,2026-06-30
KANANIIND,46.15,1,-0.0044,1,0.3269,6.68,19.09,0,2026-06-30
KANORICHEM,57.33,1,-0.5557,0,0.5579,28.05,56.32,1,2026-06-30
KANPRPLA,50.95,1,0.4561,2,0.6875,8.03,14.72,0,2026-06-30
KANSAINER,36.16,1,-1.291,0,-0.1077,6.62,19.09,0,2026-06-30
KAPSTON,68.77,1,0.6686,2,0.9974,13.43,22.09,0,2026-06-30
KARMAENG,43.95,1,0.2288,1,0.4287,11.05,18.78,0,2026-06-30
KARURVYSYA,54.31,1,0.9675,1,0.7276,10.04,9.27,0,2026-06-30
KAUSHALYA,57.43,1,3.7962,2,1.0334,6.4,22.43,0,2026-06-30
KAVDEFENCE,48.09,1,0.4749,1,0.581,15.86,17.71,0,2026-06-30
KAYA,49.11,1,0.0567,1,0.5263,14.6,14.82,0,2026-06-30
KAYNES,42.44,1,23.728,1,0.3742,11.57,16.88,0,2026-06-30
KCP,53.42,1,0.5817,1,0.6504,12.94,24.06,0,2026-06-30
KCPSUGIND,36.75,1,0.0192,2,0.271,12.87,19.59,0,2026-06-30
KDDL,65.79,1,15.1101,2,0.9486,18.84,46.84,1,2026-06-30
KEC,50.34,1,2.3713,1,0.6076,14.54,18.43,0,2026-06-30
KECL,79.45,0,4.7757,1,0.8862,80.93,45.78,1,2026-06-30
KEEPLEARN,38.45,1,-0.01,0,0.0985,11.98,21.73,0,2026-06-30
KEI,53.21,1,-21.5665,0,0.5561,12.13,13.65,0,2026-06-30
KELLTONTEC,44.79,1,-0.0287,0,0.3369,10.77,22.42,0,2026-06-30
KENNAMET,57.57,1,2.4941,1,0.7336,17.11,24.75,0,2026-06-30
KERNEX,74.72,0,-8.5245,1,0.9947,18.99,46.73,1,2026-06-30
KESORAMIND,63.82,1,0.1333,1,0.7621,38.84,47.28,1,2026-06-30
KEYFINSERV,42.7,1,-0.1568,1,0.339,7.52,14.0,0,2026-06-30
KFINTECH,52.81,1,2.6095,1,0.6326,13.79,18.46,0,2026-06-30
KHADIM,58.98,1,0.8844,2,0.9545,13.11,14.92,0,2026-06-30
KHAICHEM,49.32,1,0.5533,1,0.5323,43.03,32.5,1,2026-06-30
KHAITANLTD,70.08,0,2.7013,1,0.9177,48.05,38.83,1,2026-06-30
KHANDSE,41.54,1,-0.184,0,0.0805,13.35,18.39,0,2026-06-30
KICL,59.59,1,10.9749,1,0.7354,13.35,34.92,1,2026-06-30
KILITCH,62.54,1,-0.1301,1,0.9194,14.61,32.45,1,2026-06-30
KIMS,62.32,1,0.1086,2,0.8575,10.56,37.78,1,2026-06-30
KINGFA,51.85,1,-16.5898,1,0.5204,8.71,18.82,0,2026-06-30
KIOCL,45.34,1,-1.9894,0,0.2404,8.83,22.4,0,2026-06-30
KIRIINDUS,41.05,1,-1.2392,0,0.0171,6.23,17.72,0,2026-06-30
KIRLFER,54.24,1,3.1353,1,0.6266,24.98,32.03,1,2026-06-30
KIRLOSBROS,70.83,0,21.7962,1,0.8653,34.14,38.06,1,2026-06-30
KIRLOSENG,67.74,1,42.0899,1,0.7812,50.66,44.22,1,2026-06-30
KIRLOSIND,62.03,1,55.2258,1,0.7387,48.38,41.45,1,2026-06-30
KIRLPNU,66.33,1,14.152,1,0.7985,38.85,36.31,1,2026-06-30
KITEX,51.16,1,0.8037,1,0.589,19.19,18.43,0,2026-06-30
KKCL,66.32,1,4.3204,1,0.7519,26.01,35.5,1,2026-06-30
KLBRENG-B,53.93,1,2.3101,2,0.7263,8.92,14.32,0,2026-06-30
KMEW,63.54,1,29.3126,1,0.8447,36.27,21.37,0,2026-06-30
KMSUGAR,36.49,1,-0.0497,0,0.0454,6.02,14.66,0,2026-06-30
KNAGRI,64.02,1,0.8336,1,0.7781,17.17,25.38,1,2026-06-30
KNRCON,51.74,1,0.2011,1,0.5664,17.66,12.95,0,2026-06-30
KOHINOOR,51.11,1,0.0385,1,0.5755,13.63,13.21,0,2026-06-30
KOKUYOCMLN,51.68,1,0.3995,1,0.6562,12.93,28.89,1,2026-06-30
KOLTEPATIL,46.73,1,-0.1186,0,0.4679,9.72,18.87,0,2026-06-30
KOPRAN,77.45,0,3.5479,2,1.0831,36.33,41.38,1,2026-06-30
KOTAKBANK,48.38,1,-0.6839,0,0.4496,11.16,22.43,0,2026-06-30
KOTARISUG,40.79,1,-0.0731,0,0.2745,9.91,12.14,0,2026-06-30
KOTHARIPET,51.15,1,0.7646,1,0.7527,10.08,28.9,1,2026-06-30
KOTHARIPRO,50.31,1,0.0223,2,0.6075,6.1,16.08,0,2026-06-30
KOTIC,39.28,1,0.3862,1,0.1944,12.52,17.6,0,2026-06-30
KOTYARK,67.1,1,0.288,2,1.2079,13.57,16.99,0,2026-06-30
KOVAI,63.07,1,24.8784,1,0.7347,16.72,47.92,1,2026-06-30
KPEL,44.24,1,-0.69,0,0.278,7.89,13.43,0,2026-06-30
KPIGREEN,41.9,1,0.4565,1,0.3771,9.14,11.78,0,2026-06-30
KPIL,56.55,1,-0.0005,0,0.6464,16.8,36.9,1,2026-06-30
KPITTECH,29.08,2,-7.9962,0,-0.237,14.16,21.53,0,2026-06-30
KPL,72.29,0,11.0997,2,1.2466,20.55,51.48,1,2026-06-30
KPRMILL,62.03,1,4.4202,1,0.8099,22.53,44.22,1,2026-06-30
KRBL,53.71,1,0.6756,1,0.6065,18.95,21.52,0,2026-06-30
KREBSBIO,41.97,1,-0.9149,0,-0.151,11.4,23.75,0,2026-06-30
