symbol,sector,close_now,as_of_date,price_score,ath_proximity_score,sector_flow_score,deal_score,corporate_score,base_score,market_regime,regime_multiplier,bull_run_score,label,trend_signal,driving_participant,ret_30d,ret_90d,ret_365d,vol_ratio
CAPACITE,INFRASTRUCTURE,211.89,2026-08-17,21.82,26.88,40.08,50.0,50.0,36.35,NEUTRAL,0.9,32.72,NEUTRAL,DOWNTREND,DII,-6.86,-8.55,-28.23,0.326
COHANCE,PHARMA,444.75,2026-08-17,48.13,0.0,34.05,50.0,50.0,36.34,NEUTRAL,0.9,32.71,NEUTRAL,STRONG_UPTREND,RETAIL,0.68,5.09,-49.51,1.605
SARVESHWAR,OTHER,3.5,2026-08-17,41.56,0.0,42.21,50.0,50.0,36.33,NEUTRAL,0.9,32.7,NEUTRAL,INSUFFICIENT_DATA,RETAIL,,,-53.76,0.992
RETAIL,RETAIL,18.23,2026-08-17,43.87,0.0,39.26,50.0,50.0,36.32,NEUTRAL,0.9,32.69,NEUTRAL,DOWNTREND,RETAIL,2.65,-6.32,-55.92,1.215
DISHTV,OTHER,2.81,2026-08-17,41.37,0.0,42.21,50.0,50.0,36.28,NEUTRAL,0.9,32.65,NEUTRAL,INSUFFICIENT_DATA,RETAIL,,,-45.22,0.732
MOKSH,FMCG,10.73,2026-08-17,24.42,28.88,34.44,50.0,50.0,36.27,NEUTRAL,0.9,32.64,NEUTRAL,DOWNTREND,RETAIL,-5.55,-12.12,-22.3,1.455
PEARLPOLY,OTHER,16.3,2026-08-17,41.31,0.0,42.21,50.0,50.0,36.27,NEUTRAL,0.9,32.64,NEUTRAL,INSUFFICIENT_DATA,RETAIL,,,-49.28,0.82
TEAMLEASE,FINANCIAL_SERVICES,1239.6,2026-08-17,12.45,27.52,38.17,50.0,66.67,36.25,NEUTRAL,0.9,32.62,NEUTRAL,DOWNTREND,RETAIL,-11.97,-9.16,-31.14,0.281
MBLINFRA,REALTY,24.38,2026-08-17,42.17,0.0,40.96,50.0,50.0,36.23,NEUTRAL,0.9,32.61,NEUTRAL,INSUFFICIENT_DATA,DII,,,-41.42,0.868
GLOBE,TEXTILES,2.0,2026-08-17,26.4,21.58,38.69,50.0,50.0,36.15,NEUTRAL,0.9,32.53,NEUTRAL,DOWNTREND,RETAIL,-5.66,-17.36,-4.76,0.684
LIBAS,TEXTILES,9.52,2026-08-17,17.08,33.14,38.69,50.0,50.0,36.14,NEUTRAL,0.9,32.53,NEUTRAL,DOWNTREND,RETAIL,-9.25,-20.67,-21.77,1.165
GUJAPOLLO,CHEMICALS,349.15,2026-08-17,31.58,29.36,32.75,50.0,38.89,36.15,NEUTRAL,0.9,32.53,NEUTRAL,INSUFFICIENT_DATA,RETAIL,-1.22,-10.6,-31.75,1.342
EPIGRAL,CHEMICALS,1097.1,2026-08-17,39.52,19.32,32.75,50.0,38.89,36.13,NEUTRAL,0.9,32.52,NEUTRAL,DOWNTREND,RETAIL,2.78,-9.81,-38.75,0.361
RAMKY,REALTY,390.05,2026-08-17,33.13,10.66,40.96,50.0,50.0,36.11,NEUTRAL,0.9,32.5,NEUTRAL,DOWNTREND,DII,-0.6,-11.71,-31.64,0.587
GSS,OTHER,13.01,2026-08-17,40.68,0.0,42.21,50.0,50.0,36.11,NEUTRAL,0.9,32.5,NEUTRAL,INSUFFICIENT_DATA,RETAIL,,,-54.04,0.691
HEADSUP,TEXTILES,6.69,2026-08-17,43.11,3.32,38.69,47.09,50.0,36.1,NEUTRAL,0.9,32.49,NEUTRAL,DOWNTREND,RETAIL,1.98,-10.2,-36.04,1.978
RVNL,INFRASTRUCTURE,228.5,2026-08-17,37.72,14.06,40.08,50.0,38.89,36.09,NEUTRAL,0.9,32.48,NEUTRAL,DOWNTREND,DII,0.93,-19.26,-26.93,0.531
ITC,FMCG,273.05,2026-08-17,27.82,27.9,34.44,50.0,44.44,36.09,NEUTRAL,0.9,32.48,NEUTRAL,DOWNTREND,RETAIL,-2.26,-11.76,-32.3,0.835
VISHWARAJ,FMCG,5.37,2026-08-17,42.54,5.3,34.44,50.0,50.0,36.08,NEUTRAL,0.9,32.47,NEUTRAL,DOWNTREND,RETAIL,0.0,,-38.91,0.985
SDBL,FMCG,73.43,2026-08-17,46.69,2.98,34.44,47.09,50.0,36.07,NEUTRAL,0.9,32.46,NEUTRAL,DOWNTREND,RETAIL,11.24,-16.05,-47.33,0.162
TRIGYN,IT,55.3,2026-08-17,37.85,8.0,37.5,50.0,50.0,36.06,NEUTRAL,0.9,32.45,NEUTRAL,DOWNTREND,RETAIL,-1.9,-1.93,-26.72,0.686
NESCO,REALTY,1046.3,2026-08-17,25.97,27.68,40.96,50.0,38.89,36.05,NEUTRAL,0.9,32.44,NEUTRAL,DOWNTREND,DII,-3.5,-14.96,-27.29,0.666
VASCONEQ,OTHER,31.13,2026-08-17,40.27,0.0,42.21,50.0,50.0,36.01,NEUTRAL,0.9,32.41,NEUTRAL,INSUFFICIENT_DATA,RETAIL,,,-37.67,0.217
LASA,PHARMA,7.14,2026-08-17,45.59,1.42,34.05,50.0,50.0,35.99,NEUTRAL,0.9,32.39,NEUTRAL,INSUFFICIENT_DATA,RETAIL,-2.19,,,0.653
GODREJCP,FMCG,928.0,2026-08-17,12.98,41.78,34.44,50.0,50.0,35.99,NEUTRAL,0.9,32.39,NEUTRAL,DOWNTREND,RETAIL,-12.26,-10.7,-26.27,0.472
TVSELECT,RETAIL,450.35,2026-08-17,25.04,21.82,39.26,50.0,50.0,35.98,NEUTRAL,0.9,32.38,NEUTRAL,INSUFFICIENT_DATA,RETAIL,-12.02,-1.4,,0.56
EMSLIMITED,INFRASTRUCTURE,369.1,2026-08-17,29.02,24.3,40.08,50.0,38.89,35.96,NEUTRAL,0.9,32.36,NEUTRAL,CONSOLIDATING,DII,-14.76,13.69,-32.43,1.692
OSWALAGRO,OTHER,37.82,2026-08-17,40.06,0.0,42.21,50.0,50.0,35.96,NEUTRAL,0.9,32.36,NEUTRAL,INSUFFICIENT_DATA,RETAIL,,,-51.28,0.508
SECURKLOUD,IT,17.92,2026-08-17,39.75,4.86,37.5,50.0,50.0,35.91,NEUTRAL,0.9,32.32,NEUTRAL,INSUFFICIENT_DATA,RETAIL,-2.34,,-27.45,0.713
SURAJLTD,METAL,218.0,2026-08-17,28.29,25.06,39.98,50.0,38.89,35.91,NEUTRAL,0.9,32.32,NEUTRAL,DOWNTREND,DII,-3.73,-8.6,-33.9,2.723
VPRPL,OTHER,34.92,2026-08-17,39.79,0.0,42.21,50.0,50.0,35.89,NEUTRAL,0.9,32.3,NEUTRAL,INSUFFICIENT_DATA,RETAIL,,,-76.18,0.571
AROGRANITE,REALTY,24.57,2026-08-17,34.62,7.7,40.96,50.0,50.0,35.89,NEUTRAL,0.9,32.3,NEUTRAL,DOWNTREND,DII,-2.15,-6.47,-31.41,2.553
JUBLPHARMA,PHARMA,866.95,2026-08-17,15.87,46.34,34.05,50.0,38.89,35.88,NEUTRAL,0.9,32.29,NEUTRAL,DOWNTREND,RETAIL,-15.06,-12.44,-16.82,1.516
XCHANGING,IT,61.72,2026-08-17,27.54,19.84,37.5,50.0,50.0,35.85,NEUTRAL,0.9,32.26,NEUTRAL,DOWNTREND,RETAIL,-5.37,-4.15,-30.57,0.997
DENTA,IT,287.05,2026-08-17,27.55,19.7,37.5,50.0,50.0,35.83,NEUTRAL,0.9,32.25,NEUTRAL,DOWNTREND,RETAIL,-12.67,9.25,-27.47,0.91
UNIECOM,HEALTHCARE,84.95,2026-08-17,35.69,9.06,40.84,47.09,50.0,35.82,NEUTRAL,0.9,32.24,NEUTRAL,DOWNTREND,RETAIL,-1.14,-0.84,-36.87,0.725
GLOBALVECT,AVIATION,149.0,2026-08-17,22.3,20.16,43.39,50.0,50.0,35.78,NEUTRAL,0.9,32.2,NEUTRAL,DOWNTREND,DII,-4.18,-13.16,-29.04,0.391
DGCONTENT,MEDIA,24.33,2026-08-17,21.77,22.98,41.2,50.0,50.0,35.78,NEUTRAL,0.9,32.2,NEUTRAL,DOWNTREND,RETAIL,-8.53,-13.35,,0.384
HCC,INFRASTRUCTURE,20.33,2026-08-17,25.79,35.54,40.08,50.0,27.78,35.74,NEUTRAL,0.9,32.17,NEUTRAL,DOWNTREND,DII,-11.42,-5.04,,1.185
GOYALALUM,METAL,6.4,2026-08-17,30.84,12.58,39.98,50.0,50.0,35.72,NEUTRAL,0.9,32.15,NEUTRAL,INSUFFICIENT_DATA,DII,-4.48,-7.38,-16.78,1.553
DYNPRO,CHEMICALS,232.05,2026-08-17,34.57,15.16,32.75,50.0,50.0,35.72,NEUTRAL,0.9,32.15,NEUTRAL,DOWNTREND,RETAIL,-0.57,-2.13,-40.74,0.536
MEDIASSIST,HEALTHCARE,343.5,2026-08-17,24.74,19.36,40.84,50.0,50.0,35.72,NEUTRAL,0.9,32.15,NEUTRAL,DOWNTREND,RETAIL,-3.89,-10.73,-37.01,1.071
CHEMFAB,OTHER,366.95,2026-08-17,42.21,4.4,42.21,50.0,38.89,35.71,NEUTRAL,0.9,32.14,NEUTRAL,INSUFFICIENT_DATA,RETAIL,,,-45.55,1.0
NIITMTS,HEALTHCARE,239.01,2026-08-17,40.64,7.68,40.84,50.0,38.89,35.7,NEUTRAL,0.9,32.13,NEUTRAL,DOWNTREND,RETAIL,-0.25,0.47,-26.64,0.638
SCHAND,HOSPITALITY,137.86,2026-08-17,17.5,37.86,39.46,50.0,38.89,35.67,NEUTRAL,0.9,32.1,NEUTRAL,DOWNTREND,MIXED,-7.74,-18.39,-28.91,0.907
LFIC,FINANCIAL_SERVICES,140.7,2026-08-17,35.06,16.82,38.17,50.0,38.89,35.6,NEUTRAL,0.9,32.04,NEUTRAL,DOWNTREND,RETAIL,-2.2,-1.37,-31.1,0.581
AIRAN,IT,15.23,2026-08-17,33.63,10.8,37.5,50.0,50.0,35.57,NEUTRAL,0.9,32.01,NEUTRAL,DOWNTREND,RETAIL,-1.42,-10.25,-40.72,2.252
SAGCEM,CEMENT,169.01,2026-08-17,30.07,12.9,39.87,50.0,50.0,35.57,NEUTRAL,0.9,32.01,NEUTRAL,DOWNTREND,DII,-4.11,-6.56,-33.14,0.73
AJOONI,AGRICULTURE,3.81,2026-08-17,17.45,28.28,40.11,50.0,50.0,35.54,NEUTRAL,0.9,31.99,NEUTRAL,DOWNTREND,DII,-10.35,-8.85,-27.29,1.652
BAJAJELEC,FMCG,357.45,2026-08-17,46.18,9.34,34.44,47.09,38.89,35.55,NEUTRAL,0.9,31.99,NEUTRAL,DOWNTREND,RETAIL,6.42,-9.07,-37.73,0.235
PLATIND,FMCG,214.2,2026-08-17,24.39,25.12,34.44,50.0,50.0,35.51,NEUTRAL,0.9,31.96,NEUTRAL,DOWNTREND,RETAIL,-5.45,-9.31,-21.75,0.641
MTNL,INFRASTRUCTURE,27.08,2026-08-17,26.63,16.62,40.08,50.0,50.0,35.5,NEUTRAL,0.9,31.95,NEUTRAL,DOWNTREND,DII,-5.84,-7.36,-39.31,6.196
EIHAHOTELS,HOSPITALITY,292.2,2026-08-17,19.57,34.38,39.46,50.0,38.89,35.49,NEUTRAL,0.9,31.94,NEUTRAL,DOWNTREND,MIXED,-9.61,-7.97,-24.4,0.876
NUCLEUS,IT,713.8,2026-08-17,23.27,31.6,37.5,50.0,38.89,35.47,NEUTRAL,0.9,31.92,NEUTRAL,DOWNTREND,RETAIL,-5.57,-8.58,-30.39,0.542
PNCINFRA,INFRASTRUCTURE,215.17,2026-08-17,20.41,32.42,40.08,50.0,38.89,35.44,NEUTRAL,0.9,31.9,NEUTRAL,DOWNTREND,DII,-11.83,-1.13,-28.34,0.536
REGENCERAM,CAPITAL_GOODS,35.43,2026-08-17,18.98,28.86,37.1,50.0,50.0,35.44,NEUTRAL,0.9,31.9,NEUTRAL,DOWNTREND,RETAIL,-5.95,-18.16,-25.21,0.225
EIHOTEL,HOSPITALITY,296.0,2026-08-17,17.73,36.16,39.46,50.0,38.89,35.39,NEUTRAL,0.9,31.85,NEUTRAL,DOWNTREND,MIXED,-11.89,-6.36,-26.99,0.957
BEARDSELL,CAPITAL_GOODS,24.87,2026-08-17,25.27,28.86,37.1,50.0,38.89,35.34,NEUTRAL,0.9,31.81,NEUTRAL,DOWNTREND,RETAIL,-9.76,-3.98,-14.12,1.327
ESSENTIA,OTHER,1.32,2026-08-17,29.34,26.92,42.21,50.0,27.78,35.33,NEUTRAL,0.9,31.8,NEUTRAL,INSUFFICIENT_DATA,RETAIL,,-22.35,-30.89,0.05
RNBDENIMS,TEXTILES,8.58,2026-08-17,30.28,0.0,38.69,50.0,66.67,35.31,NEUTRAL,0.9,31.78,NEUTRAL,INSUFFICIENT_DATA,RETAIL,-12.8,,,2.277
TATAINVEST,FINANCIAL_SERVICES,654.55,2026-08-17,32.22,10.5,38.17,50.0,50.0,35.29,NEUTRAL,0.9,31.76,NEUTRAL,DOWNTREND,RETAIL,-1.69,-3.17,-90.49,0.747
MALLCOM,CAPITAL_GOODS,956.0,2026-08-17,20.85,25.78,37.1,50.0,50.0,35.29,NEUTRAL,0.9,31.76,NEUTRAL,DOWNTREND,RETAIL,-11.98,-5.27,-19.95,1.593
RELCHEMQ,TEXTILES,115.6,2026-08-17,19.25,34.52,38.69,50.0,38.89,35.29,NEUTRAL,0.9,31.76,NEUTRAL,DOWNTREND,RETAIL,-11.25,-4.99,-31.51,2.852
BFUTILITIE,INFRASTRUCTURE,545.65,2026-08-17,21.84,21.44,40.08,50.0,50.0,35.26,NEUTRAL,0.9,31.73,NEUTRAL,INSUFFICIENT_DATA,DII,-12.02,1.66,-34.55,0.756
HARIOMPIPE,METAL,346.45,2026-08-17,28.7,21.1,39.98,50.0,38.89,35.22,NEUTRAL,0.9,31.7,NEUTRAL,DOWNTREND,DII,-13.67,12.27,-27.71,1.156
GODFRYPHLP,FMCG,2131.0,2026-08-17,30.19,7.98,34.44,50.0,61.11,35.2,NEUTRAL,0.9,31.68,NEUTRAL,DOWNTREND,RETAIL,0.44,-12.12,-79.75,0.164
ALPA,PHARMA,63.72,2026-08-17,20.5,28.72,34.05,50.0,50.0,35.18,NEUTRAL,0.9,31.66,NEUTRAL,DOWNTREND,RETAIL,-7.52,-9.94,-33.07,1.069
NEXTMEDIA,MEDIA,3.91,2026-08-17,37.63,0.0,41.2,50.0,50.0,35.15,NEUTRAL,0.9,31.64,NEUTRAL,DOWNTREND,RETAIL,-1.76,-2.25,-38.43,1.355
SAMPANN,CHEMICALS,26.3,2026-08-17,27.21,21.08,32.75,50.0,50.0,35.07,NEUTRAL,0.9,31.56,NEUTRAL,DOWNTREND,RETAIL,-6.0,-2.84,-16.67,0.472
EUREKAFORB,FMCG,432.0,2026-08-17,19.16,29.28,34.44,50.0,50.0,35.03,NEUTRAL,0.9,31.53,NEUTRAL,DOWNTREND,RETAIL,-7.85,-15.59,-24.88,2.003
PROTEAN,IT,548.5,2026-08-17,27.15,16.02,37.5,50.0,50.0,34.99,NEUTRAL,0.9,31.49,NEUTRAL,DOWNTREND,RETAIL,-6.87,3.3,-37.91,0.508
SUNCLAY,AUTO,1289.8,2026-08-17,20.29,32.84,37.52,50.0,38.89,34.98,NEUTRAL,0.9,31.48,NEUTRAL,DOWNTREND,RETAIL,-7.16,-11.12,-21.9,0.923
NEWGEN,IT,534.85,2026-08-17,44.43,2.66,37.5,50.0,38.89,34.97,NEUTRAL,0.9,31.47,NEUTRAL,DOWNTREND,RETAIL,-1.31,13.24,-40.28,0.205
PAVNAIND,OTHER,18.92,2026-08-17,39.43,0.0,42.21,50.0,44.44,34.97,NEUTRAL,0.9,31.47,NEUTRAL,INSUFFICIENT_DATA,RETAIL,,,-95.61,0.569
MARSONS,CAPITAL_GOODS,104.8,2026-08-17,24.31,19.5,37.1,50.0,50.0,34.9,NEUTRAL,0.9,31.41,NEUTRAL,INSUFFICIENT_DATA,RETAIL,-5.92,-26.75,,0.433
GEEKAYWIRE,METAL,23.26,2026-08-17,25.97,14.52,39.98,50.0,50.0,34.89,NEUTRAL,0.9,31.4,NEUTRAL,DOWNTREND,DII,-2.56,-12.85,-65.54,1.944
EUROBOND,METAL,155.0,2026-08-17,19.65,22.1,39.98,50.0,50.0,34.83,NEUTRAL,0.9,31.35,NEUTRAL,DOWNTREND,DII,-6.36,-14.84,-32.33,1.316
SRD,CHEMICALS,41.05,2026-08-17,49.63,0.0,32.75,50.0,38.89,34.79,NEUTRAL,0.9,31.31,NEUTRAL,INSUFFICIENT_DATA,RETAIL,4.83,-2.75,-47.41,1.268
RAMAPHO,CHEMICALS,121.52,2026-08-17,36.71,11.9,32.75,50.0,44.44,34.77,NEUTRAL,0.9,31.29,NEUTRAL,DOWNTREND,RETAIL,-1.83,-9.09,,0.901
FABTECH,HEALTHCARE,145.91,2026-08-17,27.43,11.04,40.84,50.0,50.0,34.73,NEUTRAL,0.9,31.26,NEUTRAL,DOWNTREND,RETAIL,-6.85,-4.77,,0.461
SANOFI,PHARMA,3197.4,2026-08-17,26.29,23.24,34.05,50.0,44.44,34.7,NEUTRAL,0.9,31.23,NEUTRAL,DOWNTREND,RETAIL,-6.24,-0.64,-37.36,0.707
SHANTIGEAR,CAPITAL_GOODS,393.35,2026-08-17,16.17,32.88,37.1,50.0,44.44,34.7,NEUTRAL,0.9,31.23,NEUTRAL,DOWNTREND,RETAIL,-9.35,-11.01,-28.84,0.531
ARIHANTSUP,REALTY,257.6,2026-08-17,33.9,10.8,40.96,50.0,38.89,34.66,NEUTRAL,0.9,31.19,NEUTRAL,DOWNTREND,DII,-0.88,-4.17,-37.77,0.158
DELTACORP,HOSPITALITY,60.18,2026-08-17,17.89,23.86,39.46,50.0,50.0,34.64,NEUTRAL,0.9,31.18,NEUTRAL,DOWNTREND,MIXED,-7.57,-13.22,-30.2,0.61
MFML,TEXTILES,18.67,2026-08-17,36.8,0.94,38.69,50.0,50.0,34.63,NEUTRAL,0.9,31.17,NEUTRAL,DOWNTREND,RETAIL,-0.16,-27.04,,0.224
UPL,CHEMICALS,567.1,2026-08-17,17.23,39.64,32.75,50.0,38.89,34.62,NEUTRAL,0.9,31.16,NEUTRAL,DOWNTREND,RETAIL,-9.39,-10.3,-21.57,0.612
CEINSYS,IT,782.65,2026-08-17,17.96,25.24,37.5,50.0,50.0,34.54,NEUTRAL,0.9,31.09,NEUTRAL,INSUFFICIENT_DATA,RETAIL,-13.96,-17.35,,1.149
KPITTECH,CAPITAL_GOODS,609.0,2026-08-17,47.29,0.0,37.1,47.09,38.89,34.49,NEUTRAL,0.9,31.04,NEUTRAL,DOWNTREND,RETAIL,10.46,-13.46,-49.25,0.197
RESPONIND,REALTY,159.01,2026-08-17,16.25,32.02,40.96,50.0,38.89,34.49,NEUTRAL,0.9,31.04,NEUTRAL,DOWNTREND,DII,-16.57,-2.55,-19.35,0.128
JYOTISTRUC,CAPITAL_GOODS,10.65,2026-08-17,20.41,22.28,37.1,50.0,50.0,34.48,NEUTRAL,0.9,31.03,NEUTRAL,DOWNTREND,RETAIL,-5.92,-14.53,-31.77,0.744
ALLTIME,FMCG,213.14,2026-08-17,12.89,34.3,34.44,50.0,50.0,34.47,NEUTRAL,0.9,31.02,NEUTRAL,DOWNTREND,RETAIL,-13.15,-10.46,-29.68,0.811
INDIAMART,RETAIL,1770.0,2026-08-17,16.39,33.28,39.26,50.0,38.89,34.44,NEUTRAL,0.9,31.0,NEUTRAL,DOWNTREND,RETAIL,-9.09,-9.53,-33.32,0.669
WAKEFIT,REALTY,124.63,2026-08-17,28.13,11.28,40.96,47.09,50.0,34.4,NEUTRAL,0.9,30.96,NEUTRAL,INSUFFICIENT_DATA,DII,-4.5,-13.0,,0.178
BIRLACORPN,CEMENT,901.8,2026-08-17,11.83,33.98,39.87,50.0,44.44,34.39,NEUTRAL,0.9,30.95,NEUTRAL,DOWNTREND,DII,-12.28,-11.47,-28.23,0.138
DRCSYSTEMS,IT,13.07,2026-08-17,29.25,10.38,37.5,50.0,50.0,34.39,NEUTRAL,0.9,30.95,NEUTRAL,DOWNTREND,RETAIL,-4.74,-14.35,,0.639
ARCHIES,FMCG,13.49,2026-08-17,31.43,10.66,34.44,50.0,50.0,34.38,NEUTRAL,0.9,30.94,NEUTRAL,DOWNTREND,RETAIL,-4.33,-9.83,,0.786
KLBRENG-B,CAPITAL_GOODS,346.9,2026-08-17,15.88,27.34,37.1,50.0,50.0,34.36,NEUTRAL,0.9,30.92,NEUTRAL,INSUFFICIENT_DATA,RETAIL,-22.46,-29.88,,4.388
AGIIL,REALTY,301.5,2026-08-17,9.05,38.82,40.96,47.09,44.44,34.3,NEUTRAL,0.9,30.87,NEUTRAL,DOWNTREND,DII,-9.99,-28.07,-73.96,0.716
SALZERELEC,CAPITAL_GOODS,570.3,2026-08-17,21.74,19.74,37.1,50.0,50.0,34.3,NEUTRAL,0.9,30.87,NEUTRAL,DOWNTREND,RETAIL,-4.66,-19.79,-30.09,0.529
VEDL,METAL,269.7,2026-08-17,41.76,0.0,39.98,50.0,38.89,34.27,NEUTRAL,0.9,30.84,NEUTRAL,DOWNTREND,DII,4.58,-18.53,-37.02,0.565
SUMMITSEC,FINANCIAL_SERVICES,1445.7,2026-08-17,23.77,15.88,38.17,50.0,50.0,34.25,NEUTRAL,0.9,30.82,NEUTRAL,DOWNTREND,RETAIL,-4.56,-5.78,-38.24,0.26
ANTGRAPHIC,CHEMICALS,0.74,2026-08-17,23.7,21.32,32.75,50.0,50.0,34.24,NEUTRAL,0.9,30.82,NEUTRAL,DOWNTREND,RETAIL,-3.9,-16.85,-33.33,1.59
PRSMJOHNSN,CEMENT,105.33,2026-08-17,21.51,19.7,39.87,47.09,50.0,34.21,NEUTRAL,0.9,30.79,NEUTRAL,DOWNTREND,DII,-5.13,-17.28,-28.77,0.14
BBL,CAPITAL_GOODS,2298.5,2026-08-17,12.45,34.76,37.1,50.0,44.44,34.15,NEUTRAL,0.9,30.74,NEUTRAL,DOWNTREND,RETAIL,-14.78,-10.35,-22.92,0.385
DANGEE,FMCG,2.94,2026-08-17,26.45,15.74,34.44,50.0,50.0,34.15,NEUTRAL,0.9,30.74,NEUTRAL,DOWNTREND,RETAIL,-6.07,-10.09,,0.463
SPIC,CHEMICALS,67.09,2026-08-17,43.2,4.66,32.75,50.0,38.89,34.12,NEUTRAL,0.9,30.71,NEUTRAL,DOWNTREND,RETAIL,0.54,0.57,-38.06,2.035
HITECH,METAL,78.43,2026-08-17,22.72,23.02,39.98,50.0,38.89,34.11,NEUTRAL,0.9,30.7,NEUTRAL,DOWNTREND,DII,-9.5,-7.32,-9.04,0.694
MIDWESTLTD,REALTY,1110.0,2026-08-17,18.15,19.36,40.96,50.0,50.0,34.1,NEUTRAL,0.9,30.69,NEUTRAL,DOWNTREND,DII,-14.63,-16.58,,1.762
WHIRLPOOL,FMCG,777.35,2026-08-17,32.24,8.2,34.44,50.0,50.0,34.09,NEUTRAL,0.9,30.68,NEUTRAL,DOWNTREND,RETAIL,0.03,-9.11,-39.51,0.3
MAXIND,FINANCIAL_SERVICES,150.33,2026-08-17,16.08,24.46,38.17,50.0,50.0,34.05,NEUTRAL,0.9,30.64,NEUTRAL,DOWNTREND,RETAIL,-9.78,-7.18,-30.56,0.379
INVENTURE,FINANCIAL_SERVICES,0.9,2026-08-17,31.87,4.66,38.17,50.0,50.0,34.03,NEUTRAL,0.9,30.63,NEUTRAL,DOWNTREND,RETAIL,-1.1,-9.09,-39.6,0.591
XELPMOC,IT,79.48,2026-08-17,29.72,7.76,37.5,50.0,50.0,33.98,NEUTRAL,0.9,30.58,NEUTRAL,INSUFFICIENT_DATA,RETAIL,-4.38,-19.45,-10.6,1.633
INNOVANA,IT,307.15,2026-08-17,22.2,17.02,37.5,50.0,50.0,33.95,NEUTRAL,0.9,30.56,NEUTRAL,DOWNTREND,RETAIL,-9.95,-17.17,,3.058
JISLDVREQS,CAPITAL_GOODS,21.28,2026-08-17,22.49,19.96,37.1,47.09,50.0,33.95,NEUTRAL,0.9,30.56,NEUTRAL,DOWNTREND,RETAIL,-5.59,-10.06,-27.89,0.362
DREAMFOLKS,INFRASTRUCTURE,65.85,2026-08-17,33.68,0.0,40.08,50.0,50.0,33.94,NEUTRAL,0.9,30.55,NEUTRAL,DOWNTREND,DII,-4.41,-12.58,,0.866
MITTAL,TEXTILES,0.9,2026-08-17,34.77,0.0,38.69,50.0,50.0,33.93,NEUTRAL,0.9,30.54,NEUTRAL,DOWNTREND,RETAIL,-3.23,0.0,-43.75,2.066
SPCENET,TELECOM,3.59,2026-08-17,41.74,0.0,38.32,50.0,38.89,33.93,NEUTRAL,0.9,30.54,NEUTRAL,INSUFFICIENT_DATA,DII,-3.23,-4.77,,2.436
SYNGENE,INFRASTRUCTURE,403.0,2026-08-17,25.31,18.72,40.08,50.0,38.89,33.92,NEUTRAL,0.9,30.53,NEUTRAL,DOWNTREND,DII,-3.91,-11.24,-37.89,0.184
TTL,TEXTILES,6.15,2026-08-17,37.91,4.24,38.69,50.0,38.89,33.9,NEUTRAL,0.9,30.51,NEUTRAL,INSUFFICIENT_DATA,RETAIL,-6.39,,,1.532
ABFRL,RETAIL,55.29,2026-08-17,21.02,16.46,39.26,50.0,50.0,33.9,NEUTRAL,0.9,30.51,NEUTRAL,DOWNTREND,RETAIL,-5.78,-11.76,-33.03,0.819
SHALBY,HEALTHCARE,153.16,2026-08-17,23.6,11.52,40.84,50.0,50.0,33.87,NEUTRAL,0.9,30.48,NEUTRAL,DOWNTREND,RETAIL,-8.01,-3.14,-20.15,0.611
AMRUTANJAN,PHARMA,491.85,2026-08-17,18.61,24.36,34.05,50.0,50.0,33.83,NEUTRAL,0.9,30.45,NEUTRAL,DOWNTREND,RETAIL,-8.01,-11.35,-30.13,0.856
GENUSPAPER,CHEMICALS,11.3,2026-08-17,24.19,18.52,32.75,50.0,50.0,33.8,NEUTRAL,0.9,30.42,NEUTRAL,DOWNTREND,RETAIL,-2.59,-12.27,-39.31,0.578
ABCOTS,TEXTILES,199.66,2026-08-17,34.24,0.0,38.69,50.0,50.0,33.8,NEUTRAL,0.9,30.42,NEUTRAL,DOWNTREND,RETAIL,-4.27,-8.91,,1.056
BAJAJHCARE,PHARMA,323.05,2026-08-17,26.74,25.24,34.05,47.09,38.89,33.79,NEUTRAL,0.9,30.41,NEUTRAL,DOWNTREND,RETAIL,-13.37,13.69,-25.67,0.183
ORIENTCEM,CEMENT,131.89,2026-08-17,30.83,11.16,39.87,50.0,38.89,33.75,NEUTRAL,0.9,30.38,NEUTRAL,DOWNTREND,DII,-3.84,-3.34,-43.13,0.61
KOTIC,CHEMICALS,143.36,2026-08-17,16.04,28.18,32.75,50.0,50.0,33.7,NEUTRAL,0.9,30.33,NEUTRAL,INSUFFICIENT_DATA,RETAIL,-19.08,-17.69,,1.136
TATACHEM,CHEMICALS,662.9,2026-08-17,21.92,29.14,32.75,50.0,38.89,33.69,NEUTRAL,0.9,30.32,NEUTRAL,DOWNTREND,RETAIL,-4.59,-11.48,-29.12,0.441
FISCHER,HEALTHCARE,37.27,2026-08-17,31.77,0.0,40.84,50.0,50.0,33.61,NEUTRAL,0.9,30.25,NEUTRAL,DOWNTREND,RETAIL,-3.42,6.88,-96.49,0.278
ZUARI,CHEMICALS,222.71,2026-08-17,25.96,15.26,32.75,50.0,50.0,33.59,NEUTRAL,0.9,30.23,NEUTRAL,DOWNTREND,RETAIL,-5.15,-1.45,-41.81,0.73
VIPCLOTHNG,OTHER,20.59,2026-08-17,30.57,0.0,42.21,50.0,50.0,33.58,NEUTRAL,0.9,30.22,NEUTRAL,INSUFFICIENT_DATA,RETAIL,,-24.44,-43.18,1.0
